rosbagTimestamp,data
1545310951037594156,18.7749786377
1545310951087244764,18.789264679
1545310951137778313,18.721408844
1545310951187742459,18.7785511017
1545310951237596036,18.7821216583
1545310951288591984,18.7642650604
1545310951337289498,18.7285518646
1545310951388669025,18.7785511017
1545310951438910072,18.7821216583
1545310951489500798,18.7856941223
1545310951540519913,18.7606945038
1545310951591526805,18.7749786377
1545310951640821128,18.7678375244
1545310951692366108,18.7856941223
1545310951742067441,18.7999801636
1545310951793196275,18.7785511017
1545310951843761822,18.7785511017
1545310951893733339,18.8071231842
1545310951946010648,18.789264679
1545310951993590396,18.7749786377
1545310952046556747,18.7714080811
1545310952096814987,18.7821216583
1545310952147306140,18.789264679
1545310952195622983,18.7714080811
1545310952246847219,18.7999801636
1545310952297741242,18.7999801636
1545310952347428404,18.8142642975
1545310952399787411,18.8142642975
1545310952448956951,18.7821216583
1545310952498826841,18.7821216583
1545310952550071256,18.8214073181
1545310952600902843,18.8178367615
1545310952652174755,18.8214073181
1545310952699994309,18.7964076996
1545310952750617144,18.8214073181
1545310952799908209,18.8214073181
1545310952852431721,18.8178367615
1545310952903284404,18.8106937408
1545310952953791236,18.8178367615
1545310953001943314,18.8071231842
1545310953055759150,18.8142642975
1545310953105604495,18.7856941223
1545310953157810533,18.8285503387
1545310953204742036,18.8071231842
1545310953256016927,18.8249797821
1545310953305943645,18.8178367615
1545310953358539390,18.8178367615
1545310953408652463,18.8178367615
1545310953457358671,18.846408844
1545310953506384431,18.8035507202
1545310953557248597,18.8321228027
1545310953609599062,18.8214073181
1545310953658860972,18.8356933594
1545310953709229686,18.8178367615
1545310953760433211,18.8249797821
1545310953810745711,18.8071231842
1545310953863084862,18.8356933594
1545310953913009763,18.8249797821
1545310953963100279,18.8321228027
1545310954011674808,18.8356933594
1545310954060359828,18.8499794006
1545310954112668071,18.8285503387
1545310954164429747,18.8249797821
1545310954215151456,18.8106937408
1545310954264025101,18.8285503387
1545310954312648984,18.8606929779
1545310954365288571,18.8606929779
1545310954415668653,18.84283638
1545310954467277147,18.8249797821
1545310954516679326,18.8321228027
1545310954568617441,18.8499794006
1545310954617365361,18.8285503387
1545310954668927724,18.8714084625
1545310954720577928,18.8249797821
1545310954768010197,18.84283638
1545310954818645596,18.8535518646
1545310954869128146,18.846408844
1545310954921415575,18.8142642975
1545310954969981617,18.8535518646
1545310955022106771,18.8249797821
1545310955070960365,18.8321228027
1545310955121987493,18.8142642975
1545310955173266074,18.8499794006
1545310955221950154,18.8714084625
1545310955275570331,18.8535518646
1545310955324630480,18.8142642975
1545310955374007525,18.8714084625
1545310955426116419,18.8392658234
1545310955476530917,18.8571224213
1545310955524617162,18.8071231842
1545310955574754641,18.8392658234
1545310955626182633,18.8321228027
1545310955674917586,18.8285503387
1545310955728083876,18.8499794006
1545310955776459957,18.8392658234
1545310955829033883,18.8249797821
1545310955877657229,18.8535518646
1545310955929134149,18.8321228027
1545310955981205786,18.8285503387
1545310956032183686,18.8714084625
1545310956079863267,18.8178367615
1545310956131558073,18.8321228027
1545310956181242142,18.8535518646
1545310956233641357,18.8321228027
1545310956285300274,18.84283638
1545310956332073396,18.846408844
1545310956381402830,18.8678359985
1545310956432843364,18.8606929779
1545310956485908931,18.8285503387
1545310956534804068,18.846408844
1545310956584845005,18.8499794006
1545310956634961940,18.8642654419
1545310956686105598,18.8678359985
1545310956738392175,18.8642654419
1545310956787989699,18.8606929779
1545310956838572916,18.8571224213
1545310956885372025,18.8535518646
1545310956936018409,18.8392658234
1545310956987795040,18.84283638
1545310957039718835,18.8856945038
1545310957088044836,18.8606929779
1545310957139415617,18.8499794006
1545310957192033106,18.8606929779
1545310957241153969,18.8714084625
1545310957291995782,18.8571224213
1545310957340009549,18.8356933594
1545310957393885528,18.8642654419
1545310957442278749,18.8749790192
1545310957493319029,18.8606929779
1545310957545911262,18.8571224213
1545310957597552956,18.8714084625
1545310957643492013,18.8606929779
1545310957693763790,18.8392658234
1545310957744843602,18.9035511017
1545310957797261840,18.8535518646
1545310957846439510,18.8499794006
1545310957894030024,18.8642654419
1545310957947023519,18.8714084625
1545310957998021791,18.8714084625
1545310958049762157,18.8535518646
1545310958097997552,18.8499794006
1545310958150620729,18.84283638
1545310958199753096,18.8999786377
1545310958249523292,18.846408844
1545310958302064342,18.8714084625
1545310958350086860,18.8964080811
1545310958400234737,18.8785514832
1545310958450937874,18.8714084625
1545310958504458815,18.8499794006
1545310958550993730,18.8821220398
1545310958604156426,18.8678359985
1545310958652054311,18.8749790192
1545310958707237134,18.8999786377
1545310958755030343,18.8785514832
1545310958804618668,18.8571224213
1545310958853402028,18.8571224213
1545310958906254946,18.8606929779
1545310958955832045,18.9071216583
1545310959006179660,18.8714084625
1545310959057120621,18.8964080811
1545310959109664751,18.8749790192
1545310959159619014,18.8785514832
