rosbagTimestamp,address,x_m,y_m,z_m
1545124928883918864,6,0.0,0.0,0.0
1545124928884041779,4,1.23,0.0,0.0
1545124939271428983,6,0.0,0.0,0.0
1545124939271473500,4,1.23,0.0,0.0
1545124949656650314,6,0.0,0.0,0.0
1545124949656701005,4,1.23,0.0,0.0
1545124960041245383,6,0.0,0.0,0.0
1545124960041410012,4,1.23,0.0,0.0
