rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1545133839225311969,,864660,,1545133838,206047872,"""/world""","""vicon/cf1/cf1""",,,1.15498744827,2.03245853012,0.776905568419,,-0.00309967773399,-0.000444817145377,-0.0848133444352,0.996391936309
1545133839225320738,,864661,,1545133838,216011993,"""/world""","""vicon/cf1/cf1""",,,1.15499140473,2.03247658599,0.776893959037,,-0.00285631089635,-0.000685627984618,-0.0848147376734,0.99639240848
1545133839225410200,,864662,,1545133838,225994492,"""/world""","""vicon/cf1/cf1""",,,1.15499671396,2.03246929868,0.776901385687,,-0.00315646959233,-0.000479838132556,-0.0848796870072,0.99638609243
1545133839225423565,,864663,,1545133838,235967939,"""/world""","""vicon/cf1/cf1""",,,1.15499163256,2.03248579631,0.776898157776,,-0.00322749449775,-0.000679605013958,-0.0849199419309,0.99638231863
1545133839225455569,,864664,,1545133838,246012639,"""/world""","""vicon/cf1/cf1""",,,1.15498441896,2.03248944132,0.776905782341,,-0.00295306515585,-0.000917373230052,-0.0849349268258,0.996381701979
1545133839225523638,,864665,,1545133838,256002383,"""/world""","""vicon/cf1/cf1""",,,1.15498373663,2.03248067401,0.776897215333,,-0.00301967384283,-0.000881130352192,-0.0849077895801,0.996383847946
1545133839225586510,,864666,,1545133838,265932974,"""/world""","""vicon/cf1/cf1""",,,1.15498057854,2.03246505254,0.776917949965,,-0.00321988381681,-0.000706776702001,-0.0848680215671,0.99638674807
1545133839225591006,,864667,,1545133838,276016998,"""/world""","""vicon/cf1/cf1""",,,1.15498565196,2.03245034639,0.776890352018,,-0.00279630644956,-0.00114563939756,-0.084884760988,0.996386192966
1545133839225634890,,864668,,1545133838,286011465,"""/world""","""vicon/cf1/cf1""",,,1.15498735628,2.03245133817,0.776910897673,,-0.00314202387093,-0.000821942020107,-0.0847615443929,0.996395971835
1545133839225640446,,864669,,1545133838,295940919,"""/world""","""vicon/cf1/cf1""",,,1.15498089386,2.03245819686,0.776907322155,,-0.00320644756963,-0.000769897750879,-0.0849396683993,0.996380639456
1545133839225684382,,864670,,1545133838,306033078,"""/world""","""vicon/cf1/cf1""",,,1.15498108991,2.03247840609,0.776897890391,,-0.00299358292299,-0.000588385061721,-0.0848624584245,0.996388004451
1545133839225692437,,864671,,1545133838,315931912,"""/world""","""vicon/cf1/cf1""",,,1.15498012628,2.03248979125,0.776906329611,,-0.00296377739417,-0.000802681928976,-0.0849736089546,0.996378471017
1545133839225769797,,864672,,1545133838,325998135,"""/world""","""vicon/cf1/cf1""",,,1.15498860502,2.03248525857,0.776886720454,,-0.00291413279382,-0.000994522562132,-0.0849042160178,0.996384360002
1545133839225776347,,864673,,1545133838,335983122,"""/world""","""vicon/cf1/cf1""",,,1.15499081737,2.03247606203,0.776902581946,,-0.00331279526198,-0.000812759127693,-0.0849173380815,0.996382160872
1545133839225841791,,864674,,1545133838,345927352,"""/world""","""vicon/cf1/cf1""",,,1.15498556743,2.03246351289,0.776896331949,,-0.00311249591657,-0.000821540349932,-0.0848968632385,0.996384544266
1545133839225917810,,864675,,1545133838,355992456,"""/world""","""vicon/cf1/cf1""",,,1.15498695179,2.03245493597,0.776902997938,,-0.003040179663,-0.000791602726714,-0.0848706073605,0.996387028558
1545133839226401237,,864676,,1545133838,365948730,"""/world""","""vicon/cf1/cf1""",,,1.15498195232,2.03245507095,0.776888565035,,-0.00288470216113,-0.000854690821629,-0.0848224895674,0.996391536125
1545133839226406373,,864677,,1545133838,375998387,"""/world""","""vicon/cf1/cf1""",,,1.15498054544,2.03246603943,0.776901375474,,-0.00304066617068,-0.00103137805044,-0.0849372491949,0.99638112904
1545133839226412568,,864678,,1545133838,385979813,"""/world""","""vicon/cf1/cf1""",,,1.15498355484,2.03247612988,0.776902669748,,-0.00308768093,-0.000765506505999,-0.0849555128392,0.996379667127
