rosbagTimestamp,timestamp_ms,x_m,y_m,z_m,flags
1545310737903170152,718987,1.151,0.003,-0.704,2
1545310738022193308,719102,1.15,0.006,-0.701,2
1545310738140454630,719218,1.15,0.006,-0.699,2
1545310738259638076,719336,1.15,0.004,-0.7,2
1545310738376693388,719451,1.154,0.003,-0.7,2
1545310738495449170,719567,1.162,0.003,-0.702,2
1545310738613152230,719683,1.171,0.009,-0.7,2
1545310738849704496,719915,1.196,0.016,-0.697,2
1545310738967283002,720031,1.21,0.02,-0.694,2
1545310739086297949,720147,1.228,0.022,-0.694,2
1545310739204778982,720264,1.246,0.027,-0.693,2
1545310739322588761,720380,1.263,0.037,-0.686,2
1545310739440119243,720496,1.281,0.04,-0.686,2
1545310739558469580,720613,1.3,0.043,-0.684,2
1545310739676264524,720728,1.32,0.048,-0.682,2
1545310739796090027,720844,1.34,0.049,-0.683,2
1545310739913551966,720960,1.36,0.051,-0.684,2
1545310740150026271,721192,1.385,0.056,-0.684,2
1545310740267612311,721308,1.41,0.058,-0.685,2
1545310740386221611,721425,1.435,0.06,-0.685,2
1545310740504159831,721543,1.46,0.06,-0.683,2
1545310740622318309,721658,1.478,0.056,-0.684,2
1545310740740203172,721774,1.496,0.053,-0.685,2
1545310740858648419,721891,1.514,0.049,-0.687,2
1545310740977510538,722007,1.534,0.048,-0.686,2
1545310741096066456,722122,1.552,0.047,-0.687,2
1545310741213459807,722238,1.572,0.045,-0.688,2
1545310741331017299,722355,1.59,0.044,-0.688,2
1545310741449305924,722471,1.607,0.042,-0.689,2
1545310741567761005,722587,1.625,0.039,-0.69,2
1545310741686955845,722703,1.642,0.037,-0.691,2
1545310741804472452,722820,1.659,0.036,-0.694,2
1545310741922288395,722935,1.677,0.034,-0.697,2
1545310742041408787,723051,1.696,0.028,-0.701,2
1545310742158962776,723168,1.716,0.023,-0.704,2
1545310742276525270,723284,1.736,0.015,-0.706,2
1545310742395708667,723399,1.756,0.008,-0.709,2
1545310742513450059,723516,1.776,0.006,-0.708,2
1545310742631183530,723633,1.796,0.003,-0.708,2
1545310742749368034,723748,1.816,0.001,-0.707,2
1545310742867824990,723864,1.837,0.001,-0.705,2
1545310743104591880,724097,1.876,-0.003,-0.704,2
1545310743222290398,724212,1.891,-0.012,-0.708,2
1545310743576239083,724561,1.923,-0.052,-0.718,2
1545310743695388583,724677,1.928,-0.06,-0.716,2
1545310743813430247,724793,1.927,-0.066,-0.723,2
1545310743931195950,724910,1.929,-0.067,-0.707,2
1545310744050466250,725025,1.926,-0.069,-0.708,2
1545310744167490488,725141,1.923,-0.077,-0.71,2
1545310744286340026,725258,1.918,-0.092,-0.714,2
1545310744404532494,725374,1.914,-0.107,-0.716,2
1545310744522825444,725489,1.915,-0.127,-0.717,2
1545310744640009240,725606,1.916,-0.147,-0.718,2
1545310744758461481,725723,1.919,-0.163,-0.716,2
1545310744876104356,725838,1.925,-0.182,-0.716,2
1545310744995490755,725954,1.928,-0.2,-0.715,2
1545310745232128941,726187,1.932,-0.219,-0.717,2
1545310745349276953,726302,1.934,-0.237,-0.719,2
1545310745467611273,726418,1.937,-0.259,-0.723,2
1545310745586779779,726535,1.941,-0.279,-0.725,2
1545310745822695262,726768,1.943,-0.301,-0.724,2
1545310745940648802,726884,1.948,-0.329,-0.723,2
1545310746058278338,727001,1.951,-0.351,-0.722,2
1545310746177248842,727117,1.952,-0.374,-0.723,2
1545310746295171030,727232,1.95,-0.393,-0.733,2
1545310746413147074,727348,1.952,-0.411,-0.734,2
1545310746531313485,727465,1.954,-0.431,-0.734,2
1545310746649302051,727581,1.956,-0.451,-0.732,2
1545310746767093289,727697,1.964,-0.471,-0.721,2
