rosbagTimestamp,address,timestamp_ms,x_m,y_m,z_m,flags
1545310737903158191,5,718987,1.151,0.003,-0.704,2
1545310738022179404,5,719102,1.15,0.006,-0.701,2
1545310738140329638,5,719218,1.15,0.006,-0.699,2
1545310738259612217,5,719336,1.15,0.004,-0.7,2
1545310738377011814,5,719451,1.154,0.003,-0.7,2
1545310738495299123,5,719567,1.162,0.003,-0.702,2
1545310738613139150,5,719683,1.171,0.009,-0.7,2
1545310738849644085,5,719915,1.196,0.016,-0.697,2
1545310738967255330,5,720031,1.21,0.02,-0.694,2
1545310739086215694,5,720147,1.228,0.022,-0.694,2
1545310739204510480,5,720264,1.246,0.027,-0.693,2
1545310739322564984,5,720380,1.263,0.037,-0.686,2
1545310739440103193,5,720496,1.281,0.04,-0.686,2
1545310739558391141,5,720613,1.3,0.043,-0.684,2
1545310739676152226,5,720728,1.32,0.048,-0.682,2
1545310739796038439,5,720844,1.34,0.049,-0.683,2
1545310739913558529,5,720960,1.36,0.051,-0.684,2
1545310740150005047,5,721192,1.385,0.056,-0.684,2
1545310740267595032,5,721308,1.41,0.058,-0.685,2
1545310740386223646,5,721425,1.435,0.06,-0.685,2
1545310740504147331,5,721543,1.46,0.06,-0.683,2
1545310740622366171,5,721658,1.478,0.056,-0.684,2
1545310740740134616,5,721774,1.496,0.053,-0.685,2
1545310740858478131,5,721891,1.514,0.049,-0.687,2
1545310740977298648,5,722007,1.534,0.048,-0.686,2
1545310741095998096,5,722122,1.552,0.047,-0.687,2
1545310741213463327,5,722238,1.572,0.045,-0.688,2
1545310741330997288,5,722355,1.59,0.044,-0.688,2
1545310741449048008,5,722471,1.607,0.042,-0.689,2
1545310741567609182,5,722587,1.625,0.039,-0.69,2
1545310741686872625,5,722703,1.642,0.037,-0.691,2
1545310741804473903,5,722820,1.659,0.036,-0.694,2
1545310741922270457,5,722935,1.677,0.034,-0.697,2
1545310742041357568,5,723051,1.696,0.028,-0.701,2
1545310742158909061,5,723168,1.716,0.023,-0.704,2
1545310742276491127,5,723284,1.736,0.015,-0.706,2
1545310742395666368,5,723399,1.756,0.008,-0.709,2
1545310742513328830,5,723516,1.776,0.006,-0.708,2
1545310742631157709,5,723633,1.796,0.003,-0.708,2
1545310742749315227,5,723748,1.816,0.001,-0.707,2
1545310742867791242,5,723864,1.837,0.001,-0.705,2
1545310743104457931,5,724097,1.876,-0.003,-0.704,2
1545310743222268854,5,724212,1.891,-0.012,-0.708,2
1545310743576221743,5,724561,1.923,-0.052,-0.718,2
1545310743695370250,5,724677,1.928,-0.06,-0.716,2
1545310743813331367,5,724793,1.927,-0.066,-0.723,2
1545310743931181367,5,724910,1.929,-0.067,-0.707,2
1545310744050284362,5,725025,1.926,-0.069,-0.708,2
1545310744167523563,5,725141,1.923,-0.077,-0.71,2
1545310744286327725,5,725258,1.918,-0.092,-0.714,2
1545310744404508018,5,725374,1.914,-0.107,-0.716,2
1545310744522788605,5,725489,1.915,-0.127,-0.717,2
1545310744639923056,5,725606,1.916,-0.147,-0.718,2
1545310744758360442,5,725723,1.919,-0.163,-0.716,2
1545310744876083641,5,725838,1.925,-0.182,-0.716,2
1545310744995460032,5,725954,1.928,-0.2,-0.715,2
1545310745232051878,5,726187,1.932,-0.219,-0.717,2
1545310745349255866,5,726302,1.934,-0.237,-0.719,2
1545310745467607363,5,726418,1.937,-0.259,-0.723,2
1545310745586795937,5,726535,1.941,-0.279,-0.725,2
1545310745822668195,5,726768,1.943,-0.301,-0.724,2
1545310745940625567,5,726884,1.948,-0.329,-0.723,2
1545310746058266337,5,727001,1.951,-0.351,-0.722,2
