rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1545135565511419837,,4759,,1545135563,716653133,"""imu_link""",,-0.2227994441,0.7571555615,-0.0396453433,-0.6127740022,"[0.0016779700526967645, 0.0005437687505036592, -0.0007708386983722448, 0.0005437684012576938, 0.0032669075299054384, -0.002484572120010853, -0.0007708388147875667, -0.002484574681147933, 0.005127601325511932]",,-0.188551940332,-0.174703492737,0.0117179171957,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.23164821,1.73710913,-0.0,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565511566411,,4760,,1545135563,765586215,"""imu_link""",,-0.2199796229,0.7595389818,-0.0366241063,-0.6110619679,"[0.0016714248340576887, 0.0005357627524062991, -0.0007545747212134302, 0.0005357628688216209, 0.0032839470077306032, -0.0024940266739577055, -0.0007545752450823784, -0.002494029700756073, 0.005119189154356718]",,-0.178964553535,-0.00852212159691,0.0681769727752,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,10.21247715,2.42333011,0.13652564,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565512261727,,4761,,1545135563,814314450,"""imu_link""",,-0.2160855841,0.7593039967,-0.032897914,-0.6129082794,"[0.0016622849507257342, 0.0005198314320296049, -0.000734116300009191, 0.0005198316066525877, 0.0032796787563711405, -0.002496538683772087, -0.0007341171731241047, -0.002496541477739811, 0.005134848412126303]",,-0.203465653126,-0.00106526519961,-0.00213053039923,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.28015074,2.30476837,-0.11856174,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565512716262,,4762,,1545135563,865440342,"""imu_link""",,-0.2126615155,0.7596396897,-0.0300445235,-0.6137475119,"[0.0016516256146132946, 0.0005086116725578904, -0.0007164472481235862, 0.0005086114397272468, 0.0032826571259647608, -0.0025010323151946068, -0.0007164481212384999, -0.002501034177839756, 0.005130765959620476]",,-0.161920310341,-0.0117179171957,0.0426106079845,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.37895219,2.335307,0.22634514,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565512832755,,4763,,1545135563,918518457,"""imu_link""",,-0.2101102487,0.7617545556,-0.0283660585,-0.6135796654,"[0.0016461635241284966, 0.0005002685938961804, -0.0007024821825325489, 0.0005002684192731977, 0.0032914518378674984, -0.002506762742996216, -0.0007024838123470545, -0.002506765304133296, 0.005128819495439529]",,-0.0639159119768,-0.120374967556,0.0585895859787,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.53523812,2.28500808,0.25508738,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565513550386,,4764,,1545135563,968795433,"""imu_link""",,-0.2074247047,0.762358803,-0.0282653506,-0.6123711706,"[0.001646607299335301, 0.0004945173277519643, -0.0006914105615578592, 0.0004945176187902689, 0.003306721802800894, -0.0025117325130850077, -0.0006914124242030084, -0.002511735074222088, 0.00512556592002511]",,-0.00106526519961,-0.046871668783,0.105461254762,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.69332044,1.76585137,0.23532709,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565514022406,,4765,,1545135564,19849873,"""imu_link""",,-0.2062162099,0.7635337285,-0.0291717217,-0.6112633837,"[0.0016460034530609846, 0.0004925795365124941, -0.0006869971984997392, 0.0004925796529278159, 0.0033143828622996807, -0.002514915307983756, -0.0006869995268061757, -0.0025149178691208363, 0.005121906287968159]",,-0.00213053039923,-0.0788296247714,0.00106526519961,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.77056521,2.46285069,0.06826282,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565515023008,,4766,,1545135564,65696353,"""imu_link""",,-0.2062833485,0.7642386838,-0.028198212,-0.6104241512,"[0.0016414012061432004, 0.0004940538783557713, -0.0006857974804006517, 0.0004940539947710931, 0.0033204229548573494, -0.002518130699172616, -0.0006857996340841055, -0.002518134191632271, 0.005105217453092337]",,-0.0149137127946,-0.0351537515872,-0.0276968951899,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,10.07595151,2.1197402,-0.0,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565517003808,,4767,,1545135564,118261944,"""imu_link""",,-0.2068540266,0.7644400996,-0.029540984,-0.6099206117,"[0.0016436758451163769, 0.0004964274703525007, -0.000689237320329994, 0.0004964276449754834, 0.0033211330883204937, -0.0025178524665534496, -0.0006892395322211087, -0.002517855726182461, 0.005105786025524139]",,0.099069663564,0.0458064035834,0.0340884863876,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,10.07595151,2.06045933,0.06826282,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565517099892,,4768,,1545135564,170502510,"""imu_link""",,-0.2078946749,0.7641715452,-0.0316894192,-0.6111962451,"[0.001646696007810533, 0.0004988174769096076, -0.0006955768330954015, 0.0004988174769096076, 0.0033117765560746193, -0.0025135530158877373, -0.0006955788121558726, -0.0025135562755167484, 0.005115129053592682]",,0.0862864811687,0.0202400387927,-0.0404800775853,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.49751393,2.74668031,-0.38263107,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565517271010,,4769,,1545135564,218747634,"""imu_link""",,-0.2111844663,0.7639029908,-0.0332000377,-0.6089135327,"[0.0016580390511080623, 0.0005119484849274158, -0.0007118403445929289, 0.0005119491252116859, 0.0033216371666640043, -0.0025126838590949774, -0.000711842265445739, -0.0025126857217401266, 0.005106283817440271]",,0.183225614333,-0.0340884863876,-0.0159789779942,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.50649588,1.93291564,-0.1077834,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565517655950,,4770,,1545135564,267965313,"""imu_link""",,-0.2144071191,0.7645072382,-0.03692623,-0.6067986668,"[0.0016614312771707773, 0.0005271374247968197, -0.0007296190597116947, 0.0005271374247968197, 0.0033258460462093353, -0.0025116459000855684, -0.0007296212716028094, -0.002511649625375867, 0.005081622861325741]",,0.22050989632,-0.0948086027656,-0.0511327295814,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.26039045,2.51135322,-0.20658485,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565517808166,,4771,,1545135564,318433541,"""imu_link""",,-0.21820045,0.7645408075,-0.0401153135,-0.6051873404,"[0.0016707880422472954, 0.0005413270555436611, -0.000749012513551861, 0.0005413268227130175, 0.003326289588585496, -0.002508515492081642, -0.0007490149000659585, -0.002508518286049366, 0.00507472874596715]",,0.235423609115,-0.033023221188,-0.0543285251803,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.28015074,2.06045933,0.05928087,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565517910271,,4772,,1545135564,371220951,"""imu_link""",,-0.2230344292,0.7644065303,-0.0438750751,-0.6033410289,"[0.0016825903439894319, 0.0005589807406067848, -0.0007733316742815077, 0.0005589803913608193, 0.0033255747985094786, -0.0025040481705218554, -0.000773334177210927, -0.0025040500331670046, 0.005066309589892626]",,0.253533117508,0.013848447595,-0.0617853815776,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.24242655,2.02093875,-0.08802311,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565517987626,,4773,,1545135564,422312899,"""imu_link""",,-0.228942626,0.7650107777,-0.0485076385,-0.6013940095,"[0.0016958757769316435, 0.0005800146609544754, -0.0008019082015380263, 0.0005800147191621363, 0.0033243061043322086, -0.002498755231499672, -0.0008019107044674456, -0.0024987568613141775, 0.005053704604506493]",,0.332362742279,-0.0596548511783,-0.0905475419671,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,8.93704025,1.58980515,-0.68622098,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565518660326,,4774,,1545135564,473576536,"""imu_link""",,-0.2332730657,0.7618888328,-0.0542144195,-0.6018304104,"[0.0017089622560888529, 0.0005966153112240136, -0.0008277786546386778, 0.00059661571867764, 0.003312270389869809, -0.002487515565007925, -0.0008277810411527753, -0.002487517660483718, 0.005049156956374645]",,0.254598382708,0.183225614333,0.0490021991822,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.0358417,1.99219651,-0.75628019,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565518743504,,4775,,1545135564,521200981,"""imu_link""",,-0.2341458675,0.7603782143,-0.0603576014,-0.6028039201,"[0.0017137221293523908, 0.0006009585922583938, -0.0008394179167225957, 0.0006009596399962902, 0.0032951594330370426, -0.0024788263253867626, -0.0008394206524826586, -0.002478828653693199, 0.005058535374701023]",,0.13635394555,0.133158149952,0.162985575541,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,8.70171316,2.45207235,-0.80478272,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565519014833,,4776,,1545135564,572066595,"""imu_link""",,-0.2347165456,0.7609488924,-0.0632445612,-0.601561856,"[0.0017164701130241156, 0.0006052234093658626, -0.0008449274464510381, 0.0006052240496501327, 0.003295821137726307, -0.0024777757935225964, -0.0008449297747574747, -0.0024777778889983892, 0.005053953733295202]",,0.131027619552,-0.112918111159,-0.0255663647907,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,8.82925685,2.21674526,-0.87304554,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565519158706,,4777,,1545135564,622854014,"""imu_link""",,-0.2371335352,0.7601432292,-0.0652587192,-0.6014611481,"[0.0017182346200570464, 0.0006143521750345826, -0.0008571763173677027, 0.0006143527571111917, 0.00329015264287591, -0.002474108710885048, -0.000857178820297122, -0.002474111970514059, 0.0050413599237799644]",,0.0692422379749,0.200269857527,-0.0276968951899,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,10.21247715,2.19698497,-0.04850253,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565519368503,,4778,,1545135564,675267439,"""imu_link""",,-0.2382748914,0.7570212843,-0.0672393079,-0.6060601422,"[0.0017201576847583055, 0.0006116002914495766, -0.0008649984956718981, 0.0006116010481491685, 0.0032580215483903885, -0.0024619572795927525, -0.0008650009403936565, -0.002461958909407258, 0.005071599036455154]",,0.0745685639729,0.175768757936,-0.0703075031745,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,8.94781859,1.80537195,-0.63771845,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565522781739,,4779,,1545135564,724804685,"""imu_link""",,-0.2417325293,0.7546714333,-0.0676085702,-0.6061944194,"[0.0017314956057816744, 0.000620851234998554, -0.0008812741143628955, 0.000620851875282824, 0.0032508154399693012, -0.002455218927934766, -0.0008812765008769929, -0.0024552198592573404, 0.005077716428786516]",,0.0788296247714,0.00106526519961,-0.119309702357,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.27116879,2.14848244,-0.55867729,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565522911431,,4780,,1545135564,775562208,"""imu_link""",,-0.2441159496,0.7536979236,-0.0666350605,-0.6065636817,"[0.001737778540700674, 0.0006254055188037455, -0.0008905832073651254, 0.0006254060426726937, 0.0032447664998471737, -0.0024516128469258547, -0.0008905857685022056, -0.0024516144767403603, 0.00508570671081543]",,0.0245010995911,0.019174773593,-0.141680271549,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.44721501,2.41255177,-0.15628593,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565523002390,,4781,,1545135564,823562170,"""imu_link""",,-0.248077127,0.7521201665,-0.0664000754,-0.606932944,"[0.0017417212948203087, 0.0006361135747283697, -0.0009068482904694974, 0.0006361139821819961, 0.0032348441891372204, -0.0024464172311127186, -0.0009068507351912558, -0.002446416998282075, 0.005077384877949953]",,0.126766558754,0.0852212159691,-0.101200193963,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.86038471,1.76585137,-0.04850253,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565523459168,,4782,,1545135564,873442565,"""imu_link""",,-0.2507962403,0.7491660681,-0.0671386,-0.6093835029,"[0.0017476273933425546, 0.000639577629044652, -0.0009208725532516837, 0.0006395781529136002, 0.0032108044251799583, -0.002435675822198391, -0.0009208749397657812, -0.0024356739595532417, 0.005096580367535353]",,-0.00745685639729,0.234358343915,-0.154463453944,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,8.99632112,3.16883196,-0.31436825,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565523491029,,4783,,1545135564,926448424,"""imu_link""",,-0.253783908,0.7461784004,-0.0657622587,-0.6133446803,"[0.0017529831966385245, 0.0006400138954631984, -0.0009328040760010481, 0.0006400141282938421, 0.0031833143439143896, -0.0024241318460553885, -0.0009328055311925709, -0.002424133475869894, 0.005124552641063929]",,0.0319579559884,0.0905475419671,-0.113983376359,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,8.93704025,1.67782826,-0.26406933,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545135565523538586,,4784,,1545135564,977080178,"""imu_link""",,-0.2540524624,0.743895688,-0.0652922885,-0.614653883,"[0.001758099184371531, 0.0006388151668943465, -0.0009354277863167226, 0.0006388151086866856, 0.00317676505073905, -0.0024194447323679924, -0.0009354291833005846, -0.002419446362182498, 0.005139195825904608]",,-0.0543285251803,0.142745536748,0.00958738679652,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,9.28015074,2.17722468,0.23532709,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
