rosbagTimestamp,address,x_m,y_m,z_m
1545135565817419073,4,0.0,0.0,0.0
1545135565817440213,9,1.359,0.0,0.0
1545135565817475049,6,-0.014,-1.186,0.0
1545135576090242555,4,0.0,0.0,0.0
1545135576090505252,9,1.359,0.0,0.0
1545135576090517535,6,-0.014,-1.186,0.0
1545135586362842153,4,0.0,0.0,0.0
1545135586362996599,9,1.359,0.0,0.0
1545135586363037572,6,-0.014,-1.186,0.0
1545135596635252579,4,0.0,0.0,0.0
1545135596635431705,9,1.359,0.0,0.0
1545135596635444508,6,-0.014,-1.186,0.0
