rosbagTimestamp,address,timestamp_ms,x_m,y_m,z_m,flags,angle
1545149544757875325,5,133506,0.13,-0.803,-0.162,2,0.0
1545149544758257308,5,133622,0.13,-0.803,-0.16,2,0.0
1545149544761139728,5,133737,0.13,-0.803,-0.161,2,0.0
1545149544761447979,5,133855,0.13,-0.803,-0.162,2,0.0
1545149544761929784,5,133971,0.128,-0.802,-0.162,2,0.0
1545149544763101596,5,134086,0.129,-0.802,-0.162,2,0.0
1545149544763298238,5,134202,0.128,-0.802,-0.159,2,0.0
1545149544763703957,5,134319,0.127,-0.802,-0.16,2,0.0
1545149545084433754,5,134666,0.128,-0.802,-0.161,2,0.0
1545149545202589612,5,134783,0.129,-0.802,-0.159,2,0.0
1545149545322099858,5,134899,0.128,-0.801,-0.16,2,0.0
1545149545439452170,5,135015,0.128,-0.802,-0.16,2,0.0
1545149545558435853,5,135132,0.128,-0.801,-0.162,2,0.0
1545149545675819300,5,135248,0.128,-0.801,-0.163,2,0.0
1545149545911603225,5,135479,0.128,-0.803,-0.164,2,0.0
1545149546029530189,5,135596,0.131,-0.807,-0.168,2,0.0
1545149546149357763,5,135712,0.134,-0.809,-0.173,2,0.0
1545149546266248618,5,135827,0.136,-0.808,-0.175,2,0.0
1545149546384344908,5,135944,0.135,-0.798,-0.171,2,0.0
1545149546502250117,5,136062,0.131,-0.788,-0.168,2,0.0
1545149546620575753,5,136177,0.129,-0.777,-0.162,2,0.0
1545149546738835606,5,136293,0.126,-0.767,-0.159,2,0.0
1545149546857417422,5,136409,0.126,-0.758,-0.157,2,0.0
1545149546975545810,5,136526,0.125,-0.747,-0.152,2,0.0
1545149547093799938,5,136641,0.124,-0.736,-0.149,2,0.0
1545149547212848834,5,136757,0.123,-0.726,-0.148,2,0.0
1545149547329483526,5,136874,0.122,-0.717,-0.146,2,0.0
1545149547447520155,5,136990,0.121,-0.705,-0.144,2,0.0
1545149547565207625,5,137106,0.121,-0.693,-0.139,2,0.0
1545149547684457805,5,137222,0.12,-0.682,-0.134,2,0.0
1545149547802285469,5,137339,0.119,-0.671,-0.129,2,0.0
1545149547920588049,5,137454,0.119,-0.66,-0.127,2,0.0
1545149548039080643,5,137570,0.118,-0.647,-0.127,2,0.0
1545149548156338524,5,137687,0.118,-0.635,-0.128,2,0.0
1545149548275474014,5,137803,0.117,-0.622,-0.129,2,0.0
1545149548393115474,5,137918,0.116,-0.609,-0.133,2,0.0
1545149548511481079,5,138035,0.114,-0.598,-0.133,2,0.0
1545149548747259384,5,138267,0.114,-0.584,-0.131,2,0.0
1545149548865196650,5,138383,0.113,-0.57,-0.129,2,0.0
1545149548983890483,5,138500,0.113,-0.557,-0.122,2,0.0
1545149549101089277,5,138616,0.114,-0.544,-0.12,2,0.0
1545149549219826864,5,138731,0.114,-0.532,-0.115,2,0.0
1545149549338574112,5,138847,0.115,-0.519,-0.109,2,0.0
1545149549457746365,5,138964,0.116,-0.509,-0.107,2,0.0
1545149549574882610,5,139080,0.115,-0.5,-0.101,2,0.0
1545149549692610084,5,139196,0.115,-0.491,-0.101,2,0.0
1545149549810759453,5,139313,0.114,-0.481,-0.1,2,0.0
1545149549928987983,5,139429,0.112,-0.469,-0.096,2,0.0
1545149550047213725,5,139544,0.111,-0.456,-0.095,2,0.0
1545149550165299137,5,139660,0.11,-0.445,-0.089,2,0.0
1545149550283428056,5,139777,0.11,-0.434,-0.089,2,0.0
1545149550401917279,5,139893,0.11,-0.425,-0.084,2,0.0
1545149550520963899,5,140008,0.11,-0.416,-0.079,2,0.0
1545149550637376786,5,140126,0.111,-0.407,-0.081,2,0.0
1545149550873102749,5,140357,0.111,-0.397,-0.08,2,0.0
1545149550992853556,5,140473,0.112,-0.385,-0.084,2,0.0
1545149551110384995,5,140590,0.113,-0.372,-0.086,2,0.0
1545149551228267697,5,140706,0.114,-0.357,-0.085,2,0.0
1545149551346888616,5,140821,0.116,-0.341,-0.087,2,0.0
1545149551464470978,5,140937,0.118,-0.326,-0.086,2,0.0
1545149551584111298,5,141054,0.12,-0.312,-0.085,2,0.0
1545149551701223704,5,141171,0.121,-0.299,-0.085,2,0.0
1545149551819580945,5,141287,0.123,-0.287,-0.083,2,0.0
1545149552055386568,5,141520,0.125,-0.269,-0.085,2,0.0
1545149552173740533,5,141635,0.128,-0.25,-0.087,2,0.0
1545149552291560006,5,141751,0.131,-0.232,-0.092,2,0.0
1545149552410416476,5,141867,0.132,-0.215,-0.096,2,0.0
1545149552765370492,5,142216,0.134,-0.199,-0.099,2,0.0
1545149552882662407,5,142333,0.137,-0.182,-0.104,2,0.0
1545149553001042568,5,142448,0.14,-0.167,-0.111,2,0.0
1545149553118392669,5,142564,0.143,-0.153,-0.117,2,0.0
1545149553237664455,5,142680,0.145,-0.146,-0.121,2,0.0
1545149553355387496,5,142797,0.145,-0.139,-0.123,2,0.0
1545149553473504781,5,142912,0.149,-0.137,-0.146,2,0.0
1545149553591222674,5,143028,0.154,-0.136,-0.172,2,0.0
