rosbagTimestamp,timestamp_ms,x_m,y_m,z_m,flags
1545149544761946881,133971,0.128,-0.802,-0.162,2
1545149544763107141,134086,0.129,-0.802,-0.162,2
1545149544763315756,134202,0.128,-0.802,-0.159,2
1545149544763721235,134319,0.127,-0.802,-0.16,2
1545149545084543813,134666,0.128,-0.802,-0.161,2
1545149545202664913,134783,0.129,-0.802,-0.159,2
1545149545322597415,134899,0.128,-0.801,-0.16,2
1545149545439692319,135015,0.128,-0.802,-0.16,2
1545149545558585563,135132,0.128,-0.801,-0.162,2
1545149545676162875,135248,0.128,-0.801,-0.163,2
1545149545911720998,135479,0.128,-0.803,-0.164,2
1545149546029595773,135596,0.131,-0.807,-0.168,2
1545149546149425412,135712,0.134,-0.809,-0.173,2
1545149546266297704,135827,0.136,-0.808,-0.175,2
1545149546384472746,135944,0.135,-0.798,-0.171,2
1545149546502318275,136062,0.131,-0.788,-0.168,2
1545149546620633744,136177,0.129,-0.777,-0.162,2
1545149546738882966,136293,0.126,-0.767,-0.159,2
1545149546857479357,136409,0.126,-0.758,-0.157,2
1545149546975596883,136526,0.125,-0.747,-0.152,2
1545149547094110389,136641,0.124,-0.736,-0.149,2
1545149547213186953,136757,0.123,-0.726,-0.148,2
1545149547329561816,136874,0.122,-0.717,-0.146,2
1545149547447544187,136990,0.121,-0.705,-0.144,2
1545149547565275643,137106,0.121,-0.693,-0.139,2
1545149547684564643,137222,0.12,-0.682,-0.134,2
1545149547802373616,137339,0.119,-0.671,-0.129,2
1545149547920715515,137454,0.119,-0.66,-0.127,2
1545149548039176431,137570,0.118,-0.647,-0.127,2
1545149548156472677,137687,0.118,-0.635,-0.128,2
1545149548275687371,137803,0.117,-0.622,-0.129,2
1545149548393265902,137918,0.116,-0.609,-0.133,2
1545149548511530822,138035,0.114,-0.598,-0.133,2
1545149548747461170,138267,0.114,-0.584,-0.131,2
1545149548865275284,138383,0.113,-0.57,-0.129,2
1545149548983981469,138500,0.113,-0.557,-0.122,2
1545149549101222018,138616,0.114,-0.544,-0.12,2
1545149549219900024,138731,0.114,-0.532,-0.115,2
1545149549338710963,138847,0.115,-0.519,-0.109,2
1545149549457807539,138964,0.116,-0.509,-0.107,2
1545149549575002180,139080,0.115,-0.5,-0.101,2
1545149549692776373,139196,0.115,-0.491,-0.101,2
1545149549810814495,139313,0.114,-0.481,-0.1,2
1545149549929020531,139429,0.112,-0.469,-0.096,2
1545149550047260230,139544,0.111,-0.456,-0.095,2
1545149550165365151,139660,0.11,-0.445,-0.089,2
1545149550283471689,139777,0.11,-0.434,-0.089,2
1545149550402095890,139893,0.11,-0.425,-0.084,2
1545149550521042835,140008,0.11,-0.416,-0.079,2
1545149550637457810,140126,0.111,-0.407,-0.081,2
1545149550873201806,140357,0.111,-0.397,-0.08,2
1545149550992902380,140473,0.112,-0.385,-0.084,2
1545149551110503156,140590,0.113,-0.372,-0.086,2
