rosbagTimestamp,timestamp_ms,x_m,y_m,z_m,flags
1545310438871344330,425169,1.64,0.05,-0.74,2
1545310438988388755,425285,1.643,0.037,-0.731,2
1545310439107055952,425402,1.653,0.031,-0.716,2
1545310439225769623,425517,1.659,0.028,-0.7,2
1545310439344591322,425634,1.663,0.026,-0.69,2
1545310439462048041,425751,1.665,0.035,-0.689,2
1545310439579737451,425867,1.664,0.036,-0.689,2
1545310439697722812,425982,1.662,0.037,-0.696,2
1545310439816577480,426098,1.662,0.04,-0.697,2
1545310439934948036,426215,1.662,0.039,-0.696,2
1545310440053032023,426330,1.663,0.038,-0.696,2
1545310440171861118,426446,1.662,0.039,-0.696,2
1545310440289254523,426562,1.662,0.037,-0.697,2
1545310440407831301,426680,1.662,0.037,-0.697,2
1545310440525873666,426795,1.662,0.037,-0.696,2
1545310440643669549,426911,1.663,0.036,-0.696,2
1545310440762451509,427028,1.663,0.037,-0.696,2
1545310440879607043,427144,1.663,0.037,-0.696,2
1545310440998118928,427259,1.662,0.038,-0.697,2
1545310441117160910,427375,1.662,0.035,-0.698,2
1545310441234913196,427492,1.662,0.035,-0.698,2
1545310441352898710,427607,1.662,0.035,-0.698,2
1545310441471800296,427724,1.663,0.034,-0.698,2
1545310441588772622,427841,1.662,0.036,-0.699,2
1545310441707693166,427957,1.662,0.035,-0.698,2
1545310441825678226,428072,1.662,0.036,-0.697,2
1545310441944233728,428188,1.661,0.036,-0.696,2
1545310442061967014,428305,1.661,0.038,-0.694,2
1545310442179672439,428420,1.661,0.04,-0.695,2
1545310442298573537,428536,1.661,0.041,-0.696,2
1545310442416656872,428652,1.662,0.04,-0.697,2
1545310442535738090,428770,1.662,0.038,-0.697,2
1545310442653754173,428886,1.662,0.039,-0.697,2
1545310442891289517,429118,1.661,0.038,-0.698,2
1545310443007853635,429235,1.66,0.039,-0.7,2
1545310443126047323,429350,1.655,0.039,-0.715,2
1545310443244000031,429466,1.651,0.042,-0.723,2
1545310443362991001,429582,1.648,0.045,-0.732,2
1545310443480945691,429699,1.646,0.049,-0.739,2
1545310443599445211,429815,1.649,0.052,-0.733,2
1545310443716534402,429931,1.65,0.049,-0.731,2
1545310443834462930,430048,1.65,0.047,-0.731,2
1545310443953055675,430163,1.652,0.043,-0.727,2
1545310444072200524,430279,1.652,0.04,-0.729,2
1545310444307778756,430512,1.649,0.039,-0.737,2
1545310444425485751,430627,1.648,0.04,-0.736,2
1545310444543743731,430743,1.652,0.039,-0.727,2
1545310444781472946,430976,1.662,0.038,-0.704,2
1545310444899333949,431092,1.663,0.036,-0.701,2
1545310445016733474,431208,1.663,0.035,-0.701,2
1545310445134918661,431325,1.663,0.037,-0.7,2
1545310445253069758,431440,1.663,0.036,-0.7,2
1545310445372955992,431556,1.664,0.034,-0.7,2
1545310445490913828,431672,1.665,0.028,-0.701,2
1545310445608517794,431789,1.666,0.018,-0.71,2
1545310445725590527,431905,1.661,0.017,-0.717,2
1545310445843765275,432021,1.656,0.023,-0.717,2
1545310445962821015,432138,1.647,0.036,-0.715,2
1545310446081190382,432253,1.64,0.051,-0.703,2
1545310446199401436,432369,1.653,0.027,-0.714,2
1545310446435402569,432602,1.658,0.018,-0.714,2
