rosbagTimestamp,address,timestamp_ms,x_m,y_m,z_m,flags
1545139157267090070,5,198365,0.082,-0.407,-0.185,2
1545139157273953194,5,198482,0.082,-0.406,-0.185,2
1545139157383476439,5,198598,0.082,-0.406,-0.187,2
1545139157500672882,5,198714,0.082,-0.406,-0.188,2
1545139157738295372,5,198946,0.081,-0.407,-0.186,2
1545139157856155885,5,199062,0.081,-0.406,-0.187,2
1545139157974814812,5,199179,0.082,-0.406,-0.185,2
1545139158092997505,5,199295,0.082,-0.406,-0.185,2
1545139158212802357,5,199410,0.082,-0.406,-0.187,2
1545139158329233474,5,199527,0.083,-0.406,-0.187,2
1545139158447004564,5,199644,0.083,-0.407,-0.186,2
1545139158566013170,5,199759,0.083,-0.407,-0.184,2
1545139158684336829,5,199875,0.082,-0.407,-0.184,2
1545139159038035061,5,200223,0.082,-0.407,-0.188,2
1545139159157009564,5,200339,0.082,-0.204,-0.192,2
1545139159276109742,5,200456,0.082,-0.008,-0.201,2
1545139159392889567,5,200572,0.082,0.194,-0.204,2
1545139159511154171,5,200688,0.083,0.197,-0.204,2
1545139159629921518,5,200804,0.085,0.0,-0.201,2
1545139159748042646,5,200921,0.085,-0.189,-0.189,2
1545139159866132368,5,201036,0.085,-0.385,-0.185,2
1545139159983688114,5,201152,0.086,-0.381,-0.182,2
1545139160101675862,5,201268,0.086,-0.378,-0.18,2
1545139160220618025,5,201385,0.086,-0.375,-0.18,2
1545139160340332236,5,201500,0.085,-0.371,-0.181,2
1545139160457414462,5,201617,0.085,-0.187,-0.18,2
1545139160575229276,5,201734,0.085,-0.006,-0.181,2
1545139160694032974,5,201849,0.085,0.172,-0.182,2
1545139160811798007,5,201965,0.086,0.351,-0.181,2
1545139160929793674,5,202081,0.086,0.347,-0.182,2
1545139161047791460,5,202198,0.086,0.342,-0.184,2
1545139161167947430,5,202313,0.087,0.339,-0.181,2
1545139161285146324,5,202429,0.087,0.333,-0.183,2
1545139161403263857,5,202545,0.087,0.329,-0.182,2
1545139161520805133,5,202662,0.088,0.325,-0.179,2
1545139161638716320,5,202778,0.089,0.317,-0.178,2
1545139161757912830,5,202894,0.091,0.308,-0.175,2
1545139161875674177,5,203011,0.092,0.3,-0.171,2
1545139161993852570,5,203126,0.092,0.294,-0.164,2
1545139162112046223,5,203242,0.093,0.285,-0.164,2
1545139162231858981,5,203358,0.094,0.279,-0.162,2
1545139162348968405,5,203475,0.095,0.274,-0.16,2
1545139162467635182,5,203590,0.095,0.266,-0.164,2
1545139162584951775,5,203707,0.095,0.262,-0.165,2
1545139162704158636,5,203825,0.096,0.256,-0.167,2
1545139162822314598,5,203941,0.096,0.25,-0.167,2
1545139162940167862,5,204056,0.097,0.244,-0.166,2
1545139163058091974,5,204172,0.099,0.238,-0.161,2
1545139163176825163,5,204289,0.1,0.227,-0.162,2
1545139163412768484,5,204520,0.101,0.123,-0.164,2
1545139163531232619,5,204636,0.101,0.024,-0.159,2
1545139163649657203,5,204754,0.101,-0.072,-0.157,2
1545139163768479536,5,204869,0.101,-0.161,-0.149,2
1545139163886200325,5,204985,0.102,-0.154,-0.144,2
1545139164003561332,5,205102,0.103,-0.149,-0.141,2
1545139164121621768,5,205218,0.103,-0.143,-0.14,2
1545139164240057982,5,205333,0.103,-0.139,-0.139,2
1545139164360093996,5,205449,0.104,-0.135,-0.138,2
1545139164476847435,5,205566,0.105,-0.132,-0.137,2
1545139164595151081,5,205682,0.106,-0.129,-0.135,2
1545139164713275532,5,205798,0.108,-0.13,-0.131,2
1545139164832187303,5,205915,0.109,-0.092,-0.141,2
1545139164949660357,5,206031,0.111,-0.037,-0.146,2
1545139165068215285,5,206146,0.113,-0.035,-0.144,2
1545139165185956555,5,206262,0.116,-0.03,-0.142,2
1545139165305587518,5,206379,0.12,-0.063,-0.127,2
1545139165424829949,5,206495,0.123,-0.113,-0.118,2
1545139165544214625,5,206610,0.126,-0.114,-0.112,2
1545139165658552902,5,206726,0.128,-0.113,-0.111,2
1545139165778882171,5,206844,0.132,-0.113,-0.105,2
1545139165896047725,5,206959,0.133,-0.111,-0.106,2
1545139166014152896,5,207075,0.133,-0.106,-0.113,2
1545139166132331070,5,207192,0.131,-0.107,-0.113,2
1545139166250004438,5,207308,0.127,-0.106,-0.121,2
1545139166368668985,5,207423,0.126,-0.108,-0.125,2
1545139166487516770,5,207539,0.126,-0.111,-0.125,2
1545139166604631507,5,207656,0.127,-0.107,-0.132,2
1545139166723604375,5,207772,0.128,-0.104,-0.138,2
1545139167078440908,5,208121,0.13,-0.098,-0.144,2
1545139167195847359,5,208236,0.128,-0.093,-0.155,2
1545139167313705601,5,208352,0.127,-0.09,-0.163,2
1545139167432862137,5,208469,0.128,-0.093,-0.166,2
1545139167550811245,5,208585,0.128,-0.097,-0.168,2
1545139167669178723,5,208700,0.133,-0.102,-0.165,2
1545139167788476164,5,208816,0.138,-0.105,-0.162,2
1545139167906111671,5,208934,0.14,-0.109,-0.16,2
1545139168142333184,5,209166,0.143,-0.112,-0.157,2
1545139168260552889,5,209282,0.142,-0.113,-0.157,2
1545139168379292680,5,209399,0.144,-0.115,-0.156,2
1545139168497641665,5,209515,0.147,-0.118,-0.154,2
1545139168615216517,5,209630,0.15,-0.12,-0.152,2
1545139168732808950,5,209746,0.153,-0.123,-0.152,2
1545139168852231670,5,209863,0.154,-0.124,-0.151,2
1545139168970035909,5,209979,0.158,-0.123,-0.151,2
1545139169088108236,5,210095,0.164,-0.122,-0.151,2
1545139169205895373,5,210212,0.172,-0.12,-0.151,2
1545139169323855099,5,210328,0.181,-0.118,-0.152,2
1545139169560911943,5,210559,0.217,-0.146,-0.228,2
1545139169679988793,5,210676,0.231,-0.145,-0.233,2
1545139170034075776,5,211025,0.25,-0.145,-0.239,2
1545139170152649229,5,211141,0.271,-0.144,-0.246,2
1545139170270094298,5,211256,0.264,-0.116,-0.181,2
1545139170387984584,5,211372,0.278,-0.116,-0.187,2
1545139170507279617,5,211489,0.287,-0.115,-0.19,2
1545139170625038407,5,211605,0.293,-0.115,-0.196,2
1545139170742787678,5,211720,0.298,-0.114,-0.198,2
1545139170860590213,5,211836,0.302,-0.115,-0.197,2
1545139170980075033,5,211953,0.306,-0.116,-0.197,2
1545139171097878955,5,212069,0.311,-0.117,-0.196,2
1545139171216099399,5,212185,0.316,-0.116,-0.195,2
1545139171334482059,5,212302,0.322,-0.116,-0.197,2
1545139171452505562,5,212418,0.328,-0.116,-0.2,2
1545139171571018665,5,212533,0.334,-0.116,-0.202,2
1545139171688906308,5,212649,0.342,-0.116,-0.207,2
1545139171806873569,5,212766,0.349,-0.118,-0.209,2
1545139171925288399,5,212882,0.358,-0.119,-0.212,2
1545139172045093815,5,212997,0.365,-0.12,-0.214,2
1545139172162389879,5,213115,0.372,-0.121,-0.215,2
1545139172280314508,5,213231,0.379,-0.121,-0.216,2
1545139172398232391,5,213346,0.385,-0.121,-0.218,2
1545139172516672929,5,213462,0.391,-0.121,-0.221,2
1545139172635238241,5,213579,0.397,-0.121,-0.223,2
1545139172753819632,5,213695,0.403,-0.122,-0.225,2
1545139172871610908,5,213810,0.409,-0.122,-0.226,2
1545139172989037167,5,213926,0.416,-0.123,-0.226,2
1545139173109648612,5,214043,0.423,-0.122,-0.225,2
1545139173226316447,5,214160,0.43,-0.122,-0.226,2
1545139173344631623,5,214276,0.438,-0.122,-0.227,2
1545139173462135195,5,214392,0.445,-0.122,-0.227,2
1545139173581197100,5,214509,0.452,-0.124,-0.227,2
1545139173699143069,5,214624,0.458,-0.123,-0.227,2
1545139173817703630,5,214740,0.464,-0.124,-0.226,2
1545139173935373955,5,214856,0.47,-0.126,-0.226,2
1545139174054277954,5,214973,0.476,-0.126,-0.223,2
1545139174172848729,5,215088,0.483,-0.129,-0.221,2
1545139174290303776,5,215205,0.489,-0.129,-0.221,2
1545139174408458963,5,215322,0.494,-0.131,-0.22,2
1545139174526967735,5,215437,0.498,-0.131,-0.221,2
1545139174644587457,5,215553,0.502,-0.132,-0.22,2
1545139174762255344,5,215669,0.507,-0.133,-0.219,2
1545139174880218143,5,215786,0.513,-0.129,-0.22,2
1545139175000194661,5,215901,0.522,-0.125,-0.22,2
1545139175118896643,5,216017,0.53,-0.12,-0.222,2
1545139175237455095,5,216133,0.535,-0.117,-0.224,2
1545139175354283965,5,216251,0.538,-0.118,-0.223,2
1545139175472792238,5,216366,0.538,-0.123,-0.222,2
1545139175591249905,5,216482,0.539,-0.127,-0.22,2
1545139175709326364,5,216599,0.541,-0.125,-0.221,2
1545139175826836762,5,216714,0.544,-0.122,-0.22,2
1545139175945436326,5,216830,0.55,-0.115,-0.222,2
1545139176064761454,5,216946,0.556,-0.108,-0.223,2
1545139176181744527,5,217063,0.562,-0.103,-0.222,2
1545139176419217041,5,217295,0.571,-0.099,-0.225,2
1545139176536593357,5,217412,0.579,-0.099,-0.223,2
1545139176655315160,5,217528,0.586,-0.099,-0.221,2
1545139176773555246,5,217643,0.591,-0.098,-0.213,2
1545139176891181239,5,217759,0.593,-0.099,-0.207,2
1545139177009496318,5,217876,0.594,-0.098,-0.2,2
1545139177127757584,5,217991,0.597,-0.095,-0.195,2
1545139177245730569,5,218107,0.604,-0.094,-0.196,2
1545139177365221121,5,218223,0.609,-0.09,-0.187,2
1545139177482191821,5,218341,0.617,-0.088,-0.193,2
1545139177601122424,5,218456,0.626,-0.092,-0.199,2
