rosbagTimestamp,address,timestamp_ms,x_m,y_m,z_m,flags
1545136351482549462,5,135300,0.143,-0.13,-0.109,2
1545136351601073021,5,135415,0.143,-0.131,-0.109,2
1545136351718560976,5,135531,0.143,-0.131,-0.108,2
1545136351837570382,5,135648,0.143,-0.13,-0.108,2
1545136351956683467,5,135763,0.142,-0.129,-0.109,2
1545136352073637760,5,135880,0.143,-0.129,-0.109,2
1545136352192674511,5,135997,0.143,-0.129,-0.109,2
1545136352310830123,5,136114,0.142,-0.127,-0.111,2
1545136352428921118,5,136229,0.141,-0.128,-0.11,2
1545136352546616442,5,136345,0.141,-0.129,-0.11,2
1545136352783983292,5,136578,0.143,-0.129,-0.11,2
1545136352901870721,5,136693,0.143,-0.13,-0.111,2
1545136353020647620,5,136809,0.143,-0.129,-0.111,2
1545136353138196210,5,136927,0.141,-0.13,-0.111,2
1545136353255594106,5,137042,0.142,-0.129,-0.112,2
1545136353374851145,5,137158,0.142,-0.127,-0.111,2
1545136353492540869,5,137274,0.142,-0.127,-0.112,2
1545136353610614850,5,137391,0.143,-0.126,-0.111,2
1545136353728423991,5,137506,0.143,-0.127,-0.109,2
1545136353847928569,5,137622,0.143,-0.128,-0.108,2
1545136353966339705,5,137738,0.142,-0.129,-0.107,2
1545136354083936802,5,137855,0.143,-0.129,-0.107,2
1545136354201745953,5,137971,0.142,-0.129,-0.109,2
1545136354320789586,5,138087,0.142,-0.128,-0.111,2
1545136354439552669,5,138204,0.142,-0.127,-0.11,2
1545136354556509597,5,138319,0.144,-0.126,-0.11,2
1545136354675106081,5,138435,0.149,-0.124,-0.107,2
1545136354794001813,5,138551,0.158,-0.121,-0.104,2
1545136355030788223,5,138783,0.19,-0.11,-0.105,2
1545136355148340999,5,138899,0.208,-0.105,-0.109,2
1545136355265495391,5,139017,0.227,-0.101,-0.111,2
1545136355384739400,5,139132,0.244,-0.1,-0.116,2
1545136355503223565,5,139248,0.26,-0.099,-0.13,2
1545136355621195618,5,139364,0.272,-0.096,-0.121,2
1545136355739355369,5,139481,0.285,-0.095,-0.12,2
1545136355858167354,5,139596,0.299,-0.093,-0.116,2
1545136355976326984,5,139712,0.312,-0.091,-0.103,2
1545136356095970602,5,139828,0.326,-0.091,-0.113,2
1545136356212233723,5,139945,0.34,-0.091,-0.114,2
1545136356329739653,5,140061,0.351,-0.09,-0.116,2
1545136356449189569,5,140177,0.362,-0.089,-0.115,2
1545136356566975734,5,140294,0.372,-0.088,-0.114,2
1545136356685150263,5,140409,0.382,-0.086,-0.115,2
1545136356802705331,5,140525,0.392,-0.086,-0.116,2
1545136356920791294,5,140641,0.404,-0.085,-0.116,2
1545136357040082257,5,140758,0.417,-0.086,-0.119,2
1545136357159081741,5,140873,0.427,-0.087,-0.117,2
1545136357276176252,5,140989,0.434,-0.087,-0.115,2
1545136357393795259,5,141106,0.437,-0.087,-0.115,2
1545136357513140605,5,141224,0.437,-0.087,-0.114,2
1545136357631075315,5,141339,0.437,-0.087,-0.116,2
1545136357748378243,5,141455,0.437,-0.087,-0.119,2
1545136357865986368,5,141572,0.439,-0.088,-0.119,2
1545136358103923909,5,141803,0.445,-0.089,-0.121,2
1545136358221922388,5,141919,0.45,-0.091,-0.121,2
1545136358339823816,5,142036,0.457,-0.092,-0.123,2
1545136358457849854,5,142152,0.465,-0.093,-0.123,2
1545136358577103676,5,142268,0.475,-0.094,-0.124,2
1545136358695121562,5,142384,0.486,-0.094,-0.125,2
1545136358813004131,5,142501,0.5,-0.095,-0.127,2
1545136358930778426,5,142616,0.514,-0.095,-0.128,2
1545136359049811959,5,142732,0.529,-0.095,-0.128,2
1545136359167728694,5,142849,0.542,-0.095,-0.131,2
1545136359285730205,5,142965,0.553,-0.095,-0.13,2
1545136359404017151,5,143080,0.563,-0.096,-0.132,2
1545136359522307601,5,143197,0.572,-0.095,-0.133,2
1545136359641330344,5,143314,0.582,-0.097,-0.13,2
1545136359759320083,5,143429,0.592,-0.097,-0.129,2
1545136359877018408,5,143545,0.602,-0.097,-0.126,2
1545136359994753943,5,143661,0.612,-0.097,-0.125,2
1545136360114008867,5,143778,0.622,-0.096,-0.126,2
1545136360231463925,5,143893,0.631,-0.093,-0.12,2
1545136360349542595,5,144009,0.643,-0.091,-0.117,2
1545136360467932503,5,144126,0.652,-0.09,-0.115,2
1545136360585652067,5,144242,0.659,-0.09,-0.11,2
