rosbagTimestamp,address,timestamp_ms,x_m,y_m,z_m,flags,angle
1545136351463987196,5,134371,0.141,-0.127,-0.112,2,0.0
1545136351464826408,5,134718,0.141,-0.128,-0.11,2,0.0
1545136351465124491,5,134836,0.141,-0.127,-0.11,2,0.0
1545136351465478810,5,134951,0.143,-0.127,-0.11,2,0.0
1545136351465734721,5,135067,0.143,-0.127,-0.11,2,0.0
1545136351466077015,5,135184,0.143,-0.129,-0.109,2,0.0
1545136351482516115,5,135300,0.143,-0.13,-0.109,2,0.0
1545136351601052437,5,135415,0.143,-0.131,-0.109,2,0.0
1545136351718561388,5,135531,0.143,-0.131,-0.108,2,0.0
1545136351837428639,5,135648,0.143,-0.13,-0.108,2,0.0
1545136351956673795,5,135763,0.142,-0.129,-0.109,2,0.0
1545136352073589140,5,135880,0.143,-0.129,-0.109,2,0.0
1545136352192334452,5,135997,0.143,-0.129,-0.109,2,0.0
1545136352310752521,5,136114,0.142,-0.127,-0.111,2,0.0
1545136352428910856,5,136229,0.141,-0.128,-0.11,2,0.0
1545136352546598122,5,136345,0.141,-0.129,-0.11,2,0.0
1545136352783948791,5,136578,0.143,-0.129,-0.11,2,0.0
1545136352901859538,5,136693,0.143,-0.13,-0.111,2,0.0
1545136353020605294,5,136809,0.143,-0.129,-0.111,2,0.0
1545136353138144071,5,136927,0.141,-0.13,-0.111,2,0.0
1545136353255571389,5,137042,0.142,-0.129,-0.112,2,0.0
1545136353374814819,5,137158,0.142,-0.127,-0.111,2,0.0
1545136353492502919,5,137274,0.142,-0.127,-0.112,2,0.0
1545136353610597257,5,137391,0.143,-0.126,-0.111,2,0.0
1545136353728358267,5,137506,0.143,-0.127,-0.109,2,0.0
1545136353847847173,5,137622,0.143,-0.128,-0.108,2,0.0
1545136353966357982,5,137738,0.142,-0.129,-0.107,2,0.0
1545136354083813726,5,137855,0.143,-0.129,-0.107,2,0.0
1545136354201699009,5,137971,0.142,-0.129,-0.109,2,0.0
1545136354320773357,5,138087,0.142,-0.128,-0.111,2,0.0
1545136354439372717,5,138204,0.142,-0.127,-0.11,2,0.0
1545136354556508907,5,138319,0.144,-0.126,-0.11,2,0.0
1545136354675075778,5,138435,0.149,-0.124,-0.107,2,0.0
1545136354793975730,5,138551,0.158,-0.121,-0.104,2,0.0
1545136355030788208,5,138783,0.19,-0.11,-0.105,2,0.0
1545136355148291215,5,138899,0.208,-0.105,-0.109,2,0.0
1545136355265389873,5,139017,0.227,-0.101,-0.111,2,0.0
1545136355384651666,5,139132,0.244,-0.1,-0.116,2,0.0
1545136355503212877,5,139248,0.26,-0.099,-0.13,2,0.0
1545136355621188119,5,139364,0.272,-0.096,-0.121,2,0.0
1545136355739337302,5,139481,0.285,-0.095,-0.12,2,0.0
1545136355858129045,5,139596,0.299,-0.093,-0.116,2,0.0
1545136355976248209,5,139712,0.312,-0.091,-0.103,2,0.0
1545136356095911460,5,139828,0.326,-0.091,-0.113,2,0.0
1545136356212190489,5,139945,0.34,-0.091,-0.114,2,0.0
1545136356329717597,5,140061,0.351,-0.09,-0.116,2,0.0
1545136356449155871,5,140177,0.362,-0.089,-0.115,2,0.0
1545136356566941838,5,140294,0.372,-0.088,-0.114,2,0.0
1545136356685088055,5,140409,0.382,-0.086,-0.115,2,0.0
1545136356802712328,5,140525,0.392,-0.086,-0.116,2,0.0
1545136356920764342,5,140641,0.404,-0.085,-0.116,2,0.0
1545136357040052533,5,140758,0.417,-0.086,-0.119,2,0.0
1545136357158921810,5,140873,0.427,-0.087,-0.117,2,0.0
1545136357276094724,5,140989,0.434,-0.087,-0.115,2,0.0
1545136357393725956,5,141106,0.437,-0.087,-0.115,2,0.0
1545136357513003832,5,141224,0.437,-0.087,-0.114,2,0.0
1545136357630959710,5,141339,0.437,-0.087,-0.116,2,0.0
1545136357748322654,5,141455,0.437,-0.087,-0.119,2,0.0
1545136357865983453,5,141572,0.439,-0.088,-0.119,2,0.0
1545136358103896032,5,141803,0.445,-0.089,-0.121,2,0.0
1545136358221908753,5,141919,0.45,-0.091,-0.121,2,0.0
1545136358339814841,5,142036,0.457,-0.092,-0.123,2,0.0
1545136358457749482,5,142152,0.465,-0.093,-0.123,2,0.0
1545136358577036563,5,142268,0.475,-0.094,-0.124,2,0.0
1545136358695105628,5,142384,0.486,-0.094,-0.125,2,0.0
1545136358812977573,5,142501,0.5,-0.095,-0.127,2,0.0
1545136358930739459,5,142616,0.514,-0.095,-0.128,2,0.0
1545136359049544393,5,142732,0.529,-0.095,-0.128,2,0.0
1545136359167628706,5,142849,0.542,-0.095,-0.131,2,0.0
1545136359285694839,5,142965,0.553,-0.095,-0.13,2,0.0
1545136359403996685,5,143080,0.563,-0.096,-0.132,2,0.0
1545136359522090047,5,143197,0.572,-0.095,-0.133,2,0.0
1545136359641322487,5,143314,0.582,-0.097,-0.13,2,0.0
1545136359759313073,5,143429,0.592,-0.097,-0.129,2,0.0
1545136359877000976,5,143545,0.602,-0.097,-0.126,2,0.0
1545136359994686785,5,143661,0.612,-0.097,-0.125,2,0.0
1545136360113945004,5,143778,0.622,-0.096,-0.126,2,0.0
1545136360231450317,5,143893,0.631,-0.093,-0.12,2,0.0
1545136360349523743,5,144009,0.643,-0.091,-0.117,2,0.0
1545136360467911511,5,144126,0.652,-0.09,-0.115,2,0.0
1545136360585634795,5,144242,0.659,-0.09,-0.11,2,0.0
1545136360704438127,5,144358,0.664,-0.092,-0.111,2,0.0
1545136360822719272,5,144474,0.666,-0.095,-0.105,2,0.0
1545136360940835056,5,144591,0.669,-0.094,-0.101,2,0.0
1545136361058632044,5,144706,0.676,-0.094,-0.099,2,0.0
1545136361177862508,5,144822,0.684,-0.093,-0.092,2,0.0
1545136361295972168,5,144939,0.694,-0.09,-0.091,2,0.0
1545136361413728466,5,145055,0.705,-0.089,-0.089,2,0.0
1545136361532161038,5,145170,0.715,-0.088,-0.087,2,0.0
1545136361649777965,5,145287,0.726,-0.086,-0.095,2,0.0
1545136361767985213,5,145404,0.737,-0.086,-0.101,2,0.0
1545136361886540977,5,145519,0.745,-0.081,-0.086,2,0.0
1545136362005064388,5,145635,0.757,-0.078,-0.084,2,0.0
1545136362123405657,5,145751,0.769,-0.074,-0.072,2,0.0
1545136362240478044,5,145868,0.788,-0.079,-0.087,2,0.0
1545136362359559031,5,145983,0.812,-0.09,-0.126,2,0.0
1545136362713775704,5,146333,0.845,-0.101,-0.151,2,0.0
1545136362831571925,5,146449,0.878,-0.112,-0.177,2,0.0
1545136363068647211,5,146682,0.898,-0.105,-0.15,2,0.0
