timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
2481309174,-0.04837551,0.10148882,-0.017902277,-0.9990167,0.03632045,0.010718121,-0.023060458,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481341085,0.05624041,-0.05463749,0.031641655,-0.999017,0.036172774,0.010714901,-0.023278557,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481373100,0.04035753,0.084699586,-0.020588655,-0.9990197,0.03585443,0.011062202,-0.023489384,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481405185,0.006990021,-0.03847847,-0.012079605,-0.9990359,0.035443056,0.011503226,-0.023212636,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481437174,0.0067936825,0.072299324,-0.0032681427,-0.9990469,0.03532205,0.01150113,-0.02292277,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481469124,-0.023635723,0.008444553,0.024580004,-0.9990412,0.035144884,0.0117906,-0.023296569,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481497261,0.0118205985,0.004865833,-0.026915964,-0.99904245,0.035169724,0.011658645,-0.023270275,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481529210,0.023885977,-0.03846958,0.015925717,-0.99904156,0.035349056,0.0115675675,-0.023078492,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481561227,-0.00950142,0.04653377,0.0007447996,-0.9990332,0.0355688,0.011328995,-0.023219768,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481593920,0.087287866,-0.05969419,0.03043308,-0.9990339,0.03530781,0.011520473,-0.0234912,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481626043,0.013391842,0.07109894,-0.03791598,-0.999044,0.03523004,0.011534871,-0.023172108,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481658030,-0.010917099,-0.012265159,0.024133338,-0.99904495,0.03512644,0.011813792,-0.023144891,0.9990336,0.009998334,-0.0019716693,0.04275601,7
2481689958,0.024991341,0.03530654,0.006986683,-0.9990451,0.03508274,0.011647759,-0.023292271,0.9990336,0.009998334,-0.0019716693,0.04275601,7
