timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
2484530295,-58.363552,31.859999,102028.0,1.2122614
2484540956,-57.8668,31.859999,102022.0,1.2121902
2484562988,-57.8668,31.859999,102022.0,1.2121902
2484573646,-57.95135,31.859999,102023.0,1.212202
2484582983,-57.78753,31.859999,102021.0,1.2121782
2484604986,-58.115177,31.869999,102025.0,1.2122258
2484616032,-58.284283,31.869999,102026.99,1.2122494
2484626994,-57.702972,31.869999,102019.99,1.2121663
2484648094,-58.035908,31.869999,102024.0,1.2122139
2484658984,-57.61842,31.869999,102019.0,1.2121545
2484669983,-57.53915,31.869999,102018.0,1.2121426
2484692450,-58.115177,31.869999,102025.0,1.2122258
2484703200,-57.20622,31.869999,102013.99,1.212095
2484713993,-57.702972,31.869999,102019.99,1.2121663
2484736514,-58.284283,31.869999,102026.99,1.2122494
2484746993,-57.78753,31.869999,102021.0,1.2121782
2484758037,-58.19973,31.869999,102025.99,1.2122376
2484781246,-57.78753,31.869999,102021.0,1.2121782
2484792550,-57.95135,31.869999,102023.0,1.212202
2484803148,-57.8668,31.869999,102022.0,1.2121902
2484823903,-57.8668,31.869999,102022.0,1.2121902
2484834030,-57.8668,31.869999,102022.0,1.2121902
2484846966,-57.454597,31.869999,102017.0,1.2121307
2484869671,-57.37004,31.869999,102016.0,1.2121189
2484880528,-58.19973,31.869999,102025.99,1.2122376
2484891295,-57.53915,31.869999,102018.0,1.2121426
2484913297,-58.035908,31.869999,102024.0,1.2122139
2484926302,-57.78753,31.869999,102021.0,1.2121782
2484936994,-57.53915,31.869999,102018.0,1.2121426
2484960993,-57.37004,31.869999,102016.0,1.2121189
2484970984,-57.61842,31.869999,102019.0,1.2121545
2484981716,-58.19973,31.869999,102025.99,1.2122376
2485003412,-57.8668,31.869999,102022.0,1.2121902
2485014027,-57.454597,31.869999,102017.0,1.2121307
2485025296,-57.454597,31.869999,102017.0,1.2121307
2485047304,-57.78753,31.869999,102021.0,1.2121782
2485058052,-56.95784,31.869999,102011.0,1.2120594
2485070992,-57.20622,31.869999,102013.99,1.212095
2485092327,-57.37004,31.869999,102016.0,1.2121189
2485102003,-57.8668,31.869999,102022.0,1.2121902
2485112018,-57.37004,31.869999,102016.0,1.2121189
2485135138,-57.29077,31.869999,102015.0,1.212107
2485145983,-57.702972,31.869999,102019.99,1.2121663
2485159330,-57.454597,31.869999,102017.0,1.2121307
2485180048,-57.61842,31.869999,102019.0,1.2121545
2485189992,-56.873287,31.869999,102010.0,1.2120476
2485201292,-57.37004,31.869999,102016.0,1.2121189
2485223235,-57.78753,31.869999,102021.0,1.2121782
2485233994,-57.454597,31.869999,102017.0,1.2121307
2485247225,-57.454597,31.869999,102017.0,1.2121307
2485268054,-57.454597,31.869999,102017.0,1.2121307
2485278029,-57.121662,31.869999,102013.0,1.2120832
2485289353,-57.121662,31.869999,102013.0,1.2120832
2485310184,-57.29077,31.869999,102015.0,1.212107
2485320357,-56.62491,31.869999,102007.0,1.2120119
2485331101,-57.53915,31.869999,102018.0,1.2121426
2485352050,-57.37004,31.869999,102016.0,1.2121189
2485362027,-57.37004,31.869999,102016.0,1.2121189
2485372050,-57.20622,31.869999,102013.99,1.212095
2485393322,-57.61842,31.88,102019.0,1.2121545
2485403110,-56.794018,31.88,102009.0,1.2120357
2485414129,-57.121662,31.88,102013.0,1.2120832
2485435415,-57.29077,31.88,102015.0,1.212107
2485446522,-57.8668,31.88,102022.0,1.2121902
2485456359,-57.20622,31.88,102013.99,1.212095
2485477041,-57.53915,31.869999,102018.0,1.2121426
2485487101,-56.873287,31.869999,102010.0,1.2120476
2485498113,-56.873287,31.869999,102010.0,1.2120476
2485520023,-57.042393,31.88,102012.0,1.2120713
2485530994,-57.121662,31.88,102013.0,1.2120832
2485541039,-57.121662,31.88,102013.0,1.2120832
2485562417,-57.29077,31.88,102015.0,1.212107
2485572994,-57.53915,31.88,102018.0,1.2121426
2485583319,-57.121662,31.88,102013.0,1.2120832
2485605041,-57.61842,31.89,102019.0,1.2121545
2485616022,-57.37004,31.89,102016.0,1.2121189
2485627110,-57.37004,31.89,102016.0,1.2121189
2485648995,-57.702972,31.88,102019.99,1.2121663
2485660014,-57.20622,31.88,102013.99,1.212095
2485670994,-57.042393,31.88,102012.0,1.2120713
2485692996,-57.20622,31.88,102013.99,1.212095
2485704477,-57.042393,31.88,102012.0,1.2120713
2485714994,-57.20622,31.88,102013.99,1.212095
2485738322,-56.70946,31.88,102007.99,1.2120237
2485749342,-57.121662,31.88,102013.0,1.2120832
2485760021,-56.794018,31.88,102009.0,1.2120357
2485783132,-56.873287,31.869999,102010.0,1.2120476
2485793292,-56.37653,31.869999,102004.0,1.2119763
2485804003,-56.95784,31.869999,102011.0,1.2120594
2485826995,-56.873287,31.869999,102010.0,1.2120476
2485839145,-56.794018,31.869999,102009.0,1.2120357
2485850115,-57.121662,31.869999,102013.0,1.2120832
2485872064,-57.121662,31.869999,102013.0,1.2120832
2485883299,-56.873287,31.869999,102010.0,1.2120476
2485893082,-57.29077,31.869999,102015.0,1.212107
2485916036,-57.20622,31.88,102013.99,1.212095
2485929016,-57.454597,31.88,102017.0,1.2121307
2485940034,-56.794018,31.88,102009.0,1.2120357
2485962038,-56.95784,31.869999,102011.0,1.2120594
2485973307,-56.873287,31.869999,102010.0,1.2120476
2485984039,-56.37653,31.869999,102004.0,1.2119763
2486005994,-56.70946,31.88,102007.99,1.2120237
2486016816,-56.70946,31.88,102007.99,1.2120237
2486025986,-56.62491,31.88,102007.0,1.2120119
2486048026,-56.54564,31.869999,102006.0,1.212
2486058983,-56.62491,31.869999,102007.0,1.2120119
2486068984,-56.794018,31.869999,102009.0,1.2120357
2486090991,-56.62491,31.88,102007.0,1.2120119
2486101983,-56.873287,31.88,102010.0,1.2120476
2486112090,-56.37653,31.88,102004.0,1.2119763
2486133984,-56.70946,31.88,102007.99,1.2120237
2486144986,-56.794018,31.88,102009.0,1.2120357
2486156024,-56.873287,31.88,102010.0,1.2120476
2486177227,-56.70946,31.88,102007.99,1.2120237
2486188034,-56.70946,31.88,102007.99,1.2120237
2486199900,-56.37653,31.88,102004.0,1.2119763
2486221347,-56.54564,31.88,102006.0,1.212
2486232360,-56.794018,31.88,102009.0,1.2120357
2486243682,-56.29726,31.88,102003.0,1.2119644
2486266037,-56.04888,31.88,102000.0,1.2119287
2486277036,-56.95784,31.88,102011.0,1.2120594
2486288836,-56.95784,31.88,102011.0,1.2120594
2486310313,-56.95784,31.869999,102011.0,1.2120594
2486320995,-56.37653,31.869999,102004.0,1.2119763
2486332404,-56.54564,31.869999,102006.0,1.212
2486354295,-56.461082,31.869999,102005.0,1.2119881
2486364984,-56.29726,31.869999,102003.0,1.2119644
2486378116,-56.794018,31.869999,102009.0,1.2120357
2486401764,-56.70946,31.869999,102007.99,1.2120237
2486411121,-56.461082,31.869999,102005.0,1.2119881
2486420984,-56.95784,31.869999,102011.0,1.2120594
2486444025,-56.62491,31.869999,102007.0,1.2120119
2486454029,-56.62491,31.869999,102007.0,1.2120119
2486465887,-56.37653,31.869999,102004.0,1.2119763
2486485983,-56.37653,31.869999,102004.0,1.2119763
2486496399,-56.37653,31.869999,102004.0,1.2119763
2486505983,-56.70946,31.869999,102007.99,1.2120237
2486527099,-56.62491,31.88,102007.0,1.2120119
2486537984,-55.96433,31.88,101999.0,1.2119168
2486548037,-56.12815,31.88,102000.99,1.2119405
2486570993,-56.212708,31.88,102001.99,1.2119524
2486582398,-56.794018,31.88,102009.0,1.2120357
2486593083,-56.212708,31.88,102001.99,1.2119524
2486614000,-56.70946,31.88,102007.99,1.2120237
2486626061,-57.121662,31.88,102013.0,1.2120832
2486636984,-56.62491,31.88,102007.0,1.2120119
2486660724,-57.121662,31.88,102013.0,1.2120832
2486671410,-56.29726,31.88,102003.0,1.2119644
2486681346,-56.29726,31.88,102003.0,1.2119644
2486702984,-56.794018,31.869999,102009.0,1.2120357
2486714301,-56.29726,31.869999,102003.0,1.2119644
2486724994,-56.212708,31.869999,102001.99,1.2119524
2486748987,-56.37653,31.88,102004.0,1.2119763
2486762493,-55.96433,31.88,101999.0,1.2119168
2486772983,-56.54564,31.88,102006.0,1.212
2486794315,-56.212708,31.869999,102001.99,1.2119524
2486805041,-56.70946,31.869999,102007.99,1.2120237
2486815117,-56.37653,31.869999,102004.0,1.2119763
2486836983,-56.54564,31.869999,102006.0,1.212
2486847203,-56.461082,31.869999,102005.0,1.2119881
2486857984,-56.29726,31.869999,102003.0,1.2119644
2486879301,-56.37653,31.88,102004.0,1.2119763
2486889770,-56.212708,31.88,102001.99,1.2119524
2486900616,-56.12815,31.88,102000.99,1.2119405
2486922307,-56.12815,31.869999,102000.99,1.2119405
2486932999,-56.04888,31.869999,102000.0,1.2119287
2486946461,-56.12815,31.869999,102000.99,1.2119405
2486969253,-55.800503,31.88,101997.0,1.2118931
2486980500,-55.96433,31.88,101999.0,1.2119168
2486990996,-56.12815,31.88,102000.99,1.2119405
2487011440,-56.12815,31.88,102000.99,1.2119405
2487021984,-55.96433,31.88,101999.0,1.2119168
2487034328,-55.96433,31.88,101999.0,1.2119168
2487057399,-55.800503,31.869999,101997.0,1.2118931
2487068103,-56.04888,31.869999,102000.0,1.2119287
2487079229,-56.04888,31.869999,102000.0,1.2119287
2487103008,-55.71595,31.869999,101996.0,1.2118812
2487113996,-56.37653,31.869999,102004.0,1.2119763
2487124099,-55.38302,31.869999,101992.0,1.2118337
2487145273,-56.212708,31.88,102001.99,1.2119524
2487154994,-56.12815,31.88,102000.99,1.2119405
2487166441,-56.12815,31.88,102000.99,1.2119405
2487186993,-56.212708,31.88,102001.99,1.2119524
2487199649,-56.29726,31.88,102003.0,1.2119644
2487210032,-55.631397,31.88,101994.99,1.2118692
2487230984,-55.96433,31.88,101999.0,1.2119168
2487241415,-55.800503,31.88,101997.0,1.2118931
2487250986,-56.212708,31.88,102001.99,1.2119524
2487272040,-56.12815,31.88,102000.99,1.2119405
2487283107,-55.96433,31.88,101999.0,1.2119168
2487295141,-55.879772,31.88,101998.0,1.211905
2487316061,-55.800503,31.88,101997.0,1.2118931
2487326984,-55.96433,31.88,101999.0,1.2119168
2487337984,-55.879772,31.88,101998.0,1.211905
2487361279,-55.46757,31.88,101993.0,1.2118455
2487372005,-56.04888,31.88,102000.0,1.2119287
2487382435,-55.38302,31.88,101992.0,1.2118337
2487404327,-55.46757,31.88,101993.0,1.2118455
2487415471,-55.46757,31.88,101993.0,1.2118455
2487426086,-55.631397,31.88,101994.99,1.2118692
2487447116,-55.800503,31.88,101997.0,1.2118931
