timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
2565598213,0.0,0.0,0.0,5.0,50.0,nan,20.180113,0,1,1,1,1,0,0
