timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
2482749158,0.23419367,-0.9551229,0.0,0.047541544,-0.0,-0.006750819,-0.06242077,-2.5467188,0.0,0.0,0.0,0.0,0.0,0.0,0.0063314415,-0.03818883,-0.43860492
2482845168,0.23419367,-0.9551229,0.0,0.047541544,0.0,-0.0022712194,-0.0906015,-1.8936381,0.0,0.0,0.0,0.0,0.0,0.0,0.004543345,-0.039288353,-0.22356483
2482949074,0.23419367,-0.9551229,0.0,0.047541544,0.0,0.005303754,-0.11885804,-1.2797825,0.0,0.0,0.0,0.0,0.0,0.0,0.0025316635,-0.038518313,-0.12
2483053667,0.0,0.0,0.0,0.047541544,0.0,0.25682056,0.014256483,-0.8205054,0.0,0.0,0.0,0.0,0.0,0.0,0.027248835,-0.0142631205,-0.12
2483150203,0.0,0.0,0.0,0.047541544,-0.0,0.63444793,0.077931546,-0.8126987,0.0,0.0,0.0,0.0,0.0,0.0,0.057862263,-0.0011268519,-0.25063944
2483254069,0.0,0.0,0.0,0.047541544,-0.0,1.0026675,0.14328241,-0.8223705,0.0,0.0,0.0,0.0,0.0,0.0,0.079312146,0.0049611954,-0.3646129
2483358053,0.0,0.0,0.0,0.047541544,-0.0,1.3483738,0.20629615,-0.820191,0.0,0.0,0.0,0.0,0.0,0.0,0.098550744,0.016950453,-0.42342237
2483453893,0.0,0.0,0.0,0.047541544,0.0,1.6452285,0.28655082,-0.8203734,0.0,0.0,0.0,0.0,0.0,0.0,0.10525631,0.008540644,-0.45479652
2483560036,0.0,0.0,0.0,0.13094795,0.0,1.942332,0.39965305,-0.8189095,0.0,0.0,0.0,0.0,0.0,0.0,0.117771156,0.009027583,-0.47072327
2483662847,0.0,0.0,0.0,0.13094795,0.0,2.1936085,0.5470783,-0.8205681,0.0,0.0,0.0,0.0,0.0,0.0,0.11723384,0.0063371994,-0.46388084
2483758877,0.0,0.0,0.0,0.13094795,0.0,2.411268,0.68531847,-0.82184565,0.0,0.0,0.0,0.0,0.0,0.0,0.12693124,0.015380897,-0.4618541
2483862799,0.0,0.0,0.0,0.13094795,-0.0,2.6362677,0.83258003,-0.8201843,0.0,0.0,0.0,0.0,0.0,0.0,0.13655776,0.023821225,-0.44785553
2483968937,0.0,0.0,0.0,0.13094795,-0.0,2.8623588,0.9725616,-0.8203722,0.0,0.0,0.0,0.0,0.0,0.0,0.14262883,0.027698891,-0.44285107
2484064555,0.0,0.0,0.0,0.13094795,-0.0,3.0685432,1.0934845,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.14347196,0.032890953,-0.44256705
2484168715,0.0,0.0,0.0,0.13094795,0.0,3.2987044,1.2148513,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.14311516,0.031700965,-0.45497158
2484268491,0.0,0.0,0.0,0.13094795,0.0,3.521755,1.3269429,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.1476739,0.03727312,-0.45728326
2484373720,0.0,0.0,0.0,0.13094795,0.0,3.7576435,1.4434049,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.14940763,0.03290411,-0.44900066
2484476585,0.0,0.0,0.0,0.13094795,0.0,3.9891207,1.5550808,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.15112676,0.03851803,-0.45148453
2484573439,0.0,0.0,0.0,0.13094795,-0.0,4.207764,1.6594042,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.15610142,0.039132245,-0.45852315
2484676333,0.0,0.0,0.0,0.13094795,-0.0,4.4399223,1.7702552,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.15644948,0.03542956,-0.44850242
2484781103,0.0,0.0,0.0,0.13094795,-0.0,4.6750607,1.8856041,-0.8206059,0.0,0.0,0.0,0.0,0.0,0.0,0.17197207,0.045442995,-0.4421608
2484877156,0.0,0.0,0.0,0.13094795,0.0,4.8893733,1.9939222,-0.82038975,0.0,0.0,0.0,0.0,0.0,0.0,0.17018548,0.045563,-0.45263574
2484981206,0.0,0.0,0.0,0.13094795,0.0,5.1203876,2.1135268,-0.82037663,0.0,0.0,0.0,0.0,0.0,0.0,0.16252229,0.050773382,-0.45564052
2485077063,0.0,0.0,0.0,0.13094795,0.0,5.3324046,2.2252169,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.16832325,0.057229586,-0.45340872
2485183291,0.0,0.0,0.0,0.13094795,0.0,5.5675216,2.3483202,-0.8218429,0.0,0.0,0.0,0.0,0.0,0.0,0.16696876,0.054139324,-0.46181524
2485285890,0.0,0.0,0.0,0.13094795,-0.0,5.7961836,2.4649284,-0.8201843,0.0,0.0,0.0,0.0,0.0,0.0,0.17843336,0.06036904,-0.45435515
2485389983,0.0,0.0,0.0,0.13094795,-0.0,6.029031,2.5811045,-0.8203722,0.0,0.0,0.0,0.0,0.0,0.0,0.17789833,0.060801268,-0.4582671
2485486788,0.0,0.0,0.0,0.13094795,-0.0,6.245527,2.6892846,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.17979269,0.06440084,-0.4555612
2485591883,0.0,0.0,0.0,0.13094795,0.0,6.4810925,2.8053634,-0.8199785,0.0,0.0,0.0,0.0,0.0,0.0,0.17413783,0.069051795,-0.4479122
2485694767,0.0,0.0,0.0,0.13094795,0.0,6.7138724,2.9150274,-0.82038975,0.0,0.0,0.0,0.0,0.0,0.0,0.18880822,0.07034884,-0.44649616
2485791803,0.0,0.0,0.0,0.13094795,0.0,6.940342,3.0019186,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.19253398,0.06599759,-0.44622308
2485895622,0.0,0.0,0.0,0.13094795,0.0,7.1843414,3.090385,-0.81566465,0.0,0.0,0.0,0.0,0.0,0.0,0.1981316,0.07025911,-0.44737744
2485992580,0.0,0.0,0.0,0.13094795,0.0,7.4065547,3.1868486,-0.8207755,0.0,0.0,0.0,0.0,0.0,0.0,0.20203552,0.07944344,-0.4609834
2486095658,0.0,0.0,0.0,0.13094795,0.0,7.639308,3.2974553,-0.82036984,0.0,0.0,0.0,0.0,0.0,0.0,0.20071143,0.07684524,-0.45828837
2486199448,0.0,0.0,0.0,0.13094795,0.0,7.8737316,3.408658,-0.8203758,0.0,0.0,0.0,0.0,0.0,0.0,0.19435585,0.08231313,-0.46126634
2486296287,0.0,0.0,0.0,0.13094795,0.0,8.092478,3.5124173,-0.8218429,0.0,0.0,0.0,0.0,0.0,0.0,0.20781273,0.08030176,-0.46095973
2486401543,0.0,0.0,0.0,0.13094795,0.0,8.330055,3.6251092,-0.8201843,0.0,0.0,0.0,0.0,0.0,0.0,0.20761204,0.08510464,-0.4556694
2486504429,0.0,0.0,0.0,0.13094795,0.0,8.563224,3.7341225,-0.82037306,0.0,0.0,0.0,0.0,0.0,0.0,0.21343017,0.091589116,-0.46319807
2486601684,0.0,0.0,0.0,0.13094795,-0.0,8.78223,3.8386667,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.21841049,0.10028878,-0.4751245
2486705200,0.0,0.0,0.0,0.13094795,-0.0,9.007458,3.9664993,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.22029749,0.09993368,-0.4801147
2486809115,0.0,0.0,0.0,0.13094795,-0.0,9.140588,4.055815,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.2159701,0.09793304,-0.4750828
2486905133,0.0,0.0,0.0,0.13094795,0.0,9.140593,4.0558066,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.19873255,0.092384875,-0.48261163
2487010220,0.0,0.0,0.0,0.13094795,0.0,9.137098,4.063673,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.18957129,0.08303026,-0.48276475
2487109939,0.0,0.0,0.0,0.13094795,0.0,9.12402,4.0929527,-0.82037616,0.0,0.0,0.0,0.0,0.0,0.0,0.18400383,0.08644542,-0.48562557
2487214598,0.0,0.0,0.0,0.13094795,-0.0,9.095255,4.156481,-1.249341,0.0,0.0,0.0,0.0,0.0,0.0,0.16110194,0.08619889,-0.6041063
2487318953,0.0,0.0,0.0,0.13094795,-0.0,9.100151,4.145752,-1.8007629,0.0,0.0,0.0,0.0,0.0,0.0,0.15366045,0.074668154,-0.688386
2487422619,0.0,0.0,0.0,0.13094795,-0.0,9.134497,4.069518,-1.8001926,0.0,0.0,0.0,0.0,0.0,0.0,0.15602408,0.0602168,-0.55125827
2487522729,0.0,0.0,0.0,0.13094795,0.0,9.140724,4.05551,-1.8001432,0.0,0.0,0.0,0.0,0.0,0.0,0.15121745,0.06550199,-0.4767188
2487628998,0.0,0.0,0.0,0.13094795,0.0,9.130004,4.079588,-1.8003714,0.0,0.0,0.0,0.0,0.0,0.0,0.16235356,0.06802721,-0.47237828
2487730717,0.0,0.0,0.0,0.13094795,0.0,9.132833,4.0732493,-1.8050973,0.0,0.0,0.0,0.0,0.0,0.0,0.1526478,0.066003226,-0.48478118
2487827780,0.0,0.0,0.0,0.13094795,0.0,9.133862,4.070943,-1.7995524,0.0,0.0,0.0,0.0,0.0,0.0,0.14885105,0.055072606,-0.4922157
2487931588,0.0,0.0,0.0,0.13094795,-0.0,9.140532,4.0559444,-1.8001354,0.0,0.0,0.0,0.0,0.0,0.0,0.14247054,0.065409526,-0.49564132
2488037252,0.0,0.0,0.0,0.13094795,-0.0,9.14941,4.0358753,-1.8003727,0.0,0.0,0.0,0.0,0.0,0.0,0.13260739,0.065618604,-0.5013879
2488140361,0.0,0.0,0.0,0.13094795,-0.0,9.147765,4.0396037,-1.8001553,0.0,0.0,0.0,0.0,0.0,0.0,0.13455218,0.06396348,-0.50190395
2488237072,0.0,0.0,0.0,0.13094795,0.0,9.138666,4.060145,-1.8001423,0.0,0.0,0.0,0.0,0.0,0.0,0.132575,0.06911516,-0.50084305
2488341446,0.0,0.0,0.0,0.13094795,0.0,9.121547,4.0984616,-1.8026054,0.0,0.0,0.0,0.0,0.0,0.0,0.12662412,0.06862231,-0.49104106
2488444404,0.0,0.0,0.0,0.13094795,0.0,9.115152,4.1126614,-1.7967064,0.0,0.0,0.0,0.0,0.0,0.0,0.1336758,0.07078976,-0.49141717
2488541394,0.0,0.0,0.0,0.13094795,-0.0,9.11331,4.116744,-1.8003328,0.0,0.0,0.0,0.0,0.0,0.0,0.12832557,0.06781866,-0.49709657
2488645366,0.0,0.0,0.0,0.13094795,-0.0,9.114111,4.1149707,-1.8001453,0.0,0.0,0.0,0.0,0.0,0.0,0.12916179,0.06494789,-0.50343555
2488749096,0.0,0.0,0.0,0.13094795,-0.0,9.119984,4.1019373,-1.8001417,0.0,0.0,0.0,0.0,0.0,0.0,0.12700419,0.065499894,-0.5019953
2488845268,0.0,0.0,0.0,0.13094795,0.0,9.121341,4.0989194,-1.8001413,0.0,0.0,0.0,0.0,0.0,0.0,0.1227076,0.06993304,-0.49252054
2488950218,0.0,0.0,0.0,0.13094795,0.0,9.152256,4.0294194,-1.8036171,0.0,0.0,0.0,0.0,0.0,0.0,0.12460986,0.04691751,-0.48443022
2489053989,0.0,0.0,0.0,0.13094795,0.0,9.22392,3.8625512,-1.8001485,0.0,0.0,0.0,0.0,0.0,0.0,0.13236082,0.045769162,-0.4992016
2489150016,0.0,0.0,0.0,0.13094795,-0.0,9.215384,3.8828726,-1.800141,0.0,0.0,0.0,0.0,0.0,0.0,0.1302746,0.047103778,-0.50532496
2489253860,0.0,0.0,0.0,0.13094795,-0.0,9.198573,3.9225302,-1.8001413,0.0,0.0,0.0,0.0,0.0,0.0,0.12540114,0.052963197,-0.5137545
2489359245,0.0,0.0,0.0,0.13094795,-0.0,9.205141,3.9070926,-1.787335,0.0,0.0,0.0,0.0,0.0,0.0,0.12951592,0.04503364,-0.50500536
2489462829,0.0,0.0,0.0,0.12700228,0.42489856,9.123278,4.092842,-1.7855719,0.0,0.0,0.0,0.0,0.0,0.0,0.12192334,0.060626432,-0.5053224
2489558853,0.0,0.0,0.0,0.15458183,1.4286948,9.019206,4.309153,-1.7874058,0.0,0.0,0.0,0.0,0.0,0.0,0.11444247,0.082679495,-0.49556583
2489662718,0.0,0.0,0.0,0.25224152,2.1550632,8.8956995,4.5375223,-1.78575,0.0,0.0,0.0,0.0,0.0,0.0,0.10249779,0.092776604,-0.47397578
2489768010,0.0,0.0,0.0,0.4104211,2.3002324,8.753815,4.758768,-1.7859396,0.0,0.0,0.0,0.0,0.0,0.0,0.10150791,0.09348207,-0.45505396
2489864818,0.0,0.0,0.0,0.57605094,2.3315473,8.605473,4.9498363,-1.7859424,0.0,0.0,0.0,0.0,0.0,0.0,0.10210493,0.098415524,-0.44184458
2489967655,0.0,0.0,0.0,0.76404864,2.3574724,8.429182,5.137316,-1.7918811,0.0,0.0,0.0,0.0,0.0,0.0,0.10332338,0.09996615,-0.44969317
2490071690,0.0,0.0,0.0,0.9625375,2.3687103,8.232567,5.3072143,-1.7857575,0.0,0.0,0.0,0.0,0.0,0.0,0.101227455,0.09993708,-0.44775438
2490168279,0.0,0.0,0.0,1.1549926,2.3976197,8.034321,5.44508,-1.7859375,0.0,0.0,0.0,0.0,0.0,0.0,0.105478466,0.107457526,-0.45764035
2490272326,0.0,0.0,0.0,1.3667821,2.4172235,7.806215,5.569809,-1.7859424,0.0,0.0,0.0,0.0,0.0,0.0,0.08523899,0.10052459,-0.4636754
2490376409,0.0,0.0,0.0,1.5805331,2.4469266,7.5656147,5.668482,-1.7859424,0.0,0.0,0.0,0.0,0.0,0.0,0.084416375,0.11191677,-0.47391224
2490473538,0.0,0.0,0.0,1.7772944,2.533338,7.3326426,5.7359405,-1.7859424,0.0,0.0,0.0,0.0,0.0,0.0,0.08944771,0.09861597,-0.46786094
2490577223,0.0,0.0,0.0,1.9904422,2.5655634,7.0772448,5.7805777,-1.7859424,0.0,0.0,0.0,0.0,0.0,0.0,0.088373646,0.107332096,-0.46089572
2490681271,0.0,0.0,0.0,2.1983519,2.6754816,6.8177757,5.796489,-1.7834641,0.0,0.0,0.0,0.0,0.0,0.0,0.08434181,0.10119671,-0.46282655
2490777218,0.0,0.0,0.0,2.3884358,2.7990174,6.578246,5.785425,-1.7848424,0.0,0.0,0.0,0.0,0.0,0.0,0.07665472,0.09207202,-0.4587167
2490882520,0.0,0.0,0.0,2.592743,2.8415222,6.3183722,5.7454953,-1.78443,0.0,0.0,0.0,0.0,0.0,0.0,0.07144748,0.08405068,-0.45412943
2490984271,0.0,0.0,0.0,2.7953193,2.9108348,6.072775,5.6789794,-1.7788864,0.0,0.0,0.0,0.0,0.0,0.0,0.06635272,0.078288674,-0.43559682
2491087125,0.0,0.0,0.0,2.9973304,2.9186502,5.8339653,5.5846653,-1.7788386,0.0,0.0,0.0,0.0,0.0,0.0,0.058574434,0.074642904,-0.4260273
2491181921,0.0,0.0,0.0,-3.0927463,2.9238234,5.6244392,5.4736743,-1.784014,0.0,0.0,0.0,0.0,0.0,0.0,0.049386576,0.061337605,-0.43182498
2491287496,0.0,0.0,0.0,-2.8803592,2.9249775,5.407061,5.3242574,-1.7832352,0.0,0.0,0.0,0.0,0.0,0.0,0.05473805,0.053417586,-0.4369731
2491386822,0.0,0.0,0.0,-2.6695886,2.9310517,5.222405,5.158509,-1.7786518,0.0,0.0,0.0,0.0,0.0,0.0,0.047417488,0.043855987,-0.44575086
2491490671,0.0,0.0,0.0,-2.4491882,2.940689,5.0535855,4.961514,-1.7788384,0.0,0.0,0.0,0.0,0.0,0.0,0.050595768,0.03044819,-0.4483469
2491595811,0.0,0.0,0.0,-2.2279284,2.9426234,4.9103374,4.741344,-1.7823175,0.0,0.0,0.0,0.0,0.0,0.0,0.051662825,0.028014168,-0.4518369
2491698688,0.0,0.0,0.0,-2.0099764,2.9562595,4.79957,4.5094295,-1.7847884,0.0,0.0,0.0,0.0,0.0,0.0,0.04561467,0.019423012,-0.45811802
2491795526,0.0,0.0,0.0,-1.810577,2.9608402,4.7239676,4.2796135,-1.7811172,0.0,0.0,0.0,0.0,0.0,0.0,0.04247045,0.013936482,-0.45934337
2491899492,0.0,0.0,0.0,-1.5971831,2.9695191,4.675887,4.0243864,-1.7801775,0.0,0.0,0.0,0.0,0.0,0.0,0.043520007,0.004794102,-0.46642292
2492003633,0.0,0.0,0.0,-1.3824506,2.9693825,4.6643944,3.7645144,-1.7859035,0.0,0.0,0.0,0.0,0.0,0.0,0.04182023,-0.0005813055,-0.4866881
2492099511,0.0,0.0,0.0,-1.1805289,2.8998756,4.689179,3.526327,-1.7863309,0.0,0.0,0.0,0.0,0.0,0.0,0.051216185,-0.01762126,-0.49701473
2492204396,0.0,0.0,0.0,-0.95744646,2.743442,4.7585006,3.2738051,-1.7810036,0.0,0.0,0.0,0.0,0.0,0.0,0.060269255,-0.018094782,-0.50695944
2492308541,0.0,0.0,0.0,-0.7360847,2.0739899,4.87248,3.0401285,-1.7848349,0.0,0.0,0.0,0.0,0.0,0.0,0.06442817,-0.026913747,-0.5134252
2492404298,0.0,0.0,0.0,-0.5396117,1.7427235,5.0158854,2.8489587,-1.7803563,0.0,0.0,0.0,0.0,0.0,0.0,0.07957281,-0.040523954,-0.50555
2492509500,0.0,0.0,0.0,-0.34555534,1.7557501,5.2164087,2.6801682,-1.7831945,0.0,0.0,0.0,0.0,0.0,0.0,0.095199086,-0.042631745,-0.49449027
2492613213,0.0,0.0,0.0,-0.15708682,1.9086945,5.4531403,2.5767214,-1.7834355,0.0,0.0,0.0,0.0,0.0,0.0,0.11682871,-0.044755142,-0.48598522
2492709117,0.0,0.0,0.0,0.021625685,2.0442872,5.6909347,2.5656457,-1.7801313,0.0,0.0,0.0,0.0,0.0,0.0,0.12359026,-0.031688243,-0.4814916
2492814914,0.0,0.0,0.0,0.2234227,2.1813722,5.9281087,2.6751971,-1.7845855,0.0,0.0,0.0,0.0,0.0,0.0,0.14246735,-0.028432135,-0.48063225
2492918165,0.0,0.0,0.0,0.43450123,2.2361622,6.0727925,2.8895416,-1.7835968,0.0,0.0,0.0,0.0,0.0,0.0,0.14619547,-0.00501417,-0.48928088
2493014694,0.0,0.0,0.0,0.63100976,2.3178344,6.0837936,3.1556754,-1.7817224,0.0,0.0,0.0,0.0,0.0,0.0,0.143293,0.013255348,-0.49203986
2493119226,0.0,0.0,0.0,0.84467405,2.426006,5.9238048,3.434727,-1.7813063,0.0,0.0,0.0,0.0,0.0,0.0,0.11937626,0.030987566,-0.49528325
2493222154,0.0,0.0,0.0,1.0595008,2.5367482,5.636528,3.6370225,-1.7791117,0.0,0.0,0.0,0.0,0.0,0.0,0.100371696,0.04047456,-0.4846359
2493324138,0.0,0.0,0.0,1.2695814,2.5539536,5.262795,3.7206345,-1.7858645,0.0,0.0,0.0,0.0,0.0,0.0,0.07449021,0.04603093,-0.47205812
2493418744,0.0,0.0,0.0,1.4722301,2.5786192,4.877561,3.711583,-1.7785038,0.0,0.0,0.0,0.0,0.0,0.0,0.052822314,0.037680108,-0.45340422
2493522771,0.0,0.0,0.0,1.692343,2.607648,4.4389744,3.623414,-1.7788491,0.0,0.0,0.0,0.0,0.0,0.0,0.029693633,0.028697608,-0.44881594
2493626739,0.0,0.0,0.0,1.9117128,2.607544,4.006546,3.4009378,-1.7805398,0.0,0.0,0.0,0.0,0.0,0.0,0.0059694946,0.008297123,-0.4492518
2493723638,0.0,0.0,0.0,2.11499,2.593328,4.951577,3.5784988,-1.7856727,0.0,0.0,0.0,0.0,0.0,0.0,0.108527765,0.03269581,-0.43387607
2493828717,0.0,0.0,0.0,2.3310971,2.6018367,4.696262,3.3939824,-1.7789209,0.0,0.0,0.0,0.0,0.0,0.0,0.09436199,0.022885308,-0.41368508
2493932829,0.0,0.0,0.0,2.5392225,2.6137173,4.4432964,3.2111657,-1.7850442,0.0,0.0,0.0,0.0,0.0,0.0,0.07779795,0.0040276498,-0.4282671
2494027432,0.0,0.0,0.0,2.7337422,2.6339273,4.2129073,3.0446641,-1.7826085,0.0,0.0,0.0,0.0,0.0,0.0,0.055844836,-0.0025985278,-0.43190935
2494132490,0.0,0.0,0.0,2.9448674,2.649351,3.9574594,2.860053,-1.779093,0.0,0.0,0.0,0.0,0.0,0.0,0.040170513,-0.01182672,-0.43296337
2494236377,0.0,0.0,0.0,-3.1297336,2.6606061,3.704862,2.6775012,-1.782809,0.0,0.0,0.0,0.0,0.0,0.0,0.025051616,-0.019880868,-0.44088334
2494332425,0.0,0.0,0.0,-2.9354262,2.6590352,3.47132,2.5087206,-1.7770568,0.0,0.0,0.0,0.0,0.0,0.0,0.012726933,-0.02474771,-0.43354473
2494436318,0.0,0.0,0.0,-2.7222118,2.7140164,3.2187083,2.326158,-1.634434,0.0,0.0,0.0,0.0,0.0,0.0,0.006601557,-0.025381755,-0.3964885
2494541154,0.0,0.0,0.0,-2.5066414,2.122374,2.9638176,2.1419492,-1.5201371,0.0,0.0,0.0,0.0,0.0,0.0,-0.009963796,-0.031063514,-0.38161695
2494638442,0.0,0.0,0.0,-2.3199503,0.18428402,2.727419,1.9711035,-1.5023816,0.0,0.0,0.0,0.0,0.0,0.0,-0.022692867,-0.026228579,-0.39369515
2494741091,0.0,0.0,0.0,-2.2950277,-0.0,2.4776666,1.7906076,-1.5019208,0.0,0.0,0.0,0.0,0.0,0.0,-0.027787209,-0.020647822,-0.37594578
2494846419,0.0,0.0,0.0,-2.2950277,0.0,2.2218938,1.6057607,-1.5054271,0.0,0.0,0.0,0.0,0.0,0.0,-0.02516903,-0.016418133,-0.3672783
2494943317,0.0,0.0,0.0,-2.2950277,0.0,1.9859427,1.4352388,-1.5019593,0.0,0.0,0.0,0.0,0.0,0.0,-0.03622096,-0.022659171,-0.38938
2495047390,0.0,0.0,0.0,-2.2950277,0.0,1.7328881,1.2523565,-1.5048814,0.0,0.0,0.0,0.0,0.0,0.0,-0.044337317,-0.022671517,-0.41423783
2495150134,0.0,0.0,0.0,-2.2950277,-0.0,1.4832376,1.0719345,-1.5137483,0.0,0.0,0.0,0.0,0.0,0.0,-0.04843922,-0.038089722,-0.43359295
2495247256,0.0,0.0,0.0,-2.2950277,-0.0,1.247094,0.90127367,-1.5158694,0.0,0.0,0.0,0.0,0.0,0.0,-0.04458528,-0.030131571,-0.45139143
2495354651,0.0,0.0,0.0,-2.2950277,-0.0,0.98578954,0.71242905,-1.5091083,0.0,0.0,0.0,0.0,0.0,0.0,-0.04917923,-0.039784726,-0.4551011
2495450893,0.0,0.0,0.0,-2.2950277,0.0,0.7517881,0.5433164,-1.5125232,0.0,0.0,0.0,0.0,0.0,0.0,-0.053823244,-0.04182196,-0.46598154
2495556095,0.0,0.0,0.0,-2.2950277,0.0,0.49619976,0.35860306,-1.5090591,0.0,0.0,0.0,0.0,0.0,0.0,-0.064561866,-0.04934812,-0.46723703
2495652049,0.0,0.0,0.0,-2.2950277,0.0,0.26284993,0.18996139,-1.5125239,0.0,0.0,0.0,0.0,0.0,0.0,-0.06527947,-0.050422385,-0.47078124
2495755513,0.0,0.0,0.0,-2.2950277,0.0,0.011108318,0.008027971,-1.5129894,0.0,0.0,0.0,0.0,0.0,0.0,-0.06623842,-0.060364343,-0.4750765
2495860562,0.0,0.0,0.0,-2.2950277,-0.0,0.0,0.0,-1.5132139,0.0,0.0,0.0,0.0,0.0,0.0,-0.044286028,-0.0443441,-0.48126507
2495963520,0.0,0.0,0.0,-2.2950277,-0.0,0.0,0.0,-1.5098989,0.0,0.0,0.0,0.0,0.0,0.0,-0.025513183,-0.028594367,-0.48798072
2496060335,0.0,0.0,0.0,-2.2950277,-0.0,0.0,0.0,-1.5111496,0.0,0.0,0.0,0.0,0.0,0.0,-0.016830515,-0.029875513,-0.4844581
2496164420,0.0,0.0,0.0,-2.2950277,0.0,0.0,0.0,-1.5090991,0.0,0.0,0.0,0.0,0.0,0.0,-0.015893485,-0.026642561,-0.48827112
2496269329,72.32851,39.888054,0.0,-2.2950277,0.0,-0.020199966,-0.05575466,-1.5105186,0.0,0.0,0.0,0.0,0.0,0.0,-0.008129291,-0.029812133,-0.49117506
