timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
2540230134,-0.23926733,-0.059436977,0.44315246
2540251984,-0.23926733,-0.06310976,0.44096062
2540276000,-0.24209936,-0.05821271,0.43767285
2540300027,-0.24068333,-0.06433402,0.43657693
2540323015,-0.24209936,-0.0618855,0.4398647
2540345332,-0.24351536,-0.065558285,0.4343851
2540367226,-0.24634737,-0.06310976,0.43767285
2540389015,-0.24068333,-0.06433402,0.43876877
2540412984,-0.24209936,-0.06310976,0.43876877
2540437029,-0.24351536,-0.06310976,0.4398647
2540460996,-0.24068333,-0.065558285,0.44205654
2540484012,-0.23785132,-0.06678254,0.43876877
2540506111,-0.23926733,-0.06310976,0.44096062
2540528067,-0.2336033,-0.06310976,0.4398647
2540550985,-0.2336033,-0.06310976,0.43876877
2540573039,-0.24068333,-0.0618855,0.44315246
2540594996,-0.23785132,-0.0618855,0.44205654
2540616133,-0.23926733,-0.060661238,0.43657693
2540638994,-0.23926733,-0.059436977,0.43657693
2540660986,-0.24351536,-0.05821271,0.43876877
2540685006,-0.24068333,-0.06310976,0.4398647
2540708024,-0.23785132,-0.060661238,0.4398647
2540730123,-0.24351536,-0.0618855,0.4398647
2540752992,-0.23926733,-0.06310976,0.4398647
2540776072,-0.23785132,-0.06310976,0.44315246
2540797994,-0.24068333,-0.06310976,0.44096062
2540821040,-0.24493137,-0.0618855,0.44096062
2540843084,-0.24351536,-0.0618855,0.44096062
2540865074,-0.23926733,-0.0618855,0.4398647
2540887779,-0.24351536,-0.06310976,0.43876877
2540909031,-0.2505954,-0.0618855,0.43876877
2540931085,-0.24776338,-0.05821271,0.43876877
2540953035,-0.24776338,-0.054539926,0.4398647
2540976041,-0.24493137,-0.055764187,0.43767285
2540997984,-0.24776338,-0.055764187,0.43767285
2541020024,-0.24776338,-0.05821271,0.4398647
2541042037,-0.2491794,-0.056988448,0.43767285
2541064039,-0.24776338,-0.056988448,0.43876877
2541086064,-0.2520114,-0.059436977,0.43876877
2541108986,-0.2548434,-0.05821271,0.4398647
2541132607,-0.25342742,-0.055764187,0.435481
2541155102,-0.2562594,-0.05331566,0.43328917
2541176984,-0.2576754,-0.054539926,0.435481
2541198993,-0.25909144,-0.056988448,0.43000138
2541221336,-0.26475546,-0.05821271,0.43219322
2541244579,-0.26333946,-0.055764187,0.4310973
2541268603,-0.26758748,-0.054539926,0.4278095
2541291397,-0.2746675,-0.0520914,0.4267136
2541312984,-0.27608353,-0.054539926,0.4267136
2541334983,-0.28033155,-0.0520914,0.42452174
2541357985,-0.28316358,-0.0520914,0.4223299
2541380983,-0.28457958,-0.05331566,0.4223299
2541401984,-0.2888276,-0.05086714,0.42123398
2541424043,-0.2902436,-0.049642876,0.42013806
2541445983,-0.29307562,-0.05086714,0.42013806
2541469072,-0.30015567,-0.047194354,0.41904214
2541489993,-0.30015567,-0.049642876,0.41575438
2541512035,-0.30015567,-0.047194354,0.41465843
2541533984,-0.30298766,-0.047194354,0.4124666
2541557518,-0.3072357,-0.0520914,0.4124666
2541579110,-0.3128997,-0.04597009,0.4135625
2541602061,-0.31573173,-0.047194354,0.41027474
2541624569,-0.31573173,-0.05086714,0.41027474
2541647099,-0.32139575,-0.05086714,0.41027474
2541669807,-0.31997973,-0.048418615,0.40698698
2541693707,-0.31856373,-0.049642876,0.4080829
2541717416,-0.32139575,-0.05086714,0.40698698
2541738986,-0.32281178,-0.049642876,0.40698698
2541760986,-0.32139575,-0.049642876,0.40917882
2541782994,-0.32422778,-0.05086714,0.41027474
2541805396,-0.31997973,-0.05086714,0.4080829
2541827099,-0.31714773,-0.055764187,0.40589106
2541850015,-0.3270598,-0.055764187,0.40589106
2541872531,-0.3284758,-0.05331566,0.40260327
2541895120,-0.3284758,-0.05086714,0.4047951
2541917283,-0.33130783,-0.05086714,0.39821956
2541942121,-0.33272383,-0.05086714,0.39821956
2541964058,-0.33413982,-0.048418615,0.40150735
2541988037,-0.33555585,-0.048418615,0.39821956
2542012064,-0.33697185,-0.0520914,0.39821956
2542036016,-0.34263587,-0.0520914,0.3949318
2542060064,-0.33555585,-0.0520914,0.39821956
2542084005,-0.33980384,-0.05086714,0.39383587
2542108092,-0.34121987,-0.0520914,0.39273995
2542134751,-0.34263587,-0.047194354,0.39164403
2542155238,-0.3454679,-0.0520914,0.39164403
2542176040,-0.3468839,-0.05086714,0.39273995
2542198217,-0.3497159,-0.05086714,0.3949318
2542223099,-0.3482999,-0.049642876,0.3905481
2542246042,-0.35113192,-0.05086714,0.3894522
2542267995,-0.3553799,-0.05331566,0.39383587
2542292085,-0.3497159,-0.047194354,0.38726035
2542315984,-0.35113192,-0.047194354,0.38835627
