timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
2452629055,32.387484367193764,-117.0764480742181,20.180113,0.26321998,-0.9647285,-1.7240646,0.046640433,1,1,0
