timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
2481749728,-0.014443994,0.045002297,-0.03623825,0.0,0.0,0.0,1.0981185e-19
2481781765,0.0123710325,-0.02915695,0.036471955,0.0,0.0,0.0,1.0981185e-19
2481813725,-0.010919,0.015945097,-0.019839974,0.0,0.0,0.0,1.0981185e-19
2481845737,-0.019347344,-0.03383397,0.003308632,0.0,0.0,0.0,1.0981185e-19
2481877725,0.01653372,0.0011220719,-0.0018168786,0.0,0.0,0.0,1.0981185e-19
2481909737,0.003815263,-0.058122054,0.0163135,0.0,0.0,0.0,1.0981185e-19
2481941735,-0.0024038912,0.034746483,-0.026359474,0.0,0.0,0.0,1.0981185e-19
2481974528,-1.8703286e-06,-0.027542002,0.011829718,0.0,0.0,0.0,1.0981185e-19
2482006530,0.004726205,0.09782538,0.0048608556,0.0,0.0,0.0,1.0981185e-19
2482038555,0.011967335,-0.035282146,-0.0025606353,0.0,0.0,0.0,1.0981185e-19
2482070528,0.029111654,0.024302837,-0.005881547,0.0,0.0,0.0,1.0981185e-19
2482102531,-0.007854905,-0.05097045,0.01150316,0.0,0.0,0.0,1.0981185e-19
2482130531,-0.02039586,0.05711172,0.014163258,0.0,0.0,0.0,1.0981185e-19
2482162528,-0.0063045244,-0.0059535564,-0.015326196,0.0,0.0,0.0,1.0981185e-19
2482194527,-0.006525887,0.06942619,0.013318216,0.0,0.0,0.0,1.0981185e-19
2482226530,0.06750533,-0.18226615,0.026149279,0.00058782607,0.0002482154,-6.344413e-05,1.0981185e-19
2482258505,0.04216332,-0.1155844,0.013796834,0.0012514949,0.00050060137,-3.7083362e-05,1.0981185e-19
2482290516,0.06452176,0.036538117,-0.004289881,0.0018816335,0.00080288254,-4.9712613e-05,1.0981185e-19
2482319334,0.18842466,-0.05729247,-0.0044444203,0.0023161354,0.0010681145,-3.9482118e-05,1.0981185e-19
2482351335,0.45630988,0.34315836,0.037875194,0.0023541132,0.0012682418,-8.683795e-05,1.0981185e-19
2482383328,0.7194672,0.29971674,0.03669476,0.0018143588,0.0011826529,-0.00020602065,1.0981185e-19
2482415325,0.50112206,0.2284111,0.03724039,0.001174549,0.0009955841,-0.0003306458,1.0981185e-19
2482447330,0.4404135,0.2798957,0.037917286,0.00066568,0.0008701203,-0.00044046898,1.0981185e-19
2482479326,0.27632847,0.3838281,0.017973777,0.000111508234,0.0004771601,-0.00054528983,1.0981185e-19
2482511330,-0.0019912026,0.3085435,0.022946605,-0.00036785073,-8.5901396e-05,-0.0006270529,1.0981185e-19
2482543328,0.24245858,0.012140892,0.026596472,-0.0011937406,-0.0005739951,-0.000716076,1.0981185e-19
2482571336,-0.09851375,-0.027809165,0.0394192,-0.0018260235,-0.0007092545,-0.00078176835,1.0981185e-19
2482603330,-0.015001771,-0.14541169,0.026507521,-0.0023580089,-0.0008316862,-0.00087945315,1.0981185e-19
2482635332,-0.30275017,-0.047829576,0.02725788,-0.0026104646,-0.00089707586,-0.00096739794,1.0981185e-19
2482667331,-0.1203773,-0.14562005,0.01928845,-0.0029192215,-0.0009276168,-0.0011282394,1.0981185e-19
2482699344,-0.2808338,-0.025399597,0.001144608,-0.003209561,-0.0010034675,-0.001255343,1.0981185e-19
2482731316,-0.071781196,-0.051329356,-0.002323465,-0.003633941,-0.0010585701,-0.0013466496,1.0981185e-19
2482764160,-0.41000822,-0.15578555,-0.023538085,-0.0039375797,-0.0010973914,-0.0014162684,1.0981185e-19
2482796140,-0.39534777,-0.16773972,-0.032827374,-0.004442426,-0.0010832982,-0.0014688068,1.0981185e-19
2482828143,-0.28006607,-0.08515372,-0.035908036,-0.005139334,-0.0011277543,-0.0014994903,1.0981185e-19
2482860149,-0.4701837,0.008319002,-0.012543271,-0.00585074,-0.0011564724,-0.0015148172,1.0981185e-19
2482892146,-0.6707124,0.028123323,-0.041517477,-0.0067469273,-0.0013171267,-0.001504144,1.0981185e-19
2482924142,-0.4757185,-0.024944112,-0.012526977,-0.0077434354,-0.0016264386,-0.0015246894,1.0981185e-19
2482956140,-0.70875245,-0.0867783,-0.03873033,-0.00868991,-0.0019157644,-0.00153173,1.0981185e-19
2482988158,-0.90132165,0.32998082,-0.013602928,-0.009287151,-0.0023167066,-0.0015573369,1.0981185e-19
2483020113,-0.9590457,0.015722664,-0.01849596,-0.008808161,-0.00281091,-0.0015947497,1.0981185e-19
2483052155,-0.989457,-0.060744714,-0.014040743,-0.008808161,-0.00281091,-0.0015947497,1.0981185e-19
2483084140,-0.87747383,-0.09726208,-0.011742861,-0.008808161,-0.00281091,-0.0015947497,1.0981185e-19
2483116906,-0.64560777,-0.27229604,0.0057102223,-0.008808161,-0.00281091,-0.0015947497,1.0981185e-19
2483148914,-0.23783693,-0.5178975,0.0337481,-0.008808161,-0.00281091,-0.0015947497,1.0981185e-19
2483180905,0.39059988,-0.7544827,-0.01719548,-0.008554581,-0.0029080936,-0.0016316009,1.0981185e-19
2483212908,1.1606109,-1.2658496,-0.068261184,-0.0073226425,-0.0030068173,-0.0018478511,1.0981185e-19
2483244906,1.6139851,-1.3800757,-0.05079052,-0.007437542,-0.0024112382,-0.0020040225,1.0981185e-19
2483276908,1.9014713,-0.80071294,-0.028064381,-0.00854534,-0.001573821,-0.0022219587,1.0981185e-19
2483308905,1.5882753,-1.1148983,-0.043883745,-0.009974051,-0.0006110766,-0.0024494773,1.0981185e-19
2483340905,0.99770796,-0.3555095,-0.022994515,-0.01126324,6.9496e-05,-0.002654204,1.0981185e-19
2483372924,0.66198653,-0.0716328,-0.058148917,-0.012189553,0.000397567,-0.002810191,1.0981185e-19
2483400915,0.2418957,0.24270219,-0.038764637,-0.012631963,0.0005013282,-0.0029398557,1.0981185e-19
2483432905,0.23483668,-0.19189376,-0.047637172,-0.012980383,0.0004711539,-0.0030582093,1.0981185e-19
2483464933,-0.019472124,0.091551505,-0.07022837,-0.013242706,0.00023613828,-0.0031442167,1.0981185e-19
2483496932,0.07591207,0.09410446,-0.05051386,-0.013439747,3.5875864e-06,-0.0032066868,1.0981185e-19
2483529729,-0.11426219,-0.17446946,-0.054155406,-0.013572382,-0.00014462926,-0.003241384,1.0981185e-19
2483561763,0.024988392,0.058811855,-0.09160301,-0.013978312,-0.0002794889,-0.0033264502,1.0981185e-19
2483593700,-0.07952352,0.009055562,-0.046757422,-0.014443986,-0.00039414267,-0.0032825372,1.0981185e-19
2483621741,-0.24655376,0.04594354,-0.06572719,-0.014700823,-0.00057805266,-0.003263481,1.0981185e-19
2483653726,-0.24084571,-0.23599072,-0.046753965,-0.014728238,-0.0008435539,-0.0032850201,1.0981185e-19
2483685726,-0.32920194,0.089651346,-0.0050634304,-0.0145759415,-0.00118456,-0.0033146003,1.0981185e-19
2483717730,-0.2051428,0.07698099,-0.026018448,-0.0144392615,-0.0013959378,-0.0033316854,1.0981185e-19
2483749729,-0.14052886,-0.35877338,-0.04349126,-0.014296843,-0.001599,-0.0033530162,1.0981185e-19
2483781766,-0.03804271,-0.08748524,-0.016508741,-0.014198716,-0.00190307,-0.0033945686,1.0981185e-19
2483813738,0.1384882,-0.08229334,-0.011277733,-0.014107251,-0.0020411087,-0.003437326,1.0981185e-19
2483845700,0.09294336,-0.32689133,-0.017029032,-0.014050079,-0.002185814,-0.00350153,1.0981185e-19
2483873705,0.23619255,-0.08147755,-0.0036876863,-0.014100326,-0.0024349985,-0.003576606,1.0981185e-19
2483905726,0.14732793,-0.42594805,-0.01766894,-0.014167956,-0.0027425233,-0.0036618235,1.0981185e-19
2483938531,0.07218802,0.0226086,0.0012341407,-0.014230641,-0.0031090751,-0.0037641544,1.0981185e-19
2483970546,0.224436,0.11792798,0.010817163,-0.014284296,-0.0034316434,-0.0038832615,1.0981185e-19
2484002526,0.18005614,-0.6666791,-0.0067969887,-0.014385846,-0.0035523046,-0.004010272,1.0981185e-19
2484034532,0.11987565,0.065402605,0.02323384,-0.014482874,-0.0037066517,-0.0041612545,1.0981185e-19
2484062532,0.21702027,-0.45674384,0.0044851964,-0.014606432,-0.0038842063,-0.004307714,1.0981185e-19
2484094526,0.10483662,0.26285884,0.037783332,-0.014723628,-0.0042532724,-0.004504208,1.0981185e-19
2484126526,0.0936548,-0.062018663,0.015218488,-0.014856266,-0.004341529,-0.004691101,1.0981185e-19
2484158530,0.15171917,-0.41596892,0.0077840886,-0.014989875,-0.004615915,-0.0049002557,1.0981185e-19
2484190535,0.014770791,0.3417124,0.036784265,-0.015123018,-0.0050371476,-0.005112197,1.0981185e-19
2484222530,0.020934144,-0.23415372,-0.010720772,-0.015213481,-0.005200223,-0.0053026206,1.0981185e-19
2484254526,0.08402218,-0.20745833,0.01580661,-0.015248466,-0.005551296,-0.005522043,1.0981185e-19
2484287333,0.043952096,0.23200648,0.037399545,-0.0153229525,-0.0058171563,-0.0057390365,1.0981185e-19
2484319332,0.047189195,-0.09928027,-0.0024846864,-0.015413106,-0.006092874,-0.0059466306,1.0981185e-19
2484351332,0.08598098,-0.14102526,0.0099746715,-0.015525128,-0.0063521173,-0.0061648767,1.0981185e-19
2484383314,0.09731344,0.08760461,0.02044942,-0.015687585,-0.0066092433,-0.006351066,1.0981185e-19
2484415337,0.056704484,-0.122748606,-0.027197232,-0.015865633,-0.0069018807,-0.0065039145,1.0981185e-19
2484447339,-0.19491199,0.0036257748,-0.00507141,-0.01592075,-0.007216444,-0.00663049,1.0981185e-19
2484475336,-0.025144883,-0.08770175,-0.032860775,-0.015951933,-0.0074632657,-0.0067080543,1.0981185e-19
2484507350,-0.1921183,0.13963252,-0.013984074,-0.015859999,-0.007843636,-0.0067838165,1.0981185e-19
2484539331,0.10681327,-0.11532724,-0.042133138,-0.015879326,-0.0081225075,-0.0068253917,1.0981185e-19
2484571333,0.10240837,-0.24077587,-0.026296992,-0.015890881,-0.008475973,-0.0068729627,1.0981185e-19
2484603329,-0.20725003,0.13015096,0.0015824562,-0.015905792,-0.008784289,-0.00690624,1.0981185e-19
2484635332,-0.0124146,0.0074387915,-0.053367633,-0.015958082,-0.009031922,-0.0069182604,1.0981185e-19
2484667338,0.057828374,-0.21103762,-0.042387757,-0.015964646,-0.009347632,-0.0069281054,1.0981185e-19
2484696148,0.07061395,0.07003728,-0.04661808,-0.015987907,-0.009732276,-0.0069027795,1.0981185e-19
2484728188,-0.04750667,-0.098032676,-0.042240363,-0.015964605,-0.010139538,-0.006853239,1.0981185e-19
2484760147,-0.07568632,0.21737285,-0.02527725,-0.015952393,-0.01050842,-0.0067829182,1.0981185e-19
2484792190,0.12326034,-0.4354346,-0.05615104,-0.015960522,-0.010800214,-0.006687861,1.0981185e-19
2484824142,-0.027314574,-0.26415408,-0.03297336,-0.01588337,-0.011141633,-0.0066161556,1.0981185e-19
2484856136,0.017836649,0.27936238,-0.017515337,-0.015862621,-0.01151021,-0.006536068,1.0981185e-19
2484888134,-0.021821441,-0.2703229,-0.047436077,-0.01584553,-0.011806802,-0.006439358,1.0981185e-19
2484920155,0.10266367,0.10893365,-0.032780662,-0.015859935,-0.012066675,-0.0063386504,1.0981185e-19
2484948151,0.00490581,-0.22727619,-0.037365682,-0.015836703,-0.01225589,-0.0062497808,1.0981185e-19
2484980137,0.09121264,0.15241571,-0.027071467,-0.015834635,-0.012672399,-0.006161516,1.0981185e-19
2485012134,-0.057641186,0.20895205,-0.0019308659,-0.015772264,-0.013089918,-0.006077684,1.0981185e-19
2485044134,-0.013151504,-0.092165835,-0.036021993,-0.015701232,-0.013393696,-0.0059787617,1.0981185e-19
2485076136,0.26051587,-0.08850977,-0.029197287,-0.015608406,-0.013767727,-0.00588804,1.0981185e-19
2485108915,-0.014995685,-0.020150114,-0.004181674,-0.015451243,-0.014191152,-0.0057870457,1.0981185e-19
2485140905,0.061115835,-0.20212533,-0.038104877,-0.015389579,-0.014538917,-0.0056450544,1.0981185e-19
2485172914,0.15126778,-0.29163077,-0.025080888,-0.015300832,-0.014791926,-0.0055154017,1.0981185e-19
2485204905,-0.115760915,0.16052964,0.008754258,-0.015182419,-0.015113098,-0.005402671,1.0981185e-19
2485236910,0.11107778,0.1311179,-0.013038563,-0.015121115,-0.015426745,-0.0052711167,1.0981185e-19
2485268921,0.026601572,-0.15448825,-0.019823164,-0.015031987,-0.015893023,-0.0051540313,1.0981185e-19
2485300904,-0.038616065,0.29470047,0.0037668487,-0.01497316,-0.01643358,-0.005031536,1.0981185e-19
2485332915,0.06496656,-0.01744571,-0.007884004,-0.014900566,-0.0168463,-0.0049117114,1.0981185e-19
2485364905,0.0021394053,-0.3313114,-0.02050199,-0.014802141,-0.017202938,-0.004801196,1.0981185e-19
2485396908,0.14587872,0.17257302,-0.002360003,-0.014792478,-0.017637966,-0.0047001746,1.0981185e-19
2485428906,0.15142743,-0.23848303,0.0024114612,-0.014832502,-0.018007107,-0.004586099,1.0981185e-19
2485460906,0.09997709,-0.24553935,-0.014066747,-0.014834728,-0.018411184,-0.004481758,1.0981185e-19
2485493732,0.19676478,-0.09726974,0.0046728714,-0.014766746,-0.018720305,-0.004383003,1.0981185e-19
2485525707,-0.14549172,-0.06795315,0.03665399,-0.014563754,-0.018984405,-0.0042893128,1.0981185e-19
2485553709,0.10113314,-0.074878074,-0.0042557046,-0.014463727,-0.019260297,-0.0042033647,1.0981185e-19
2485585732,-0.030862378,0.08978775,0.019859854,-0.0143811265,-0.01955822,-0.0041158567,1.0981185e-19
2485617732,0.21877506,-0.053269457,-0.021450497,-0.014386933,-0.019851504,-0.003999933,1.0981185e-19
2485649732,0.16518687,-0.31949916,0.001862912,-0.014352066,-0.020304399,-0.0039017522,1.0981185e-19
2485681773,-0.031926185,0.1329433,0.0232995,-0.014271225,-0.020838788,-0.0037980685,1.0981185e-19
2485713732,0.05592096,-0.37206292,-0.0013047156,-0.0141289225,-0.021264091,-0.0036762226,1.0981185e-19
2485745735,-0.017142534,-0.19983481,0.0077688014,-0.014018799,-0.021594621,-0.003578907,1.0981185e-19
2485777706,0.1065675,0.1605392,0.020385036,-0.013993666,-0.021833656,-0.0034630185,1.0981185e-19
2485805706,0.12597142,0.027334355,-0.0007672721,-0.014050857,-0.022121148,-0.0033532004,1.0981185e-19
2485837732,0.10323115,-0.08542628,0.014683098,-0.014084806,-0.022413598,-0.0032400673,1.0981185e-19
2485870538,-0.061432716,-0.35739887,-0.007467483,-0.014065424,-0.02270934,-0.0031215453,1.0981185e-19
2485902526,0.21743715,-0.17155235,-0.009841278,-0.014049426,-0.0230496,-0.0030092236,1.0981185e-19
2485934526,-0.07439613,0.006603227,0.028080074,-0.01391455,-0.02346074,-0.0029043811,1.0981185e-19
2485966532,0.06927534,-0.0153225735,0.012743389,-0.013891799,-0.023832629,-0.0027931873,1.0981185e-19
2485998526,0.09830159,-0.18858172,0.004227819,-0.013878775,-0.024108797,-0.0026872722,1.0981185e-19
2486030526,-0.19657134,0.10094723,0.02912684,-0.013771893,-0.02436939,-0.002576715,1.0981185e-19
2486062526,0.05230406,0.13072783,0.018332932,-0.01371976,-0.024650319,-0.0024705047,1.0981185e-19
2486094534,-0.041156683,-0.2456015,-0.0006069088,-0.013611579,-0.024986388,-0.002375054,1.0981185e-19
2486126526,-0.022671733,0.109227166,0.012532251,-0.013563168,-0.02546218,-0.0022753403,1.0981185e-19
2486158527,0.08183984,0.2260562,0.02352949,-0.013543551,-0.025840862,-0.0021772042,1.0981185e-19
2486190533,-0.05712675,-0.26433873,-0.0052658166,-0.013488515,-0.026196972,-0.0020713028,1.0981185e-19
2486222526,0.16636762,0.07040688,0.007182668,-0.01346976,-0.026516624,-0.0019795534,1.0981185e-19
2486255308,0.07694097,0.18140812,0.02781984,-0.013357674,-0.02678486,-0.001893573,1.0981185e-19
2486287307,-0.06339923,0.0017153365,0.038748104,-0.013162371,-0.027059566,-0.0018257849,1.0981185e-19
2486319339,0.066849366,-0.051094946,0.0010053926,-0.0131042255,-0.027349722,-0.0017553776,1.0981185e-19
2486351328,0.05988872,-0.010924648,0.023501216,-0.012995123,-0.02766115,-0.0016902757,1.0981185e-19
2486383337,-0.055085976,0.12061972,0.040420543,-0.012912674,-0.027987324,-0.0016375697,1.0981185e-19
2486415328,0.11008476,-0.04096939,0.002017189,-0.012948725,-0.02829874,-0.001593129,1.0981185e-19
2486447330,0.017646382,-0.17431197,0.023392638,-0.01291231,-0.028716449,-0.0015602522,1.0981185e-19
2486479332,-0.028245853,0.16560124,0.044847827,-0.0128290765,-0.029220186,-0.0015287162,1.0981185e-19
2486511336,0.20036934,-0.26319653,0.0111538,-0.012749779,-0.029387211,-0.0015161986,1.0981185e-19
2486543329,0.15284811,-0.4159183,0.017014995,-0.012655973,-0.029640384,-0.0015333442,1.0981185e-19
2486575334,0.120621026,0.18564107,0.039305627,-0.01258529,-0.029839354,-0.0015458855,1.0981185e-19
2486607329,0.27596748,-0.060263347,0.027526552,-0.012575078,-0.030004993,-0.001554815,1.0981185e-19
2486639320,0.12348021,-0.34365717,0.011901773,-0.012471507,-0.030269979,-0.0015891388,1.0981185e-19
2486672137,0.17770451,-0.12747514,0.022182241,-0.012453583,-0.030512849,-0.0016257635,1.0981185e-19
2486704147,0.091419816,0.31590155,0.033453465,-0.012351103,-0.030832842,-0.0016744076,1.0981185e-19
2486736146,0.025208725,-0.103372045,0.019268597,-0.012195367,-0.031068096,-0.0017045038,1.0981185e-19
2486768151,0.17386687,-0.24559945,-0.0035137562,-0.012054855,-0.031460073,-0.0017348077,1.0981185e-19
2486796152,0.0057768584,0.1715207,0.042526666,-0.012013634,-0.03183424,-0.0017661486,1.0981185e-19
2486828190,-0.033819664,-0.2818976,0.019659877,-0.011999081,-0.031971626,-0.0017982313,1.0981185e-19
2486860139,-0.07509206,-0.13401605,0.030074624,-0.011932121,-0.032098204,-0.0018678748,1.0981185e-19
2486892137,-0.08916862,0.37261546,0.043591514,-0.01190997,-0.03224253,-0.0019508916,1.0981185e-19
2486924194,0.016716871,0.21115372,0.033008397,-0.011989345,-0.032394707,-0.0020192107,1.0981185e-19
2486956142,-0.13696958,-0.09320235,0.0076490035,-0.012020073,-0.032559518,-0.0020957391,1.0981185e-19
2486988135,-0.13803813,0.22090465,0.027947884,-0.012026688,-0.032783963,-0.002199459,1.0981185e-19
2487020150,-0.21240714,0.60065913,0.034893613,-0.011981475,-0.03312829,-0.0023030092,1.0981185e-19
2487048926,-0.14395148,-0.0202728,-0.0060213003,-0.011850363,-0.033329982,-0.0023841343,1.0981185e-19
2487080929,-0.1330829,0.51756763,0.015941503,-0.011628089,-0.03365688,-0.0024952837,1.0981185e-19
2487112908,0.06433011,0.3752881,-0.0027102474,-0.011520026,-0.034002624,-0.0025871538,1.0981185e-19
2487144911,0.13598478,-0.02735671,-0.026814442,-0.01148189,-0.034285214,-0.002672856,1.0981185e-19
2487176904,-0.088300034,0.29468304,0.0058032004,-0.011489874,-0.03441327,-0.0027874457,1.0981185e-19
2487208915,0.12620229,0.41703057,0.005786254,-0.011588728,-0.034302834,-0.0029261867,1.0981185e-19
2487236918,-0.024232417,0.31353813,-0.0036458608,-0.01170926,-0.03416903,-0.0030728441,1.0981185e-19
2487268908,-0.17106716,0.5854077,0.001745094,-0.011805352,-0.03416243,-0.0032342852,1.0981185e-19
2487300905,-0.1372459,0.69917583,-0.005613636,-0.011858178,-0.03440842,-0.0033913155,1.0981185e-19
2487332905,-0.08756056,0.7986627,-0.021251684,-0.011850243,-0.034993224,-0.0035311931,1.0981185e-19
2487364909,-0.032835983,0.6799358,-0.032372177,-0.011788472,-0.0359188,-0.0036273615,1.0981185e-19
2487396905,-0.070201255,0.49170735,-0.047019955,-0.011659787,-0.03704788,-0.0036757162,1.0981185e-19
2487428905,0.04365601,0.21024512,-0.043953482,-0.01156936,-0.03814933,-0.003694757,1.0981185e-19
2487457713,-0.060244508,-0.032751262,-0.023414887,-0.011390377,-0.038976118,-0.0036799929,1.0981185e-19
2487489726,-0.122639984,-0.3301461,-0.03902665,-0.011190647,-0.03966786,-0.003639294,1.0981185e-19
2487521764,0.09348056,-0.40281737,-0.052341953,-0.01105048,-0.04022128,-0.0035991592,1.0981185e-19
2487553732,0.17954722,-0.28463596,-0.026640011,-0.011038391,-0.04060877,-0.0035571114,1.0981185e-19
2487585726,0.04030771,-0.5588927,-0.016610887,-0.01102559,-0.04078296,-0.0035069087,1.0981185e-19
2487617735,0.23653483,-0.5151057,-0.045765985,-0.011010318,-0.04078842,-0.0034700378,1.0981185e-19
2487649727,0.10674546,-0.3665392,-0.007889043,-0.010850118,-0.040700316,-0.0034538426,1.0981185e-19
2487681737,0.013308681,-0.32873106,0.0048260274,-0.010724149,-0.040651444,-0.00342733,1.0981185e-19
2487709699,0.09430031,-0.04720228,-0.0025098736,-0.010726016,-0.040718988,-0.0034198908,1.0981185e-19
2487741763,-0.04496624,0.088912435,0.0037380315,-0.010770197,-0.04075739,-0.0034029784,1.0981185e-19
2487773726,0.0654614,0.04100998,-0.029303918,-0.010724561,-0.040762533,-0.0033965784,1.0981185e-19
2487805727,-0.047335263,0.14828877,0.0033152495,-0.010614928,-0.040837787,-0.0034079126,1.0981185e-19
2487838532,-0.13065651,0.3360447,0.0152777,-0.010570833,-0.040984474,-0.0034065454,1.0981185e-19
2487870532,-0.027362684,0.14553443,-0.030260542,-0.010527744,-0.04112383,-0.003393582,1.0981185e-19
2487898539,-0.20387577,0.2162513,0.020758862,-0.010462916,-0.041276928,-0.0033994033,1.0981185e-19
2487930539,-0.08876983,0.063044585,-0.022830503,-0.0103795435,-0.04141746,-0.003389155,1.0981185e-19
2487962526,-0.02068443,-0.027946241,-0.012615344,-0.010124952,-0.041652955,-0.0033912184,1.0981185e-19
2487994526,-0.22386923,0.3091945,0.0074585527,-0.009955633,-0.041882314,-0.0033677686,1.0981185e-19
2488026526,0.07994159,0.14766523,-0.028835865,-0.009950097,-0.04206284,-0.0033130152,1.0981185e-19
2488058526,0.12842354,0.07042436,-0.022215093,-0.009920686,-0.042314935,-0.0032734778,1.0981185e-19
2488090527,-0.17917132,0.2673868,0.015790457,-0.00975135,-0.042567562,-0.0032574655,1.0981185e-19
2488122532,0.09803073,0.23106281,-0.0038057484,-0.009691539,-0.04273823,-0.0032382759,1.0981185e-19
2488151311,-0.051374704,0.087894365,-0.0060147443,-0.009623583,-0.04294736,-0.0032117218,1.0981185e-19
2488183314,-0.045681935,0.37279436,0.010988086,-0.009487895,-0.043258667,-0.0031814491,1.0981185e-19
2488215308,0.024006693,-0.041158438,-0.037136603,-0.009268914,-0.04357118,-0.0031387873,1.0981185e-19
2488247337,0.00556594,-0.0052313795,-0.008969316,-0.009121567,-0.04380275,-0.0030880813,1.0981185e-19
2488279309,0.02626704,0.23735256,0.002511235,-0.009130439,-0.04405357,-0.0030225627,1.0981185e-19
2488311314,0.07436912,-0.10483104,-0.035742223,-0.009118691,-0.044231545,-0.0029557156,1.0981185e-19
2488339332,0.09459315,0.20747524,0.005253909,-0.009064951,-0.04447364,-0.0029233373,1.0981185e-19
2488371348,0.21891153,-0.17744844,-0.025716364,-0.008975112,-0.044529654,-0.0028731606,1.0981185e-19
2488403327,0.08650368,-0.2756949,-0.008935276,-0.008839073,-0.0445573,-0.0028416514,1.0981185e-19
2488435337,0.032383878,0.23345213,0.014026713,-0.008787218,-0.04477526,-0.0028082381,1.0981185e-19
2488467330,0.1500712,-0.2035625,-0.024573848,-0.008787508,-0.044957075,-0.0027548214,1.0981185e-19
2488499329,-0.0062973085,-0.22641474,-0.0033500334,-0.008769731,-0.045132183,-0.0027224983,1.0981185e-19
2488531336,-0.03998142,0.27955872,0.012944825,-0.008762414,-0.04521119,-0.0026842013,1.0981185e-19
2488563342,-0.035086896,-0.14738165,-0.0063391137,-0.008720613,-0.045325518,-0.0026549941,1.0981185e-19
2488595329,-0.089559525,-0.06992424,-0.0072439895,-0.008663224,-0.045649268,-0.0026222183,1.0981185e-19
2488628136,-0.076136366,0.2767714,0.0057416647,-0.008571956,-0.04586886,-0.0025816036,1.0981185e-19
2488660135,0.04524295,-0.04496112,0.00028580788,-0.008540704,-0.046101186,-0.0025303143,1.0981185e-19
2488692142,-0.06285446,-0.21365032,-0.01785048,-0.008518436,-0.046387646,-0.0024824527,1.0981185e-19
2488724139,-0.044452216,0.20437203,0.0030515182,-0.008490248,-0.046594493,-0.002434444,1.0981185e-19
