timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
2482194583,0.47487307,0.11725047,0.0017311119,0.0,0.0,-0.2863395
2482226590,0.4290088,0.18799086,0.0029371204,0.0,0.0,-0.35334238
2482258564,0.4203183,0.19453293,0.003020901,0.0,0.0,-0.42737302
2482290570,0.43188202,0.16168411,0.0023800817,0.0,0.0,-0.49756178
2482323383,0.41968766,0.2022044,0.002556234,0.0,0.0,-0.55698264
2482351389,0.31697837,0.09496428,0.0011722788,0.0,0.0,-0.6100694
2482383391,0.18703707,0.14710799,0.0012698944,0.0,0.0,-0.6591285
2482415379,0.067546956,0.12265242,0.0006165623,0.0,0.0,-0.68655986
2482447384,-0.05324574,0.080795884,0.0002975261,0.0,0.0,-0.70978254
2482479386,-0.15990499,-0.029885639,-8.011922e-05,0.0,0.0,-0.72274816
2482511385,-0.17780563,-0.0827065,-0.00011297878,0.0,0.0,-0.7349092
2482543394,-0.32164308,-0.09429285,-0.0002643424,0.0,0.0,-0.7457887
2482571399,-0.35077792,-0.12727264,-0.00037032363,0.0,0.0,-0.75149953
2482603378,-0.35699758,-0.1527211,-0.00085219153,0.0,0.0,-0.7617306
2482635383,-0.4065498,-0.116324596,-0.00097311835,0.0,0.0,-0.7748223
2482667381,-0.38278532,-0.13690136,-0.029935377,0.0,0.0,-0.7079467
2482699398,-0.46074116,-0.09962723,-0.030982535,0.0,0.0,-0.6232985
2482731368,-0.366582,-0.090133905,-0.030640418,0.0,0.0,-0.5112957
2482764209,-0.63074726,-0.13022318,-0.031961434,0.0,0.0,-0.4161707
2482796189,-0.7222105,-0.1192905,-0.031424653,0.0,0.0,-0.33103317
2482828197,-0.8386776,-0.09871964,-0.030046146,0.0,0.0,-0.2655995
2482860198,-0.8028577,-0.058536686,-0.026562681,0.0,0.0,-0.21578348
2482892198,-1.1963207,-0.12965098,-0.02928875,0.0,0.0,-0.17661412
2482924194,-1.057006,-0.2938122,-0.03726936,0.0,0.0,-0.14469656
2482956189,-1.4900193,-0.016959082,-0.018324148,0.0,0.0,-0.12605582
2482988212,-0.96343327,-0.18982342,-0.029047245,0.0,0.0,-0.12429485
2483020168,-0.12531179,-0.77598625,-0.062468912,0.0,0.0,-0.12257483
2483052205,0.25321975,-1.4367458,-0.10635247,0.0,0.0,-0.12405068
2483084190,0.81953317,-1.6754998,-0.114623085,0.0,0.0,-0.15710688
2483116966,1.3233991,-1.6301432,-0.10791781,0.0,0.0,-0.20401208
2483148963,1.6504362,-1.4694791,-0.10512917,0.0,0.0,-0.24944204
2483180954,1.6489829,-1.2159524,-0.110063,0.0,0.0,-0.2890917
2483212960,1.5205117,-1.0795795,-0.11469216,0.0,0.0,-0.32565477
2483244968,1.2994561,-0.68352264,-0.10479989,0.0,0.0,-0.35856068
2483276964,0.9585366,-0.44913092,-0.10346454,0.0,0.0,-0.3879367
2483308960,0.5867605,-0.39353657,-0.10345031,0.0,0.0,-0.40855482
2483340954,0.38432243,-0.05739773,-0.09866013,0.0,0.0,-0.425115
2483372981,0.14977868,-0.05384243,-0.09459285,0.0,0.0,-0.44012994
2483400969,0.049211193,-0.1259226,-0.09011015,0.0,0.0,-0.4499347
2483432959,-0.0756572,0.00497919,-0.086114556,0.0,0.0,-0.46017593
2483464994,-0.098418556,-0.13706157,-0.08044465,0.0,0.0,-0.4675473
2483497045,-0.1337378,-0.12981129,-0.07514976,0.0,0.0,-0.4736351
2483529786,-0.07168402,-0.033885106,-0.06978059,0.0,0.0,-0.47996587
2483561820,-0.3742758,-0.13072756,-0.05249116,0.0,0.0,-0.48531634
2483593757,-0.42845213,-0.11640043,-0.046633217,0.0,0.0,-0.48383772
2483621793,-0.4212916,-0.15873834,-0.042635284,0.0,0.0,-0.48372582
2483653778,-0.29198536,-0.23508541,-0.039636448,0.0,0.0,-0.47787905
2483685775,-0.16039507,-0.26290473,-0.036676507,0.0,0.0,-0.47807115
2483717781,-0.11805332,-0.15930486,-0.03479319,0.0,0.0,-0.47802377
2483749778,-0.016057733,-0.2964775,-0.034373995,0.0,0.0,-0.47861737
2483781817,0.012752813,-0.30501682,-0.034192573,0.0,0.0,-0.47980276
2483813790,0.1303525,-0.18279932,-0.03315284,0.0,0.0,-0.47424066
2483845753,0.116662316,-0.3076415,-0.033755507,0.0,0.0,-0.46931905
2483873762,0.09605043,-0.30786008,-0.034427766,0.0,0.0,-0.46991578
2483905780,0.1225974,-0.24040236,-0.03515715,0.0,0.0,-0.47139412
2483938591,0.12168293,-0.40238902,-0.035172094,0.0,0.0,-0.46792042
2483970609,0.0978574,-0.38443,-0.036191594,0.0,0.0,-0.4660765
2484002580,0.117541924,-0.1424474,-0.03851463,0.0,0.0,-0.46437308
2484034586,0.08328905,-0.32429725,-0.038456872,0.0,0.0,-0.46437246
2484062585,0.076509066,-0.3376355,-0.039707206,0.0,0.0,-0.46555418
2484094575,0.032087475,-0.25074866,-0.04255482,0.0,0.0,-0.46728864
2484126580,0.0435528,-0.06958851,-0.04575493,0.0,0.0,-0.4708373
2484158583,0.0058238553,-0.3277223,-0.04537638,0.0,0.0,-0.47623032
2484190592,-0.021349924,-0.20978174,-0.04828311,0.0,0.0,-0.47834426
2484222586,0.016640492,-0.20473441,-0.049318165,0.0,0.0,-0.48085773
2484254575,-0.012789907,-0.3294047,-0.049618736,0.0,0.0,-0.4820691
2484287387,-0.019482357,-0.31149718,-0.050632354,0.0,0.0,-0.48195496
2484319392,-0.0075296173,-0.20110273,-0.05314169,0.0,0.0,-0.4800853
2484351393,-0.056641947,-0.21160296,-0.054378267,0.0,0.0,-0.4761747
2484383369,-0.07582347,-0.2688353,-0.05321479,0.0,0.0,-0.47389898
2484415400,-0.06098148,-0.20278183,-0.05362422,0.0,0.0,-0.47378105
2484447406,-0.049217567,-0.24944097,-0.05128899,0.0,0.0,-0.47472653
2484475399,-0.03431829,-0.27336633,-0.049089108,0.0,0.0,-0.47655767
2484507399,0.027159873,-0.24371031,-0.0463177,0.0,0.0,-0.48417354
2484539380,-0.054952122,-0.22410114,-0.044166014,0.0,0.0,-0.4894262
2484571389,0.0016194184,-0.31401598,-0.04002364,0.0,0.0,-0.48722738
2484603381,-0.0024424915,-0.22471792,-0.037778415,0.0,0.0,-0.48435044
2484635381,-0.06785576,-0.15264079,-0.036020085,0.0,0.0,-0.4776344
2484667389,0.0007975004,-0.27854204,-0.031019216,0.0,0.0,-0.47651845
2484696206,0.010446011,-0.31493816,-0.02680454,0.0,0.0,-0.47716963
2484728245,0.006109213,-0.286115,-0.02321867,0.0,0.0,-0.47794765
2484760208,0.024548994,-0.38438702,-0.016722303,0.0,0.0,-0.47584933
2484792244,0.04432153,-0.24031988,-0.014737027,0.0,0.0,-0.4768648
2484824205,0.0607318,-0.2846779,-0.010395789,0.0,0.0,-0.48125508
2484856190,0.05877238,-0.3600345,-0.0048990557,0.0,0.0,-0.48414716
2484888194,0.09325645,-0.22636582,-0.0035383143,0.0,0.0,-0.48600343
2484920214,0.04960626,-0.27888545,0.0008653648,0.0,0.0,-0.4816329
2484948200,0.036917765,-0.29994544,0.0041854978,0.0,0.0,-0.48595178
2484980192,0.015476186,-0.31265497,0.006581195,0.0,0.0,-0.4873341
2485012183,0.07937904,-0.15156111,0.006133019,0.0,0.0,-0.48355156
2485044183,0.061536666,-0.2126415,0.009507264,0.0,0.0,-0.48338214
2485076188,0.1430122,-0.28564215,0.013409657,0.0,0.0,-0.48805657
2485108968,0.16972397,-0.26519477,0.015692491,0.0,0.0,-0.49010953
2485140954,0.035295088,-0.26158783,0.01758314,0.0,0.0,-0.49210864
2485172970,0.14130639,-0.28513157,0.021370586,0.0,0.0,-0.49410236
2485204954,0.13916504,-0.24128258,0.022533711,0.0,0.0,-0.4950916
2485236971,0.054606732,-0.22107078,0.023686882,0.0,0.0,-0.4983339
2485268975,0.10327876,-0.2903936,0.026941288,0.0,0.0,-0.49129295
2485300953,0.08351755,-0.28861055,0.028488457,0.0,0.0,-0.4938122
2485332964,0.105832905,-0.20575152,0.02787913,0.0,0.0,-0.49515674
2485364961,0.08972637,-0.36482903,0.033021953,0.0,0.0,-0.4914893
2485396964,0.07018145,-0.30173597,0.032218706,0.0,0.0,-0.49533156
2485428958,0.08395298,-0.30194688,0.033629928,0.0,0.0,-0.49147993
2485460958,0.0029065046,-0.3758713,0.03574619,0.0,0.0,-0.49220797
2485493785,0.09489253,-0.28409958,0.035073955,0.0,0.0,-0.49397254
2485525756,0.19244236,-0.25083783,0.035936467,0.0,0.0,-0.49557883
2485553766,0.07811649,-0.24904218,0.035012137,0.0,0.0,-0.49393925
2485585793,0.08278996,-0.29473367,0.037105117,0.0,0.0,-0.48876318
2485617789,0.08457164,-0.3036801,0.03820395,0.0,0.0,-0.48804888
2485649790,0.013824137,-0.25701967,0.035966597,0.0,0.0,-0.48409316
2485681827,0.116434455,-0.4143183,0.04265442,0.0,0.0,-0.48647133
2485713789,0.13720968,-0.27241695,0.03858015,0.0,0.0,-0.4884606
2485745793,0.12304663,-0.2854861,0.039143298,0.0,0.0,-0.48595333
2485777760,0.021601692,-0.36601987,0.04279148,0.0,0.0,-0.48992658
2485805757,0.028001504,-0.30409685,0.04151074,0.0,0.0,-0.49021626
2485837781,0.070518374,-0.23607159,0.040496532,0.0,0.0,-0.49539748
2485870592,-0.020089168,-0.32535493,0.04310378,0.0,0.0,-0.49581012
2485902580,0.0313988,-0.33914724,0.04411432,0.0,0.0,-0.49430662
2485934579,0.12110123,-0.27882352,0.0429237,0.0,0.0,-0.49689102
2485966584,0.022502385,-0.26637244,0.041921817,0.0,0.0,-0.50594836
2485998579,0.11823201,-0.28375602,0.043357436,0.0,0.0,-0.5095442
2486030575,0.091909766,-0.22203302,0.04128773,0.0,0.0,-0.5101478
2486062578,0.07475617,-0.18471102,0.040183865,0.0,0.0,-0.5122389
2486094592,0.0545915,-0.25981367,0.041993413,0.0,0.0,-0.50630355
2486126575,-0.011723596,-0.35320848,0.044200633,0.0,0.0,-0.5120336
2486158578,0.094957516,-0.19540504,0.03948984,0.0,0.0,-0.50813085
2486190582,0.040234037,-0.27675086,0.041702673,0.0,0.0,-0.5068425
2486222575,0.016113475,-0.29415175,0.042392235,0.0,0.0,-0.5074176
2486255360,0.12940119,-0.16628955,0.038386952,0.0,0.0,-0.50811255
2486287356,0.10855938,-0.2521358,0.041412782,0.0,0.0,-0.5122306
2486319388,0.046397578,-0.21108267,0.038408406,0.0,0.0,-0.50921077
2486351382,0.13644011,-0.20888072,0.03804929,0.0,0.0,-0.5095925
2486383387,0.12261028,-0.18360575,0.036223974,0.0,0.0,-0.50540817
2486415377,0.0198667,-0.18993115,0.034507092,0.0,0.0,-0.50688714
2486447382,0.093133405,-0.38581294,0.04184039,0.0,0.0,-0.5080478
2486479382,0.11376069,-0.32817277,0.03862677,0.0,0.0,-0.5141964
2486511385,0.11359456,-0.22521071,0.032872383,0.0,0.0,-0.5181635
2486543381,0.1427527,-0.30237323,0.034659203,0.0,0.0,-0.52369016
2486575395,0.13359825,-0.17857167,0.028037585,0.0,0.0,-0.52868253
2486607378,0.15086314,-0.1508282,0.025281463,0.0,0.0,-0.5324512
2486639375,0.106180325,-0.23411918,0.026006728,0.0,0.0,-0.5334267
2486672186,0.12333148,-0.21103656,0.022665594,0.0,0.0,-0.53455776
2486704196,0.12207907,-0.11116357,0.015442882,0.0,0.0,-0.5360089
2486736201,0.18240432,-0.13426997,0.0146619305,0.0,0.0,-0.53874034
2486768200,0.14691506,-0.23997489,0.01699079,0.0,0.0,-0.539462
2486796219,0.12599474,-0.18141046,0.01293129,0.0,0.0,-0.53512776
2486828245,0.12869635,-0.022617174,0.0029930745,0.0,0.0,-0.5294312
2486860192,0.10395585,0.021434443,-0.0015928567,0.0,0.0,-0.5283495
2486892204,0.077612184,-0.012497578,-0.0022419228,0.0,0.0,-0.5270408
2486924249,-0.002304002,0.043978978,-0.007468992,0.0,0.0,-0.53137904
2486956196,0.003567842,0.13675545,-0.015557005,0.0,0.0,-0.5281159
2486988195,-0.06653276,0.09072155,-0.01680722,0.0,0.0,-0.5246697
2487020205,-0.020930462,-0.025008883,-0.014592772,0.0,0.0,-0.5245218
2487048993,0.07741413,0.081637636,-0.02282344,0.0,0.0,-0.52953255
2487081043,0.048950344,0.000400912,-0.021722654,0.0,0.0,-0.5245007
2487112970,0.041635834,-0.014306514,-0.023340566,0.0,0.0,-0.52646214
2487144968,0.009901709,0.12677075,-0.03216929,0.0,0.0,-0.5353772
2487176964,-0.020489817,0.26399142,-0.040130503,0.0,0.0,-0.5684225
2487208969,-0.11057847,0.40506226,-0.047205485,0.0,0.0,-0.61684126
2487236967,-0.088066,0.4734448,-0.053888246,0.0,0.0,-0.64802665
2487268963,-0.117470115,0.5240703,-0.059274644,0.0,0.0,-0.6913688
2487300957,-0.17459103,0.51942897,-0.062430494,0.0,0.0,-0.7271167
2487332955,-0.13730024,0.3135244,-0.0597966,0.0,0.0,-0.6998429
2487364958,-0.1344479,0.027460914,-0.053597026,0.0,0.0,-0.657007
2487396961,-0.118109696,-0.22990498,-0.047348186,0.0,0.0,-0.6146742
2487428954,-0.08096436,-0.4603466,-0.039888274,0.0,0.0,-0.57606876
2487457768,0.05330196,-0.57253027,-0.0316985,0.0,0.0,-0.5470051
2487489775,0.098643914,-0.6199867,-0.024743713,0.0,0.0,-0.522374
2487521817,0.0520885,-0.7319167,-0.01691249,0.0,0.0,-0.5098641
2487553786,0.07053253,-0.63753515,-0.013389115,0.0,0.0,-0.50534683
2487585779,0.11175634,-0.55498123,-0.008515734,0.0,0.0,-0.50520486
2487617788,0.079582565,-0.43675882,-0.007369503,0.0,0.0,-0.5046613
2487649779,0.1401999,-0.3088949,-0.0064445427,0.0,0.0,-0.5034023
2487681786,0.12040654,-0.19826657,-0.006174962,0.0,0.0,-0.50376356
2487709756,-0.014088582,-0.14558688,-0.006640346,0.0,0.0,-0.50741136
2487741824,0.023255203,-0.09271087,-0.005643828,0.0,0.0,-0.5105374
2487773781,0.057048175,-0.069429174,-0.0052272673,0.0,0.0,-0.5133967
2487805790,0.02763459,-0.06697752,-0.0048197014,0.0,0.0,-0.5173808
2487838587,0.002446055,-0.08406837,-0.0034908275,0.0,0.0,-0.51845014
2487870586,0.032248437,0.0244371,-0.0068455427,0.0,0.0,-0.51934785
2487898592,0.028964486,0.0065064672,-0.0062180096,0.0,0.0,-0.51992804
2487930588,0.014309799,-0.0049587777,-0.005688565,0.0,0.0,-0.52130985
2487962578,0.09506744,-0.0759251,-0.003681331,0.0,0.0,-0.5208637
2487994575,0.15435912,0.02964097,-0.0067336545,0.0,0.0,-0.5212705
2488026584,0.010010811,-0.0134608,-0.004191968,0.0,0.0,-0.5249711
2488058580,0.1136875,-0.06552004,-0.0019240808,0.0,0.0,-0.5214851
2488090576,0.13207589,-0.03598784,-0.0025257156,0.0,0.0,-0.5214018
2488122585,0.054488398,-0.038224395,-0.002234807,0.0,0.0,-0.52548045
2488151365,0.11666318,-0.07118087,-0.0010845482,0.0,0.0,-0.52522343
2488183369,0.088746905,-0.16613697,0.0030317947,0.0,0.0,-0.52670103
2488215367,0.15535092,-0.09932095,0.0010343954,0.0,0.0,-0.5247476
2488247391,0.07577463,-0.114076726,0.002211993,0.0,0.0,-0.52155465
2488279369,0.091370285,-0.17942782,0.0065234234,0.0,0.0,-0.51746315
2488311371,0.123241164,-0.048511118,0.0030123815,0.0,0.0,-0.5128263
2488339395,0.115387596,-0.123252854,0.0068122866,0.0,0.0,-0.51597583
2488371400,0.13734858,0.011880274,0.002286712,0.0,0.0,-0.5075947
2488403384,0.12035668,-0.13930179,0.008623297,0.0,0.0,-0.5095753
2488435386,0.081186146,-0.05881233,0.0064281207,0.0,0.0,-0.5140032
2488467381,0.0127681,-0.016805768,0.004844999,0.0,0.0,-0.5133179
2488499378,0.005557606,-0.12621424,0.0088126855,0.0,0.0,-0.5124035
2488531385,0.0013052856,0.0020838536,0.0049198666,0.0,0.0,-0.51764727
2488563406,-0.0028468864,-0.05972598,0.006931209,0.0,0.0,-0.51685244
2488595378,0.07858811,-0.16242182,0.010149868,0.0,0.0,-0.51499546
2488628187,0.0003607395,-0.10510621,0.0077124108,0.0,0.0,-0.5187831
2488660191,0.045951553,-0.058540806,0.0066452357,0.0,0.0,-0.517717
2488692192,-0.006975693,-0.21990824,0.012637428,0.0,0.0,-0.519272
2488724189,-0.04600159,-0.08568019,0.00862421,0.0,0.0,-0.519298
2488756210,0.022910869,-0.08805302,0.010428279,0.0,0.0,-0.5219383
2488788193,0.009335633,-0.12063419,0.0123926345,0.0,0.0,-0.5177121
2488820192,0.002476075,-0.108368345,0.0132124275,0.0,0.0,-0.51689434
2488852192,0.15842947,-0.04715195,0.012663539,0.0,0.0,-0.51237124
2488884183,0.022475142,-0.13731591,0.015688593,0.0,0.0,-0.5075768
2488916185,-0.021912051,-0.11485349,0.015451142,0.0,0.0,-0.50475144
2488948250,-0.060687236,-0.034674216,0.014355149,0.0,0.0,-0.50418776
2488980199,-0.2104299,-0.15135276,0.018129494,0.0,0.0,-0.5075483
2489008991,-0.28250644,-0.19583204,0.019168215,0.0,0.0,-0.51305366
2489041045,-0.1842869,-0.11973805,0.017322501,0.0,0.0,-0.51473016
2489072989,-0.18257675,-0.058921073,0.014724753,0.0,0.0,-0.5202265
2489105011,-0.032445382,-0.041332006,0.013925844,0.0,0.0,-0.5204693
2489136959,-0.0019982513,-0.017996091,0.013658188,0.0,0.0,-0.5230474
2489168976,-0.0084522255,-0.012380148,0.013106788,0.0,0.0,-0.5260606
2489196970,0.03832162,-0.011499362,0.013365503,0.0,0.0,-0.5270606
2489228958,0.12673733,-0.029772216,0.013481851,0.0,0.0,-0.5280671
2489260960,0.13679716,-0.023336528,0.013052155,0.0,0.0,-0.53148305
2489292961,0.13140005,0.026220134,0.01216468,0.0,0.0,-0.52915424
2489324955,0.0719765,-0.038063355,0.01332695,0.0,0.0,-0.52601486
2489357054,0.034316223,-0.12153677,0.014590721,0.0,0.0,-0.52071714
2489389765,0.06650851,-0.06606408,0.013715545,0.0,0.0,-0.51534617
2489421818,0.08453634,-0.047098577,0.0131001035,0.0,0.0,-0.5158517
2489453787,0.26541865,-0.18802075,0.14780256,0.0,0.0,-0.51732993
2489485795,0.4432739,-0.060277488,0.5903061,0.0,0.0,-0.5222557
2489517793,0.6396106,0.06396522,0.7902404,0.0,0.0,-0.5235149
2489549794,0.7279615,0.07204714,1.2603642,0.0,0.0,-0.51841587
2489581825,0.8222461,0.20797163,1.5194769,0.0,0.0,-0.5107875
2489613784,0.70572776,0.100261815,1.7381814,0.0,0.0,-0.50611144
2489641797,0.72863567,0.13537797,2.0497017,0.0,0.0,-0.5015258
2489673790,0.55942726,0.13070868,2.0862427,0.0,0.0,-0.4905459
2489705798,0.46029696,0.09412733,2.0943952,0.0,0.0,-0.48430657
2489737788,0.13005957,-0.027023077,2.0943952,0.0,0.0,-0.48131922
2489769795,0.017869353,-0.10407248,2.0943952,0.0,0.0,-0.47551745
2489802589,-0.051163554,-0.15072754,2.0943952,0.0,0.0,-0.46891695
2489830585,-0.25690052,-0.30227122,2.0943952,0.0,0.0,-0.47140253
2489862578,-0.34124535,-0.26788536,2.0943952,0.0,0.0,-0.46709624
2489894575,-0.30355597,-0.23669341,2.0943952,0.0,0.0,-0.4651062
2489926584,-0.3207484,-0.2207754,2.0943952,0.0,0.0,-0.46786243
2489958595,-0.3245191,-0.24824041,2.0943952,0.0,0.0,-0.47436884
2489990574,-0.27285516,-0.21719229,2.0943952,0.0,0.0,-0.4676571
2490022567,-0.302279,-0.25921446,2.0943952,0.0,0.0,-0.4697485
2490054591,-0.24817622,-0.2551409,2.0943952,0.0,0.0,-0.4730157
2490086587,-0.21294427,-0.16270642,2.0943952,0.0,0.0,-0.4715811
2490118581,-0.19707692,-0.019076884,2.0943952,0.0,0.0,-0.47535217
2490151371,-0.114090085,0.041985366,2.0943952,0.0,0.0,-0.4782033
2490183358,-0.1500684,0.0975548,2.0943952,0.0,0.0,-0.47785655
2490215357,-0.12618363,0.19392985,2.0943952,0.0,0.0,-0.47936755
2490243362,-0.094216585,0.17289758,2.0943952,0.0,0.0,-0.48195684
2490275365,-0.079506755,0.1832328,2.0943952,0.0,0.0,-0.48204333
2490307392,-0.108549714,0.17987913,2.0943952,0.0,0.0,-0.48443636
2490339368,-0.1505239,0.21812029,2.0943952,0.0,0.0,-0.4894023
2490371384,-0.21584326,0.1279737,2.0943952,0.0,0.0,-0.49222255
2490403378,-0.17936093,0.14899491,2.0943952,0.0,0.0,-0.493106
2490435382,-0.14224333,0.2992033,2.0943952,0.0,0.0,-0.491012
2490467398,-0.2342394,0.24449633,2.0943952,0.0,0.0,-0.49046227
2490499399,-0.25635624,0.2103945,2.0943952,0.0,0.0,-0.48962247
2490527379,-0.27645737,0.2527236,2.0943952,0.0,0.0,-0.48879564
2490559395,-0.385067,0.16299984,2.0943952,0.0,0.0,-0.48553646
2490592186,-0.4405517,0.20268196,2.0943952,0.0,0.0,-0.48345932
2490624183,-0.35135138,0.28011307,2.0943952,0.0,0.0,-0.48236173
2490656192,-0.36029032,0.22003978,2.0943952,0.0,0.0,-0.4855501
2490688204,-0.34394568,0.29899946,2.0943952,0.0,0.0,-0.48120967
2490716216,-0.2685081,0.41128188,2.0943952,0.0,0.0,-0.47764108
2490748251,-0.31305254,0.361402,2.0943952,0.0,0.0,-0.4804819
2490780195,-0.21431395,0.39195374,2.0943952,0.0,0.0,-0.47410357
2490812245,-0.16057038,0.4216702,2.0943952,0.0,0.0,-0.47628093
2490844191,-0.16752252,0.44002292,2.0943952,0.0,0.0,-0.47485608
2490876190,-0.077797174,0.38031548,2.0943952,0.0,0.0,-0.46799937
2490904185,-0.18987623,0.3816384,2.0943952,0.0,0.0,-0.46510655
2490937762,-0.043272793,0.5236101,2.0943952,0.0,0.0,-0.4612127
2490970588,-0.025697023,0.4635718,2.0943952,0.0,0.0,-0.45145443
2490999400,-0.11505166,0.5295147,2.0943952,0.0,0.0,-0.4484071
2491032992,0.08378694,0.71102893,2.0943952,0.0,0.0,-0.44540307
2491064995,0.060554646,0.5224306,2.0943952,0.0,0.0,-0.4385886
2491096984,0.16190107,0.623579,2.0943952,0.0,0.0,-0.43423948
2491128998,0.11889341,0.66581964,2.0943952,0.0,0.0,-0.4338643
2491156964,0.20251545,0.62676907,2.0943952,0.0,0.0,-0.4363442
2491188968,0.21150684,0.47517025,2.0943952,0.0,0.0,-0.43894663
2491220956,0.2521922,0.60299635,2.0943952,0.0,0.0,-0.445399
2491252953,0.26228327,0.52937496,2.0943952,0.0,0.0,-0.44726756
2491284957,0.36193672,0.6114258,2.0943952,0.0,0.0,-0.4448299
2491316955,0.2800557,0.6099651,2.0943952,0.0,0.0,-0.44419882
2491349805,0.48443526,0.67107284,2.0943952,0.0,0.0,-0.4496177
2491377808,0.41389567,0.6404947,2.0943952,0.0,0.0,-0.4514089
2491409779,0.49975428,0.5730616,2.0943952,0.0,0.0,-0.44924882
2491441817,0.3953814,0.66882527,2.0943952,0.0,0.0,-0.44663185
2491473785,0.49922848,0.6952589,2.0943952,0.0,0.0,-0.4482628
2491505782,0.5143924,0.6936822,2.0943952,0.0,0.0,-0.45231414
2491537778,0.5077533,0.71316326,2.0943952,0.0,0.0,-0.4556006
2491569779,0.54299814,0.80788654,2.0943952,0.0,0.0,-0.45401025
2491601792,0.586994,0.7467458,2.0943952,0.0,0.0,-0.45564288
2491633780,0.61352694,0.6976428,2.0943952,0.0,0.0,-0.4529402
2491665775,0.60645384,0.7018814,2.0943952,0.0,0.0,-0.4554301
2491697775,0.5978563,0.5734846,2.0943952,0.0,0.0,-0.45948568
2491729781,0.46295723,0.57345545,2.0943952,0.0,0.0,-0.45733124
2491762592,0.38003626,0.45270124,2.0943952,0.0,0.0,-0.45716593
2491794579,0.41508248,0.44614595,2.0943952,0.0,0.0,-0.46218917
2491826581,0.4091908,0.44986573,2.0943952,0.0,0.0,-0.4654684
