timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
2481629907,21185227,32.387482,-117.07643779999998,0.23169668,-0.97121495,-1.8087227,-0.009936107,-0.0021225822,0.0,-0.015962198,0.0009314787,-0.031540178,-0.07604591,-0.046932053,-0.0029370706,0.062913015,0.7994273,1.4884343,-0.76432794,0.047044747,18.456049,0.110484004,0.031540178,0.34607482,0.23621182,0.15920022,0.102944516,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2481733919,21185227,32.387482,-117.07643779999998,0.23227385,-0.96850055,-1.8100871,-0.009936107,-0.0021225822,0.0,-0.016393952,-0.0023536922,-0.030154321,-0.06785729,-0.046932053,-0.0029370706,0.062913015,1.0354534,-0.54263103,-0.8881535,0.04752104,18.456049,0.12233627,0.030154321,0.35837165,0.23612519,0.16388088,0.103273526,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2481829959,21185227,32.387482,-117.07643779999998,0.23271042,-0.96586555,-1.8084266,-0.009936107,-0.0021225822,0.0,-0.01880192,0.00025303676,-0.02417266,-0.05353524,-0.046932053,-0.0029370706,0.062913015,-0.23302831,-0.40835938,0.27570623,0.047516808,18.456049,0.121058345,0.02417266,0.3464187,0.2358208,0.1592864,0.10285605,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2481933992,21185227,32.387482,-117.07643779999998,0.23319505,-0.96231663,-1.8067316,-0.009936107,-0.0021225822,0.0,-0.019673448,0.007833183,-0.0218959,-0.043703422,-0.046932053,-0.0029370706,0.062913015,-0.59630996,1.1051989,0.6139325,0.04761375,18.456049,0.115484,0.0218959,0.35872948,0.23738615,0.16393128,0.10360417,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2482038812,21185227,32.387482,-117.07643779999998,0.23355116,-0.9590338,-1.8033268,-0.009936107,-0.0021225822,0.0,-0.01313423,0.008574496,-0.017571513,-0.03124508,-0.046932053,-0.0029370706,0.062913015,1.1300025,-0.41915843,1.6338053,0.047595564,18.456049,0.11883998,0.017571513,0.3477594,0.2359439,0.15974328,0.10292335,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2482134720,21185227,32.387482,-117.07643779999998,0.23415364,-0.9558564,-1.8018038,-0.009936107,-0.0021225822,0.0,-0.023995563,0.008353902,-0.023795994,-0.032806747,-0.046932053,-0.0029370706,0.062913015,-1.6791816,-0.8207731,-1.5036529,0.04786294,18.456049,0.118837,0.023795994,0.35925227,0.23694192,0.16410987,0.10349085,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2482238761,21185227,32.387482,-117.07643779999998,0.23440349,-0.95279044,-1.7996823,-0.009936107,-0.0021225822,0.0,-0.010107022,0.017837632,-0.025596999,-0.029693473,-0.046932053,-0.0029370706,0.062913015,0.50344914,0.93631196,0.5074301,0.04814508,18.456049,0.11429727,0.025596999,0.34793687,0.23554598,0.15969507,0.10281952,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2482339526,21185227,32.387482,-117.07643779999998,0.23623356,-0.9495186,-1.8018348,-0.009936107,-0.0021225822,0.0,0.0003936143,0.026952075,-0.097098134,-0.09937278,-0.046932053,-0.0029370706,0.062913015,5.6673827,0.09931904,-1.5064695,0.048480798,18.456049,0.11644983,0.097098134,0.36029735,0.2355125,0.16436218,0.10316459,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2482443529,21185227,32.387482,-117.07643779999998,0.23914984,-0.9453551,-1.8290198,-0.009936107,-0.0021225822,0.0,0.020812728,0.046526626,-0.51264936,-0.5145626,-0.046932053,-0.0029370706,0.062913015,-2.977677,4.286293,-6.3832417,0.051748965,18.456049,0.1436348,0.51264936,0.34907237,0.23421043,0.16003363,0.10253358,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2482539538,21185227,32.387482,-117.07643779999998,0.24258132,-0.93765974,-1.9109815,-0.009936107,-0.0021225822,0.0,0.026005277,0.12318065,-1.1193469,-1.1254671,-0.046932053,-0.0029370706,0.062913015,1.6379108,6.2868605,-6.7690415,0.05463484,18.456049,0.22559655,1.1193469,0.36012584,0.23660779,0.16479859,0.10351629,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2482643584,21185227,32.387482,-117.07643779999998,0.24406524,-0.9192096,-2.0726004,-0.009936107,-0.0021225822,0.0,-0.014232698,0.23036762,-1.8074892,-1.8223429,-0.046932053,-0.0029370706,0.062913015,0.05127445,5.357302,-6.7242455,0.057331588,18.456049,0.38721538,1.8074892,0.34899,0.23526274,0.16257508,0.10286761,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2482748340,21185227,32.387482,-117.07643779999998,0.2412998,-0.8894168,-2.304196,-0.009936107,-0.0021225822,0.0,-0.04322017,0.28043392,-2.372022,-2.3944004,-0.046932053,-0.0029370706,0.062913015,-1.2699587,-2.3381078,-3.0872202,0.057929695,18.456049,0.6188109,2.372022,0.36160287,0.23689812,0.17012933,0.10363699,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2482844345,21185227,32.387482,-117.07643779999998,0.23658442,-0.8597529,-2.5470622,-0.009936107,-0.0021225822,0.0,-0.045665946,0.30141258,-2.4273603,-2.4560006,-0.046932053,-0.0029370706,0.062913015,-1.1535182,3.0232673,1.116415,0.0563881,18.456049,0.86167717,2.4273603,0.3494639,0.23654416,0.16755348,0.10320824,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2482948328,21185227,32.387482,-117.07643779999998,0.22861077,-0.83000916,-2.7902136,-0.009936107,-0.0021225822,0.0,-0.04563069,0.2798211,-2.1534007,-2.1819332,-0.046932053,-0.0029370706,0.062913015,5.4397087,1.9851656,3.4063373,0.053393822,18.456049,1.1048286,2.1534007,0.3624497,0.23816259,0.1742311,0.103953846,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2483052447,21185227,32.387482,-117.07643779999998,0.22030641,-0.8057498,-2.9893985,-0.009936107,-0.0021225822,0.0,-0.050930485,0.20896628,-1.7060522,-1.729163,-0.046932053,-0.0029370706,0.062913015,0.36230204,-1.072789,4.6919527,0.05094195,18.456049,1.3040135,1.7060522,0.35133365,0.23666708,0.1687032,0.10323831,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2483149181,21185227,32.387482,-117.07643779999998,0.2122028,-0.7910038,-3.1279683,-0.009936107,-0.0021225822,0.0,-0.032969117,0.13816285,-1.2542034,-1.2710751,-0.046932053,-0.0029370706,0.062913015,1.117196,-3.655528,4.688082,0.056250207,18.456049,1.4425833,1.2542034,0.36323842,0.23754482,0.17166957,0.10376049,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2483253105,21185227,32.387482,-117.07643779999998,0.20905304,-0.7824045,-3.2340019,-0.009936107,-0.0021225822,0.0,0.0425391,0.09922969,-0.88669497,-0.89802593,-0.046932053,-0.0029370706,0.062913015,4.083898,-0.9479367,4.8425417,0.07822247,18.456049,1.5486169,0.88669497,0.35212946,0.23768263,0.16487503,0.10343277,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2483357179,21185227,32.387482,-117.07643779999998,0.21625066,-0.78163064,-3.3086457,-0.009936107,-0.0021225822,0.0,0.15706353,0.04347237,-0.6959764,-0.7001077,-0.046932053,-0.0029370706,0.062913015,3.5516868,-2.9538276,0.99448746,0.08279333,18.456049,1.6232607,0.6959764,0.36493683,0.23756772,0.16770835,0.10366468,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2483453133,21185227,32.387482,-117.07643779999998,0.24065892,-0.7781142,-3.3644228,-0.009936107,-0.0021225822,0.0,0.33300346,0.09171487,-0.59938365,-0.5973489,-0.046932053,-0.0029370706,0.062913015,3.0482006,2.289009,2.8755672,0.077736095,18.456049,1.6790378,0.59938365,0.35296074,0.23877311,0.16170889,0.10358569,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2483557985,21185227,32.387482,-117.07643779999998,0.29068178,-0.76351964,-3.4214938,-0.009936107,-0.0021225822,0.0,0.53953654,0.17417377,-0.5503603,-0.5453445,-0.046932053,-0.0029370706,0.062913015,2.858239,-1.3840194,0.5783568,0.15044647,18.456049,1.7361088,0.5503603,0.36553323,0.23855075,0.16407308,0.1038157,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2483661946,21185227,32.387482,-117.07643779999998,0.36251265,-0.7381028,-3.4779232,-0.009936107,-0.0021225822,0.0,0.7703662,0.30729678,-0.57881695,-0.57257134,-0.046932053,-0.0029370706,0.062913015,6.088104,1.1954453,2.5559518,0.14508434,18.456049,1.7925382,0.57881695,0.3544508,0.23701487,0.15271804,0.10307254,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2483757928,21185227,32.387482,-117.07643779999998,0.44814408,-0.70445526,-3.533656,-0.009936107,-0.0021225822,0.0,0.9514685,0.3950715,-0.58915734,-0.5828581,-0.046932053,-0.0029370706,0.062913015,3.804114,0.9183098,2.1132603,0.1432977,18.456049,1.8482709,0.58915734,0.36547926,0.23794028,0.15056498,0.10362425,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2483862028,21185227,32.387482,-117.07643779999998,0.5604572,-0.6605716,-3.5979,-0.009936107,-0.0021225822,0.0,1.1527861,0.4753174,-0.6346364,-0.6301731,-0.046932053,-0.0029370706,0.062913015,-0.9671822,-0.47057217,-1.7737942,0.14362328,18.456049,1.9125149,0.6346364,0.35436603,0.23807451,0.14146292,0.1033918,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2483966808,21185227,32.387482,-117.07643779999998,0.69307935,-0.6097948,-3.6671643,-0.009936107,-0.0021225822,0.0,1.3468407,0.5657351,-0.6500409,-0.6490216,-0.046932053,-0.0029370706,0.062913015,-6.871496,1.6189021,-4.1374125,0.14499696,18.456049,1.9817793,0.6500409,0.36537236,0.23955359,0.14062087,0.10419077,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2484062796,21185227,32.387482,-117.07643779999998,0.83494824,-0.5606155,-3.7305675,-0.009936107,-0.0021225822,0.0,1.5506852,0.645294,-0.6515529,-0.65160984,-0.046932053,-0.0029370706,0.062913015,-3.8297708,0.23310009,-2.5073047,0.14679645,18.456049,2.0451825,0.6515529,0.35358584,0.23900996,0.13418806,0.10380611,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2484166722,21185227,32.387482,-117.07643779999998,1.0108278,-0.50132185,-3.7979515,-0.009936107,-0.0021225822,0.0,1.7843133,0.75536716,-0.6107704,-0.6121927,-0.046932053,-0.0029370706,0.062913015,7.923349,2.8045194,3.2802022,0.14946367,18.456049,2.1125665,0.6107704,0.3639189,0.23882332,0.13504376,0.10424651,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2484267593,21185227,32.387482,-117.07643779999998,1.2024821,-0.43744165,-3.8605695,-0.009936107,-0.0021225822,0.0,1.9889352,0.84231645,-0.60444313,-0.6066623,-0.046932053,-0.0029370706,0.062913015,1.5618298,-0.7312753,0.8802363,0.15108429,18.456049,2.1751845,0.60444313,0.35298476,0.23725507,0.13097994,0.103697956,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2484371503,21185227,32.387482,-117.07643779999998,1.423687,-0.3619229,-3.929845,-0.009936107,-0.0021225822,0.0,2.228432,0.96884435,-0.62944365,-0.63630116,-0.046932053,-0.0029370706,0.062913015,4.6079874,3.0258353,-0.70435375,0.15233882,18.456049,2.24446,0.62944365,0.3626226,0.23873188,0.13356702,0.10464118,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2484475607,21185227,32.387482,-117.07643779999998,1.671235,-0.27590767,-4.001911,-0.009936107,-0.0021225822,0.0,2.4685328,1.0766894,-0.61724174,-0.62992734,-0.046932053,-0.0029370706,0.062913015,1.3195112,-2.570003,-0.21572252,0.15051727,18.456049,2.3165262,0.61724174,0.35168427,0.23696424,0.13157538,0.10415242,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2484571513,21185227,32.387482,-117.07643779999998,1.9197483,-0.18556231,-4.070472,-0.009936107,-0.0021225822,0.0,2.6654692,1.1741529,-0.58578134,-0.6084812,-0.046932053,-0.0029370706,0.062913015,2.3325138,-1.5435152,-1.1696433,0.1473539,18.456049,2.3850868,0.58578134,0.36014602,0.23786983,0.13543916,0.10499952,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2484675599,21185227,32.387482,-117.07643779999998,2.215713,-0.08178457,-4.1470056,-0.009936107,-0.0021225822,0.0,2.9178076,1.30064,-0.6102608,-0.64387983,-0.046932053,-0.0029370706,0.062913015,4.5229907,3.581238,0.98343915,0.143613,18.456049,2.4616206,0.6102608,0.34980184,0.23803252,0.13511786,0.10501676,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2484780337,21185227,32.387482,-117.07643779999998,2.53905,0.03519184,-4.2253633,-0.009936107,-0.0021225822,0.0,3.1185236,1.3821365,-0.62373394,-0.66705394,-0.046932053,-0.0029370706,0.062913015,-5.8958864,0.62567884,-4.0796337,0.13834052,18.456049,2.5399783,0.62373394,0.35867864,0.23952441,0.1405132,0.10607815,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2484876318,21185227,32.387482,-117.07643779999998,2.8583465,0.14610508,-4.296512,-0.009936107,-0.0021225822,0.0,3.3434505,1.4744107,-0.58113503,-0.63360804,-0.046932053,-0.0029370706,0.062913015,-0.604772,3.2599435,-2.427996,0.13424979,18.456049,2.6111271,0.58113503,0.34802845,0.2390537,0.14098026,0.105900675,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2484980325,21185227,32.387482,-117.07643779999998,3.2280278,0.27887762,-4.3737583,-0.009936107,-0.0021225822,0.0,3.6112473,1.5658122,-0.5622853,-0.6255428,-0.046932053,-0.0029370706,0.062913015,6.820145,-1.2031236,1.1336467,0.13054492,18.456049,2.6883733,0.5622853,0.35678345,0.23882568,0.1473854,0.106572345,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2485076311,21185227,32.387482,-117.07643779999998,3.59584,0.40448228,-4.4431458,-0.009936107,-0.0021225822,0.0,3.8264308,1.6463835,-0.5640047,-0.63474214,-0.046932053,-0.0029370706,0.062913015,3.0680075,-5.6705933,-0.15029874,0.12817243,18.456049,2.7577608,0.5640047,0.34642413,0.23833837,0.14825784,0.10640944,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2485181203,21185227,32.387482,-117.07643779999998,4.020387,0.5524617,-4.5159435,-0.009936107,-0.0021225822,0.0,4.0791373,1.7509052,-0.53265476,-0.6102408,-0.046932053,-0.0029370706,0.062913015,6.8730083,3.681159,3.012456,0.12533174,18.456049,2.8305585,0.53265476,0.3552423,0.2381916,0.15537643,0.10712771,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2485285104,21185227,32.387482,-117.07643779999998,4.469574,0.70201194,-4.590389,-0.009936107,-0.0021225822,0.0,4.2929397,1.8377614,-0.5487477,-0.6355849,-0.046932053,-0.0029370706,0.062913015,-2.9639285,-0.28874558,-2.0896041,0.12331937,18.456049,2.9050038,0.5487477,0.34589207,0.23846138,0.15679748,0.10718277,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2485389098,21185227,32.387482,-117.07643779999998,4.942212,0.8638529,-4.6664367,-0.009936107,-0.0021225822,0.0,4.535024,1.9461124,-0.52826685,-0.62475353,-0.046932053,-0.0029370706,0.062913015,1.8970727,2.6889243,1.5206549,0.121892326,18.456049,2.9810517,0.52826685,0.35498434,0.23839314,0.16446923,0.10795767,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2485485908,21185227,32.387482,-117.07643779999998,5.404596,1.0161973,-4.7364736,-0.009936107,-0.0021225822,0.0,4.751315,2.0461056,-0.5319731,-0.63552433,-0.046932053,-0.0029370706,0.062913015,0.30845344,2.4401717,0.99196917,0.12081755,18.456049,3.0510886,0.5319731,0.34526697,0.23795235,0.16518548,0.10778306,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2485589935,21185227,32.387482,-117.07643779999998,5.9237103,1.1950005,-4.8158026,-0.009936107,-0.0021225822,0.0,5.0235214,2.1361818,-0.5477677,-0.66247237,-0.046932053,-0.0029370706,0.062913015,4.360452,-2.933917,-0.50832707,0.120353304,18.456049,3.1304176,0.5477677,0.354754,0.23957472,0.17328554,0.10899161,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2485693971,21185227,32.387482,-117.07643779999998,6.468848,1.3769186,-4.8966446,-0.009936107,-0.0021225822,0.0,5.2214103,2.2419078,-0.54496443,-0.6691471,-0.046932053,-0.0029370706,0.062913015,3.9451935,1.3998698,2.465504,0.120149076,18.456049,3.2112596,0.54496443,0.34606287,0.23984754,0.1740068,0.10901004,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2485789906,21185227,32.387482,-117.07643779999998,6.9919424,1.5587124,-4.9703174,-0.009936107,-0.0021225822,0.0,5.441928,2.3473158,-0.5400314,-0.6714412,-0.046932053,-0.0029370706,0.062913015,3.5616693,1.6543024,0.45633996,0.1191579,18.456049,3.2849324,0.5400314,0.35533005,0.23914737,0.1817638,0.10958504,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2485894797,21185227,32.387482,-117.07643779999998,7.5862794,1.756179,-5.044855,-0.009936107,-0.0021225822,0.0,5.6654887,2.4381633,-0.52992684,-0.66453743,-0.046932053,-0.0029370706,0.062913015,-1.0390791,3.0552566,-0.87626374,0.11842381,18.456049,3.3594701,0.52992684,0.34678718,0.23773605,0.1816599,0.10909965,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2485990711,21185227,32.387482,-117.07643779999998,8.149896,1.9496026,-5.1134834,-0.009936107,-0.0021225822,0.0,5.873207,2.50089,-0.48585996,-0.6259675,-0.046932053,-0.0029370706,0.062913015,-0.2736214,-0.628411,-0.41270167,0.11840448,18.456049,3.4280984,0.48585996,0.35661107,0.23882326,0.18925351,0.11010448,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2486094834,21185227,32.387482,-117.07643779999998,8.789734,2.156353,-5.186543,-0.009936107,-0.0021225822,0.0,6.1244135,2.5998871,-0.49005577,-0.63662165,-0.046932053,-0.0029370706,0.062913015,-1.2251234,2.1346252,-3.3556643,0.11844411,18.456049,3.501158,0.49005577,0.34827653,0.2375217,0.18830015,0.10962611,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2486198699,21185227,32.387482,-117.07643779999998,9.45249,2.3804393,-5.257074,-0.009936107,-0.0021225822,0.0,6.380226,2.6914082,-0.47944182,-0.6286974,-0.046932053,-0.0029370706,0.062913015,9.587078,-1.864147,2.268105,0.11891928,18.456049,3.571689,0.47944182,0.35961255,0.23932831,0.1964046,0.110844925,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2486295520,21185227,32.387482,-117.07643779999998,10.093973,2.5903475,-5.3241487,-0.009936107,-0.0021225822,0.0,6.5721,2.7872815,-0.48008758,-0.6329386,-0.046932053,-0.0029370706,0.062913015,1.9749085,1.7649691,-0.88621867,0.119158395,18.456049,3.6387637,0.48008758,0.35011056,0.2389831,0.19373186,0.11050044,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2486399512,21185227,32.387482,-117.07643779999998,10.808114,2.8274634,-5.396606,-0.009936107,-0.0021225822,0.0,6.831197,2.8815663,-0.49453,-0.6507695,-0.046932053,-0.0029370706,0.062913015,1.877381,-1.1361561,-1.7305939,0.12040044,18.456049,3.711221,0.49453,0.3621823,0.23912849,0.2020408,0.11122812,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2486503610,21185227,32.387482,-117.07643779999998,11.548128,3.0627725,-5.4697857,-0.009936107,-0.0021225822,0.0,7.0379224,2.9618492,-0.4679618,-0.62761986,-0.046932053,-0.0029370706,0.062913015,7.9006057,1.0137954,4.32748,0.12239913,18.456049,3.7844007,0.4679618,0.3536382,0.23946477,0.19915454,0.11105942,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2486599588,21185227,32.387482,-117.07643779999998,12.247672,3.296951,-5.534237,-0.009936107,-0.0021225822,0.0,7.2383585,3.017966,-0.4262923,-0.5898649,-0.046932053,-0.0029370706,0.062913015,7.998931,-0.32145005,4.805718,0.12411376,18.456049,3.848852,0.4262923,0.36533397,0.23893005,0.20671254,0.11155566,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2486704403,21185227,32.387482,-117.07643779999998,13.037126,3.5477135,-5.599441,-0.009936107,-0.0021225822,0.0,7.466003,3.1225395,-0.41057283,-0.5756582,-0.046932053,-0.0029370706,0.062913015,6.8443484,-0.7449647,3.6472075,0.12734134,18.456049,3.914056,0.41057283,0.3565289,0.23930523,0.202626,0.11127134,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2486808389,21185227,32.387482,-117.07643779999998,13.841076,3.8185315,-5.6644053,-0.009936107,-0.0021225822,0.0,7.691841,3.229993,-0.42743376,-0.59494823,-0.046932053,-0.0029370706,0.062913015,4.79472,1.435272,0.08925129,0.13007642,18.456049,3.9790204,0.42743376,0.36982074,0.24117458,0.21036828,0.112369895,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2486904407,21185227,32.387482,-117.07643779999998,14.615796,4.064453,-5.718561,-0.009936107,-0.0021225822,0.0,7.9096193,3.3218615,-0.40928274,-0.57204664,-0.046932053,-0.0029370706,0.062913015,4.539503,1.0530788,4.533618,0.13265896,18.456049,4.0331764,0.40928274,0.35981533,0.24085541,0.20525491,0.111854255,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2487008451,21185227,32.387482,-117.07643779999998,15.469483,4.3595357,-5.7767754,-0.009936107,-0.0021225822,0.0,8.096101,3.4392536,-0.41505042,-0.5740453,-0.046932053,-0.0029370706,0.062913015,7.064493,2.1576025,3.0044892,0.13688345,18.456049,4.0913906,0.41505042,0.3736464,0.24265353,0.21308379,0.11292066,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2487109100,21185227,32.387482,-117.07643779999998,16.325321,4.634886,-5.830861,-0.009936107,-0.0021225822,0.0,8.234422,3.4919524,-0.41381162,-0.56704354,-0.046932053,-0.0029370706,0.062913015,-2.8343809,1.1273676,-4.117646,0.14010942,18.456049,4.1454763,0.41381162,0.3641482,0.24281552,0.20767877,0.112505235,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
