timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
2485295521,0.07259169,-0.37485197,0.13094795,-0.0,0.9792939,0.047759037,-0.18347624,0.0709861,0.0,0.0,-0.4938122,1,0,0,0,0,0
2485389997,0.074872,-0.38240024,0.13094795,-0.0,0.9785215,0.049091373,-0.18709308,0.071287245,0.0,0.0,-0.49533156,1,0,0,0,0,0
2485495913,0.092124924,-0.38820967,0.13094795,-0.0,0.97749865,0.0576914,-0.18931471,0.07299317,0.0,0.0,-0.49265787,1,0,0,0,0,0
2485598757,0.081745386,-0.3889342,0.13094795,0.0,0.97771424,0.05263804,-0.19004555,0.07201961,0.0,0.0,-0.4888601,1,0,0,0,0,0
2485694781,0.092184775,-0.41435522,0.13094795,0.0,0.9748613,0.058438137,-0.20208976,0.073417544,0.0,0.0,-0.48985335,1,0,0,0,0,0
2485798775,0.08629041,-0.41818574,0.13094795,0.0,0.97462946,0.055670246,-0.20417455,0.07287641,0.0,0.0,-0.49021626,1,0,0,0,0,0
2485904571,0.10048228,-0.42548466,0.13094795,0.0,0.9734367,0.0627796,-0.20721129,0.07445229,0.0,0.0,-0.4959684,1,0,0,0,0,0
2485999494,0.097260796,-0.41374972,0.13094795,0.0,0.9747728,0.060895804,-0.2016073,0.07391991,0.0,0.0,-0.5092036,1,0,0,0,0,0
2486104707,0.10452161,-0.4217528,0.13094795,0.0,0.97370505,0.06464674,-0.20524131,0.07480117,0.0,0.0,-0.5113853,1,0,0,0,0,0
2486207469,0.09977298,-0.4435122,0.13094795,0.0,0.9714939,0.06291285,-0.21601607,0.074689806,0.0,0.0,-0.5096916,1,0,0,0,0,0
2486305418,0.11005823,-0.43842012,0.13094795,0.0,0.9717213,0.067776285,-0.21315175,0.07569972,0.0,0.0,-0.51117706,1,0,0,0,0,0
2486408362,0.103556916,-0.43511263,0.13094795,0.0,0.972299,0.06453021,-0.21178666,0.07494646,0.0,0.0,-0.50688714,1,0,0,0,0,0
2486513714,0.12092466,-0.4681315,0.13094795,0.0,0.96795666,0.07379892,-0.22716877,0.07751152,0.0,0.0,-0.51820374,1,0,0,0,0,0
2486608349,0.13036849,-0.4649146,0.13094795,-0.0,0.96797425,0.078290686,-0.22524044,0.07850589,0.0,0.0,-0.5303386,1,0,0,0,0,0
2486714169,0.13350667,-0.46573448,0.13094795,-0.0,0.96775436,0.079829186,-0.22551455,0.07887959,0.0,0.0,-0.5371827,1,0,0,0,0,0
2486817390,0.11914579,-0.45258123,0.13094795,-0.0,0.96981835,0.07254894,-0.2196903,0.07697556,0.0,0.0,-0.53106314,1,0,0,0,0,0
2486913234,0.11576574,-0.42028043,0.13094795,0.0,0.97348225,0.07008176,-0.20409971,0.07592235,0.0,0.0,-0.5281715,1,0,0,0,0,0
2487017120,0.11567769,-0.4029953,0.13094795,0.0,0.9752769,0.06958821,-0.19566852,0.07554073,0.0,0.0,-0.5245218,1,0,0,0,0,0
2487117926,0.11582492,-0.35379276,0.13094795,0.0,0.9799722,0.06834903,-0.17157596,0.07446185,0.0,0.0,-0.52330405,1,0,0,0,0,0
2487223367,0.09217678,-0.27531996,0.13094795,-0.0,0.9869542,0.0545072,-0.13380034,0.071048155,0.0,0.0,-0.64275783,1,0,0,0,0,0
2487318967,0.07615875,-0.2312578,0.13094795,-0.0,0.9901882,0.04527789,-0.11256656,0.06932599,0.0,0.0,-0.70926875,1,0,0,0,0,0
2487422633,0.06832374,-0.28674632,0.13094795,-0.0,0.9867234,0.043075304,-0.1402814,0.06958785,0.0,0.0,-0.57606876,1,0,0,0,0,0
2487522743,0.0897243,-0.3209374,0.13094795,0.0,0.98357743,0.054619577,-0.15638162,0.07167201,0.0,0.0,-0.5043987,1,0,0,0,0,0
2487629012,0.09186622,-0.34516194,0.13094795,0.0,0.98148125,0.056361616,-0.16821729,0.072255515,0.0,0.0,-0.5041107,1,0,0,0,0,0
2487730731,0.08890746,-0.31871304,0.13094795,0.0,0.98377943,0.05415393,-0.15531577,0.07157101,0.0,0.0,-0.512514,1,0,0,0,0,0
2487827794,0.068047464,-0.3046428,0.13094795,0.0,0.98539513,0.043472975,-0.14912044,0.06978269,0.0,0.0,-0.5171711,1,0,0,0,0,0
2487931602,0.08908036,-0.29349005,0.13094795,-0.0,0.98572767,0.05350974,-0.14287907,0.07115633,0.0,0.0,-0.51984286,1,0,0,0,0,0
2488037266,0.091453336,-0.27236414,0.13094795,-0.0,0.9871793,0.0540637,-0.132366,0.07094615,0.0,0.0,-0.52276224,1,0,0,0,0,0
2488140375,0.0876817,-0.27525958,0.13094795,-0.0,0.9870784,0.05228707,-0.13392986,0.07074621,0.0,0.0,-0.52354866,1,0,0,0,0,0
2488237092,0.09813777,-0.27343187,0.13094795,0.0,0.98691905,0.057393767,-0.13265549,0.071409285,0.0,0.0,-0.5226823,1,0,0,0,0,0
2488341460,0.1008123,-0.26735118,0.13094795,0.0,0.98725975,0.058537234,-0.12955621,0.07146193,0.0,0.0,-0.5117265,1,0,0,0,0,0
2488444418,0.10273242,-0.28087473,0.13094795,0.0,0.9862599,0.05987538,-0.13616583,0.07186909,0.0,0.0,-0.51417047,1,0,0,0,0,0
2488541408,0.09763841,-0.26720762,0.13094795,-0.0,0.98736113,0.056966253,-0.12959854,0.07125342,0.0,0.0,-0.5178531,1,0,0,0,0,0
2488645380,0.09086234,-0.26483878,0.13094795,-0.0,0.98770857,0.053551104,-0.12866849,0.07077098,0.0,0.0,-0.52378273,1,0,0,0,0,0
2488749110,0.09277938,-0.26172543,0.13094795,-0.0,0.9878651,0.054406416,-0.12706172,0.07083623,0.0,0.0,-0.5219383,1,0,0,0,0,0
2488845282,0.104237996,-0.25955892,0.13094795,0.0,0.98768115,0.060002416,-0.12558301,0.07151641,0.0,0.0,-0.51237124,1,0,0,0,0,0
2488950302,0.060238,-0.26154235,0.13094795,0.0,0.98863167,0.0383211,-0.12810688,0.06875761,0.0,0.0,-0.50239575,1,0,0,0,0,0
2489054003,0.0542132,-0.2682236,0.13094795,0.0,0.9882967,0.03554742,-0.13161728,0.0684321,0.0,0.0,-0.5184751,1,0,0,0,0,0
2489150030,0.056694064,-0.2616302,0.13094795,-0.0,0.98869216,0.036571905,-0.12827197,0.068531364,0.0,0.0,-0.523969,1,0,0,0,0,0
2489253874,0.068042666,-0.25010982,0.13094795,-0.0,0.9892144,0.041832786,-0.12218181,0.06911225,0.0,0.0,-0.53148305,1,0,0,0,0,0
2489359259,0.053029224,-0.2598983,0.13094795,-0.0,0.9888714,0.03470696,-0.12754066,0.068280846,0.0,0.0,-0.5232904,1,0,0,0,0,0
2489462843,0.08550685,-0.24923888,0.12700228,0.42489856,0.9890032,0.05020397,-0.121242054,0.06821062,0.0,0.0,-0.52334654,1,0,0,0,0,0
2489558867,0.124668024,-0.24861477,0.15458183,1.4286948,0.9868036,0.07118342,-0.11860443,0.08416995,0.0,0.0,-0.51528484,1,0,0,0,0,0
2489662732,0.13052286,-0.25273764,0.25224152,2.1550632,0.9810178,0.08000073,-0.11662777,0.13267198,0.0,0.0,-0.49372697,1,0,0,0,0,0
2489768024,0.09523496,-0.27903393,0.4104211,2.3002324,0.9670575,0.07445352,-0.12638736,0.2080451,0.0,0.0,-0.47551745,1,0,0,0,0,0
2489864832,0.058033478,-0.3052736,0.57605094,2.3315473,0.9460072,0.070665725,-0.1375747,0.2848683,0.0,0.0,-0.4640449,1,0,0,0,0,0
2489967669,0.0014728039,-0.3094276,0.76404864,2.3574724,0.9167861,0.058122557,-0.14271744,0.36845195,0.0,0.0,-0.47211534,1,0,0,0,0,0
2490071705,-0.05529287,-0.30275244,0.9625375,2.3687103,0.87786657,0.045555986,-0.14626788,0.45374072,0.0,0.0,-0.46980676,1,0,0,0,0,0
2490168294,-0.11041255,-0.29868713,1.1549926,2.3976197,0.83172596,0.03538884,-0.15425837,0.5321503,0.0,0.0,-0.48177537,1,0,0,0,0,0
2490272341,-0.13128781,-0.2445535,1.3667821,2.4172235,0.7730406,0.026364302,-0.13548824,0.6191576,0.0,0.0,-0.48204333,1,0,0,0,0,0
2490376424,-0.1738822,-0.23025228,1.5805331,2.4469266,0.70344514,0.020617852,-0.14181405,0.69615275,0.0,0.0,-0.49421078,1,0,0,0,0,0
2490473625,-0.22339755,-0.16557339,1.7772944,2.533338,0.6315427,-0.0062476,-0.13803571,0.76292914,0.0,0.0,-0.48643586,1,0,0,0,0,0
2490577238,-0.261453,-0.13374467,1.9904422,2.5655634,0.5457739,-0.01521791,-0.14516959,0.8251212,0.0,0.0,-0.48140934,1,0,0,0,0,0
2490681290,-0.2685717,-0.06987431,2.1983519,2.6754816,0.4541314,-0.029953118,-0.13492122,0.88014984,0.0,0.0,-0.48120967,1,0,0,0,0,0
2490777234,-0.2550148,-0.015367826,2.3884358,2.7990174,0.36565328,-0.03967393,-0.12105094,0.9219926,0.0,0.0,-0.47410357,1,0,0,0,0,0
2490882541,-0.2353619,0.037645224,2.592743,2.8415222,0.2669443,-0.049803484,-0.10793096,0.9563531,0.0,0.0,-0.46733585,1,0,0,0,0,0
2490984287,-0.21656416,0.08210104,2.7953193,2.9108348,0.16675094,-0.05879063,-0.09933669,0.979219,0.0,0.0,-0.4475225,1,0,0,0,0,0
2491087144,-0.18966874,0.11042251,2.9973304,2.9186502,0.066423595,-0.061606336,-0.090343036,0.9917816,0.0,0.0,-0.43646508,1,0,0,0,0,0
2491181937,-0.13448292,0.12057843,-3.0927463,2.9238234,-0.028368535,-0.058460735,-0.068516806,0.99553156,0.0,0.0,-0.43894663,1,0,0,0,0,0
2491287512,-0.084560975,0.15142079,-2.8803592,2.9249775,-0.1329263,-0.06943732,-0.05163052,0.9873415,0.0,0.0,-0.44361603,1,0,0,0,0,0
2491386839,-0.038866527,0.13858496,-2.6695886,2.9310517,-0.23452036,-0.062772475,-0.035033822,0.9694496,0.0,0.0,-0.45040604,1,0,0,0,0,0
2491490687,0.019601142,0.12948763,-2.4491882,2.940689,-0.33800414,-0.064175576,-0.012753355,0.93886745,0.0,0.0,-0.45221895,1,0,0,0,0,0
2491595875,0.052238964,0.11837692,-2.2279284,2.9426234,-0.43879816,-0.06456983,-0.0026869867,0.8962587,0.0,0.0,-0.45564288,1,0,0,0,0,0
2491698703,0.071736336,0.08053611,-2.0099764,2.9562595,0.5341004,0.053170614,-0.0086793685,-0.8437027,0.0,0.0,-0.46079287,1,0,0,0,0,0
2491795541,0.08231292,0.05138477,-1.810577,2.9608402,0.61590075,0.045587234,-0.016505182,-0.7863304,0.0,0.0,-0.46151304,1,0,0,0,0,0
2491899507,0.09272798,0.012735934,-1.5971831,2.9695191,0.69674104,0.036893588,-0.028763168,-0.7157957,0.0,0.0,-0.46847337,1,0,0,0,0,0
2492003648,0.083974466,-0.017260266,-1.3824506,2.9693825,0.7699887,0.026842372,-0.033400513,-0.6366171,0.0,0.0,-0.4884819,1,0,0,0,0,0
2492099526,0.08141959,-0.071867324,-1.1805289,2.8998756,0.8303831,0.0138111515,-0.052459706,-0.55454594,0.0,0.0,-0.49995723,1,0,0,0,0,0
2492204411,0.07615877,-0.09730921,-0.95744646,2.743442,0.8867436,0.011363004,-0.060652845,-0.45812422,0.0,0.0,-0.51084995,1,0,0,0,0,0
2492308555,0.045003336,-0.12749773,-0.7360847,2.0739899,0.93141824,-0.0019644462,-0.06750324,-0.3576305,0.0,0.0,-0.5181513,1,0,0,0,0,0
2492404312,0.011919236,-0.17442815,-0.5396117,1.7427235,0.9602807,-0.017494397,-0.08553334,-0.2650262,0.0,0.0,-0.51337594,1,0,0,0,0,0
2492509514,-0.015565243,-0.20731926,-0.34555534,1.7557501,0.979655,-0.025414165,-0.10059957,-0.1717846,0.0,0.0,-0.5053721,1,0,0,0,0,0
2492613227,-0.051688317,-0.24671215,-0.15708682,1.9086945,0.9887619,-0.035216954,-0.12061099,-0.08101026,0.0,0.0,-0.5018303,1,0,0,0,0,0
2492709131,-0.06902229,-0.24986574,0.021625685,2.0442872,0.99160373,-0.032886826,-0.12489682,0.006422706,0.0,0.0,-0.49810928,1,0,0,0,0,0
2492814928,-0.11836174,-0.26924184,0.2234227,2.1813722,0.9839364,-0.043309912,-0.1396785,0.1023883,0.0,0.0,-0.5021082,1,0,0,0,0,0
2492918179,-0.12978052,-0.26065075,0.43450123,2.2361622,0.9679914,-0.034830824,-0.14049336,0.20503908,0.0,0.0,-0.51067996,1,0,0,0,0,0
2493014708,-0.1445271,-0.24595308,0.63100976,2.3178344,0.9437464,-0.030154744,-0.13854203,0.29872993,0.0,0.0,-0.51265174,1,0,0,0,0,0
2493119241,-0.1349866,-0.20394357,0.84467405,2.426006,0.90814334,-0.019566465,-0.120139815,0.40057358,0.0,0.0,-0.5104081,1,0,0,0,0,0
2493222169,-0.13682298,-0.17244406,1.0595008,2.5367482,0.8606912,-0.015355594,-0.10855215,0.4971834,0.0,0.0,-0.49657285,1,0,0,0,0,0
2493324153,-0.12001006,-0.13903388,1.2695814,2.5539536,0.8042756,-0.007053338,-0.0913053,0.58715796,0.0,0.0,-0.4801109,1,0,0,0,0,0
2493418759,-0.10687465,-0.09388921,1.4722301,2.5786192,0.7408923,-0.008076311,-0.07054939,0.6678594,0.0,0.0,-0.45802334,1,0,0,0,0,0
2493522786,-0.07318096,-0.055390526,1.692343,2.607648,0.66291535,-0.0035192107,-0.045723733,0.7472886,0.0,0.0,-0.45071167,1,0,0,0,0,0
2493626754,-0.018694215,-0.012962397,1.9117128,2.607544,0.57692164,-9.8615754e-05,-0.011373396,0.8167203,0.0,0.0,-0.44936806,1,0,0,0,0,0
2493723653,-0.24731472,0.064939044,2.11499,2.593328,0.48356122,-0.0886003,-0.09157063,0.86598694,0.0,0.0,-0.44843698,1,0,0,0,0,0
2493828732,-0.19934824,0.116575554,2.3310971,2.6018367,0.38629612,-0.092435196,-0.06844133,0.91517586,0.0,0.0,-0.42492738,1,0,0,0,0,0
2493932845,-0.10910546,0.14336596,2.5392225,2.6137173,0.29172072,-0.084429465,-0.030722413,0.95227456,0.0,0.0,-0.43529466,1,0,0,0,0,0
2494027448,-0.045398317,0.12049181,2.7337422,2.6339273,0.20075701,-0.06353488,-0.009996415,0.9775275,0.0,0.0,-0.43551245,1,0,0,0,0,0
2494132507,0.008614048,0.09603364,2.9448674,2.649351,0.09829574,-0.04734343,0.008994844,0.99398977,0.0,0.0,-0.4349837,1,0,0,0,0,0
2494236393,0.04565986,0.056223355,-3.1297336,2.6606061,-0.005283988,-0.02823546,0.022651903,0.99933064,0.0,0.0,-0.4420418,1,0,0,0,0,0
2494332441,0.06179499,0.017046954,-2.9354262,2.6590352,-0.10258598,-0.011652837,0.02985083,0.99420786,0.0,0.0,-0.43443695,1,0,0,0,0,0
2494436335,0.06515242,-0.010859534,-2.7222118,2.7140164,-0.20821658,-0.001471684,0.032986175,0.97752523,0.0,0.0,-0.39735493,1,0,0,0,0,0
2494541170,0.049887292,-0.06919137,-2.5066414,2.122374,-0.31270507,0.025068864,0.03447469,0.94889337,0.0,0.0,-0.38300875,1,0,0,0,0,0
2494638457,0.003150092,-0.087812684,-2.3199503,0.18428402,-0.3990403,0.03961165,0.018971479,0.9158809,0.0,0.0,-0.39521992,1,0,0,0,0,0
2494741107,-0.018893208,-0.08986629,-2.2950277,-0.0,-0.4099357,0.044828255,0.009845423,0.91095895,0.0,0.0,-0.37753636,1,0,0,0,0,0
2494846434,-0.021639973,-0.07872351,-2.2950277,0.0,-0.41002503,0.040317386,0.006305694,0.9111609,0.0,0.0,-0.36850563,1,0,0,0,0,0
2494943333,-0.030937377,-0.104834035,-2.2950277,0.0,-0.4094033,0.05410825,0.0074345665,0.9107173,0.0,0.0,-0.391717,1,0,0,0,0,0
2495047406,-0.04360664,-0.111446165,-2.2950277,0.0,-0.40891334,0.059708133,0.0030246275,0.91061276,0.0,0.0,-0.4172203,1,0,0,0,0,0
2495150150,-0.025221733,-0.13891593,-2.2950277,-0.0,-0.40893447,0.0684394,0.017035158,0.9098343,0.0,0.0,-0.43794978,1,0,0,0,0,0
2495247272,-0.029549312,-0.11493259,-2.2950277,-0.0,-0.409259,0.058418624,0.010141028,0.9104897,0.0,0.0,-0.4545877,1,0,0,0,0,0
2495354669,-0.022801671,-0.13622673,-2.2950277,-0.0,-0.4090689,0.066722006,0.017584153,0.909891,0.0,0.0,-0.45947626,1,0,0,0,0,0
2495450908,-0.026767801,-0.14277469,-2.2950277,0.0,-0.4088022,0.070509344,0.017123947,0.909734,0.0,0.0,-0.47094035,1,0,0,0,0,0
2495556110,-0.033029296,-0.16903073,-2.2950277,0.0,-0.40796253,0.083713286,0.019666381,0.90894,0.0,0.0,-0.47425088,1,0,0,0,0,0
2495652064,-0.032408565,-0.1704241,-2.2950277,0.0,-0.40795404,0.08421909,0.02023445,0.90888464,0.0,0.0,-0.47795272,1,0,0,0,0,0
2495755528,-0.019895954,-0.18539575,-2.2950277,0.0,-0.40813214,0.08846028,0.028988836,0.90816444,0.0,0.0,-0.48345533,1,0,0,0,0,0
2495860577,-0.007809232,-0.12925829,-2.2950277,-0.0,-0.40966487,0.06048436,0.022975517,0.90993875,0.0,0.0,-0.48532847,1,0,0,0,0,0
2495963535,-0.00033529103,-0.07836983,-2.2950277,-0.0,-0.4104342,0.03578634,0.015938561,0.91104835,0.0,0.0,-0.48948315,1,0,0,0,0,0
2496060351,0.01480094,-0.069097556,-2.2950277,-0.0,-0.41073215,0.028454626,0.020931145,0.91107154,0.0,0.0,-0.48567012,1,0,0,0,0,0
2496164436,0.011748589,-0.06235548,-2.2950277,0.0,-0.41071573,0.02600936,0.01815736,0.91121155,0.0,0.0,-0.48925567,1,0,0,0,0,0
2496269344,0.027766487,-0.05636755,-2.2950277,0.0,-0.41090944,0.019990385,0.024226543,0.9111349,0.0,0.0,-0.4921461,1,0,0,0,0,0
2496372421,0.03443639,-0.048778683,-2.2950277,0.0,-0.41095525,0.01516136,0.025708746,0.91116685,0.0,0.0,-0.48913914,1,0,0,0,0,0
2496469359,0.042745087,-0.04961435,-2.2950277,-0.0,-0.41101858,0.013834828,0.029665153,0.9110392,0.0,0.0,-0.49194717,1,0,0,0,0,0
2496573698,0.049503364,-0.033389136,-2.2950277,-0.0,-0.41094908,0.005051397,0.02941675,0.9111696,0.0,0.0,-0.49089292,1,0,0,0,0,0
2496677089,0.052095145,-0.040363,-2.2950277,-0.0,-0.4110116,0.0076971077,0.032027524,0.91103476,0.0,0.0,-0.48543623,1,0,0,0,0,0
2496773209,0.050557703,-0.03279484,-2.2950277,0.0,-0.41094685,0.004563904,0.029775206,0.9111615,0.0,0.0,-0.48333693,1,0,0,0,0,0
2496878027,0.05793726,-0.04857616,-2.2950277,0.0,-0.41110337,0.010239232,0.036371827,0.9108053,0.0,0.0,-0.49131107,1,0,0,0,0,0
2496983324,0.057264928,-0.018983725,-2.2950277,0.0,-0.41081637,-0.0031083168,0.029997956,0.9112192,0.0,0.0,-0.4882275,1,0,0,0,0,0
2497085896,0.05710994,-0.019999983,-2.2950277,-0.0,-0.41082776,-0.0026133512,0.030135836,0.911211,0.0,0.0,-0.48750356,1,0,0,0,0,0
2497182030,0.05720843,-0.004050902,-2.2950277,-0.0,-0.41063944,-0.009901771,0.026907783,0.9113469,0.0,0.0,-0.48226595,1,0,0,0,0,0
2497286852,0.060239967,-0.013466481,-2.2950277,-0.0,-0.41074473,-0.0062336246,0.030221427,0.91122806,0.0,0.0,-0.48850435,1,0,0,0,0,0
2497392365,0.056532104,-0.008543929,-2.2950277,0.0,-0.41069773,-0.007715406,0.027521808,0.9113235,0.0,0.0,-0.49447775,1,0,0,0,0,0
2497496063,0.05492541,0.0114598125,-2.2950277,0.0,-0.41045037,-0.01650107,0.022682749,0.91145146,0.0,0.0,-0.4854488,1,0,0,0,0,0
2497590760,0.048396356,0.0008692244,-2.2950277,0.0,-0.41062558,-0.010334701,0.021881958,0.9114829,0.0,0.0,-0.4821445,1,0,0,0,0,0
2497695621,0.043291762,-0.014831886,-2.2950277,0.0,-0.4107943,-0.0021304174,0.022778848,0.911441,0.0,0.0,-0.47863787,1,0,0,0,0,0
2497800571,0.044620614,0.009364204,-2.2950277,0.0,-0.4105535,-0.013431027,0.0184167,0.9115516,0.0,0.0,-0.48278412,1,0,0,0,0,0
