timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
2482635510,0.024516437,-0.04153071,-0.32710752,-0.000611186,-0.042442262,0.050354004,-0.0051799417,0.0054036733,-0.004037112,-0.004024774,0.0,0.0,0.0,0.0,0.0,0.26455858,0.2645651,0.57329434,0.686651,0.6866575,4.0566416,0.0025088813,0.0025123116,0.0025095202,0.09014338,0.0,0.0,0.0,0.0,0.0,0.00013694153,0.0015876034,0.012907655,0.0,0.0,0.0,0.0,0.0,0.0
2482836411,0.07333776,0.08156757,-0.19145083,0.010263622,-0.035322428,-0.12320328,-0.0051799417,0.0054036733,-0.004037112,0.016783584,0.0,0.0,0.0,0.0,0.0,0.2655195,0.26551792,0.57336664,0.6884976,0.68850374,4.056772,0.0025088813,0.0025123116,0.0025095202,0.09014332,0.0,0.0,0.0,0.0,0.0,0.00018985439,0.005397042,0.012605167,0.0,0.0,0.0,0.0,0.0,0.0
2483044422,0.054990336,0.10439575,0.20525384,0.016137466,-0.021083772,-0.1170578,-0.0051799417,0.0054036733,-0.004037112,0.019786257,0.0,0.0,0.0,0.0,0.0,0.2658029,0.26579785,0.57342666,0.69360256,0.6936079,4.0573454,0.0025088813,0.0025123116,0.0025095202,0.09014333,0.0,0.0,0.0,0.0,0.0,0.00034374584,0.00875944,0.01637832,0.0,0.0,0.0,0.0,0.0,0.0
2483245192,-0.019313779,0.16737255,0.2053175,0.00837639,0.0033425689,-0.029064178,-0.0051799417,0.0054036733,-0.004037112,0.031389937,0.0,0.0,0.0,0.0,0.0,0.26510438,0.26510638,0.5734729,0.69860125,0.6986061,4.0578585,0.0025088813,0.0025123116,0.0025095202,0.090143286,0.0,0.0,0.0,0.0,0.0,0.0005699246,0.010813938,0.021660203,0.0,0.0,0.0,0.0,0.0,0.0
2483445164,-0.19293272,-0.1548351,-0.067559004,-0.0072813183,-0.014605105,0.230587,-0.0051799417,0.0054036733,-0.004037112,-0.003956713,0.0,0.0,0.0,0.0,0.0,0.26440063,0.2644102,0.5733721,0.7047772,0.70478207,4.0572147,0.0025088813,0.0025123116,0.0025095202,0.0901437,0.0,0.0,0.0,0.0,0.0,0.0006999662,0.008561836,0.020400526,0.0,0.0,0.0,0.0,0.0,0.0
2483645984,-0.034888476,0.064348504,0.12411398,-0.00888288,-0.012894332,0.0001296997,-0.0023641288,0.00305257,-0.001218617,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2631151,0.26311916,0.57335186,0.71008843,0.7100934,4.05687,0.0030570147,0.003052911,0.0030571749,0.09014341,0.0,0.0,0.0,0.0,0.0,0.002111223,0.011463578,0.011578439,0.0,0.0,0.0,0.0,0.0,0.0
2483853914,0.015568852,0.13500527,0.010513842,0.004926026,0.004296601,0.03784561,-0.0015297532,0.0018951534,-6.464124e-05,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26112258,0.26113853,0.5734166,0.714637,0.71464086,4.0571847,0.0026731733,0.0026743659,0.0026735053,0.09014341,0.0,0.0,0.0,0.0,0.0,0.01870196,0.017958712,0.0116637815,0.0,0.0,0.0,0.0,0.0,0.0
2484054709,-0.06313038,0.3356391,-0.022838175,-0.0032444596,0.04391992,-0.036144257,0.000117093325,0.0025578225,-0.000985831,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.25982776,0.25990105,0.57346135,0.7201829,0.7201869,4.057331,0.0026122397,0.0026132225,0.0026124394,0.09014341,0.0,0.0,0.0,0.0,0.0,0.008257952,0.037385583,0.035610214,0.0,0.0,0.0,0.0,0.0,0.0
2484254800,-0.07312071,0.32454875,-0.06849432,0.0055520535,0.08283132,-0.20969772,0.0032488704,0.0072702877,0.0015522838,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.25915328,0.25931638,0.5735209,0.7246394,0.72464806,4.05699,0.0025793929,0.002578932,0.002579689,0.09014341,0.0,0.0,0.0,0.0,0.0,0.00073320756,0.03237409,0.049434014,0.0,0.0,0.0,0.0,0.0,0.0
2484459595,-0.08949578,0.30930963,-0.11314663,-0.0064549446,0.11082649,0.42546082,0.0009392202,0.004417372,-0.0015559793,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.25896877,0.25925377,0.57352966,0.7299687,0.72998893,4.0568447,0.0025628782,0.002562735,0.0025633958,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0011888999,0.023010273,0.05293903,0.0,0.0,0.0,0.0,0.0,0.0
2484667522,-0.16706061,0.5148884,-0.15230793,-0.035863042,0.14677033,0.4007759,0.00010767579,0.002059156,-0.0023455024,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.25923774,0.2596856,0.57370436,0.73387146,0.73391604,4.0571623,0.0025521598,0.0025517803,0.0025526166,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0010884745,0.026374212,0.06864633,0.0,0.0,0.0,0.0,0.0,0.0
2484868395,-0.15304518,0.44107854,-0.06495023,-0.050820827,0.1946696,0.88924026,-0.0018879771,0.006064838,0.0012362301,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.25987798,0.26051778,0.5738949,0.73793644,0.73802435,4.0576606,0.0025448801,0.0025441106,0.0025452762,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0012473558,0.028683165,0.07430805,0.0,0.0,0.0,0.0,0.0,0.0
2485068384,-0.3029263,0.55056226,-0.017963529,-0.071202755,0.23816979,0.15685272,-0.0018980503,0.008693477,-0.0033349097,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26081198,0.26164347,0.57399374,0.74214053,0.74229634,4.05731,0.0025403646,0.002538908,0.0025408322,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0017494488,0.03614384,0.078182876,0.0,0.0,0.0,0.0,0.0,0.0
2485277180,-0.24522471,0.63083035,-0.0039033294,-0.05981469,0.29970083,-0.08177948,-0.0014182031,0.0017526969,0.002042085,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26206425,0.26313943,0.57417136,0.7451065,0.745366,4.057055,0.0025359155,0.0025349855,0.0025364489,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0022634452,0.045425568,0.09032462,0.0,0.0,0.0,0.0,0.0,0.0
2485477941,-0.11556244,0.6210536,-0.1140579,-0.0948782,0.33882982,0.44314957,-0.0056812465,0.00821051,0.00018954277,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2632878,0.26456988,0.5742576,0.7494441,0.74981797,4.0576324,0.00253225,0.0025322111,0.0025329299,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0025876819,0.049084198,0.093030825,0.0,0.0,0.0,0.0,0.0,0.0
2485677910,-0.14099789,0.54232764,-0.040072262,-0.06779528,0.40062264,0.5257797,-0.0064189136,0.007096719,-0.0014436543,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26483402,0.26627743,0.574531,0.75458884,0.7551218,4.0577245,0.0025309534,0.0025297538,0.0025318342,0.09014341,0.0,0.0,0.0,0.0,0.0,0.002605502,0.05220554,0.099446684,0.0,0.0,0.0,0.0,0.0,0.0
2485878776,-0.07114887,0.69663036,0.069253445,-0.0796051,0.44005787,0.30945587,-0.0048411787,0.009051021,9.742379e-05,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26632082,0.26790768,0.5746618,0.75979036,0.7604878,4.057198,0.0025295126,0.0025277166,0.002530563,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0030082876,0.06199666,0.104651995,0.0,0.0,0.0,0.0,0.0,0.0
2486078720,-0.26591682,0.6429628,-0.051383495,-0.09817028,0.46860397,-0.056884766,-0.0007531345,0.005835794,0.00053843856,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2677048,0.26934347,0.5747785,0.76527166,0.76613605,4.0570865,0.0025296188,0.0025260013,0.0025308898,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0034163354,0.06912979,0.11350033,0.0,0.0,0.0,0.0,0.0,0.0
2486279568,-0.30296278,0.6104158,-0.1759207,-0.030410767,0.5334281,0.44999695,0.0016365647,0.0078090206,-0.00044816732,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2691968,0.27093652,0.5748932,0.7717407,0.77281225,4.057155,0.0025278279,0.0025244006,0.0025291536,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0036740813,0.07727411,0.12362762,0.0,0.0,0.0,0.0,0.0,0.0
2486479596,-0.14667034,0.60135245,-0.09714541,-0.13243198,0.50770307,-0.029251099,0.0029978454,0.009368893,-0.0020894706,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.270087,0.27176178,0.5749728,0.7770702,0.77824086,4.0573792,0.0025275873,0.00252317,0.0025290307,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0036637255,0.07333303,0.11898867,0.0,0.0,0.0,0.0,0.0,0.0
2486680332,-0.15400982,0.6284311,-0.20266077,-0.13114738,0.5182493,0.41867828,-0.0040262938,0.0066445805,0.00040501356,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27106443,0.27267033,0.5750374,0.7816176,0.7829143,4.057294,0.002527239,0.002522492,0.0025288966,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0035871486,0.07330473,0.11868277,0.0,0.0,0.0,0.0,0.0,0.0
2486888423,-0.29380846,0.5169625,-0.18890224,-0.20986271,0.4849794,0.45843506,-0.002252996,0.011227217,-0.0050730705,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27164292,0.27314648,0.57513094,0.7859419,0.78731173,4.0581965,0.0025272006,0.0025219417,0.0025290318,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0033211038,0.062875174,0.10344259,0.0,0.0,0.0,0.0,0.0,0.0
2487093185,-0.2858982,0.5652125,-0.20302516,-0.21842289,0.48165226,0.5109558,-0.0016731918,0.0061322115,-4.1514635e-05,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2722449,0.27366245,0.5753582,0.79072225,0.7921585,4.05916,0.0025237424,0.002521428,0.00252546,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0031820447,0.058847427,0.09651648,0.0,0.0,0.0,0.0,0.0,0.0
2487293112,-0.30945587,0.48334718,-0.19927832,-0.3098564,0.4459145,0.05939102,-0.0029606223,0.0015400965,0.00026258826,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27248478,0.27369907,0.57535994,0.7983559,0.7997912,4.0597925,0.0025170033,0.002519136,0.0025179822,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0029597876,0.052247617,0.089227304,0.0,0.0,0.0,0.0,0.0,0.0
2487489987,-0.31302357,0.4274683,-0.23783222,-0.2345047,0.47889376,0.4979744,-0.0016543269,-0.0034112353,-0.0094668865,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27297935,0.2739669,0.5754303,0.8054059,0.80685836,4.0606003,0.00251692,0.0025176136,0.0025176131,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0026012757,0.047212638,0.08251246,0.0,0.0,0.0,0.0,0.0,0.0
2487697914,-0.30315113,0.50046206,-0.2210964,-0.20063019,0.48412895,0.24127579,-0.0019815266,-0.005895734,0.006647706,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27383128,0.27457213,0.57548076,0.8105753,0.8119902,4.060639,0.0025216544,0.0025157917,0.002522378,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0024636944,0.044907574,0.07925312,0.0,0.0,0.0,0.0,0.0,0.0
2487898800,-0.29655457,0.24936414,-0.1845665,-0.2891922,0.42920542,0.41213608,-0.0051457584,-0.003542414,0.0049123466,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27361804,0.27410507,0.575243,0.8149053,0.81621313,4.0598426,0.0025142478,0.0025154508,0.002514707,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0020669622,0.03039912,0.059740636,0.0,0.0,0.0,0.0,0.0,0.0
2488098703,-0.10957909,0.19865346,-0.32505667,-0.121147156,0.46435356,-0.2152214,-0.001459837,-0.004702408,0.005609423,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2735057,0.27381566,0.57507,0.822377,0.82359016,4.0594916,0.0025141118,0.0025149207,0.0025145502,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0014351847,0.013671975,0.033182744,0.0,0.0,0.0,0.0,0.0,0.0
2488307574,-0.1701107,0.12854767,-0.22703195,-0.12555504,0.4295969,-0.060394287,9.906292e-05,-0.007989068,0.008089393,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27308017,0.27329457,0.57503676,0.82691073,0.8279933,4.06065,0.0025155416,0.0025144739,0.0025159763,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0010713474,0.018480182,0.03770757,0.0,0.0,0.0,0.0,0.0,0.0
2488507512,-0.027405739,-0.014200449,-0.17217171,-0.22984123,0.32782602,-0.34004593,0.0013421774,-0.009346347,0.0066046715,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27246463,0.2726036,0.5750039,0.8303959,0.8313364,4.0606513,0.0025159025,0.0025143,0.0025163325,0.09014341,0.0,0.0,0.0,0.0,0.0,0.00068762206,0.03271575,0.059458338,0.0,0.0,0.0,0.0,0.0,0.0
2488708326,-0.020726204,0.07359743,-0.3056996,-0.13318634,0.3481207,0.05121994,-0.0019145906,-0.0013323203,0.008813977,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27217528,0.2722703,0.57500726,0.8335705,0.83438814,4.06063,0.002515616,0.0025141817,0.0025160336,0.09014341,0.0,0.0,0.0,0.0,0.0,0.00063602615,0.038724314,0.07935344,0.0,0.0,0.0,0.0,0.0,0.0
2488916309,-0.14328766,-0.08066082,-0.23927343,-0.12411499,0.30056286,-0.7045975,-0.00342533,-0.0060768127,0.002999872,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2717204,0.27179694,0.5748484,0.83958244,0.84027606,4.0610337,0.0025157046,0.0025136028,0.002516081,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0007157712,0.048360363,0.09894716,0.0,0.0,0.0,0.0,0.0,0.0
2489117136,-0.1435728,-0.12985158,-0.21807826,-0.120952606,0.2645588,-0.10741043,0.00029224157,-0.0037676431,0.008376211,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27128676,0.27136955,0.57480085,0.84372526,0.8442994,4.060934,0.0025143523,0.0025129726,0.0025146576,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0008356272,0.054438803,0.112013936,0.0,0.0,0.0,0.0,0.0,0.0
2489317174,-0.03449154,-0.24434233,-0.18288326,-0.09340286,0.22497463,-0.35613632,-0.0021716654,-0.0018809196,-0.0007263422,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27081928,0.27092212,0.5746606,0.8495796,0.85004675,4.0603514,0.0025137053,0.0025128024,0.0025140913,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0008756366,0.063691504,0.13082974,0.0,0.0,0.0,0.0,0.0,0.0
2489525933,-0.10287857,-0.18963647,-0.21365106,-0.09114075,0.19984818,-0.28705978,0.0056574345,-0.00658004,0.0043046176,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.27035215,0.270477,0.57463723,0.85531753,0.8556922,4.060639,0.0025143218,0.0025123851,0.002514699,0.09014341,0.0,0.0,0.0,0.0,0.0,0.00078236306,0.05928454,0.12173975,0.0,0.0,0.0,0.0,0.0,0.0
2489725969,-0.16549492,-0.30750585,-0.23288023,-0.08013153,0.1694727,-0.17807007,-0.0028793812,-0.0057999846,-0.006116897,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26995996,0.2701281,0.5745072,0.86106485,0.8613598,4.060365,0.0025131858,0.0025119386,0.0025135535,0.09014341,0.0,0.0,0.0,0.0,0.0,0.00082806096,0.059743572,0.11820407,0.0,0.0,0.0,0.0,0.0,0.0
2489926720,0.016906738,-0.29628372,-0.27601242,-0.13802719,0.094488144,0.6411514,-0.008665711,-0.017164335,0.0057832003,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26952404,0.2697369,0.57446015,0.86446553,0.8646935,4.06034,0.0025200536,0.0025614488,0.0025236532,0.09014341,0.0,0.0,0.0,0.0,0.0,0.00085679576,0.056660663,0.106000185,0.0,0.0,0.0,0.0,0.0,0.0
2490134738,-0.009624481,-0.26234722,-0.23224247,-0.11615753,0.060408592,-0.42644882,-0.005088508,-0.008792818,-0.002193749,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26915592,0.26948437,0.57446545,0.8684033,0.86856943,4.0598617,0.0025466322,0.0026764125,0.0025265105,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0010800378,0.05548568,0.10216884,0.0,0.0,0.0,0.0,0.0,0.0
2490335491,0.06619263,-0.3137555,-0.40933752,-0.017471313,0.045827866,-0.5178642,0.0029780567,-0.0030350238,-0.01981762,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2686974,0.2691631,0.57430667,0.8709121,0.8710144,4.05938,0.002595282,0.0026925893,0.0025175456,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0007800837,0.058427397,0.115584806,0.0,0.0,0.0,0.0,0.0,0.0
2490535598,0.022473335,-0.13858795,-0.27493262,-0.06793213,-0.019174576,-0.7525368,0.013725027,-0.007018268,-0.033091426,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2680412,0.26858094,0.5742889,0.8723563,0.8723971,4.0597467,0.0026250794,0.002657193,0.0025147784,0.09014341,0.0,0.0,0.0,0.0,0.0,0.00064578466,0.054052424,0.13264275,0.0,0.0,0.0,0.0,0.0,0.0
2490744397,-0.1447277,-0.44385576,-0.20871079,-0.027130127,-0.07772446,-0.32481003,0.016442634,-0.005520016,-0.037316382,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26746064,0.26808026,0.5743067,0.87240314,0.8723936,4.059746,0.002630495,0.0026260489,0.0025129695,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0013652367,0.053902935,0.1354811,0.0,0.0,0.0,0.0,0.0,0.0
2490942814,-0.15572882,-0.4000225,-0.09538674,-0.09915161,-0.1517067,-0.04454422,0.017231733,0.0029770136,-0.037133366,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26687324,0.26758802,0.5742762,0.87370306,0.8736587,4.0598493,0.0026164055,0.0026032615,0.0025115025,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0014910356,0.042513367,0.09147623,0.0,0.0,0.0,0.0,0.0,0.0
2491141113,0.03218174,-0.46302652,-0.1666776,-0.00655365,-0.13041496,-0.81292343,0.015568465,0.011130661,-0.031156987,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26643962,0.26724973,0.57432276,0.8758048,0.8757481,4.0600877,0.00260119,0.002588635,0.0025106755,0.09014341,0.0,0.0,0.0,0.0,0.0,0.001045503,0.050310936,0.10061714,0.0,0.0,0.0,0.0,0.0,0.0
2491345912,-0.053730965,-0.554512,-0.16936088,-0.031147003,-0.17655754,-1.4185638,0.024072886,0.0139235705,-0.011181444,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2659825,0.26686308,0.5742062,0.8807171,0.88067037,4.059951,0.0025822865,0.002573423,0.0025100354,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0019354753,0.06395884,0.142115,0.0,0.0,0.0,0.0,0.0,0.0
2491546065,-0.0917387,-0.415699,-0.015578389,-0.012306213,-0.17784882,-1.0889969,0.02235055,0.021236788,0.002383411,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2656026,0.266537,0.5741928,0.88222706,0.8822114,4.0598474,0.0025650847,0.0025589934,0.002509515,0.09014341,0.0,0.0,0.0,0.0,0.0,0.002755309,0.06755483,0.1625477,0.0,0.0,0.0,0.0,0.0,0.0
2491746699,-0.3757906,-0.68874264,-0.18565416,-0.06460953,-0.21787262,-0.31232452,0.013220206,0.025392711,0.014041066,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2653702,0.26633567,0.57416993,0.8853235,0.8853518,4.0606437,0.0025500357,0.0025480653,0.0025091763,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0033431116,0.06144964,0.1307691,0.0,0.0,0.0,0.0,0.0,0.0
2491954783,-0.08061552,-0.75808096,0.04346347,-0.08220291,-0.26211166,-1.27145,0.016632758,0.026753783,0.027439713,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26524886,0.26627144,0.57414484,0.8868203,0.88690704,4.059756,0.0025371488,0.0025371998,0.0025086603,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0035650572,0.06792097,0.16513608,0.0,0.0,0.0,0.0,0.0,0.0
2492155483,0.06702614,-0.7325196,0.07295656,-0.06707382,-0.2884903,-1.2812271,0.009484799,0.028254181,0.030531436,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.2651541,0.2661758,0.57402825,0.8847796,0.8849342,4.0592036,0.002527791,0.0025305008,0.0025083555,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0031976777,0.0696915,0.19095185,0.0,0.0,0.0,0.0,0.0,0.0
2492355585,0.10819101,-0.7251291,0.15247357,0.0341568,-0.22828484,-0.01782608,0.0042216033,0.014181316,0.028733939,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26519278,0.26619112,0.57401305,0.88349164,0.8837319,4.0592175,0.002520999,0.0025269012,0.0025081418,0.09014341,0.0,0.0,0.0,0.0,0.0,0.002393563,0.048796713,0.12602256,0.0,0.0,0.0,0.0,0.0,0.0
2492564358,0.23508406,-0.5309367,0.15582085,-0.05740738,-0.3514328,0.6828995,0.004541546,0.0055434406,0.022449344,-0.034356683,0.0,0.0,0.0,0.0,0.0,0.26494402,0.2658647,0.5738929,0.8801917,0.8804698,4.059296,0.002516156,0.0025238323,0.0025079262,0.09014341,0.0,0.0,0.0,0.0,0.0,0.0014846554,0.034920897,0.07981671,0.0,0.0,0.0,0.0,0.0,0.0
