timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
2480378844,0.3122446,0.011583447,0.054520402
2566591704,0.36216104,0.011175259,0.0548982
2566796170,0.33604604,0.0122207515,0.05520195
2566996161,0.28297853,0.012558598,0.06265888
2567200498,0.32316637,0.011020257,0.056841288
2567401308,0.31786072,0.012060549,0.05559287
