timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
2500179171,32767,32767,-51,32767,-53,32767,32767
2500183172,32767,32767,32767,32767,32767,32767,32767
2500187173,32767,32767,32767,32767,32767,-61,32767
2500191171,32767,32767,32767,32767,32767,32767,32767
2500195171,32767,32767,32767,32767,32767,32767,32767
2500199171,32767,32767,32767,32767,32767,32767,32767
2500203171,32767,32767,32767,32767,-55,32767,32767
2500207171,32767,32767,32767,32767,32767,32767,32767
2500211171,32767,32767,32767,32767,32767,-61,32767
2500215176,32767,32767,32767,32767,-71,32767,32767
2500219173,32767,32767,32767,32767,32767,32767,32767
2500223171,32767,32767,32767,32767,32767,32767,32767
2500227171,32767,32767,32767,32767,-63,32767,32767
2500231178,32767,32767,32767,32767,32767,32767,32767
2500235171,32767,32767,32767,32767,32767,-68,32767
2500239171,32767,32767,32767,32767,32767,32767,32767
2500243170,32767,32767,32767,32767,32767,32767,32767
2500247171,32767,32767,32767,32767,-48,32767,32767
2500251182,32767,32767,32767,32767,32767,32767,32767
2500255171,32767,32767,32767,32767,32767,32767,32767
2500259171,32767,32767,32767,32767,-67,-92,32767
2500263173,32767,32767,32767,32767,32767,32767,32767
2500267171,32767,32767,32767,32767,-42,32767,32767
2500271171,32767,32767,32767,32767,32767,32767,32767
2500275175,32767,32767,32767,32767,32767,32767,32767
2500279171,32767,32767,32767,32767,32767,-51,32767
2500283171,32767,32767,32767,32767,32767,32767,32767
2500287171,32767,32767,32767,32767,32767,32767,32767
2500291171,32767,32767,32767,32767,-55,32767,32767
2500295171,32767,32767,32767,32767,32767,32767,32767
2500299171,32767,32767,32767,32767,32767,32767,32767
2500303172,32767,32767,32767,32767,-71,-71,32767
2500307171,32767,32767,32767,32767,32767,32767,32767
2500311171,32767,32767,32767,32767,-41,32767,32767
2500315171,32767,32767,32767,32767,32767,32767,32767
2500319171,32767,32767,32767,32767,32767,32767,32767
2500323171,32767,32767,32767,32767,32767,-51,32767
2500327171,32767,32767,32767,32767,32767,32767,32767
2500331179,32767,32767,32767,32767,32767,32767,32767
2500335171,32767,32767,32767,32767,-62,32767,32767
2500339171,32767,32767,32767,32767,32767,32767,32767
2500343179,32767,32767,32767,32767,32767,32767,32767
2500347171,32767,32767,32767,32767,-57,-56,32767
2500351171,32767,32767,32767,32767,32767,32767,32767
2500355171,32767,32767,32767,32767,32767,32767,32767
2500359181,32767,32767,32767,32767,-71,32767,32767
2500363989,32767,32767,32767,32767,32767,32767,32767
2500367990,32767,32767,32767,32767,32767,32767,32767
2500371990,32767,32767,32767,32767,32767,-89,32767
2500376007,32767,32767,-108,32767,32767,32767,32767
2500379990,32767,32767,32767,32767,-51,32767,32767
2500383990,32767,32767,32767,32767,32767,32767,32767
2500387989,32767,32767,32767,32767,32767,32767,32767
2500391990,32767,32767,32767,32767,-69,32767,32767
2500395996,32767,32767,32767,32767,32767,-89,32767
2500399990,32767,32767,32767,32767,-49,32767,32767
2500404001,32767,32767,32767,32767,32767,32767,32767
2500407990,32767,32767,32767,32767,32767,32767,32767
2500411989,32767,32767,32767,32767,32767,32767,32767
2500415996,32767,32767,32767,32767,32767,-50,32767
2500419990,32767,32767,32767,32767,32767,32767,32767
2500423990,32767,32767,32767,32767,-70,32767,32767
2500427990,32767,32767,32767,32767,32767,32767,32767
2500432001,32767,32767,32767,32767,32767,32767,32767
2500435996,32767,32767,32767,32767,-67,32767,32767
2500439990,32767,32767,32767,32767,32767,-70,32767
2500443990,32767,32767,32767,32767,32767,32767,32767
2500447990,32767,32767,32767,32767,-75,32767,32767
2500451989,32767,32767,32767,32767,32767,32767,32767
2500455995,32767,32767,32767,32767,32767,32767,32767
2500460002,32767,32767,32767,32767,32767,-51,32767
2500463990,32767,32767,32767,32767,32767,32767,32767
2500467990,32767,32767,32767,32767,-60,32767,32767
2500471990,32767,32767,32767,32767,32767,32767,32767
2500475990,32767,32767,32767,32767,32767,32767,32767
2500479990,32767,32767,32767,32767,-70,32767,32767
2500483990,32767,32767,32767,32767,32767,-59,32767
2500488002,32767,32767,32767,32767,32767,32767,32767
2500491990,32767,32767,32767,32767,-53,32767,32767
2500495990,32767,32767,32767,32767,32767,32767,32767
2500499990,32767,32767,32767,32767,32767,32767,32767
2500503990,32767,32767,32767,32767,32767,32767,32767
2500507990,32767,32767,32767,32767,32767,-67,32767
2500511990,32767,32767,32767,32767,-50,32767,32767
2500516001,32767,32767,32767,32767,32767,32767,32767
2500519990,32767,32767,32767,32767,32767,32767,32767
2500523990,32767,32767,32767,32767,-64,32767,32767
2500527990,32767,32767,32767,32767,32767,32767,32767
2500531990,32767,32767,32767,32767,32767,-67,32767
2500535990,32767,32767,32767,32767,-74,32767,32767
2500539989,32767,32767,32767,32767,32767,32767,32767
2500544004,32767,32767,32767,32767,32767,32767,32767
2500547989,32767,32767,32767,32767,32767,32767,32767
2500551990,32767,32767,32767,32767,32767,32767,32767
2500555990,32767,32767,32767,32767,-67,-88,32767
2500559990,32767,32767,32767,32767,32767,32767,32767
2500563990,32767,32767,32767,32767,-50,32767,32767
2500567990,32767,32767,32767,32767,32767,32767,32767
2500572002,32767,32767,32767,32767,32767,32767,32767
2500575990,32767,32767,-99,32767,-60,-59,32767
2500579990,32767,32767,32767,32767,32767,32767,32767
2500583990,32767,32767,32767,32767,32767,32767,32767
2500587990,32767,32767,32767,32767,32767,32767,32767
2500591990,32767,32767,32767,32767,32767,32767,32767
2500595990,32767,32767,32767,32767,32767,32767,32767
2500600002,32767,32767,32767,32767,-75,-74,32767
2500603989,32767,32767,32767,32767,32767,32767,32767
2500607990,32767,32767,32767,32767,-48,32767,32767
2500611990,32767,32767,32767,32767,32767,32767,32767
2500615990,32767,32767,32767,32767,32767,32767,32767
2500619990,32767,32767,32767,32767,-60,-59,32767
2500623990,32767,32767,32767,32767,32767,32767,32767
2500628001,32767,32767,32767,32767,32767,32767,32767
2500631990,32767,32767,32767,32767,32767,32767,32767
2500635996,32767,32767,32767,32767,32767,32767,32767
2500639989,32767,32767,32767,32767,-50,32767,32767
2500643990,32767,32767,32767,32767,32767,-67,32767
2500647990,32767,32767,32767,32767,32767,32767,32767
2500651990,32767,32767,32767,32767,-55,32767,32767
2500656008,32767,32767,32767,32767,32767,32767,32767
2500659989,32767,32767,32767,32767,32767,32767,32767
2500663989,32767,32767,32767,32767,-70,-50,32767
2500667990,32767,32767,32767,32767,32767,32767,32767
2500671990,32767,32767,32767,32767,32767,32767,32767
2500675996,32767,32767,32767,32767,32767,32767,32767
2500679990,32767,32767,32767,32767,32767,32767,32767
2500684001,32767,32767,32767,32767,32767,32767,32767
2500687990,32767,32767,32767,32767,-70,-69,32767
2500691990,32767,32767,32767,32767,32767,32767,32767
2500695995,32767,32767,32767,32767,-48,32767,32767
2500699989,32767,32767,32767,32767,32767,32767,32767
2500703989,32767,32767,32767,32767,32767,32767,32767
2500707989,32767,32767,32767,32767,-67,-50,32767
2500712001,32767,32767,32767,32767,32767,32767,32767
2500715996,32767,32767,32767,32767,32767,32767,32767
2500719990,32767,32767,32767,32767,32767,32767,32767
2500723990,32767,32767,32767,32767,32767,32767,32767
2500727990,32767,32767,32767,32767,-70,32767,32767
2500731990,32767,32767,32767,32767,32767,-59,32767
2500735995,32767,32767,32767,32767,32767,32767,32767
2500740002,32767,32767,32767,32767,-67,32767,32767
2500743989,32767,32767,32767,32767,32767,32767,32767
2500747989,32767,32767,32767,32767,32767,32767,32767
2500751989,32767,32767,32767,32767,-74,32767,32767
2500755995,32767,32767,32767,32767,32767,-87,32767
2500760796,32767,32767,32767,32767,32767,32767,32767
2500764796,32767,32767,32767,32767,32767,32767,32767
2500768795,32767,32767,32767,32767,32767,32767,32767
2500772796,32767,32767,-46,32767,-67,32767,32767
2500776796,32767,32767,32767,32767,32767,-58,32767
2500780796,32767,32767,32767,32767,32767,32767,32767
2500784797,32767,32767,32767,32767,-74,32767,32767
2500788796,32767,32767,32767,32767,32767,32767,32767
2500792796,32767,32767,32767,32767,-46,32767,32767
2500796796,32767,32767,32767,32767,32767,32767,32767
2500800796,32767,32767,32767,32767,32767,-74,32767
2500804796,32767,32767,32767,32767,32767,32767,32767
2500808794,32767,32767,32767,32767,32767,32767,32767
2500812796,32767,32767,32767,32767,-44,32767,32767
2500816795,32767,32767,32767,32767,32767,32767,32767
2500820796,32767,32767,32767,32767,32767,32767,32767
2500824796,32767,32767,32767,32767,-58,-87,32767
2500828795,32767,32767,32767,32767,32767,32767,32767
2500832797,32767,32767,32767,32767,32767,32767,32767
2500836804,32767,32767,32767,32767,-41,32767,32767
2500840796,32767,32767,32767,32767,32767,32767,32767
2500844795,32767,32767,32767,32767,32767,32767,32767
2500848796,32767,32767,32767,32767,32767,-87,32767
2500852796,32767,32767,32767,32767,32767,32767,32767
2500856796,32767,32767,32767,32767,32767,32767,32767
2500860796,32767,32767,32767,32767,-48,32767,32767
2500864796,32767,32767,32767,32767,32767,32767,32767
2500868797,32767,32767,32767,32767,32767,-58,32767
2500872796,32767,32767,32767,32767,-58,32767,32767
2500876795,32767,32767,32767,32767,32767,32767,32767
2500880796,32767,32767,32767,32767,32767,32767,32767
2500884796,32767,32767,32767,32767,-63,32767,32767
2500888796,32767,32767,32767,32767,32767,32767,32767
2500892797,32767,32767,32767,32767,32767,-67,32767
2500896796,32767,32767,32767,32767,32767,32767,32767
2500900796,32767,32767,32767,32767,32767,32767,32767
2500904796,32767,32767,32767,32767,-43,32767,32767
2500908796,32767,32767,32767,32767,32767,32767,32767
2500912796,32767,32767,32767,32767,32767,32767,32767
2500916797,32767,32767,32767,32767,-67,-87,32767
2500920796,32767,32767,32767,32767,32767,32767,32767
2500924796,32767,32767,32767,32767,32767,32767,32767
2500928797,32767,32767,32767,32767,-75,32767,32767
2500932794,32767,32767,32767,32767,32767,32767,32767
2500936803,32767,32767,32767,32767,32767,32767,32767
2500940811,32767,32767,32767,32767,32767,-88,32767
2500944797,32767,32767,32767,32767,32767,32767,32767
2500948797,32767,32767,32767,32767,-53,32767,32767
2500952795,32767,32767,32767,32767,32767,32767,32767
2500956802,32767,32767,32767,32767,32767,32767,32767
2500960796,32767,32767,32767,32767,-67,32767,32767
2500964796,32767,32767,32767,32767,32767,-87,32767
2500968796,32767,32767,32767,32767,32767,32767,32767
2500972796,32767,32767,32767,32767,-68,32767,32767
2500976778,32767,32767,-106,32767,32767,32767,32767
2500980796,32767,32767,32767,32767,32767,32767,32767
2500984795,32767,32767,32767,32767,32767,32767,32767
2500988796,32767,32767,32767,32767,32767,-52,32767
2500992795,32767,32767,32767,32767,-58,32767,32767
2500996801,32767,32767,32767,32767,32767,32767,32767
2501000796,32767,32767,32767,32767,32767,32767,32767
2501004796,32767,32767,32767,32767,-64,32767,32767
2501008796,32767,32767,32767,32767,32767,32767,32767
2501012796,32767,32767,32767,32767,-40,-54,32767
2501016802,32767,32767,32767,32767,32767,32767,32767
2501020794,32767,32767,32767,32767,32767,32767,32767
2501024795,32767,32767,32767,32767,32767,32767,32767
2501028795,32767,32767,32767,32767,32767,32767,32767
2501032795,32767,32767,32767,32767,32767,32767,32767
2501036801,32767,32767,32767,32767,-55,-55,32767
2501040797,32767,32767,32767,32767,32767,32767,32767
2501044795,32767,32767,32767,32767,32767,32767,32767
2501048796,32767,32767,32767,32767,-67,32767,32767
2501052795,32767,32767,32767,32767,32767,32767,32767
2501056796,32767,32767,32767,32767,-47,32767,32767
2501060797,32767,32767,32767,32767,32767,-53,32767
2501064806,32767,32767,32767,32767,32767,32767,32767
2501068796,32767,32767,32767,32767,32767,32767,32767
2501072796,32767,32767,32767,32767,32767,32767,32767
2501076796,32767,32767,32767,32767,32767,32767,32767
2501080796,32767,32767,32767,32767,-73,32767,32767
2501084796,32767,32767,32767,32767,32767,-54,32767
2501088796,32767,32767,32767,32767,-47,32767,32767
2501092796,32767,32767,32767,32767,32767,32767,32767
2501096796,32767,32767,32767,32767,32767,32767,32767
2501100796,32767,32767,32767,32767,-62,32767,32767
2501104796,32767,32767,32767,32767,32767,32767,32767
2501108796,32767,32767,32767,32767,32767,-54,32767
2501112796,32767,32767,32767,32767,32767,32767,32767
2501116796,32767,32767,32767,32767,32767,32767,32767
2501120797,32767,32767,32767,32767,-58,32767,32767
2501124795,32767,32767,32767,32767,32767,32767,32767
2501128795,32767,32767,32767,32767,32767,32767,32767
2501132795,32767,32767,32767,32767,-54,-54,32767
2501136795,32767,32767,32767,32767,32767,32767,32767
2501140796,32767,32767,32767,32767,32767,32767,32767
2501145568,32767,32767,32767,32767,-76,32767,32767
2501149599,32767,32767,32767,32767,32767,32767,32767
2501153568,32767,32767,32767,32767,32767,32767,32767
2501157569,32767,32767,32767,32767,32767,-85,32767
2501161568,32767,32767,32767,32767,32767,32767,32767
2501165570,32767,32767,32767,32767,-55,32767,32767
2501169568,32767,32767,32767,32767,32767,32767,32767
2501173569,32767,32767,-62,32767,32767,32767,32767
2501177597,32767,32767,32767,32767,-75,32767,32767
2501181569,32767,32767,32767,32767,32767,-54,32767
2501185568,32767,32767,32767,32767,-55,32767,32767
2501189569,32767,32767,32767,32767,32767,32767,32767
2501193569,32767,32767,32767,32767,32767,32767,32767
2501197569,32767,32767,32767,32767,32767,32767,32767
2501201568,32767,32767,32767,32767,32767,32767,32767
2501205597,32767,32767,32767,32767,32767,-58,32767
2501209568,32767,32767,32767,32767,-74,32767,32767
2501213568,32767,32767,32767,32767,32767,32767,32767
2501217568,32767,32767,32767,32767,-43,32767,32767
2501221569,32767,32767,32767,32767,32767,32767,32767
2501225568,32767,32767,32767,32767,32767,32767,32767
2501229569,32767,32767,32767,32767,-52,-86,32767
2501233597,32767,32767,32767,32767,32767,32767,32767
2501237569,32767,32767,32767,32767,32767,32767,32767
2501241568,32767,32767,32767,32767,32767,32767,32767
2501245569,32767,32767,32767,32767,32767,32767,32767
2501249568,32767,32767,32767,32767,32767,32767,32767
2501253569,32767,32767,32767,32767,-52,-51,32767
2501257568,32767,32767,32767,32767,32767,32767,32767
2501261598,32767,32767,32767,32767,32767,32767,32767
2501265568,32767,32767,32767,32767,-64,32767,32767
2501269569,32767,32767,32767,32767,32767,32767,32767
2501273579,32767,32767,32767,32767,32767,32767,32767
2501277596,32767,32767,32767,32767,-54,-54,32767
2501281596,32767,32767,32767,32767,32767,32767,32767
2501285596,32767,32767,32767,32767,32767,32767,32767
2501289573,32767,32767,32767,32767,32767,32767,32767
2501293595,32767,32767,32767,32767,32767,32767,32767
2501297596,32767,32767,32767,32767,-46,32767,32767
2501301596,32767,32767,32767,32767,32767,-56,32767
2501305596,32767,32767,32767,32767,32767,32767,32767
2501309601,32767,32767,32767,32767,-66,32767,32767
2501313608,32767,32767,32767,32767,32767,32767,32767
2501317597,32767,32767,32767,32767,32767,32767,32767
2501321596,32767,32767,32767,32767,-74,32767,32767
2501325595,32767,32767,32767,32767,32767,-85,32767
2501329602,32767,32767,32767,32767,32767,32767,32767
2501333596,32767,32767,32767,32767,32767,32767,32767
2501337596,32767,32767,32767,32767,32767,32767,32767
2501341595,32767,32767,32767,32767,-55,32767,32767
2501345568,32767,32767,32767,32767,32767,32767,32767
2501349603,32767,32767,32767,32767,32767,-87,32767
2501353596,32767,32767,32767,32767,-66,32767,32767
2501357596,32767,32767,32767,32767,32767,32767,32767
2501361596,32767,32767,32767,32767,-42,32767,32767
2501365595,32767,32767,32767,32767,32767,32767,32767
2501369601,32767,32767,-64,32767,32767,32767,32767
2501373567,32767,32767,32767,32767,32767,-85,32767
2501377595,32767,32767,32767,32767,32767,32767,32767
2501381596,32767,32767,32767,32767,-46,32767,32767
2501385596,32767,32767,32767,32767,32767,32767,32767
2501389602,32767,32767,32767,32767,32767,32767,32767
2501393596,32767,32767,32767,32767,-55,-55,32767
2501397596,32767,32767,32767,32767,32767,32767,32767
2501401567,32767,32767,32767,32767,32767,32767,32767
2501405596,32767,32767,32767,32767,-66,32767,32767
2501409602,32767,32767,32767,32767,32767,32767,32767
2501413596,32767,32767,32767,32767,32767,32767,32767
2501417596,32767,32767,32767,32767,32767,-74,32767
2501421596,32767,32767,32767,32767,32767,32767,32767
2501425596,32767,32767,32767,32767,-66,32767,32767
2501429573,32767,32767,32767,32767,32767,32767,32767
2501433595,32767,32767,32767,32767,32767,32767,32767
2501437596,32767,32767,32767,32767,-67,32767,32767
2501441596,32767,32767,32767,32767,32767,-85,32767
2501445596,32767,32767,32767,32767,-54,32767,32767
2501449602,32767,32767,32767,32767,32767,32767,32767
2501453596,32767,32767,32767,32767,32767,32767,32767
2501457567,32767,32767,32767,32767,32767,32767,32767
2501461596,32767,32767,32767,32767,32767,-66,32767
2501465596,32767,32767,32767,32767,32767,32767,32767
2501469602,32767,32767,32767,32767,-55,32767,32767
2501473595,32767,32767,32767,32767,32767,32767,32767
2501477595,32767,32767,32767,32767,32767,32767,32767
2501481595,32767,32767,32767,32767,-74,-55,32767
2501485566,32767,32767,32767,32767,32767,32767,32767
2501489602,32767,32767,32767,32767,-47,32767,32767
2501493596,32767,32767,32767,32767,32767,32767,32767
2501497596,32767,32767,32767,32767,32767,32767,32767
2501501596,32767,32767,32767,32767,32767,32767,32767
2501505596,32767,32767,32767,32767,32767,-74,32767
2501509602,32767,32767,32767,32767,32767,32767,32767
2501513567,32767,32767,32767,32767,-74,32767,32767
2501517596,32767,32767,32767,32767,32767,32767,32767
2501521595,32767,32767,32767,32767,-55,32767,32767
2501525596,32767,32767,32767,32767,32767,32767,32767
2501529603,32767,32767,32767,32767,32767,-87,32767
2501533596,32767,32767,32767,32767,-66,32767,32767
2501537596,32767,32767,32767,32767,32767,32767,32767
2501542390,32767,32767,32767,32767,32767,32767,32767
2501546390,32767,32767,32767,32767,32767,32767,32767
2501550390,32767,32767,32767,32767,32767,-63,32767
2501554390,32767,32767,32767,32767,-53,32767,32767
2501558390,32767,32767,32767,32767,32767,32767,32767
2501562390,32767,32767,32767,32767,32767,32767,32767
2501566390,32767,32767,32767,32767,-57,32767,32767
2501570390,32767,32767,-53,32767,32767,-54,32767
2501574390,32767,32767,32767,32767,32767,32767,32767
2501578390,32767,32767,32767,32767,-73,32767,32767
2501582389,32767,32767,32767,32767,32767,32767,32767
2501586390,32767,32767,32767,32767,32767,32767,32767
2501590390,32767,32767,32767,32767,32767,32767,32767
2501594390,32767,32767,32767,32767,32767,-74,32767
2501598390,32767,32767,32767,32767,-54,32767,32767
2501602390,32767,32767,32767,32767,32767,32767,32767
2501606390,32767,32767,32767,32767,32767,32767,32767
2501610389,32767,32767,32767,32767,-63,32767,32767
2501614390,32767,32767,32767,32767,32767,-54,32767
2501618390,32767,32767,32767,32767,32767,32767,32767
2501622390,32767,32767,32767,32767,-67,32767,32767
2501626389,32767,32767,32767,32767,32767,32767,32767
2501630390,32767,32767,32767,32767,32767,32767,32767
2501634390,32767,32767,32767,32767,32767,32767,32767
2501638390,32767,32767,32767,32767,32767,-53,32767
2501642389,32767,32767,32767,32767,-63,32767,32767
2501646390,32767,32767,32767,32767,32767,32767,32767
2501650390,32767,32767,32767,32767,32767,32767,32767
2501654390,32767,32767,32767,32767,-51,32767,32767
2501658390,32767,32767,32767,32767,32767,32767,32767
2501662390,32767,32767,32767,32767,32767,-54,32767
2501666390,32767,32767,32767,32767,-71,32767,32767
2501670399,32767,32767,32767,32767,32767,32767,32767
2501674390,32767,32767,32767,32767,32767,32767,32767
2501678389,32767,32767,32767,32767,32767,32767,32767
2501682390,32767,32767,32767,32767,32767,32767,32767
2501686390,32767,32767,32767,32767,-54,-84,32767
2501690390,32767,32767,32767,32767,32767,32767,32767
2501694399,32767,32767,32767,32767,32767,32767,32767
2501698391,32767,32767,32767,32767,-60,32767,32767
2501702388,32767,32767,32767,32767,32767,32767,32767
2501706390,32767,32767,32767,32767,-43,-63,32767
2501710390,32767,32767,32767,32767,32767,32767,32767
2501714390,32767,32767,32767,32767,32767,32767,32767
2501718390,32767,32767,32767,32767,32767,32767,32767
2501722390,32767,32767,32767,32767,32767,32767,32767
2501726390,32767,32767,32767,32767,32767,-53,32767
2501730390,32767,32767,32767,32767,-63,32767,32767
2501734390,32767,32767,32767,32767,32767,32767,32767
2501738390,32767,32767,32767,32767,-40,32767,32767
2501742389,32767,32767,32767,32767,32767,32767,32767
2501746389,32767,32767,32767,32767,32767,32767,32767
2501750390,32767,32767,32767,32767,-51,-83,32767
2501754390,32767,32767,32767,32767,32767,32767,32767
2501758390,32767,32767,32767,32767,32767,32767,32767
2501762390,32767,32767,32767,32767,32767,32767,32767
2501766390,32767,32767,32767,32767,32767,32767,32767
2501770390,32767,32767,-53,32767,32767,32767,32767
2501774390,32767,32767,32767,32767,-67,-66,32767
2501778389,32767,32767,32767,32767,32767,32767,32767
2501782390,32767,32767,32767,32767,-43,32767,32767
2501786389,32767,32767,32767,32767,32767,32767,32767
2501790390,32767,32767,32767,32767,32767,32767,32767
2501794390,32767,32767,32767,32767,-62,32767,32767
2501798390,32767,32767,32767,32767,32767,-64,32767
2501802390,32767,32767,32767,32767,32767,32767,32767
2501806389,32767,32767,32767,32767,32767,32767,32767
2501810390,32767,32767,32767,32767,32767,32767,32767
2501814389,32767,32767,32767,32767,32767,32767,32767
2501818392,32767,32767,32767,32767,-74,32767,32767
2501822388,32767,32767,32767,32767,32767,-84,32767
2501826390,32767,32767,32767,32767,-44,32767,32767
2501830390,32767,32767,32767,32767,32767,32767,32767
2501834390,32767,32767,32767,32767,32767,32767,32767
2501838390,32767,32767,32767,32767,-54,32767,32767
2501842390,32767,32767,32767,32767,32767,-54,32767
2501846390,32767,32767,32767,32767,32767,32767,32767
2501850395,32767,32767,32767,32767,32767,32767,32767
2501854388,32767,32767,32767,32767,32767,32767,32767
2501858389,32767,32767,32767,32767,-44,32767,32767
2501862389,32767,32767,32767,32767,32767,32767,32767
2501866389,32767,32767,32767,32767,32767,-74,32767
2501870395,32767,32767,32767,32767,-54,32767,32767
2501874389,32767,32767,32767,32767,32767,32767,32767
2501878390,32767,32767,32767,32767,32767,32767,32767
2501883192,32767,32767,32767,32767,-71,32767,32767
2501887193,32767,32767,32767,32767,32767,-62,32767
2501891193,32767,32767,32767,32767,32767,32767,32767
2501895193,32767,32767,32767,32767,32767,32767,32767
2501899193,32767,32767,32767,32767,32767,32767,32767
2501903197,32767,32767,32767,32767,-52,32767,32767
2501907193,32767,32767,32767,32767,32767,32767,32767
2501911193,32767,32767,32767,32767,32767,-80,32767
2501915193,32767,32767,32767,32767,-56,32767,32767
2501919193,32767,32767,32767,32767,32767,32767,32767
2501923192,32767,32767,32767,32767,32767,32767,32767
2501927193,32767,32767,32767,32767,-71,32767,32767
2501931205,32767,32767,32767,32767,32767,-53,32767
2501935193,32767,32767,32767,32767,32767,32767,32767
2501939191,32767,32767,32767,32767,32767,32767,32767
2501943192,32767,32767,32767,32767,32767,32767,32767
2501947192,32767,32767,32767,32767,-51,32767,32767
2501951193,32767,32767,32767,32767,32767,32767,32767
2501955200,32767,32767,32767,32767,32767,-68,32767
2501959198,32767,32767,32767,32767,-71,32767,32767
2501963195,32767,32767,32767,32767,32767,32767,32767
2501967190,32767,32767,32767,32767,32767,32767,32767
2501971193,32767,32767,-91,32767,-67,32767,32767
2501975192,32767,32767,32767,32767,32767,32767,32767
2501979197,32767,32767,32767,32767,32767,-80,32767
2501983193,32767,32767,32767,32767,32767,32767,32767
2501987192,32767,32767,32767,32767,32767,32767,32767
2501991192,32767,32767,32767,32767,-58,32767,32767
2501995191,32767,32767,32767,32767,32767,32767,32767
2501999192,32767,32767,32767,32767,32767,-62,32767
2502003192,32767,32767,32767,32767,-68,32767,32767
2502007192,32767,32767,32767,32767,32767,32767,32767
2502011192,32767,32767,32767,32767,-48,32767,32767
2502015193,32767,32767,32767,32767,32767,32767,32767
2502019197,32767,32767,32767,32767,32767,-61,32767
2502023192,32767,32767,32767,32767,32767,32767,32767
2502027212,32767,32767,32767,32767,32767,32767,32767
2502031193,32767,32767,32767,32767,32767,32767,32767
2502035191,32767,32767,32767,32767,-63,32767,32767
2502039196,32767,32767,32767,32767,32767,32767,32767
2502043192,32767,32767,32767,32767,-40,-68,32767
2502047192,32767,32767,32767,32767,32767,32767,32767
2502051192,32767,32767,32767,32767,32767,32767,32767
2502055201,32767,32767,32767,32767,-48,32767,32767
2502059192,32767,32767,32767,32767,32767,32767,32767
2502063197,32767,32767,32767,32767,32767,-52,32767
2502067191,32767,32767,32767,32767,32767,32767,32767
2502071192,32767,32767,32767,32767,32767,32767,32767
2502075193,32767,32767,32767,32767,32767,32767,32767
2502079191,32767,32767,32767,32767,-74,32767,32767
2502083192,32767,32767,32767,32767,32767,32767,32767
2502087171,32767,32767,32767,32767,-51,-82,32767
2502091171,32767,32767,32767,32767,32767,32767,32767
2502095171,32767,32767,32767,32767,32767,32767,32767
2502099171,32767,32767,32767,32767,-51,32767,32767
2502103171,32767,32767,32767,32767,32767,32767,32767
2502107171,32767,32767,32767,32767,32767,-52,32767
2502111177,32767,32767,32767,32767,32767,32767,32767
2502115171,32767,32767,32767,32767,32767,32767,32767
2502119179,32767,32767,32767,32767,32767,32767,32767
2502123181,32767,32767,32767,32767,-50,32767,32767
2502127174,32767,32767,32767,32767,32767,32767,32767
2502131171,32767,32767,32767,32767,32767,-52,32767
2502135171,32767,32767,32767,32767,-62,32767,32767
2502139174,32767,32767,32767,32767,32767,32767,32767
2502143171,32767,32767,32767,32767,32767,32767,32767
2502147171,32767,32767,32767,32767,-50,32767,32767
2502151171,32767,32767,32767,32767,32767,32767,32767
2502155172,32767,32767,32767,32767,32767,-51,32767
2502159171,32767,32767,32767,32767,32767,32767,32767
2502163178,32767,32767,32767,32767,32767,32767,32767
2502167177,32767,32767,32767,32767,32767,32767,32767
2502171176,32767,32767,32767,32767,-50,32767,32767
2502175171,32767,32767,32767,32767,32767,32767,32767
2502179171,32767,32767,-90,32767,32767,-52,32767
2502183171,32767,32767,32767,32767,-61,32767,32767
2502187171,32767,32767,32767,32767,32767,32767,32767
2502191171,32767,32767,32767,32767,32767,32767,32767
2502195171,32767,32767,32767,32767,-63,32767,32767
2502199170,32767,32767,32767,32767,32767,32767,32767
2502203171,32767,32767,32767,32767,32767,-67,32767
2502207171,32767,32767,32767,32767,32767,32767,32767
2502211170,32767,32767,32767,32767,32767,32767,32767
2502215171,32767,32767,32767,32767,-48,32767,32767
2502219178,32767,32767,32767,32767,32767,32767,32767
2502223171,32767,32767,32767,32767,32767,-51,32767
2502227171,32767,32767,32767,32767,-60,32767,32767
2502231171,32767,32767,32767,32767,32767,32767,32767
2502235171,32767,32767,32767,32767,32767,32767,32767
2502239171,32767,32767,32767,32767,-68,32767,32767
2502243170,32767,32767,32767,32767,32767,32767,32767
2502247171,32767,32767,32767,32767,32767,-71,32767
2502251171,32767,32767,32767,32767,32767,32767,32767
2502255171,32767,32767,32767,32767,32767,32767,32767
2502259171,32767,32767,32767,32767,-48,32767,32767
2502263171,32767,32767,32767,32767,32767,32767,32767
2502267174,32767,32767,32767,32767,32767,32767,32767
2502271171,32767,32767,32767,32767,-62,-91,32767
2502275171,32767,32767,32767,32767,32767,32767,32767
2502279171,32767,32767,32767,32767,32767,32767,32767
2502283171,32767,32767,32767,32767,-63,32767,32767
2502287173,32767,32767,32767,32767,32767,32767,32767
2502291182,32767,32767,32767,32767,32767,-67,32767
2502295171,32767,32767,32767,32767,32767,32767,32767
2502299171,32767,32767,32767,32767,32767,32767,32767
2502303171,32767,32767,32767,32767,-48,32767,32767
2502307171,32767,32767,32767,32767,32767,32767,32767
2502311172,32767,32767,32767,32767,32767,-52,32767
2502315182,32767,32767,32767,32767,-62,32767,32767
