rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,vector,x,y,z
1545132495982661512,,0,,1545132494,678509512,"""imu_link""",,0.509338744,0.065002488,-0.005493168
1545132495982760624,,1,,1545132494,730032368,"""imu_link""",,0.512085328,0.062255904,-0.013427744
1545132495982853267,,2,,1545132494,780963633,"""imu_link""",,0.512085328,0.065002488,-0.013427744
1545132495982927090,,3,,1545132494,832255726,"""imu_link""",,0.506897336,0.065002488,-0.005493168
1545132495983008693,,4,,1545132494,879503054,"""imu_link""",,0.506897336,0.067749072,-0.005493168
1545132495983245786,,5,,1545132494,931776098,"""imu_link""",,0.512085328,0.070495656,-0.005493168
1545132495983442861,,6,,1545132494,983726716,"""imu_link""",,0.512085328,0.067749072,-0.010986336
1545132495984122607,,7,,1545132495,34460110,"""imu_link""",,0.509338744,0.065002488,-0.010986336
1545132495984203221,,8,,1545132495,84268546,"""imu_link""",,0.509338744,0.065002488,-0.008239752
1545132495984307518,,9,,1545132495,134249546,"""imu_link""",,0.509338744,0.067749072,-0.013427744
1545132495984374852,,10,,1545132495,184374305,"""imu_link""",,0.512085328,0.067749072,-0.013427744
1545132495984482078,,11,,1545132495,235156540,"""imu_link""",,0.512085328,0.062255904,-0.013427744
1545132495984724107,,12,,1545132495,285207206,"""imu_link""",,0.509338744,0.067749072,-0.010986336
1545132495985262444,,13,,1545132495,336271497,"""imu_link""",,0.514831912,0.067749072,-0.010986336
1545132495985521161,,14,,1545132495,385115163,"""imu_link""",,0.509338744,0.070495656,-0.008239752
1545132495985706056,,15,,1545132495,436235944,"""imu_link""",,0.512085328,0.056762736,-0.008239752
1545132495985860724,,16,,1545132495,487362923,"""imu_link""",,0.514831912,0.067749072,-0.010986336
1545132495986113934,,17,,1545132495,540576982,"""imu_link""",,0.509338744,0.062255904,-0.008239752
1545132495986515896,,18,,1545132495,589453210,"""imu_link""",,0.512085328,0.05950932,-0.010986336
1545132495986654946,,19,,1545132495,636803162,"""imu_link""",,0.509338744,0.065002488,-0.008239752
1545132495986779940,,20,,1545132495,688515510,"""imu_link""",,0.506897336,0.062255904,-0.013427744
1545132495992891032,,21,,1545132495,741675235,"""imu_link""",,0.509338744,0.070495656,-0.010986336
1545132495992985904,,22,,1545132495,790302160,"""imu_link""",,0.512085328,0.065002488,-0.010986336
1545132495993443286,,23,,1545132495,839951494,"""imu_link""",,0.512085328,0.065002488,-0.010986336
1545132495994847745,,24,,1545132495,889245752,"""imu_link""",,0.514831912,0.065002488,-0.010986336
1545132495995155403,,25,,1545132495,942425568,"""imu_link""",,0.506897336,0.065002488,-0.008239752
1545132495998311180,,26,,1545132495,992864093,"""imu_link""",,0.512085328,0.07324224,-0.013427744
1545132496041943055,,27,,1545132496,41775153,"""imu_link""",,0.512085328,0.070495656,-0.013427744
1545132496095058887,,28,,1545132496,94631018,"""imu_link""",,0.509338744,0.05950932,-0.010986336
1545132496143130051,,29,,1545132496,142538424,"""imu_link""",,0.509338744,0.062255904,-0.013427744
1545132496194100091,,30,,1545132496,193570087,"""imu_link""",,0.512085328,0.070495656,-0.010986336
1545132496244254070,,31,,1545132496,243913837,"""imu_link""",,0.506897336,0.067749072,-0.005493168
1545132496295843712,,32,,1545132496,295430938,"""imu_link""",,0.517578496,0.062255904,-0.010986336
1545132496347483907,,33,,1545132496,346625205,"""imu_link""",,0.509338744,0.067749072,-0.008239752
1545132496394925400,,34,,1545132496,394351517,"""imu_link""",,0.509338744,0.062255904,-0.008239752
1545132496446853547,,35,,1545132496,446463919,"""imu_link""",,0.512085328,0.067749072,-0.013427744
1545132496497083514,,36,,1545132496,496512561,"""imu_link""",,0.509338744,0.065002488,-0.010986336
1545132496548090785,,37,,1545132496,547652893,"""imu_link""",,0.506897336,0.065002488,-0.010986336
1545132496596994438,,38,,1545132496,596595799,"""imu_link""",,0.512085328,0.05950932,-0.008239752
1545132496647551665,,39,,1545132496,647004689,"""imu_link""",,0.509338744,0.067749072,-0.010986336
1545132496696216196,,40,,1545132496,695812016,"""imu_link""",,0.509338744,0.070495656,-0.010986336
1545132496749199147,,41,,1545132496,748852506,"""imu_link""",,0.506897336,0.065002488,-0.013427744
