rosbagTimestamp,data
1545132495978291608,20.6106948853
1545132495978732423,20.6106948853
1545132495978782157,20.6178379059
1545132495978840025,20.6214084625
1545132495979291529,20.6071224213
1545132495979440997,20.6035518646
1545132495979515111,20.6035518646
1545132495979667446,20.6178379059
1545132495980088826,20.6214084625
1545132495980949608,20.6464080811
1545132495981150393,20.6392650604
1545132495981264162,20.6285514832
1545132495981296002,20.5714092255
1545132495981396963,20.6214084625
1545132495981447220,20.6178379059
1545132495981649748,20.6214084625
1545132495981761172,20.6106948853
1545132495981904131,20.5892658234
1545132495981964974,20.596408844
1545132495982123592,20.6035518646
1545132495982191795,20.6142654419
1545132495982290262,20.6214084625
1545132495982334874,20.5678367615
1545132495982407628,20.6178379059
1545132495982478420,20.6392650604
1545132495982592876,20.6106948853
1545132495982667104,20.6321239471
1545132495982779616,20.6535511017
1545132495982870555,20.6106948853
1545132495982943332,20.6071224213
1545132495983035833,20.6356945038
1545132495983255053,20.6142654419
1545132495983411461,20.6142654419
1545132495983587597,20.6214084625
1545132495983714373,20.6214084625
1545132495983931967,20.6142654419
1545132495984136992,20.6178379059
1545132495984215734,20.6071224213
1545132495984307628,20.6106948853
1545132495984372201,20.6321239471
1545132495984476255,20.6214084625
1545132495984554614,20.6178379059
1545132495985279186,20.6464080811
1545132495985522011,20.6106948853
1545132495985722920,20.6321239471
1545132495985898462,20.6142654419
1545132495986132757,20.6035518646
1545132495986278769,20.6249809265
1545132495986378252,20.6356945038
1545132495986516229,20.6392650604
1545132495986671197,20.6214084625
1545132495986796047,20.6249809265
1545132495991105084,20.6249809265
1545132495998365916,20.6428375244
1545132496041971018,20.6071224213
1545132496095194148,20.649980545
1545132496143145009,20.6321239471
1545132496194166528,20.6392650604
1545132496244335312,20.6214084625
1545132496295917879,20.6714096069
1545132496347569420,20.6428375244
1545132496395066222,20.6428375244
1545132496446911922,20.6249809265
1545132496497261932,20.6571235657
1545132496548229716,20.6249809265
1545132496597088079,20.6321239471
1545132496647636223,20.6356945038
1545132496696251696,20.649980545
1545132496749272957,20.6321239471
1545132496801315493,20.649980545
1545132496850557832,20.6464080811
1545132496898933047,20.6249809265
1545132496952053013,20.649980545
1545132497001838255,20.6285514832
1545132497051853460,20.649980545
1545132497102550379,20.6214084625
1545132497152221483,20.6178379059
1545132497202376499,20.6464080811
1545132497251382613,20.6249809265
1545132497303416702,20.6392650604
1545132497354315748,20.6571235657
1545132497405517590,20.649980545
1545132497454344597,20.6535511017
1545132497506681755,20.6321239471
1545132497555784055,20.6285514832
1545132497608802755,20.6214084625
1545132497657014673,20.596408844
1545132497707811795,20.6428375244
1545132497756392722,20.6392650604
1545132497808333452,20.6321239471
1545132497860126418,20.649980545
1545132497910828841,20.6356945038
1545132497960746551,20.6392650604
1545132498009019336,20.649980545
1545132498060954557,20.6356945038
1545132498111599111,20.6535511017
1545132498160950785,20.6214084625
1545132498211936971,20.6356945038
1545132498261824547,20.6428375244
1545132498311172521,20.649980545
1545132498365248061,20.6714096069
1545132498415167955,20.649980545
1545132498463770981,20.6571235657
1545132498514038614,20.6392650604
1545132498565735095,20.6571235657
1545132498617703073,20.6714096069
1545132498666805608,20.6464080811
1545132498715429986,20.6356945038
1545132498767270083,20.6606941223
1545132498816387519,20.649980545
1545132498869523982,20.6678371429
1545132498918478347,20.6714096069
1545132498971427548,20.649980545
1545132499019249188,20.6571235657
1545132499070386683,20.6606941223
1545132499119689880,20.649980545
1545132499170831266,20.6535511017
1545132499221513554,20.6714096069
1545132499268860475,20.6856937408
1545132499322376340,20.6606941223
1545132499373654051,20.6356945038
1545132499422072012,20.6428375244
1545132499471198912,20.6606941223
1545132499522382707,20.6071224213
1545132499573685360,20.6285514832
1545132499624898096,20.6571235657
1545132499673781663,20.6285514832
1545132499727054053,20.6392650604
1545132499774149977,20.6571235657
1545132499825289437,20.6464080811
1545132499877156834,20.6464080811
1545132499927465138,20.6392650604
1545132499978443295,20.6464080811
1545132500026315417,20.6356945038
1545132500077907105,20.6714096069
1545132500127340915,20.6392650604
1545132500180000562,20.6321239471
1545132500228257210,20.6535511017
1545132500281011414,20.6606941223
1545132500330575130,20.6678371429
1545132500380759679,20.6428375244
1545132500431327890,20.6571235657
1545132500482244373,20.649980545
1545132500532004671,20.6464080811
1545132500581320420,20.6571235657
1545132500631935676,20.6428375244
1545132500684081439,20.6714096069
1545132500736037142,20.6428375244
1545132500783415020,20.6785526276
1545132500832624359,20.6714096069
1545132500884259795,20.6285514832
1545132500936570833,20.6464080811
1545132500988205567,20.6571235657
1545132501036646219,20.6535511017
1545132501085560440,20.6356945038
1545132501138984938,20.6535511017
1545132501187215540,20.6678371429
1545132501239295364,20.6571235657
1545132501290452167,20.6321239471
1545132501339106001,20.6749801636
1545132501387683011,20.6535511017
1545132501441438499,20.6642665863
1545132501489126020,20.6571235657
1545132501539748117,20.6428375244
1545132501590304557,20.6606941223
1545132501642929523,20.6571235657
1545132501691866046,20.6678371429
1545132501743144504,20.6714096069
1545132501791684213,20.6285514832
1545132501843129627,20.6714096069
1545132501895004072,20.6464080811
1545132501945644371,20.6356945038
1545132501995302819,20.6285514832
1545132502046291119,20.6606941223
1545132502096064492,20.6356945038
1545132502145446492,20.6714096069
1545132502198288619,20.6571235657
1545132502248874475,20.6428375244
1545132502297528874,20.6642665863
1545132502346144867,20.6392650604
1545132502398396422,20.6571235657
1545132502448276043,20.6392650604
1545132502500386007,20.6749801636
1545132502549412297,20.6749801636
1545132502602159421,20.6714096069
1545132502649500254,20.649980545
1545132502701113546,20.6571235657
1545132502752892983,20.6321239471
1545132502801751312,20.6749801636
1545132502851479873,20.6321239471
1545132502903481617,20.6642665863
1545132502953561726,20.6464080811
1545132503002690969,20.6571235657
1545132503055709315,20.649980545
1545132503103647409,20.6642665863
1545132503156185417,20.6785526276
1545132503205302492,20.6606941223
1545132503256243694,20.6392650604
1545132503306831376,20.6428375244
1545132503357656729,20.6606941223
1545132503406883418,20.7035522461
1545132503456494638,20.6285514832
1545132503506188321,20.6535511017
1545132503559478830,20.6285514832
1545132503609648723,20.6464080811
1545132503658860322,20.6356945038
1545132503708890837,20.6714096069
1545132503761314106,20.6535511017
1545132503811162262,20.6892662048
1545132503861745976,20.6785526276
1545132503911698361,20.6642665863
1545132503960892034,20.6749801636
1545132504012340411,20.6535511017
1545132504062500755,20.6928367615
1545132504114709177,20.6392650604
1545132504163225386,20.6571235657
1545132504212363779,20.6714096069
1545132504265000193,20.6714096069
1545132504314488452,20.6606941223
1545132504367428819,20.6892662048
1545132504418566935,20.6785526276
1545132504463816177,20.6535511017
1545132504516192168,20.6606941223
1545132504568221816,20.6606941223
1545132504619792611,20.6749801636
1545132504666410949,20.6928367615
1545132504718938014,20.6892662048
1545132504769331092,20.6821231842
1545132504820557881,20.6785526276
1545132504871514532,20.6892662048
1545132504921682137,20.6606941223
1545132504971264891,20.6464080811
1545132505018980113,20.6821231842
1545132505071018644,20.6678371429
1545132505122761167,20.6964092255
1545132505173815760,20.649980545
1545132505221817491,20.6606941223
1545132505271393287,20.6749801636
1545132505323591053,20.6642665863
1545132505376469711,20.6928367615
1545132505425567129,20.6464080811
1545132505474602582,20.6999797821
1545132505525130514,20.6892662048
1545132505577822076,20.6535511017
1545132505628675289,20.6606941223
1545132505679385187,20.6571235657
1545132505727721980,20.6856937408
1545132505778670345,20.6821231842
1545132505828489920,20.6785526276
1545132505880873896,20.6821231842
1545132505929209088,20.6678371429
1545132505978937995,20.7178382874
1545132506029070534,20.6928367615
1545132506078208761,20.6892662048
1545132506132168750,20.6892662048
1545132506180655745,20.6606941223
1545132506233824783,20.6571235657
1545132506280011043,20.6999797821
1545132506333565079,20.6606941223
1545132506385733351,20.6785526276
1545132506432955358,20.6392650604
1545132506486490227,20.7106952667
1545132506534257483,20.6642665863
1545132506583331329,20.6571235657
1545132506635460113,20.6892662048
1545132506686849011,20.7142658234
1545132506737508652,20.6785526276
1545132506786998029,20.6678371429
1545132506835239639,20.6821231842
1545132506887584442,20.6821231842
1545132506938547357,20.6821231842
1545132506990109172,20.6856937408
1545132507039015473,20.6892662048
1545132507091150659,20.6535511017
1545132507139280874,20.6678371429
1545132507191298040,20.6785526276
1545132507241730954,20.6714096069
1545132507290779661,20.6714096069
1545132507340609710,20.6928367615
1545132507392292704,20.6856937408
1545132507444474126,20.6714096069
1545132507492939863,20.6714096069
1545132507541751259,20.7035522461
1545132507594018326,20.6606941223
1545132507644972618,20.6749801636
1545132507695911888,20.6856937408
1545132507745043308,20.6821231842
1545132507798203767,20.6606941223
1545132507846388996,20.7035522461
1545132507896982903,20.6964092255
1545132507948527127,20.6892662048
1545132507999257247,20.6535511017
1545132508047037571,20.7178382874
1545132508096470900,20.6571235657
1545132508150958866,20.6749801636
1545132508198062121,20.6892662048
1545132508250510652,20.6928367615
1545132508297693181,20.6464080811
1545132508349780479,20.6964092255
1545132508401391570,20.7178382874
1545132508451406722,20.6892662048
1545132508500315766,20.6678371429
1545132508553481713,20.6856937408
1545132508600967481,20.6928367615
1545132508652602084,20.6821231842
1545132508704144257,20.6785526276
1545132508752622674,20.6785526276
1545132508803894068,20.6892662048
1545132508854415046,20.6928367615
1545132508904613000,20.7071228027
1545132508953631048,20.6642665863
1545132509006682500,20.6785526276
1545132509057974508,20.7035522461
1545132509107548909,20.6678371429
1545132509157633634,20.6749801636
1545132509207740577,20.6892662048
1545132509258644340,20.6999797821
