rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1545132495982489284,,50,,1545132494,578975362,"""imu_link""",,0.3842006385,0.5677240016,-0.3247829775,0.6516136823,"[0.0018058685818687081, -0.0008506965823471546, -0.0006490970845334232, -0.0008506959420628846, 0.004151858855038881, 0.0019463232019916177, -0.0006490969099104404, 0.0019463248318061233, 0.0029739835299551487]",,0.0,0.0,-0.0,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,-10.3112786,-0.1077834,0.23532709,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545132495982584473,,51,,1545132494,629416471,"""imu_link""",,0.3843013464,0.567656863,-0.3247494082,0.6516136823,"[0.0018062263261526823, -0.0008502202108502388, -0.0006482946337200701, -0.0008502196287736297, 0.004154137801378965, 0.0019461078336462379, -0.0006482945173047483, 0.0019461086485534906, 0.002973684575408697]",,0.0,0.0,-0.0,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,-10.27175802,-0.12754369,0.20658485,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545132495982650077,,52,,1545132494,678509512,"""imu_link""",,0.3839992227,0.5672876007,-0.324615131,0.6510765735,"[0.001802457612939179, -0.0008511870983056724, -0.0006497318972833455, -0.0008511867490597069, 0.0041465903632342815, 0.0019460773328319192, -0.0006497320136986673, 0.0019460779149085283, 0.002970494329929352]",,0.0,-0.00106526519961,-0.0,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,-10.19271686,-0.04850253,0.11856174,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545132495982761491,,53,,1545132494,730032368,"""imu_link""",,0.3842677771,0.5676904323,-0.3248836854,0.6515465437,"[0.0018071720842272043, -0.0008515913505107164, -0.0006502800388261676, -0.00085159094305709, 0.004149924498051405, 0.0019460462499409914, -0.0006502807373180985, 0.0019460470648482442, 0.002975344890728593]",,-0.00213053039923,0.00106526519961,-0.0,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,-10.35978113,-0.08802311,0.23532709,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545132495982857515,,54,,1545132494,780963633,"""imu_link""",,0.384368485,0.5676232937,-0.3248836854,0.6515465437,"[0.0018065277254208922, -0.0008511089836247265, -0.0006494779954664409, -0.000851108634378761, 0.004151145927608013, 0.0019458116730675101, -0.0006494788103736937, 0.001945812371559441, 0.0029740380123257637]",,0.0,0.0,-0.0,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,-10.37954142,-0.12754369,0.22634514,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545132495982939704,,55,,1545132494,832255726,"""imu_link""",,0.3844356236,0.5675561551,-0.3248501161,0.651580113,"[0.0018068647477775812, -0.0008506015874445438, -0.0006486666388809681, -0.0008506012964062393, 0.0041533880867064, 0.0019456149311736226, -0.0006486675119958818, 0.001945615978911519, 0.00297378096729517]",,0.0,-0.00106526519961,-0.00106526519961,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,-10.30050026,-0.13652564,0.15628593,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545132495983021983,,56,,1545132494,879503054,"""imu_link""",,0.3844020543,0.5676232937,-0.3249843933,0.6514794051,"[0.0018041126895695925, -0.0008515790686942637, -0.0006501146708615124, -0.0008515789522789419, 0.00414682924747467, 0.001945578958839178, -0.0006501151947304606, 0.0019455800065770745, 0.0029715970158576965]",,0.0,0.0,-0.0,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,-10.21247715,-0.12754369,0.27484767,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545132495983237743,,57,,1545132494,931776098,"""imu_link""",,0.3842006385,0.5671533235,-0.3247158389,0.6510094349,"[0.0018024721648544073, -0.0008510634652338922, -0.0006493011605925858, -0.0008510629995726049, 0.004147055558860302, 0.001945366384461522, -0.0006493016262538731, 0.001945367781445384, 0.0029693632386624813]",,0.0,-0.00213053039923,-0.0,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,-10.28073997,-0.08802311,0.16706427,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545132495983771807,,58,,1545132494,983726716,"""imu_link""",,0.3844691929,0.5675897244,-0.3249843933,0.6514458358,"[0.001808246597647667, -0.0008514675428159535, -0.0006498685688711703, -0.0008514672517776489, 0.004151336848735809, 0.0019453206332400441, -0.0006498690345324576, 0.0019453215645626187, 0.0029752941336482763]",,-0.00106526519961,0.0,-0.0,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,-10.33103889,-0.2155668,0.18682456,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
1545132495985187930,,59,,1545132495,34460110,"""imu_link""",,0.3844691929,0.5676904323,-0.3251522398,0.6513786972,"[0.0018055173568427563, -0.0008524665026925504, -0.0006513408152386546, -0.0008524662116542459, 0.004144784063100815, 0.0019453029381111264, -0.0006513415137305856, 0.001945304567925632, 0.002973149996250868]",,0.0,-0.00106526519961,-0.00106526519961,"[2.5e-05, 0.0, 0.0, 0.0, 2.5e-05, 0.0, 0.0, 0.0, 2.5e-05]",,-10.27175802,-0.2155668,0.20658485,"[0.0036, 0.0, 0.0, 0.0, 0.0036, 0.0, 0.0, 0.0, 0.0036]"
