rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1545310129753964792,,4511,,1545310129,735443830,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532729331,0.335013213412,0.779749419983,,0.00194546601261,-0.00760706546005,-0.405026764211,0.914271112958
1545310129764764298,,4512,,1545310129,745980217,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532406048,0.33501433055,0.779767998782,,0.00170482335398,-0.00760616449118,-0.405042167769,0.914264776839
1545310129774733254,,4513,,1545310129,756095850,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532565648,0.335011999246,0.779744407703,,0.00202790957858,-0.00762369698857,-0.405108600826,0.914234536847
1545310129784848981,,4514,,1545310129,766071500,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532275712,0.335016222906,0.779757683748,,0.00152732142686,-0.0076527614311,-0.405144878712,0.914219191324
1545310129794189953,,4515,,1545310129,775920446,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533046665,0.334990818512,0.779740625303,,0.00184971709526,-0.00771873128684,-0.405112719867,0.914232292109
1545310129804237166,,4516,,1545310129,786021265,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532502774,0.33499854448,0.779751931773,,0.00194346702441,-0.00769385284253,-0.405093710177,0.914240730628
1545310129814621795,,4517,,1545310129,795881665,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532948265,0.334986430263,0.779752022329,,0.00187557975422,-0.00775561087491,-0.405107456578,0.914234259545
1545310129823825978,,4518,,1545310129,805867049,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24531869768,0.335004939237,0.779772149099,,0.00164520187919,-0.00761643724486,-0.405091932216,0.914242752035
1545310129834522627,,4519,,1545310129,816956179,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532220426,0.33500091061,0.779754090819,,0.00189440710508,-0.00763370769739,-0.404999822857,0.914282932803
1545310129844524756,,4520,,1545310129,826063437,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24531746571,0.335017784634,0.779764563021,,0.00162693796297,-0.00745005392568,-0.405039461236,0.914267403231
1545310129854501350,,4521,,1545310129,835925967,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.2453211973,0.335009550591,0.779747211385,,0.00190408894918,-0.00756613373934,-0.404989581138,0.914288011097
1545310129864976196,,4522,,1545310129,846051463,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533153038,0.335003496178,0.779760153771,,0.00183158846452,-0.00770159169372,-0.405084767694,0.91424485875
1545310129874500468,,4523,,1545310129,856852482,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533181914,0.334998224181,0.779762108454,,0.00187864982733,-0.00783351498465,-0.405139872822,0.914219224348
1545310129884349786,,4524,,1545310129,865960609,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.2453400523,0.334992851278,0.77975216335,,0.00182654196151,-0.00784154536231,-0.405173316782,0.914204439542
1545310129894090023,,4525,,1545310129,875930303,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533154526,0.334991270218,0.779739133244,,0.00184921271428,-0.00775763563662,-0.405104669414,0.914235531097
1545310129904014079,,4526,,1545310129,885855648,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533002301,0.335003604393,0.77973092224,,0.00171464079548,-0.00770069034108,-0.405118845579,0.914229993126
1545310129913762044,,4527,,1545310129,896661373,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532769719,0.334997317325,0.779736408625,,0.00185717011568,-0.00763958779937,-0.405018620021,0.914274633277
1545310129923573947,,4528,,1545310129,905747464,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532631188,0.335012055379,0.779749809406,,0.00190364978434,-0.0075481149218,-0.405031799498,0.914269458898
1545310129934077105,,4529,,1545310129,916545093,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533472331,0.335015065558,0.779767842639,,0.00178717654095,-0.00755828631661,-0.405053152356,0.914260150107
1545310129944115947,,4530,,1545310129,926701057,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24534068537,0.335001412463,0.779754060246,,0.00202509763509,-0.00764813520933,-0.405036529744,0.91426627116
1545310129953853792,,4531,,1545310129,935800331,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533665775,0.334998110537,0.779754880186,,0.00201351582985,-0.00771804504115,-0.405074661,0.914248815449
1545310129964667295,,4532,,1545310129,946308925,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24534221509,0.334989805435,0.779752736339,,0.00196645855474,-0.00773330985132,-0.405181659846,0.914201373596
1545310129974256733,,4533,,1545310129,955879650,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533384099,0.334997083856,0.779756145995,,0.00164774600197,-0.00778394847568,-0.405188164806,0.914198690756
1545310129984165832,,4534,,1545310129,965825378,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.2453324198,0.334994354536,0.779736352983,,0.00182196146661,-0.00772537440452,-0.40514085485,0.914219824101
1545310129994169959,,4535,,1545310129,975839454,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533251158,0.33499809623,0.779748601879,,0.00177050222256,-0.00773831493298,-0.405057476726,0.914256760627
1545310130004156061,,4536,,1545310129,986716706,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532853085,0.335004823064,0.779746687822,,0.00179546122271,-0.00768353829129,-0.40503801076,0.914265798003
1545310130013993863,,4537,,1545310129,996304587,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.2453352964,0.335005792106,0.779741608809,,0.0019246857454,-0.00763175727883,-0.404992459852,0.914286147401
1545310130024054322,,4538,,1545310130,5872346,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533067167,0.335011460893,0.77973372944,,0.00190469275283,-0.0075204252167,-0.405011526091,0.91427866599
1545310130034335053,,4539,,1545310130,15940528,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.2453357462,0.335008168674,0.779724833948,,0.00207246729269,-0.00764578162031,-0.405096909043,0.914239433183
1545310130044008563,,4540,,1545310130,26749900,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24534018099,0.334995684255,0.77974458958,,0.00179436199497,-0.0077282845237,-0.405155661602,0.914213292266
1545310130053887394,,4541,,1545310130,35849796,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24534072046,0.33499025424,0.779744447011,,0.00204265453509,-0.00783350350559,-0.405154336567,0.914212462913
1545310130064545704,,4542,,1545310130,45999731,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.2453455222,0.334992677049,0.779746620827,,0.00189748994459,-0.00780023696751,-0.405143129923,0.914218026573
1545310130074564183,,4543,,1545310130,55964158,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533267006,0.334996677001,0.779743918545,,0.0018140467086,-0.00775124975229,-0.405130814034,0.914224070391
1545310130084821323,,4544,,1545310130,65962618,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532189744,0.335008341215,0.779733663781,,0.00175203238907,-0.00768785753924,-0.405060273185,0.914255982926
1545310130094332476,,4545,,1545310130,75908940,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24532663939,0.335005910897,0.779727568706,,0.00184484809299,-0.0074896725997,-0.404977027768,0.91429432259
1545310130105226955,,4546,,1545310130,85906159,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24533595126,0.33500399617,0.779732241612,,0.00197712374186,-0.00754868046225,-0.40505269531,0.914260040922
1545310130114503850,,4547,,1545310130,96973686,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.2453426463,0.334994979911,0.77974032523,,0.00204000302908,-0.00758090309184,-0.405100037632,0.914238660201
1545310130124596934,,4548,,1545310130,105856920,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24534823878,0.334983364576,0.77974843406,,0.00208455015567,-0.00764624339832,-0.405137093607,0.914221595127
1545310130134133087,,4549,,1545310130,116847581,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.24534685407,0.334984647214,0.779735632044,,0.00207863102665,-0.00776251073559,-0.405204477358,0.914190764692
1545310130145102877,,4550,,1545310130,125965219,"""/world""","""vicon/obstacle1/obstacle1""",,,-1.2453388739,0.334992239327,0.779748527844,,0.0018057251344,-0.00772077818788,-0.405141339077,0.914219680554
