rosbagTimestamp,data
1545136236744771008,21.6106948853
1545136236745151223,21.5928382874
1545136236745259222,21.6464099884
1545136236745349706,21.6142654419
1545136236745603351,21.6214084625
1545136236745748923,21.6249809265
1545136236746021697,21.6106948853
1545136236746237582,21.6035518646
1545136236746329980,21.6249809265
1545136236746392500,21.5856952667
1545136236746549951,21.6356945038
1545136236746650950,21.6178379059
1545136236746762649,21.6142654419
1545136236746836420,21.6464099884
1545136236747182495,21.6249809265
1545136236747495831,21.596408844
1545136236747751909,21.6428375244
1545136236748030419,21.6285514832
1545136236748229163,21.6035518646
1545136236748400873,21.6142654419
1545136236748528299,21.6214084625
1545136236748624800,21.599981308
1545136236748759436,21.5892658234
1545136236748843687,21.6356945038
1545136236748960073,21.6249809265
1545136236749124114,21.5749797821
1545136236749197246,21.5856952667
1545136236749410683,21.6285514832
1545136236749514702,21.5642662048
1545136236749579808,21.5749797821
1545136236749693611,21.6285514832
1545136236749938704,21.5714092255
1545136236750126131,21.5892658234
1545136236750345876,21.5714092255
1545136236750457775,21.5749797821
1545136236750571618,21.5356941223
1545136236750658550,21.5821228027
1545136236750756059,21.5749797821
1545136236750906719,21.599981308
1545136236751003703,21.5856952667
1545136236751174763,21.5642662048
1545136236751245423,21.5928382874
1545136236751332791,21.5499801636
1545136236751428158,21.5749797821
1545136236752030348,21.6035518646
1545136236752133979,21.5678386688
1545136236752205721,21.6142654419
1545136236752365603,21.5428371429
1545136236752426050,21.6249809265
1545136236752498632,21.5499801636
1545136236752554832,21.5714092255
1545136236753379734,21.5928382874
1545136236756880093,21.5642662048
1545136236757157976,21.6142654419
1545136236757346622,21.6321239471
1545136236757790094,21.6106948853
1545136236758349766,21.5821228027
1545136236762741050,21.5892658234
1545136236764941312,21.596408844
1545136236812701209,21.596408844
1545136236863967165,21.5714092255
1545136236915175813,21.599981308
1545136236963340141,21.6178379059
1545136237016570051,21.6285514832
1545136237064311245,21.5892658234
1545136237115518891,21.5856952667
1545136237167377839,21.5571231842
1545136237218675963,21.6285514832
1545136237267273404,21.6071243286
1545136237318190732,21.5821228027
1545136237370414759,21.649980545
1545136237419083897,21.6071243286
1545136237470468606,21.6142654419
1545136237518822084,21.5642662048
1545136237571417916,21.6249809265
1545136237620145305,21.6142654419
1545136237671379173,21.6249809265
1545136237720173219,21.599981308
1545136237772532694,21.6178379059
1545136237821154471,21.5856952667
1545136237873641149,21.5892658234
1545136237920829341,21.5928382874
1545136237974266418,21.599981308
1545136238023111657,21.6214084625
