rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,twist,linear,x,y,z,angular,x,y,z
1545224250952580574,,32068,,1545224250,929599040,"""map""",,,-0.0145097142085,0.00172791595105,0.00263485824689,,0.000273384794127,-3.42999119312e-05,0.00212761433795
1545224250981964719,,32069,,1545224250,969596736,"""map""",,,-0.0144598903134,0.00165767723229,0.0022087036632,,-0.00100455165375,0.00145800807513,0.00288192345761
1545224251021432283,,32070,,1545224250,999596736,"""map""",,,-0.0142918964848,0.00150736840442,0.00123027921654,,-0.000258796819253,-0.00120167864952,0.00321979005821
1545224251046953096,,32071,,1545224251,29596736,"""map""",,,-0.0144313788041,0.00150112947449,0.000555066566449,,0.000167578284163,0.000183051161002,0.00162891484797
1545224251081903935,,32072,,1545224251,59595712,"""map""",,,-0.01446642261,0.00152998440899,8.00827619969e-05,,0.000911706243642,-0.000880524283275,0.00260226638056
1545224251118117400,,32073,,1545224251,99595712,"""map""",,,-0.0143464691937,0.00118660018779,-0.000217447261093,,6.17222540313e-05,0.000183360127266,0.00218717264943
1545224251145134307,,32074,,1545224251,129596224,"""map""",,,-0.0144292386249,0.00103002332617,-0.000387055333704,,0.000162453507073,-0.000346352608176,0.00379172200337
1545224251183657515,,32075,,1545224251,159596224,"""map""",,,-0.0144772883505,0.000953496899456,-0.000639343634248,,-0.00025737049873,-0.000345547334291,0.00220808922313
1545224251219811501,,32076,,1545224251,199596224,"""map""",,,-0.0144513659179,0.00115702382755,-0.00072971865302,,0.000380141602363,-0.00183720618952,0.00296457041986
1545224251249502714,,32077,,1545224251,229596224,"""map""",,,-0.0143927810714,0.0011896265205,-0.000606918940321,,-0.000789172889199,-0.000343164749211,0.00211311946623
1545224251282561742,,32078,,1545224251,269589824,"""map""",,,-0.0142051465809,0.00147406663746,-0.000834801408928,,0.000169662336702,0.000297933234833,0.00170919648372
1545224251321974368,,32079,,1545224251,299589824,"""map""",,,-0.0141651229933,0.00161057966761,-0.000863523979206,,-0.000463760807179,-0.000866167480126,0.00193894794211
1545224251345431938,,32080,,1545224251,329589312,"""map""",,,-0.0142924198881,0.00179778283928,-0.00112501671538,,-0.000800004170742,-0.000976832583547,0.00268154242076
1545224251381404258,,32081,,1545224251,369589312,"""map""",,,-0.0144740110263,0.0019464015495,-0.00134859967511,,-0.000250252720434,-0.000228179618716,0.00174128985964
1545224251413942110,,32082,,1545224251,399589312,"""map""",,,-0.0145332161337,0.00195422885008,-0.00099772028625,,-0.000362973078154,0.000622126099188,0.00271840393543
1545224251450027795,,32083,,1545224251,429589312,"""map""",,,-0.0144559824839,0.00165573472623,-0.000691272725817,,-4.2757630581e-05,-0.000442051532445,0.00250126840547
1545224251481747275,,32084,,1545224251,469588288,"""map""",,,-0.0146941067651,0.00122871540952,-0.00119185564108,,-0.000258418382145,0.000306042958982,0.00166296749376
