rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,vtol_state,landed_state
1545224349187547050,,5836,,1545224349,145160814,'',0,2
1545224349359135592,,5837,,1545224349,347885044,'',0,2
1545224349551354204,,5838,,1545224349,546802053,'',0,2
1545224349754390000,,5839,,1545224349,747455252,'',0,2
1545224349955520255,,5840,,1545224349,948772093,'',0,2
1545224350157180735,,5841,,1545224350,148482484,'',0,2
1545224350375579575,,5842,,1545224350,350243438,'',0,2
1545224350554009892,,5843,,1545224350,549271593,'',0,2
1545224350760167734,,5844,,1545224350,743875446,'',0,2
1545224350973212523,,5845,,1545224350,946911811,'',0,2
1545224351149479020,,5846,,1545224351,145445749,'',0,2
1545224351354374699,,5847,,1545224351,346352489,'',0,2
1545224351561581253,,5848,,1545224351,547820632,'',0,2
1545224351754171772,,5849,,1545224351,744323799,'',0,2
1545224351961982528,,5850,,1545224351,947538601,'',0,2
1545224352155821079,,5851,,1545224352,148908776,'',0,2
1545224352355238259,,5852,,1545224352,345581486,'',0,2
1545224352561700640,,5853,,1545224352,549260048,'',0,2
1545224352753216070,,5854,,1545224352,747958061,'',0,2
1545224352959822917,,5855,,1545224352,949915747,'',0,2
1545224353155528463,,5856,,1545224353,149955233,'',0,2
1545224353356507113,,5857,,1545224353,347834322,'',0,2
1545224353553306778,,5858,,1545224353,546907104,'',0,2
1545224353746585986,,5859,,1545224353,742394951,'',0,2
1545224353971342959,,5860,,1545224353,949947547,'',0,2
1545224354155569504,,5861,,1545224354,149904024,'',0,2
1545224354352496672,,5862,,1545224354,348165715,'',0,2
1545224354548063063,,5863,,1545224354,542514816,'',0,2
1545224354751416516,,5864,,1545224354,745027482,'',0,2
1545224354953379392,,5865,,1545224354,951364925,'',0,2
1545224355161706342,,5866,,1545224355,145119809,'',0,2
1545224355360928230,,5867,,1545224355,348168201,'',0,2
1545224355552222026,,5868,,1545224355,544483179,'',0,2
1545224355769372155,,5869,,1545224355,749496356,'',0,2
1545224355954646332,,5870,,1545224355,949162000,'',0,2
1545224356154347171,,5871,,1545224356,146931191,'',0,2
1545224356348637786,,5872,,1545224356,344276895,'',0,2
1545224356560182123,,5873,,1545224356,545931177,'',0,1
1545224356769390338,,5874,,1545224356,745755621,'',0,1
1545224356982215047,,5875,,1545224356,948834585,'',0,1
1545224357159186411,,5876,,1545224357,148484238,'',0,1
1545224357351809121,,5877,,1545224357,347054624,'',0,1
1545224357551378957,,5878,,1545224357,546794538,'',0,1
1545224357788535729,,5879,,1545224357,745663204,'',0,1
1545224357951639945,,5880,,1545224357,945463065,'',0,1
1545224358152124132,,5881,,1545224358,146355421,'',0,1
1545224358354137544,,5882,,1545224358,349540634,'',0,1
1545224358556944737,,5883,,1545224358,547501854,'',0,1
1545224358752395446,,5884,,1545224358,747374891,'',0,1
1545224358977977007,,5885,,1545224358,946341109,'',0,1
1545224359152925779,,5886,,1545224359,145521387,'',0,1
1545224359350259764,,5887,,1545224359,347204470,'',0,1
1545224359556550450,,5888,,1545224359,547749274,'',0,1
1545224359752940251,,5889,,1545224359,748783296,'',0,1
1545224359957159972,,5890,,1545224359,947784201,'',0,1
