rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1545224250840901270,,0,,1545224250,328608256,"""map""",,,0.277389407158,0.238593503833,0.349155545235,,-0.0167231852614,-0.000627424987258,-0.00733452101841,-0.999833123512
1545224250841051326,,1,,1545224250,368606464,"""map""",,,0.277372777462,0.238589525223,0.349148333073,,-0.0167194249722,-0.000643050931343,-0.00745687331964,-0.999832238429
1545224250841365533,,2,,1545224250,398606464,"""map""",,,0.277391254902,0.238590881228,0.349174112082,,-0.016716269227,-0.000642572828031,-0.00757509522971,-0.999831437639
1545224250841843206,,3,,1545224250,428604160,"""map""",,,0.277380049229,0.238586127758,0.349156796932,,-0.016715359777,-0.000647181981042,-0.00763405867078,-0.999830974023
1545224250842024455,,4,,1545224250,468604160,"""map""",,,0.277348875999,0.238590955734,0.349175095558,,-0.0167232886529,-0.000653884647044,-0.00775915051716,-0.999829878205
1545224250842202620,,5,,1545224250,498604160,"""map""",,,0.27735722065,0.238595753908,0.349189758301,,-0.0167217970496,-0.000663651520642,-0.00787522293796,-0.999829035268
1545224250842672992,,6,,1545224250,528604160,"""map""",,,0.277101039886,0.238621622324,0.34922811389,,-0.0167189310639,-0.000667185270472,-0.00793802174224,-0.999828529506
1545224250842757421,,7,,1545224250,569602112,"""map""",,,0.27719181776,0.23861078918,0.349209964275,,-0.0167134190463,-0.000667144440712,-0.00807179583941,-0.999827517982
1545224250843086127,,8,,1545224250,599602112,"""map""",,,0.277267217636,0.238596841693,0.349177479744,,-0.0167225846688,-0.000667878059294,-0.00817240036681,-0.999826632898
1545224250843957516,,9,,1545224250,629602112,"""map""",,,0.277038931847,0.238612085581,0.349203407764,,-0.0167196501945,-0.000670626824071,-0.00823203815745,-0.999826084989
1545224250844191387,,10,,1545224250,669602880,"""map""",,,0.277233362198,0.238592788577,0.34918653965,,-0.0167226966214,-0.000666276479051,-0.00835165091352,-0.999825073464
1545224250846491828,,11,,1545224250,699602880,"""map""",,,0.277328878641,0.238582655787,0.34916049242,,-0.0167359017558,-0.000670501700614,-0.00845621724468,-0.999824019793
1545224250849358133,,12,,1545224250,729602880,"""map""",,,0.277407944202,0.238580733538,0.349163472652,,-0.0167375362633,-0.000673911644076,-0.00851893175526,-0.999823429737
1545224250850731330,,13,,1545224250,769600576,"""map""",,,0.277395784855,0.238587334752,0.349175721407,,-0.016739847096,-0.00068301470481,-0.00863428767964,-0.999822376066
1545224250851350565,,14,,1545224250,799600576,"""map""",,,0.277397543192,0.238591343164,0.349183320999,,-0.0167378714625,-0.000670207331219,-0.00875217241492,-0.999821406689
1545224250853850576,,15,,1545224250,829599040,"""map""",,,0.277404993773,0.238597512245,0.349198132753,,-0.016738937646,-0.000670261990413,-0.00881244240829,-0.999820900926
1545224250877754330,,16,,1545224250,869599040,"""map""",,,0.277422279119,0.238596826792,0.349184840918,,-0.0167341842718,-0.000671722642132,-0.00893424680049,-0.999819889402
1545224250914109037,,17,,1545224250,899599040,"""map""",,,0.277326315641,0.238613009453,0.34922760725,,-0.01674401239,-0.000673718031991,-0.00905967582166,-0.999818540703
1545224250949854407,,18,,1545224250,929599040,"""map""",,,0.277041047812,0.238649085164,0.349288165569,,-0.0167470845001,-0.000678075621,-0.00912028298982,-0.999817950647
1545224250980236640,,19,,1545224250,969596736,"""map""",,,0.277176380157,0.238625749946,0.349257469177,,-0.0167379867077,-0.000688635382186,-0.00924297246583,-0.999816981269
1545224251021360318,,20,,1545224250,999596736,"""map""",,,0.277347326279,0.238605394959,0.349189937115,,-0.0167367367903,-0.000686788823386,-0.00936764284373,-0.999815801158
1545224251044016590,,21,,1545224251,29596736,"""map""",,,0.277267217636,0.238606482744,0.349141806364,,-0.0167409284261,-0.000690796066717,-0.00943010447322,-0.999815211102
1545224251081500452,,22,,1545224251,59595712,"""map""",,,0.277300775051,0.238604962826,0.349138051271,,-0.0167445405427,-0.000684830312019,-0.00954744129948,-0.99981403099
1545224251118082532,,23,,1545224251,99595712,"""map""",,,0.277323842049,0.23860193789,0.349105268717,,-0.0167328698169,-0.000694367353583,-0.00965790818942,-0.999813145906
1545224251143945068,,24,,1545224251,129596224,"""map""",,,0.277275085449,0.238601237535,0.349098801613,,-0.0167241651756,-0.000692761822073,-0.00971813603594,-0.999812682291
1545224251183623191,,25,,1545224251,159596224,"""map""",,,0.277250945568,0.23859667778,0.349109172821,,-0.0167194578995,-0.000697149045585,-0.00983783308572,-0.999811586473
1545224251219681700,,26,,1545224251,199596224,"""map""",,,0.277283370495,0.238595545292,0.349083155394,,-0.0167097502949,-0.000684201402014,-0.00995411624076,-0.999810617095
1545224251247279368,,27,,1545224251,229596224,"""map""",,,0.277325958014,0.238594710827,0.349084287882,,-0.0167113927049,-0.000692796724932,-0.0100089071438,-0.999810027039
1545224251282561847,,28,,1545224251,269589824,"""map""",,,0.277388393879,0.238595113158,0.349077343941,,-0.0167108961623,-0.000691747004986,-0.0101149486147,-0.999808931221
1545224251321930645,,29,,1545224251,299589824,"""map""",,,0.277416646481,0.238598704338,0.349084496498,,-0.0167210364306,-0.00069570354039,-0.0102310210355,-0.999807666816
1545224251345349232,,30,,1545224251,329589312,"""map""",,,0.277408182621,0.238602027297,0.349095612764,,-0.016718200738,-0.000693497416288,-0.0102850954421,-0.999807118907
1545224251378710282,,31,,1545224251,369589312,"""map""",,,0.277292817831,0.238619104028,0.349083781242,,-0.0167202172013,-0.000693446049817,-0.0103988919331,-0.999805854501
1545224251413593368,,32,,1545224251,399589312,"""map""",,,0.277353823185,0.238613113761,0.34909376502,,-0.0167270456493,-0.000693732516678,-0.0105201905631,-0.999804505802
1545224251450010362,,33,,1545224251,429589312,"""map""",,,0.277378231287,0.238603979349,0.349100887775,,-0.0167240341252,-0.000681251122618,-0.0105796176195,-0.99980400004
1545224251481722545,,34,,1545224251,469588288,"""map""",,,0.277192264795,0.238605499268,0.349057435989,,-0.016719133237,-0.000690017667108,-0.0106830459858,-0.999802988516
1545224251519739769,,35,,1545224251,499588288,"""map""",,,0.277241587639,0.238596737385,0.349074155092,,-0.0167263620801,-0.000706355497807,-0.0107743782065,-0.999801850551
1545224251543139444,,36,,1545224251,529588288,"""map""",,,0.277141451836,0.238606140018,0.349082350731,,-0.016734860597,-0.000706487865253,-0.0108459435552,-0.99980092332
1545224251577158233,,37,,1545224251,559585472,"""map""",,,0.27725815773,0.238607376814,0.34907668829,,-0.0167371424537,-0.000714741403571,-0.0109489925999,-0.999799701062
1545224251614677184,,38,,1545224251,599585472,"""map""",,,0.277362495661,0.238603234291,0.349107861519,,-0.016732412787,-0.000722103931171,-0.0110704176704,-0.999798478803
1545224251649024027,,39,,1545224251,629583936,"""map""",,,0.277262330055,0.238605469465,0.349095463753,,-0.0167319755135,-0.000724668303485,-0.0111279902655,-0.999797888747
1545224251676060266,,40,,1545224251,660583936,"""map""",,,0.277292072773,0.238601922989,0.349114835262,,-0.0167430706713,-0.000726617595228,-0.0112258131009,-0.999796582195
1545224251719126744,,41,,1545224251,700583936,"""map""",,,0.277370512486,0.238586813211,0.349114060402,,-0.0167507809104,-0.000734068367792,-0.0113346362637,-0.999795233496
1545224251743298225,,42,,1545224251,730583936,"""map""",,,0.277393549681,0.238583609462,0.349113792181,,-0.0167415540433,-0.000734095368116,-0.0113897643416,-0.999794727733
1545224251783790308,,43,,1545224251,760577024,"""map""",,,0.277401179075,0.238577663898,0.349111139774,,-0.0167416093611,-0.000734240247908,-0.0114944149664,-0.999793589769
1545224251809857901,,44,,1545224251,800577024,"""map""",,,0.277446061373,0.238570705056,0.349097281694,,-0.0167332748218,-0.000742789472711,-0.0116001614094,-0.999792451804
1545224251850824932,,45,,1545224251,830577024,"""map""",,,0.277329981327,0.238572359085,0.349100410938,,-0.0167339090001,-0.000751584334615,-0.01166675343,-0.99979169316
1545224251881012528,,46,,1545224251,870576256,"""map""",,,0.277292668819,0.238560512662,0.349088549614,,-0.0167434480173,-0.000749248477245,-0.0117684537755,-0.999790302314
1545224251910793724,,47,,1545224251,900576256,"""map""",,,0.277062922716,0.238555207849,0.349086403847,,-0.0167577548968,-0.0007555790656,-0.0118802693646,-0.999788742881
1545224251951624846,,48,,1545224251,930576256,"""map""",,,0.276702940464,0.238557621837,0.349080830812,,-0.0167589192035,-0.00075464261531,-0.0119372519037,-0.999788068531
1545224251977465760,,49,,1545224251,960569344,"""map""",,,0.277059912682,0.238566994667,0.349094480276,,-0.0167643067561,-0.000757430234212,-0.0120488989054,-0.999786593392
1545224252015061794,,50,,1545224252,569344,"""map""",,,0.277202606201,0.238570377231,0.34912699461,,-0.01675390307,-0.00076076642069,-0.0121602508792,-0.999785497574
1545224252050936862,,51,,1545224252,30569344,"""map""",,,0.2769536376,0.238576158881,0.349141716957,,-0.0167578358978,-0.000762780249795,-0.0122091412235,-0.99978473893
1545224252077473373,,52,,1545224252,60566784,"""map""",,,0.277174115181,0.238576814532,0.349132835865,,-0.0167619834111,-0.000779204349824,-0.0123270681056,-0.999783221644
1545224252112233819,,53,,1545224252,100566784,"""map""",,,0.276903092861,0.238592460752,0.349136650562,,-0.0167717476505,-0.000788204677615,-0.0124471023302,-0.999781620064
1545224252141139093,,54,,1545224252,130566784,"""map""",,,0.276513516903,0.238610461354,0.349133044481,,-0.0167748750784,-0.000788078895614,-0.0125007552683,-0.999780819273
1545224252181018140,,55,,1545224252,160563456,"""map""",,,0.27606010437,0.23863363266,0.349130243063,,-0.0167690199591,-0.000797721962844,-0.0126081875852,-0.999779597015
1545224252212930852,,56,,1545224252,200563456,"""map""",,,0.276707470417,0.238607525826,0.349124550819,,-0.0167613584523,-0.000796387751671,-0.0127149455525,-0.999778374756
1545224252247845437,,57,,1545224252,230563456,"""map""",,,0.277071744204,0.238597154617,0.349113881588,,-0.0167593327694,-0.000792713073317,-0.0127602112678,-0.999777868994
1545224252277470908,,58,,1545224252,260561664,"""map""",,,0.277296453714,0.238583356142,0.34911313653,,-0.0167703515361,-0.000793927429389,-0.0128638082214,-0.999776351708
1545224252311955967,,59,,1545224252,300561664,"""map""",,,0.277348399162,0.238580495119,0.349113404751,,-0.0167680064591,-0.000797652815671,-0.0129694282238,-0.999775003008
1545224252345112898,,60,,1545224252,330561664,"""map""",,,0.277156949043,0.238587319851,0.349121391773,,-0.0167745840017,-0.000810518141179,-0.0130404035167,-0.999773991484
1545224252374803735,,61,,1545224252,360560128,"""map""",,,0.277258217335,0.238579541445,0.349094033241,,-0.0167719886778,-0.000814524067421,-0.0131458549316,-0.999772642785
1545224252421961462,,62,,1545224252,400560128,"""map""",,,0.277353674173,0.238569840789,0.349110126495,,-0.0167763107054,-0.000823544151547,-0.013257333346,-0.999771083351
1545224252448474070,,63,,1545224252,430560128,"""map""",,,0.277375817299,0.238561868668,0.349107325077,,-0.0167737924312,-0.000818416724008,-0.01330154539,-0.999770535442
1545224252477932981,,64,,1545224252,460557056,"""map""",,,0.277274608612,0.238545835018,0.349100857973,,-0.0167551622071,-0.000815744350394,-0.0134191350974,-0.999769271037
1545224252512411613,,65,,1545224252,500557056,"""map""",,,0.27728497982,0.238543197513,0.349102437496,,-0.0167395244092,-0.000813439444616,-0.013521636233,-0.999768175219
1545224252547839861,,66,,1545224252,530556544,"""map""",,,0.277323156595,0.238540709019,0.349084943533,,-0.0167454131142,-0.000816863876058,-0.0135779444226,-0.999767332282
1545224252576742986,,67,,1545224252,560556544,"""map""",,,0.277405768633,0.238545238972,0.349088132381,,-0.0167579248013,-0.00082804398617,-0.0136804455582,-0.999765646408
1545224252618303240,,68,,1545224252,600556544,"""map""",,,0.277198195457,0.238534703851,0.349097430706,,-0.0167675355998,-0.000838603088811,-0.0137958014825,-0.999763918387
1545224252651272737,,69,,1545224252,630556544,"""map""",,,0.2772795856,0.238533332944,0.349086284637,,-0.0167732965472,-0.000834613626181,-0.0138372318346,-0.999763201891
1545224252677788920,,70,,1545224252,661550656,"""map""",,,0.277319073677,0.238532587886,0.349080890417,,-0.0167662771213,-0.000836073619356,-0.0139455913821,-0.999761895338
1545224252717873031,,71,,1545224252,701550656,"""map""",,,0.277288913727,0.238525182009,0.349068075418,,-0.0167828533451,-0.000853880004307,-0.0140646562292,-0.999759914437
1545224252751215473,,72,,1545224252,731550656,"""map""",,,0.277326643467,0.238530188799,0.349072039127,,-0.0167828810039,-0.000861181945811,-0.0141072245462,-0.999759324381
1545224252777215026,,73,,1545224252,761550144,"""map""",,,0.27740162611,0.238538175821,0.349079787731,,-0.0168005286797,-0.000857753563103,-0.0142270480365,-0.999757343479
1545224252810277351,,74,,1545224252,801550144,"""map""",,,0.277391970158,0.238539725542,0.349072337151,,-0.0167916982564,-0.000862253397726,-0.0143222156204,-0.999756079073
1545224252843011432,,75,,1545224252,831550144,"""map""",,,0.277394920588,0.238546520472,0.349082291126,,-0.0167914802781,-0.000863374899023,-0.0143744777126,-0.99975532043
1545224252890097932,,76,,1545224252,861547584,"""map""",,,0.277436286211,0.238546088338,0.349074363708,,-0.0167883324354,-0.000865731171273,-0.0144979258319,-0.999753592409
1545224252917926858,,77,,1545224252,901547584,"""map""",,,0.277420282364,0.238545641303,0.34907028079,,-0.0167879669432,-0.000867046284655,-0.0145988253872,-0.999752159416
1545224252946129385,,78,,1545224252,931547584,"""map""",,,0.277393460274,0.238555178046,0.349093198776,,-0.016798210603,-0.000863987345415,-0.0146492751649,-0.999751274333
1545224252981550048,,79,,1545224252,961539392,"""map""",,,0.277371674776,0.238544285297,0.349051296711,,-0.0168028671712,-0.000873211578339,-0.0147629873622,-0.999749504165
1545224253011744696,,80,,1545224253,1539392,"""map""",,,0.277345687151,0.23853649199,0.349048107862,,-0.0168031437599,-0.000882349541932,-0.0148734542521,-0.999747860438
1545224253045665132,,81,,1545224253,31539392,"""map""",,,0.27733528614,0.238535389304,0.349052429199,,-0.0168052287118,-0.00088166860691,-0.0149189728485,-0.999747101795
1545224253081741993,,82,,1545224253,61537600,"""map""",,,0.277088850737,0.238518580794,0.34904769063,,-0.0168070528801,-0.000882926426921,-0.0150196616696,-0.999745542361
1545224253117614992,,83,,1545224253,101537600,"""map""",,,0.277203381062,0.238542169333,0.349093317986,,-0.016795635694,-0.000883762119901,-0.015124986644,-0.999744151515
1545224253144555934,,84,,1545224253,131537600,"""map""",,,0.277293324471,0.238550364971,0.349078834057,,-0.0168052320045,-0.000880454909382,-0.0151756471559,-0.999743224285
1545224253177869329,,85,,1545224253,161533760,"""map""",,,0.277273774147,0.238560900092,0.349080532789,,-0.0168064397752,-0.000882621520813,-0.0152857347242,-0.999741538411
1545224253218069604,,86,,1545224253,201533760,"""map""",,,0.277366757393,0.238564521074,0.349070847034,,-0.016809818767,-0.000880795376893,-0.0153954008241,-0.999739852537
1545224253243176427,,87,,1545224253,231533760,"""map""",,,0.277405261993,0.238569438457,0.349073499441,,-0.0168175408599,-0.000867854977311,-0.0154487587343,-0.999738841012
1545224253286410063,,88,,1545224253,261530432,"""map""",,,0.277428239584,0.238577127457,0.349101394415,,-0.0168214512972,-0.000867135846708,-0.0155448956957,-0.999737281579
1545224253329725552,,89,,1545224253,301530432,"""map""",,,0.277201682329,0.238609462976,0.349130630493,,-0.0168258069106,-0.00086651813196,-0.0156517379567,-0.999735553558
1545224253345781165,,90,,1545224253,331530432,"""map""",,,0.27689820528,0.238641381264,0.349144160748,,-0.0168271503414,-0.00086564753612,-0.0156995324829,-0.999734794915
1545224253384922881,,91,,1545224253,361524288,"""map""",,,0.277241080999,0.238600566983,0.349114954472,,-0.0168277838612,-0.000872189517262,-0.0157979032273,-0.999733277628
1545224253415831478,,92,,1545224253,401524288,"""map""",,,0.277363181114,0.238578021526,0.349096804857,,-0.0168314196854,-0.000876641936681,-0.0158943352167,-0.999731676048
1545224253443935615,,93,,1545224253,431524288,"""map""",,,0.277391552925,0.238580852747,0.349119722843,,-0.0168317785922,-0.000882915890208,-0.0159464708683,-0.999730790964
1545224253480080655,,94,,1545224253,461519168,"""map""",,,0.277341812849,0.238584339619,0.349133014679,,-0.0168273419779,-0.000898225074386,-0.016055083297,-0.999729147237
1545224253515536604,,95,,1545224253,501519168,"""map""",,,0.27741292119,0.238581508398,0.349135935307,,-0.0168273696367,-0.000897970876205,-0.0161739374098,-0.999727208482
1545224253547070360,,96,,1545224253,531519168,"""map""",,,0.277283370495,0.23858499527,0.349141269922,,-0.0168270588037,-0.000904466759232,-0.0162072334201,-0.99972670272
1545224253578801783,,97,,1545224253,561515840,"""map""",,,0.277350842953,0.238568454981,0.349111109972,,-0.0168235777374,-0.000914828298521,-0.0163005043958,-0.99972522758
1545224253615367188,,98,,1545224253,601515840,"""map""",,,0.277421116829,0.238561660051,0.349103212357,,-0.0168196850809,-0.000917131228665,-0.0163996759304,-0.999723668147
1545224253655500349,,99,,1545224253,631515840,"""map""",,,0.277426928282,0.238557845354,0.349087178707,,-0.0168154091514,-0.000923606696812,-0.016454045365,-0.99972282521
1545224253684940266,,100,,1545224253,662514560,"""map""",,,0.27744141221,0.238564729691,0.349115341902,,-0.0168229692423,-0.000929689013888,-0.0165476956623,-0.999721139336
1545224253733822810,,101,,1545224253,702514560,"""map""",,,0.277440071106,0.238568037748,0.349112123251,,-0.0168197812284,-0.000932305411218,-0.0166539900143,-0.999719453462
1545224253767543175,,102,,1545224253,732514560,"""map""",,,0.277477741241,0.238564938307,0.349086284637,,-0.0168327644333,-0.000928736758529,-0.0167102560571,-0.999718315497
1545224253783965964,,103,,1545224253,762509184,"""map""",,,0.277366936207,0.238565638661,0.34910812974,,-0.0168460551786,-0.000925920822213,-0.0168120406962,-0.999716334595
1545224253821933974,,104,,1545224253,802509184,"""map""",,,0.277421474457,0.23856523633,0.349096059799,,-0.0168428217251,-0.000931905674702,-0.0169066603711,-0.999714775162
1545224253850119385,,105,,1545224253,832509184,"""map""",,,0.277324676514,0.238553538918,0.349045813084,,-0.0168392886338,-0.000929633037605,-0.0169518417927,-0.999714100812
1545224253894104668,,106,,1545224253,862509184,"""map""",,,0.277337729931,0.23855009675,0.349019020796,,-0.0168479801042,-0.000926371925201,-0.0170600748997,-0.999712162057
1545224253918581376,,107,,1545224253,902509184,"""map""",,,0.277365446091,0.238552749157,0.349006861448,,-0.0168514466825,-0.000935062078529,-0.0171699517338,-0.999710181155
1545224253945913182,,108,,1545224253,932509184,"""map""",,,0.277317136526,0.238551497459,0.349001646042,,-0.0168570311399,-0.000939085785472,-0.0172133629877,-0.999709338218
1545224253994715023,,109,,1545224253,962502528,"""map""",,,0.277378231287,0.238551706076,0.349022328854,,-0.0168565846467,-0.000934558950524,-0.0173060860545,-0.999707736638
1545224254018915405,,110,,1545224254,2502528,"""map""",,,0.277260661125,0.238548696041,0.349048227072,,-0.0168528184307,-0.000927287960612,-0.0174054683232,-0.999706050764
1545224254040678298,,111,,1545224254,32502528,"""map""",,,0.277391046286,0.238547325134,0.349048256874,,-0.0168457331503,-0.000926115092843,-0.017453937199,-0.999705376415
1545224254081780581,,112,,1545224254,62500224,"""map""",,,0.277422249317,0.238546863198,0.349064916372,,-0.0168488223826,-0.000927748941767,-0.0175587564113,-0.999703479806
1545224254116003860,,113,,1545224254,102500224,"""map""",,,0.277427613735,0.238542377949,0.349064856768,,-0.0168506814538,-0.000925116739369,-0.0176597402603,-0.999701625345
1545224254153562398,,114,,1545224254,132500224,"""map""",,,0.277435660362,0.238541007042,0.349072039127,,-0.0168550258719,-0.000928980419997,-0.0177068604369,-0.999700782408
1545224254178286757,,115,,1545224254,162495872,"""map""",,,0.277294367552,0.238528370857,0.349087417126,,-0.0168640018335,-0.000927245813763,-0.0178014801118,-0.9996988858
1545224254212923805,,116,,1545224254,202495872,"""map""",,,0.277394592762,0.238532587886,0.349064648151,,-0.016868773647,-0.00093352701128,-0.0178966476958,-0.999697115632
1545224254243404967,,117,,1545224254,232495872,"""map""",,,0.277320057154,0.238521784544,0.349044680595,,-0.0168700762481,-0.00093540122895,-0.0179445265157,-0.999696272695
1545224254288569771,,118,,1545224254,262491264,"""map""",,,0.277343928814,0.238516822457,0.349039614201,,-0.0168673478982,-0.0009410969804,-0.0180329506039,-0.999694671115
1545224254321122198,,119,,1545224254,302491264,"""map""",,,0.27731859684,0.23851262033,0.349040359259,,-0.0168784549098,-0.000959216173992,-0.0181313634951,-0.999692690213
1545224254347764093,,120,,1545224254,332491264,"""map""",,,0.277414977551,0.238531351089,0.349069565535,,-0.0168882402227,-0.000957944524547,-0.0181777671754,-0.999691720836
