rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,type_mask,orientation,x,y,z,w,body_rate,x,y,z,thrust
1545224260853731848,,10789,,1545224260,840300288,'',0,,6.30679955265e-17,6.30679955265e-17,-0.0304420364767,-0.999536493993,,-0.210824728012,-0.0113035347313,8.39886779431e-05,0.0551532022655
1545224260957579084,,10790,,1545224260,940298496,'',0,,6.30748448374e-17,6.30748448374e-17,-0.0305573502542,-0.999533037951,,-0.211001962423,-0.0123129757121,9.17572469916e-05,0.0552869215608
1545224261057489536,,10791,,1545224261,40292352,'',0,,6.30810696068e-17,6.30810696068e-17,-0.0306622537602,-0.999529792644,,-0.210926100612,-0.0107163367793,7.97473039711e-05,0.0552884936333
1545224261154028574,,10792,,1545224261,140288256,'',0,,6.30880789242e-17,6.30880789242e-17,-0.0307803070828,-0.999526210162,,-0.21118684113,-0.0111411940306,0.000127430146676,0.0552884638309
1545224261254618062,,10793,,1545224261,240285440,'',0,,6.31130709087e-17,6.31130709087e-17,-0.0312015226869,-0.999513144639,,-0.21210052073,-0.0109338723123,8.12399302959e-05,0.0552884638309
1545224261356645807,,10794,,1545224261,340279808,'',0,,6.31032743811e-17,6.31032743811e-17,-0.0310364334812,-0.999518244407,,-0.212761551142,-0.0107761574909,-0.00016611495812,0.0552884638309
1545224261455198850,,10795,,1545224261,440275712,'',0,,6.31128954177e-17,6.31128954177e-17,-0.0311986145543,-0.999513186785,,-0.213524341583,-0.011608700268,8.70835356182e-05,0.0552884638309
1545224261559415586,,10796,,1545224261,540273408,'',0,,6.31193731006e-17,6.31193731006e-17,-0.0313078170388,-0.999509772891,,-0.213162124157,-0.0108166532591,9.20713937376e-05,0.0552884638309
1545224261655301411,,10797,,1545224261,640273408,'',0,,6.31265733935e-17,6.31265733935e-17,-0.0314291999625,-0.999505979674,,-0.213480576873,-0.0107956212014,0.000147071608808,0.0552884638309
1545224261767352990,,10798,,1545224261,740267520,'',0,,6.31323129819e-17,6.31323129819e-17,-0.0315260112735,-0.999502902954,,-0.213403642178,-0.0100728692487,7.5703173934e-05,0.0552884638309
1545224261857138058,,10799,,1545224261,840266752,'',0,,6.31404991214e-17,6.31404991214e-17,-0.0316640422024,-0.999498561829,,-0.213006943464,-0.0106517653912,7.99292465672e-05,0.0552884638309
1545224261957272809,,10800,,1545224261,941264960,'',0,,6.31469974503e-17,6.31469974503e-17,-0.0317736240085,-0.999495105787,,-0.212930262089,-0.0106605105102,-4.75301239931e-05,0.0552884638309
1545224262051749134,,10801,,1545224262,41262400,'',0,,6.31550700368e-17,6.31550700368e-17,-0.0319098004761,-0.999490764662,,-0.213353723288,-0.0108610671014,-5.33147031092e-05,0.0552884638309
1545224262187837217,,10802,,1545224262,141259584,'',0,,6.31605825191e-17,6.31605825191e-17,-0.0320027764239,-0.999487814383,,-0.212249115109,-0.010908735916,8.03170914878e-05,0.0540347993374
1545224262278724826,,10803,,1545224262,241253184,'',0,,6.31660485479e-17,6.31660485479e-17,-0.0320950358753,-0.999484821956,,-0.21262717247,-0.010686240159,0.000147435726831,0.0515482388437
1545224262360810142,,10804,,1545224262,341248320,'',0,,6.31733056174e-17,6.31733056174e-17,-0.0322175146171,-0.999480860153,,-0.212340459228,-0.0108290286735,4.05261926062e-05,0.0516828298569
1545224262480026304,,10805,,1545224262,441248320,'',0,,6.31790039137e-17,6.31790039137e-17,-0.0323136937254,-0.999477741286,,-0.212276920676,-0.0104697002098,7.76988817961e-05,0.0516828559339
1545224262571334920,,10806,,1545224262,542245760,'',0,,6.3183380866e-17,6.3183380866e-17,-0.0323875771508,-0.999475338915,,-0.212638318539,-0.00977046042681,0.000104094353446,0.0516826994717
1545224262658378752,,10807,,1545224262,641244992,'',0,,6.31904417984e-17,6.31904417984e-17,-0.0325067262915,-0.999471503552,,-0.212037786841,-0.0103340595961,0.000195477783564,0.0516826957464
1545224262762385013,,10808,,1545224262,741242176,'',0,,6.31982305024e-17,6.31982305024e-17,-0.032638182312,-0.999467246721,,-0.212943971157,-0.0108729144558,1.35062452955e-06,0.0516826957464
1545224262858488092,,10809,,1545224262,841241152,'',0,,6.32020654971e-17,6.32020654971e-17,-0.0327028777245,-0.999465181525,,-0.213345691562,-0.0103804152459,7.80302289058e-05,0.0516826957464
1545224262992975006,,10810,,1545224262,942235776,'',0,,6.32050591673e-17,6.32050591673e-17,-0.0327534960896,-0.999463453504,,-0.212944284081,-0.0113281579688,8.45950926305e-05,0.0516826957464
1545224263055303840,,10811,,1545224263,42234240,'',0,,6.32108761781e-17,6.32108761781e-17,-0.0328516982466,-0.999460250344,,-0.212206318974,-0.0104217054322,7.78382091085e-05,0.0516826957464
1545224263168019452,,10812,,1545224263,142225024,'',0,,6.32158983179e-17,6.32158983179e-17,-0.0329364977058,-0.999457468652,,-0.212188944221,-0.0103834317997,-4.83965231979e-05,0.0516826957464
1545224263257310337,,10813,,1545224263,242220928,'',0,,6.32222056713e-17,6.32222056713e-17,-0.0330430449388,-0.999453928316,,-0.212480470538,-0.00982289295644,-0.000140754345921,0.0516826957464
1545224263392031065,,10814,,1545224263,342215808,'',0,,6.3224533508e-17,6.3224533508e-17,-0.0330824100954,-0.999452579617,,-0.211723223329,-0.0106055391952,7.87565440987e-05,0.0516826957464
1545224263452957949,,10815,,1545224263,433209920,'',0,,6.32321260749e-17,6.32321260749e-17,-0.0332106208085,-0.999448364932,,-0.211001798511,-0.0106256548315,0.000134775415063,0.0516826957464
1545224263558719179,,10816,,1545224263,543204800,'',0,,6.32378966323e-17,6.32378966323e-17,-0.0333081064691,-0.999445119625,,-0.211496025324,-0.0110571878031,8.25818642625e-05,0.0474996976554
1545224263654108824,,10817,,1545224263,633203776,'',0,,6.32418090495e-17,6.32418090495e-17,-0.0333741927276,-0.999442927989,,-0.210597291589,-0.00991160143167,-1.82361018233e-05,0.0
1545224263758123995,,10818,,1545224263,742198656,'',0,,6.32476260604e-17,6.32476260604e-17,-0.0334724791783,-0.999439640535,,-0.212796360254,-0.00999999418855,0.000184314456419,0.0
1545224263858481187,,10819,,1545224263,843194560,'',0,,6.32551928198e-17,6.32551928198e-17,-0.0336003105699,-0.999435383703,,-0.211678877473,-0.010135431774,7.59402755648e-05,0.0
1545224263972234659,,10820,,1545224263,943192000,'',0,,6.32568393384e-17,6.32568393384e-17,-0.0336281696367,-0.999434414326,,-0.213362574577,-0.0106887314469,8.08237527963e-05,5.56941071039e-09
1545224264060721041,,10821,,1545224264,43187648,'',0,,6.32611388682e-17,6.32611388682e-17,-0.0337008308036,-0.999431969808,,-0.212900087237,-0.0115274824202,8.38822161313e-05,5.69151725749e-10
1545224264158506098,,10822,,1545224264,143184064,'',0,,6.32631570148e-17,6.32631570148e-17,-0.0337349697508,-0.999430789697,,-0.212143421173,-0.0106981955469,7.90450358181e-05,5.23005380323e-12
1545224264306476777,,10823,,1545224264,243179968,'',0,,6.32655725969e-17,6.32655725969e-17,-0.0337757679002,-0.999429440997,,-0.21254761517,-0.011138195172,9.02667961782e-05,0.0
1545224264385817252,,10824,,1545224264,343177408,'',0,,6.32705069912e-17,6.32705069912e-17,-0.0338591765134,-0.999426617159,,-0.212157517672,-0.0117675559595,-1.19131182146e-05,0.0
1545224264467553942,,10825,,1545224264,443174080,'',0,,6.32716580058e-17,6.32716580058e-17,-0.0338786062106,-0.999425984956,,-0.212612867355,-0.0117221362889,0.000101428951893,1.03480824026e-16
1545224264559256028,,10826,,1545224264,543170752,'',0,,6.32763859401e-17,6.32763859401e-17,-0.0339585587822,-0.999423245411,,-0.211616650224,-0.012323493138,0.000122541445307,8.97286816445e-18
1545224264653090704,,10827,,1545224264,643168192,'',0,,6.32796996233e-17,6.32796996233e-17,-0.0340146140907,-0.999421306656,,-0.212122216821,-0.0116066904739,2.45523187914e-05,7.67740189217e-20
1545224264765426763,,10828,,1545224264,743161024,'',0,,6.32815887324e-17,6.32815887324e-17,-0.034046519255,-0.999420252984,,-0.211591869593,-0.0122946863994,0.000223511611694,0.0
1545224264860543304,,10829,,1545224264,844156672,'',0,,6.32842933586e-17,6.32842933586e-17,-0.0340922907325,-0.999418651404,,-0.212136045098,-0.0119181256741,1.06568759293e-05,0.0
