rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,fluid_pressure,variance
1545224252472869858,,50756,,1545224252,463776056,"""base_link""",101449.0,0.0
1545224252515229992,,50757,,1545224252,503776056,"""base_link""",101446.0,0.0
1545224252545958928,,50758,,1545224252,523775056,"""base_link""",101444.992188,0.0
1545224252566430174,,50759,,1545224252,547790544,"""base_link""",101442.0,0.0
1545224252575261545,,50760,,1545224252,563774544,"""base_link""",101438.0,0.0
1545224252594603706,,50761,,1545224252,583778544,"""base_link""",101444.992188,0.0
1545224252620259171,,50762,,1545224252,603774544,"""base_link""",101443.0,0.0
1545224252635370321,,50763,,1545224252,623774544,"""base_link""",101441.0,0.0
1545224252658292561,,50764,,1545224252,643772656,"""base_link""",101443.0,0.0
1545224252671058415,,50765,,1545224252,663790656,"""base_link""",101446.0,0.0
1545224252693587647,,50766,,1545224252,683770656,"""base_link""",101444.0,0.0
1545224252736471217,,50767,,1545224252,724568656,"""base_link""",101447.0,0.0
1545224252759021521,,50768,,1545224252,744635144,"""base_link""",101444.0,0.0
1545224252772886566,,50769,,1545224252,764568144,"""base_link""",101443.0,0.0
1545224252805387584,,50770,,1545224252,784568144,"""base_link""",101444.992188,0.0
1545224252811162548,,50771,,1545224252,804568144,"""base_link""",101441.0,0.0
1545224252834210684,,50772,,1545224252,824568144,"""base_link""",101444.0,0.0
1545224252855707526,,50773,,1545224252,844578584,"""base_link""",101444.992188,0.0
1545224252890047558,,50774,,1545224252,860566584,"""base_link""",101440.0,0.0
1545224252898786323,,50775,,1545224252,884609584,"""base_link""",101447.0,0.0
1545224252917691158,,50776,,1545224252,900565584,"""base_link""",101446.0,0.0
1545224252934793537,,50777,,1545224252,924586584,"""base_link""",101447.0,0.0
1545224252963723557,,50778,,1545224252,944557392,"""base_link""",101443.0,0.0
1545224252993345756,,50779,,1545224252,980558392,"""base_link""",101446.0,0.0
1545224253013085029,,50780,,1545224253,4557392,"""base_link""",101446.0,0.0
1545224253035005707,,50781,,1545224253,24557392,"""base_link""",101444.992188,0.0
1545224253067747499,,50782,,1545224253,44556600,"""base_link""",101450.0,0.0
1545224253085580337,,50783,,1545224253,64555600,"""base_link""",101450.0,0.0
1545224253095188232,,50784,,1545224253,84555600,"""base_link""",101442.0,0.0
1545224253119266370,,50785,,1545224253,104555600,"""base_link""",101444.992188,0.0
1545224253134477262,,50786,,1545224253,124555600,"""base_link""",101447.0,0.0
1545224253164610508,,50787,,1545224253,144551760,"""base_link""",101448.0,0.0
1545224253174957695,,50788,,1545224253,164561760,"""base_link""",101444.992188,0.0
1545224253201212642,,50789,,1545224253,184562760,"""base_link""",101448.0,0.0
1545224253231276731,,50790,,1545224253,205351760,"""base_link""",101443.0,0.0
1545224253241218472,,50791,,1545224253,225351760,"""base_link""",101444.0,0.0
1545224253256168762,,50792,,1545224253,245348432,"""base_link""",101442.0,0.0
1545224253323223473,,50793,,1545224253,265358432,"""base_link""",101444.0,0.0
1545224253323246930,,50794,,1545224253,285359432,"""base_link""",101440.0,0.0
1545224253323269289,,50795,,1545224253,305348432,"""base_link""",101441.0,0.0
1545224253341974915,,50796,,1545224253,325348432,"""base_link""",101447.0,0.0
1545224253366340153,,50797,,1545224253,349350288,"""base_link""",101444.0,0.0
1545224253393962166,,50798,,1545224253,361342288,"""base_link""",101449.0,0.0
1545224253410996314,,50799,,1545224253,385342288,"""base_link""",101450.992188,0.0
1545224253423648826,,50800,,1545224253,405342288,"""base_link""",101444.992188,0.0
1545224253437614345,,50801,,1545224253,425342288,"""base_link""",101449.0,0.0
1545224253469929375,,50802,,1545224253,445337168,"""base_link""",101444.992188,0.0
1545224253489598613,,50803,,1545224253,465337168,"""base_link""",101442.0,0.0
1545224253505614259,,50804,,1545224253,485337168,"""base_link""",101443.0,0.0
1545224253516444567,,50805,,1545224253,501337168,"""base_link""",101444.0,0.0
1545224253540659620,,50806,,1545224253,525338168,"""base_link""",101443.0,0.0
1545224253573492409,,50807,,1545224253,545359840,"""base_link""",101446.0,0.0
1545224253583488492,,50808,,1545224253,565333840,"""base_link""",101444.0,0.0
1545224253593902106,,50809,,1545224253,585333840,"""base_link""",101447.0,0.0
1545224253612849347,,50810,,1545224253,601343840,"""base_link""",101440.0,0.0
1545224253642769892,,50811,,1545224253,625333840,"""base_link""",101443.0,0.0
1545224253685149517,,50812,,1545224253,645336560,"""base_link""",101444.0,0.0
1545224253685210911,,50813,,1545224253,665378560,"""base_link""",101442.0,0.0
1545224253709013098,,50814,,1545224253,685338560,"""base_link""",101444.992188,0.0
1545224253741098519,,50815,,1545224253,702145560,"""base_link""",101446.0,0.0
1545224253776472494,,50816,,1545224253,722933560,"""base_link""",101448.0,0.0
1545224253776481854,,50817,,1545224253,742928184,"""base_link""",101442.0,0.0
1545224253789490561,,50818,,1545224253,762939184,"""base_link""",101446.0,0.0
1545224253799825983,,50819,,1545224253,782927184,"""base_link""",101444.992188,0.0
1545224253821191033,,50820,,1545224253,802937184,"""base_link""",101443.0,0.0
1545224253834604614,,50821,,1545224253,822942184,"""base_link""",101444.992188,0.0
1545224253859884187,,50822,,1545224253,846956184,"""base_link""",101448.0,0.0
1545224253884322095,,50823,,1545224253,862956184,"""base_link""",101446.0,0.0
1545224253918570740,,50824,,1545224253,902930184,"""base_link""",101447.0,0.0
1545224253934291004,,50825,,1545224253,922936184,"""base_link""",101444.0,0.0
1545224253979332071,,50826,,1545224253,942936528,"""base_link""",101450.0,0.0
1545224253999556952,,50827,,1545224253,962955528,"""base_link""",101444.992188,0.0
1545224254018536988,,50828,,1545224253,982960528,"""base_link""",101447.0,0.0
1545224254027862590,,50829,,1545224254,2963528,"""base_link""",101443.0,0.0
1545224254034693988,,50830,,1545224254,22920528,"""base_link""",101450.0,0.0
1545224254067495991,,50831,,1545224254,42918224,"""base_link""",101450.992188,0.0
1545224254078419562,,50832,,1545224254,62918224,"""base_link""",101443.0,0.0
1545224254101168082,,50833,,1545224254,83718224,"""base_link""",101443.0,0.0
1545224254111433907,,50834,,1545224254,103719224,"""base_link""",101446.0,0.0
1545224254132928717,,50835,,1545224254,123767224,"""base_link""",101446.0,0.0
1545224254164938339,,50836,,1545224254,143713872,"""base_link""",101447.0,0.0
1545224254170717323,,50837,,1545224254,163713872,"""base_link""",101444.992188,0.0
1545224254192175431,,50838,,1545224254,183720872,"""base_link""",101448.0,0.0
1545224254212811455,,50839,,1545224254,203713872,"""base_link""",101447.0,0.0
1545224254233822102,,50840,,1545224254,220513872,"""base_link""",101446.0,0.0
1545224254255009791,,50841,,1545224254,240510264,"""base_link""",101447.0,0.0
1545224254288391518,,50842,,1545224254,260514264,"""base_link""",101444.992188,0.0
1545224254302014318,,50843,,1545224254,284523264,"""base_link""",101446.0,0.0
1545224254321069455,,50844,,1545224254,300509264,"""base_link""",101446.0,0.0
1545224254365220661,,50845,,1545224254,344518472,"""base_link""",101444.992188,0.0
1545224254374330751,,50846,,1545224254,360551472,"""base_link""",101444.0,0.0
1545224254419499970,,50847,,1545224254,384508472,"""base_link""",101446.0,0.0
1545224254434706502,,50848,,1545224254,400510472,"""base_link""",101443.0,0.0
1545224254442336616,,50849,,1545224254,420507472,"""base_link""",101449.0,0.0
1545224254461498183,,50850,,1545224254,445331168,"""base_link""",101444.992188,0.0
1545224254475632514,,50851,,1545224254,466119168,"""base_link""",101443.0,0.0
1545224254503263248,,50852,,1545224254,482105168,"""base_link""",101449.0,0.0
1545224254512857382,,50853,,1545224254,502905168,"""base_link""",101447.0,0.0
1545224254534914217,,50854,,1545224254,522905168,"""base_link""",101444.992188,0.0
1545224254575079314,,50855,,1545224254,562902864,"""base_link""",101444.992188,0.0
1545224254593725926,,50856,,1545224254,582902864,"""base_link""",101444.0,0.0
1545224254612805799,,50857,,1545224254,602903864,"""base_link""",101449.0,0.0
1545224254629986558,,50858,,1545224254,622902864,"""base_link""",101442.0,0.0
1545224254668941299,,50859,,1545224254,642909280,"""base_link""",101447.0,0.0
1545224254678748420,,50860,,1545224254,662910280,"""base_link""",101446.0,0.0
1545224254698662780,,50861,,1545224254,687725280,"""base_link""",101443.0,0.0
1545224254712810750,,50862,,1545224254,703737280,"""base_link""",101447.0,0.0
1545224254739949028,,50863,,1545224254,723738280,"""base_link""",101451.992188,0.0
1545224254765232773,,50864,,1545224254,748495392,"""base_link""",101441.0,0.0
1545224254793308877,,50865,,1545224254,784494392,"""base_link""",101444.0,0.0
1545224254818121786,,50866,,1545224254,804494392,"""base_link""",101444.992188,0.0
1545224254835130122,,50867,,1545224254,824501392,"""base_link""",101444.0,0.0
1545224254859448795,,50868,,1545224254,844497760,"""base_link""",101446.0,0.0
1545224254873102751,,50869,,1545224254,864499760,"""base_link""",101440.0,0.0
1545224254893614276,,50870,,1545224254,884487760,"""base_link""",101441.0,0.0
1545224254925650449,,50871,,1545224254,904488760,"""base_link""",101447.0,0.0
1545224254932922164,,50872,,1545224254,924488760,"""base_link""",101446.0,0.0
1545224254959539792,,50873,,1545224254,944485968,"""base_link""",101449.0,0.0
1545224254974597973,,50874,,1545224254,964486968,"""base_link""",101444.992188,0.0
1545224255021894640,,50875,,1545224255,4493968,"""base_link""",101444.992188,0.0
1545224255035668160,,50876,,1545224255,24513968,"""base_link""",101447.0,0.0
1545224255059217777,,50877,,1545224255,44534248,"""base_link""",101444.0,0.0
1545224255082189414,,50878,,1545224255,61286248,"""base_link""",101444.992188,0.0
1545224255094496617,,50879,,1545224255,81287248,"""base_link""",101448.0,0.0
1545224255118968959,,50880,,1545224255,101287248,"""base_link""",101449.0,0.0
1545224255154896504,,50881,,1545224255,125329248,"""base_link""",101444.992188,0.0
1545224255186364096,,50882,,1545224255,149284432,"""base_link""",101446.0,0.0
1545224255214569638,,50883,,1545224255,165284432,"""base_link""",101448.0,0.0
1545224255214589821,,50884,,1545224255,181284432,"""base_link""",101448.0,0.0
1545224255224351302,,50885,,1545224255,201285432,"""base_link""",101444.992188,0.0
1545224255233355831,,50886,,1545224255,221285432,"""base_link""",101444.0,0.0
1545224255260166710,,50887,,1545224255,245280080,"""base_link""",101450.0,0.0
1545224255286918864,,50888,,1545224255,261280080,"""base_link""",101444.992188,0.0
1545224255296980195,,50889,,1545224255,281290080,"""base_link""",101442.0,0.0
1545224255323751167,,50890,,1545224255,305281080,"""base_link""",101444.0,0.0
1545224255334884291,,50891,,1545224255,325280080,"""base_link""",101443.0,0.0
1545224255376281911,,50892,,1545224255,349279312,"""base_link""",101443.0,0.0
1545224255389531912,,50893,,1545224255,365328312,"""base_link""",101444.992188,0.0
1545224255403384453,,50894,,1545224255,385284312,"""base_link""",101444.992188,0.0
1545224255422642745,,50895,,1545224255,405279312,"""base_link""",101442.0,0.0
1545224255433354782,,50896,,1545224255,425280312,"""base_link""",101446.0,0.0
1545224255454747737,,50897,,1545224255,445285496,"""base_link""",101442.0,0.0
1545224255472636723,,50898,,1545224255,465277496,"""base_link""",101438.0,0.0
1545224255495307059,,50899,,1545224255,481276496,"""base_link""",101444.0,0.0
1545224255514898551,,50900,,1545224255,505276496,"""base_link""",101444.0,0.0
1545224255534020180,,50901,,1545224255,525285496,"""base_link""",101444.992188,0.0
1545224255560995202,,50902,,1545224255,549320888,"""base_link""",101446.0,0.0
1545224255572284952,,50903,,1545224255,566071888,"""base_link""",101437.0,0.0
1545224255593113379,,50904,,1545224255,582071888,"""base_link""",101443.0,0.0
1545224255618824632,,50905,,1545224255,602071888,"""base_link""",101444.0,0.0
1545224255633936051,,50906,,1545224255,622071888,"""base_link""",101442.0,0.0
1545224255659358237,,50907,,1545224255,646075704,"""base_link""",101446.0,0.0
1545224255680506762,,50908,,1545224255,662074704,"""base_link""",101440.0,0.0
1545224255696780074,,50909,,1545224255,686074704,"""base_link""",101442.0,0.0
1545224255718532298,,50910,,1545224255,706075704,"""base_link""",101446.0,0.0
1545224255732809816,,50911,,1545224255,722074704,"""base_link""",101442.0,0.0
1545224255766670220,,50912,,1545224255,750073400,"""base_link""",101440.0,0.0
1545224255775719824,,50913,,1545224255,766072400,"""base_link""",101440.0,0.0
1545224255792747754,,50914,,1545224255,782072400,"""base_link""",101443.0,0.0
1545224255815194440,,50915,,1545224255,806072400,"""base_link""",101438.0,0.0
1545224255837160874,,50916,,1545224255,822073400,"""base_link""",101450.992188,0.0
1545224255858365869,,50917,,1545224255,846071608,"""base_link""",101444.992188,0.0
1545224255884645316,,50918,,1545224255,866071608,"""base_link""",101444.0,0.0
1545224255894711825,,50919,,1545224255,882070608,"""base_link""",101438.992188,0.0
1545224255927995153,,50920,,1545224255,902070608,"""base_link""",101442.0,0.0
1545224255942738601,,50921,,1545224255,926078608,"""base_link""",101438.0,0.0
1545224255966329412,,50922,,1545224255,946107024,"""base_link""",101443.0,0.0
1545224255975586365,,50923,,1545224255,966068024,"""base_link""",101441.0,0.0
1545224255995804790,,50924,,1545224255,986073024,"""base_link""",101441.0,0.0
1545224256029117358,,50925,,1545224256,6068024,"""base_link""",101438.992188,0.0
1545224256042259326,,50926,,1545224256,26068024,"""base_link""",101440.0,0.0
1545224256059321267,,50927,,1545224256,42867000,"""base_link""",101443.0,0.0
1545224256073403855,,50928,,1545224256,63667000,"""base_link""",101440.0,0.0
1545224256112314084,,50929,,1545224256,95667000,"""base_link""",101444.0,0.0
1545224256128884223,,50930,,1545224256,119666000,"""base_link""",101437.0,0.0
1545224256148603400,,50931,,1545224256,135678000,"""base_link""",101443.0,0.0
1545224256201975817,,50932,,1545224256,187666000,"""base_link""",101438.0,0.0
1545224256221572442,,50933,,1545224256,207666000,"""base_link""",101432.992188,0.0
1545224256243799472,,50934,,1545224256,227666000,"""base_link""",101442.0,0.0
1545224256277268674,,50935,,1545224256,251709904,"""base_link""",101442.0,0.0
1545224256294437530,,50936,,1545224256,267661904,"""base_link""",101442.0,0.0
1545224256308502905,,50937,,1545224256,287661904,"""base_link""",101438.992188,0.0
1545224256322075457,,50938,,1545224256,307665904,"""base_link""",101438.0,0.0
1545224256352663324,,50939,,1545224256,327661904,"""base_link""",101441.0,0.0
1545224256383719029,,50940,,1545224256,367661648,"""base_link""",101440.0,0.0
1545224256395933993,,50941,,1545224256,387661648,"""base_link""",101438.992188,0.0
1545224256435503681,,50942,,1545224256,407661648,"""base_link""",101438.992188,0.0
1545224256449467429,,50943,,1545224256,428461648,"""base_link""",101438.992188,0.0
1545224256462018135,,50944,,1545224256,448459088,"""base_link""",101444.0,0.0
1545224256482978424,,50945,,1545224256,468458088,"""base_link""",101440.0,0.0
1545224256526403746,,50946,,1545224256,488459088,"""base_link""",101441.0,0.0
1545224256542311623,,50947,,1545224256,508459088,"""base_link""",101442.0,0.0
1545224256554497795,,50948,,1545224256,528459088,"""base_link""",101438.0,0.0
1545224256567857991,,50949,,1545224256,548453456,"""base_link""",101442.0,0.0
1545224256620017482,,50950,,1545224256,588453456,"""base_link""",101443.0,0.0
1545224256630443630,,50951,,1545224256,608502456,"""base_link""",101438.0,0.0
1545224256649815906,,50952,,1545224256,628473456,"""base_link""",101447.0,0.0
1545224256662008158,,50953,,1545224256,648451408,"""base_link""",101438.992188,0.0
1545224256691570951,,50954,,1545224256,668452408,"""base_link""",101438.992188,0.0
1545224256709230137,,50955,,1545224256,688451408,"""base_link""",101437.0,0.0
1545224256720270962,,50956,,1545224256,708451408,"""base_link""",101438.992188,0.0
1545224256740977713,,50957,,1545224256,728451408,"""base_link""",101438.992188,0.0
1545224256770566126,,50958,,1545224256,748451360,"""base_link""",101438.992188,0.0
1545224256782017755,,50959,,1545224256,768449360,"""base_link""",101443.0,0.0
1545224256826977709,,50960,,1545224256,808449360,"""base_link""",101444.992188,0.0
1545224256849297484,,50961,,1545224256,828449360,"""base_link""",101442.0,0.0
1545224256865129375,,50962,,1545224256,848457360,"""base_link""",101438.992188,0.0
1545224256880002349,,50963,,1545224256,868473360,"""base_link""",101441.0,0.0
1545224256899047095,,50964,,1545224256,888493360,"""base_link""",101436.0,0.0
1545224256923842346,,50965,,1545224256,905249360,"""base_link""",101440.0,0.0
1545224256940311387,,50966,,1545224256,930049360,"""base_link""",101438.992188,0.0
1545224256968961278,,50967,,1545224256,950047032,"""base_link""",101440.0,0.0
1545224256977994213,,50968,,1545224256,970047032,"""base_link""",101442.0,0.0
1545224256997096470,,50969,,1545224256,986046032,"""base_link""",101441.0,0.0
1545224257024354505,,50970,,1545224257,10048032,"""base_link""",101443.0,0.0
1545224257042683965,,50971,,1545224257,26047032,"""base_link""",101436.0,0.0
1545224257068639714,,50972,,1545224257,50088240,"""base_link""",101443.0,0.0
1545224257087347471,,50973,,1545224257,70086240,"""base_link""",101438.0,0.0
1545224257104036929,,50974,,1545224257,90055240,"""base_link""",101441.0,0.0
1545224257126268719,,50975,,1545224257,106045240,"""base_link""",101435.0,0.0
1545224257140294665,,50976,,1545224257,130044240,"""base_link""",101440.0,0.0
1545224257162624206,,50977,,1545224257,150038096,"""base_link""",101441.0,0.0
1545224257180990159,,50978,,1545224257,170039096,"""base_link""",101441.0,0.0
1545224257203003169,,50979,,1545224257,186039096,"""base_link""",101440.0,0.0
1545224257222249093,,50980,,1545224257,210038096,"""base_link""",101444.992188,0.0
1545224257249730158,,50981,,1545224257,230048096,"""base_link""",101442.0,0.0
1545224257263480031,,50982,,1545224257,250051232,"""base_link""",101443.0,0.0
1545224257286177064,,50983,,1545224257,270034232,"""base_link""",101442.0,0.0
1545224257301467145,,50984,,1545224257,287637232,"""base_link""",101436.0,0.0
1545224257328192732,,50985,,1545224257,311633232,"""base_link""",101437.0,0.0
1545224257346975827,,50986,,1545224257,327634232,"""base_link""",101440.0,0.0
1545224257376157133,,50987,,1545224257,347683184,"""base_link""",101438.992188,0.0
1545224257395448046,,50988,,1545224257,367662184,"""base_link""",101440.0,0.0
1545224257408688853,,50989,,1545224257,387631184,"""base_link""",101444.0,0.0
1545224257425857738,,50990,,1545224257,407631184,"""base_link""",101441.0,0.0
1545224257444421193,,50991,,1545224257,427639184,"""base_link""",101438.0,0.0
1545224257458835808,,50992,,1545224257,447626528,"""base_link""",101442.0,0.0
1545224257480056887,,50993,,1545224257,467624528,"""base_link""",101436.0,0.0
1545224257502666348,,50994,,1545224257,487627528,"""base_link""",101443.0,0.0
1545224257524288964,,50995,,1545224257,507670528,"""base_link""",101441.0,0.0
1545224257569549127,,50996,,1545224257,551624528,"""base_link""",101442.0,0.0
1545224257606540849,,50997,,1545224257,587624528,"""base_link""",101444.992188,0.0
1545224257617758960,,50998,,1545224257,607630528,"""base_link""",101443.0,0.0
1545224257643547678,,50999,,1545224257,627624528,"""base_link""",101438.992188,0.0
1545224257667753616,,51000,,1545224257,648443896,"""base_link""",101440.0,0.0
1545224257680024948,,51001,,1545224257,669267896,"""base_link""",101440.0,0.0
1545224257703018086,,51002,,1545224257,689250896,"""base_link""",101444.0,0.0
1545224257719318231,,51003,,1545224257,705218896,"""base_link""",101443.0,0.0
1545224257740134110,,51004,,1545224257,725221896,"""base_link""",101438.0,0.0
1545224257777869721,,51005,,1545224257,749215056,"""base_link""",101442.0,0.0
1545224257901818575,,51006,,1545224257,769215056,"""base_link""",101441.0,0.0
1545224257901890501,,51007,,1545224257,789215056,"""base_link""",101443.0,0.0
1545224257902202660,,51008,,1545224257,805216056,"""base_link""",101438.992188,0.0
1545224257903495672,,51009,,1545224257,829215056,"""base_link""",101438.0,0.0
1545224257903532529,,51010,,1545224257,845211728,"""base_link""",101442.0,0.0
1545224257903547923,,51011,,1545224257,869211728,"""base_link""",101444.992188,0.0
1545224257913916807,,51012,,1545224257,889211728,"""base_link""",101443.0,0.0
1545224257933339180,,51013,,1545224257,909211728,"""base_link""",101437.0,0.0
1545224258067279733,,51014,,1545224257,945225936,"""base_link""",101440.0,0.0
1545224258067309643,,51015,,1545224257,969220936,"""base_link""",101443.0,0.0
1545224258067330586,,51016,,1545224257,989237936,"""base_link""",101440.0,0.0
1545224258067350070,,51017,,1545224258,5232936,"""base_link""",101446.0,0.0
1545224258067691839,,51018,,1545224258,30009936,"""base_link""",101446.0,0.0
1545224258172620167,,51019,,1545224258,50008656,"""base_link""",101442.0,0.0
1545224258172635275,,51020,,1545224258,66057656,"""base_link""",101440.0,0.0
1545224258172650035,,51021,,1545224258,86025656,"""base_link""",101438.0,0.0
1545224258172754401,,51022,,1545224258,110008656,"""base_link""",101440.0,0.0
1545224258172861931,,51023,,1545224258,130008656,"""base_link""",101442.0,0.0
1545224258190464791,,51024,,1545224258,150017144,"""base_link""",101447.0,0.0
1545224258190699229,,51025,,1545224258,166008144,"""base_link""",101441.0,0.0
1545224258302465960,,51026,,1545224258,206009144,"""base_link""",101442.0,0.0
1545224258323571813,,51027,,1545224258,226018144,"""base_link""",101438.0,0.0
1545224258323642576,,51028,,1545224258,250006352,"""base_link""",101438.992188,0.0
1545224258323674243,,51029,,1545224258,270006352,"""base_link""",101440.0,0.0
1545224258324282918,,51030,,1545224258,290006352,"""base_link""",101443.0,0.0
1545224258332232204,,51031,,1545224258,310007352,"""base_link""",101438.0,0.0
1545224258441053678,,51032,,1545224258,326006352,"""base_link""",101444.992188,0.0
