rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,airspeed,groundspeed,heading,throttle,altitude,climb
1545224259258093585,,10773,,1545224259,249562591,'',0.0,0.0109285274521,86,0.00999999977648,-10.067237854,0.0048287352547
1545224259357276900,,10774,,1545224259,349958756,'',0.0,0.00890076346695,86,0.00999999977648,-9.48592758179,-1.83511292562e-05
1545224259492784699,,10775,,1545224259,448772271,'',0.0,0.00954888388515,86,0.00999999977648,-9.6550359726,-0.000898431637324
1545224259571818981,,10776,,1545224259,558295577,'',0.0,0.0128374621272,86,0.00999999977648,-9.23754882812,1.30635453388e-06
1545224259660047292,,10777,,1545224259,647246330,'',0.0,0.0137716401368,86,0.00999999977648,-9.23754882812,0.00453431066126
1545224259763148268,,10778,,1545224259,750132534,'',0.0,0.0124058192596,86,0.00999999977648,-9.23754882812,0.00511759705842
1545224259858584677,,10779,,1545224259,847283975,'',0.0,0.00748180737719,86,0.00999999977648,-9.73430538177,-0.000539545668289
1545224259957934838,,10780,,1545224259,951176580,'',0.0,0.00702221691608,86,0.00999999977648,-9.40137290955,-0.00421301275492
1545224260070306926,,10781,,1545224260,48361562,'',0.0,0.00592803396285,86,0.00999999977648,-9.73430538177,-0.00891805347055
1545224260157437248,,10782,,1545224260,151728232,'',0.0,0.00652101775631,86,0.00999999977648,-9.57048130035,-0.0110730528831
1545224260253138010,,10783,,1545224260,245485836,'',0.0,0.00608963752165,86,0.00999999977648,-9.57048130035,-0.00584909226745
1545224260355691850,,10784,,1545224260,349725627,'',0.0,0.00890254601836,86,0.00999999977648,-9.57048130035,-0.00883036013693
1545224260455698891,,10785,,1545224260,449393931,'',0.0,0.00710833724588,86,0.00999999977648,-9.15299510956,-0.00607212539762
1545224260569560582,,10786,,1545224260,549582648,'',0.0,0.00912656355649,86,0.00999999977648,-9.15299510956,-0.00315295392647
1545224260655068493,,10787,,1545224260,646351174,'',0.0,0.0079983221367,86,0.00999999977648,-9.57048130035,-0.00355199025944
1545224260759135586,,10788,,1545224260,751236275,'',0.0,0.00831880699843,86,0.0500000007451,-9.23754882812,-0.00035922031384
1545224260856713462,,10789,,1545224260,849712344,'',0.0,0.00696695875376,86,0.0500000007451,-8.82006263733,0.00238151964732
1545224260957690809,,10790,,1545224260,951941729,'',0.0,0.0102170538157,86,0.0500000007451,-9.06844043732,-0.00406293477863
1545224261057514415,,10791,,1545224261,49797802,'',0.0,0.00712557230145,86,0.0500000007451,-9.23754882812,-0.00688239652663
1545224261154043147,,10792,,1545224261,148402934,'',0.0,0.00711558945477,86,0.0500000007451,-9.40137290955,-0.00711760809645
1545224261254897349,,10793,,1545224261,249261961,'',0.0,0.00970184989274,86,0.0500000007451,-9.57048130035,-0.00401723384857
1545224261356667829,,10794,,1545224261,348729953,'',0.0,0.0102154659107,86,0.0500000007451,-9.57048130035,-0.0124302078038
1545224261455210833,,10795,,1545224261,450732828,'',0.0,0.00943146552891,86,0.0500000007451,-9.40137290955,-0.0156789142638
1545224261559561416,,10796,,1545224261,547900155,'',0.0,0.00856219232082,86,0.0500000007451,-9.23754882812,-0.0189966745675
1545224261660458924,,10797,,1545224261,648596005,'',0.0,0.0111552318558,86,0.0500000007451,-9.57048130035,-0.0205144062638
1545224261768453366,,10798,,1545224261,755495002,'',0.0,0.0102149387822,86,0.0500000007451,-9.48592758179,-0.00830433424562
1545224261857185290,,10799,,1545224261,850606297,'',0.0,0.0113289095461,86,0.0500000007451,-9.23754882812,0.00946834404022
1545224261957290463,,10800,,1545224261,950646110,'',0.0,0.0107803912833,86,0.0500000007451,-9.15299510956,0.00657429825515
1545224262051780149,,10801,,1545224262,47013701,'',0.0,0.0100997574627,86,0.0500000007451,-9.15299510956,0.00601901113987
1545224262187848192,,10802,,1545224262,150951202,'',0.0,0.00933445990086,86,0.0500000007451,-9.57048130035,0.00739271426573
1545224262278892963,,10803,,1545224262,247229992,'',0.0,0.0133383991197,86,0.0500000007451,-8.82006263733,0.0219992920756
1545224262360891771,,10804,,1545224262,349611094,'',0.0,0.00735776778311,86,0.0500000007451,-8.82006263733,0.0164525602013
1545224262480028391,,10805,,1545224262,447928832,'',0.0,0.0113500449806,86,0.0500000007451,-9.40137290955,0.0120748328045
1545224262572603842,,10806,,1545224262,551432013,'',0.0,0.00453229807317,86,0.0500000007451,-9.57048130035,0.00872253067791
1545224262658419465,,10807,,1545224262,651156254,'',0.0,0.00231304788031,86,0.0500000007451,-10.1517915726,-0.00502688996494
1545224262762429437,,10808,,1545224262,749287118,'',0.0,0.00219464534894,86,0.0500000007451,-9.40137290955,-0.0113062476739
1545224262859957476,,10809,,1545224262,848895995,'',0.0,0.0036395683419,86,0.0500000007451,-9.23754882812,-0.0156955569983
1545224262992990128,,10810,,1545224262,950720382,'',0.0,0.00631615193561,86,0.0500000007451,-9.40137290955,-0.00917213410139
1545224263055175799,,10811,,1545224263,49000984,'',0.0,0.0108835417777,86,0.0500000007451,-9.06844043732,-0.00691111851484
1545224263168202383,,10812,,1545224263,152428332,'',0.0,0.01393884141,86,0.0500000007451,-9.32210350037,0.00578131712973
1545224263257652466,,10813,,1545224263,249224619,'',0.0,0.00821076519787,86,0.0500000007451,-8.98917102814,0.0166568942368
1545224263392064803,,10814,,1545224263,351252547,'',0.0,0.00870370864868,86,0.0500000007451,-9.32210350037,0.0257941223681
1545224263455616357,,10815,,1545224263,447301442,'',0.0,0.011670823209,86,0.0500000007451,-9.15299510956,0.0258535519242
1545224263558768182,,10816,,1545224263,552176908,'',0.0,0.0120014501736,86,0.0399999991059,-9.32210350037,0.0249051265419
1545224263656277617,,10817,,1545224263,646852372,'',0.0,0.0170159023255,86,0.0,-9.40137290955,0.0384463742375
1545224263758135753,,10818,,1545224263,750514198,'',0.0,0.0121392188594,86,0.0,-9.15299510956,0.0245385933667
1545224263858856648,,10819,,1545224263,850863593,'',0.0,0.0166107546538,86,0.0,-9.15299510956,0.019940841943
1545224263972285538,,10820,,1545224263,951038249,'',0.0,0.0185960717499,86,0.0,-8.90461730957,0.0141651406884
1545224264060969733,,10821,,1545224264,49976348,'',0.0,0.0171028189361,86,0.0,-9.15299510956,0.00307189789601
1545224264158809669,,10822,,1545224264,151288759,'',0.0,0.0146511765197,86,0.0,-9.57048130035,-0.00271499156952
1545224264306506018,,10823,,1545224264,249450300,'',0.0,0.0142027530819,86,0.0,-9.06844043732,-0.0148770138621
1545224264386248807,,10824,,1545224264,357844030,'',0.0,0.0126472618431,86,0.0,-9.48592758179,-0.00160130276345
1545224264469451177,,10825,,1545224264,448780971,'',0.0,0.0105936238542,86,0.0,-9.32210350037,-0.000970323686488
1545224264560681072,,10826,,1545224264,552831493,'',0.0,0.00880192685872,86,0.0,-9.48592758179,0.00587472459301
1545224264658723338,,10827,,1545224264,649335595,'',0.0,0.00974563322961,86,0.0,-8.74079322815,0.00109149713535
1545224264765435766,,10828,,1545224264,751354564,'',0.0,0.00553431967273,86,0.0,-9.40137290955,-0.00716531323269
1545224264860595642,,10829,,1545224264,849836521,'',0.0,0.00899659376591,86,0.0,-8.82006263733,-0.00240048696287
1545224264975180199,,10830,,1545224264,950186280,'',0.0,0.00951700843871,86,0.0,-9.06844043732,-0.000886191555765
1545224265064929720,,10831,,1545224265,46558090,'',0.0,0.0114920586348,86,0.0,-9.23754882812,-0.00246452796273
1545224265161248248,,10832,,1545224265,148467738,'',0.0,0.0135396188125,86,0.0,-9.15299510956,0.000704413745552
1545224265255947134,,10833,,1545224265,246656988,'',0.0,0.0204792525619,86,0.0,-9.06844043732,-0.00681279413402
1545224265361768112,,10834,,1545224265,350246887,'',0.0,0.0182527713478,86,0.0,-8.98917102814,-0.00156902917661
1545224265456073180,,10835,,1545224265,447579214,'',0.0,0.0131859835237,86,0.0,-8.82006263733,0.000300534651615
1545224265576068799,,10836,,1545224265,548796000,'',0.0,0.0127015840262,86,0.0,-9.06844043732,-0.000377118005417
1545224265655150914,,10837,,1545224265,647858214,'',0.0,0.0081041874364,86,0.0,-9.23754882812,-0.00581027939916
1545224265760649788,,10838,,1545224265,752478213,'',0.0,0.00394712015986,86,0.0,-9.15299510956,-0.00303121330217
1545224265861735550,,10839,,1545224265,846394255,'',0.0,0.00678267609328,86,0.0,-8.90461730957,0.0023837487679
1545224265961572298,,10840,,1545224265,949999623,'',0.0,0.00397981889546,86,0.0,-8.98917102814,0.00492679327726
1545224266056276269,,10841,,1545224266,48421840,'',0.0,0.00803887564689,86,0.0,-8.74079322815,0.00766763137653
1545224266158367341,,10842,,1545224266,149864823,'',0.0,0.0065279151313,86,0.0,-9.32210350037,-0.00367647688836
1545224266264588076,,10843,,1545224266,247723033,'',0.0,0.00868811178952,86,0.0,-9.06844043732,-0.00605343375355
1545224266361580684,,10844,,1545224266,349790128,'',0.0,0.0082225902006,86,0.0,-8.98917102814,-0.0169329047203
1545224266499775829,,10845,,1545224266,448489792,'',0.0,0.0116678532213,86,0.0,-8.98917102814,-0.00958042778075
1545224266590005726,,10846,,1545224266,551161519,'',0.0,0.00919566117227,86,0.0,-9.06844043732,-0.0161028821021
1545224266676541085,,10847,,1545224266,649006552,'',0.0,0.00847083795816,86,0.0,-8.98917102814,-0.00171298568603
1545224266780671235,,10848,,1545224266,750286047,'',0.0,0.00660834694281,86,0.0,-8.98917102814,-0.00682184239849
1545224266860661288,,10849,,1545224266,849603468,'',0.0,0.0109982118011,86,0.0,-9.15299510956,-0.00287335715257
1545224266957268886,,10850,,1545224266,950659787,'',0.0,0.00803782884032,86,0.0,-9.48592758179,-0.00578301399946
1545224267062090833,,10851,,1545224267,48880130,'',0.0,0.00599345006049,86,0.0,-9.15299510956,9.11606475711e-05
1545224267171290907,,10852,,1545224267,152036907,'',0.0,0.00632262276486,86,0.0,-8.98917102814,0.0012006808538
1545224267260019803,,10853,,1545224267,247656847,'',0.0,0.0030616519507,86,0.0,-9.57048130035,-0.000695788359735
1545224267362444856,,10854,,1545224267,351249664,'',0.0,0.00660414202139,86,0.0,-8.74079322815,-0.00466287275776
1545224267464671250,,10855,,1545224267,448280222,'',0.0,0.00320831988938,86,0.0,-9.40137290955,-0.0191364698112
1545224267573521925,,10856,,1545224267,551039866,'',0.0,0.00597138842568,86,0.0,-9.15299510956,-0.0115354862064
1545224267655215772,,10857,,1545224267,647599853,'',0.0,0.00784625299275,86,0.0,-9.32210350037,-0.00837823748589
1545224267767016385,,10858,,1545224267,749050753,'',0.0,0.00583786424249,86,0.00999999977648,-9.06844043732,-0.00771474884823
1545224267855714648,,10859,,1545224267,847503856,'',0.0,0.00613147811964,86,0.00999999977648,-8.4871301651,0.002980601741
1545224267961879000,,10860,,1545224267,949894804,'',0.0,0.00591816054657,86,0.00999999977648,-8.82006263733,0.0062806988135
1545224268057752115,,10861,,1545224268,48696238,'',0.0,0.00769104901701,86,0.00999999977648,-9.48592758179,-0.0039667817764
1545224268221819553,,10862,,1545224268,150349898,'',0.0,0.00780390761793,86,0.00999999977648,-9.32210350037,-0.0054224007763
1545224268316547246,,10863,,1545224268,250813929,'',0.0,0.00726703088731,86,0.00999999977648,-9.32210350037,-0.0090144854039
1545224268371411479,,10864,,1545224268,352324204,'',0.0,0.00604718737304,86,0.00999999977648,-9.23754882812,-0.00168344122358
1545224268492283210,,10865,,1545224268,448723567,'',0.0,0.00698095792904,86,0.00999999977648,-8.98917102814,0.00367208127864
1545224268559531560,,10866,,1545224268,550764621,'',0.0,0.0110795991495,86,0.00999999977648,-9.23754882812,-0.00067642016802
1545224268804835751,,10867,,1545224268,647140860,'',0.0,0.0106214163825,86,0.00999999977648,-8.82006263733,-5.94957382418e-05
1545224268846371398,,10868,,1545224268,749756390,'',0.0,0.00911554414779,86,0.00999999977648,-8.82006263733,0.00363560509868
1545224268870874875,,10869,,1545224268,849584486,'',0.0,0.0134993735701,86,0.00999999977648,-8.82006263733,-0.00183455029037
1545224269061961048,,10870,,1545224268,949007063,'',0.0,0.0159506201744,86,0.00999999977648,-8.98917102814,-0.0116036292166
1545224269112463887,,10871,,1545224269,48859222,'',0.0,0.0183747131377,86,0.00999999977648,-8.98917102814,-0.0166945718229
1545224269463069365,,10872,,1545224269,152387665,'',0.0,0.0169924926013,86,0.00999999977648,-9.23754882812,-0.0127301029861
1545224270104261718,,10873,,1545224269,248616977,'',0.0,0.01381361112,86,0.00999999977648,-9.23754882812,-0.0164003893733
1545224270104284892,,10874,,1545224269,352281721,'',0.0,0.0119359139353,86,0.00999999977648,-8.90461730957,-0.0114940274507
1545224270572695060,,10875,,1545224269,447908015,'',0.0,0.00880873203278,86,0.00999999977648,-8.98917102814,-0.00297585781664
1545224270572720108,,10876,,1545224269,549184802,'',0.0,0.0151010444388,86,0.00999999977648,-9.6550359726,-0.00513682654127
1545224270572783734,,10877,,1545224269,651129294,'',0.0,0.0169885922223,86,0.00999999977648,-9.32210350037,-0.00495814438909
1545224270572806936,,10878,,1545224269,750535101,'',0.0,0.0148666184396,86,0.00999999977648,-9.73430538177,-0.0140273738652
1545224270572828811,,10879,,1545224269,847236599,'',0.0,0.015346294269,86,0.00999999977648,-9.32210350037,-0.0199934337288
1545224270572847194,,10880,,1545224269,950416033,'',0.0,0.0188682004809,86,0.00999999977648,-9.48592758179,-0.0250134877861
1545224270572864793,,10881,,1545224270,47665184,'',0.0,0.0175959747285,86,0.0399999991059,-9.6550359726,-0.0191445406526
1545224270653509380,,10882,,1545224270,151274251,'',0.0,0.0152162145823,86,0.0500000007451,-9.98268318176,-0.009042407386
1545224270653527304,,10883,,1545224270,248424392,'',0.0,0.00873354263604,86,0.0500000007451,-9.57048130035,-0.0286156311631
1545224270653541214,,10884,,1545224270,349020975,'',0.0,0.0129166105762,86,0.0500000007451,-9.40137290955,-0.032424993813
1545224270653556284,,10885,,1545224270,448482719,'',0.0,0.0122096138075,86,0.0500000007451,-9.6550359726,-0.0273741595447
1545224270653570493,,10886,,1545224270,550649658,'',0.0,0.0126798842102,86,0.0500000007451,-10.1517915726,-0.0247491784394
1545224270724613019,,10887,,1545224270,650214735,'',0.0,0.0158118773252,86,0.0500000007451,-9.81885910034,-0.0291668884456
1545224270881794618,,10888,,1545224270,752704433,'',0.0,0.0154659450054,87,0.0500000007451,-9.32210350037,-0.0249989703298
1545224270932940333,,10889,,1545224270,847116984,'',0.0,0.0156274065375,87,0.0900000035763,-9.6550359726,-0.0213959105313
1545224271000882784,,10890,,1545224270,947971221,'',0.0,0.018820527941,87,0.0900000035763,-9.73430538177,-0.0436427071691
1545224271067898035,,10891,,1545224271,45575423,'',0.0,0.0206595677882,87,0.0900000035763,-9.23754882812,-0.0403312668204
1545224271163477100,,10892,,1545224271,148920429,'',0.0,0.0249924715608,87,0.0900000035763,-9.32210350037,-0.0576423145831
1545224271253513955,,10893,,1545224271,245660260,'',0.0,0.016660399735,87,0.0900000035763,-8.82006263733,-0.0484499298036
1545224271358879664,,10894,,1545224271,350280364,'',0.0,0.0214281082153,87,0.0900000035763,-9.32210350037,-0.0383474417031
1545224271461062095,,10895,,1545224271,448416751,'',0.0,0.0154778640717,87,0.0900000035763,-9.6550359726,-0.0298276096582
1545224271584356173,,10896,,1545224271,549846611,'',0.0,0.0225904472172,87,0.119999997318,-9.23754882812,-0.0443601720035
1545224271662652410,,10897,,1545224271,648622786,'',0.0,0.0190430488437,87,0.119999997318,-9.57048130035,-0.0486602336168
1545224271786944966,,10898,,1545224271,750176655,'',0.0,0.0126541219652,87,0.119999997318,-9.15299510956,-0.0556383319199
1545224271867122092,,10899,,1545224271,847624399,'',0.0,0.0129417786375,87,0.119999997318,-9.48592758179,-0.0722654387355
1545224271963257276,,10900,,1545224271,951369456,'',0.0,0.012777524069,87,0.119999997318,-9.40137290955,-0.0630057752132
1545224272102981288,,10901,,1545224272,50489692,'',0.0,0.0117538794875,87,0.119999997318,-9.90341377258,-0.0565574355423
1545224272180658521,,10902,,1545224272,148532173,'',0.0,0.00981164257973,87,0.119999997318,-9.81885910034,-0.0208866000175
1545224272400462076,,10903,,1545224272,248041365,'',0.0,0.00219674129039,87,0.119999997318,-8.98917102814,-0.0337286144495
1545224272449487121,,10904,,1545224272,350758458,'',0.0,0.00727653736249,87,0.119999997318,-9.15299510956,-0.0481449738145
1545224272503227586,,10905,,1545224272,449944631,'',0.0,0.0112295337021,87,0.119999997318,-10.067237854,-0.0663609132171
1545224272623804719,,10906,,1545224272,554057082,'',0.0,0.0102011486888,87,0.119999997318,-8.98917102814,-0.0461177900434
1545224272663007433,,10907,,1545224272,650986235,'',0.0,0.0188630707562,87,0.129999995232,-9.23754882812,-0.0389219149947
1545224272767258768,,10908,,1545224272,750979644,'',0.0,0.0183293167502,87,0.159999996424,-9.32210350037,-0.00708012795076
1545224272893573803,,10909,,1545224272,847297030,'',0.0,0.0123410979286,87,0.159999996424,-9.40137290955,0.0197615213692
1545224272964935995,,10910,,1545224272,951456772,'',0.0,0.00515855383128,87,0.159999996424,-9.15299510956,0.0350363925099
1545224273066040667,,10911,,1545224273,52102729,'',0.0,0.0140200397,87,0.159999996424,-9.40137290955,0.034066349268
1545224273182133518,,10912,,1545224273,152148013,'',0.0,0.0266146007925,87,0.159999996424,-9.98268318176,0.00243712263182
1545224273261214111,,10913,,1545224273,246573169,'',0.0,0.0227511711419,87,0.159999996424,-9.57048130035,-0.0271423198283
1545224273356504049,,10914,,1545224273,350105310,'',0.0,0.0249342545867,87,0.159999996424,-9.73430538177,0.0134479394183
1545224273463390904,,10915,,1545224273,450400645,'',0.0,0.0155749740079,87,0.189999997616,-9.73430538177,0.0424616634846
1545224273558812993,,10916,,1545224273,550684677,'',0.0,0.0314148589969,87,0.20000000298,-9.98268318176,0.0987374186516
1545224273678905081,,10917,,1545224273,648061068,'',0.0,0.0160317011178,87,0.20000000298,-9.32210350037,0.111629098654
