rosbagTimestamp,address,timestamp_ms,x_m,y_m,z_m,flags
1545136280784891547,5,65852,0.875,-0.407,-0.189,2
1545136280904164397,5,65968,0.87,-0.422,-0.165,2
1545136281021762917,5,66085,0.862,-0.438,-0.145,2
1545136281140056770,5,66200,0.85,-0.452,-0.132,2
1545136281258482568,5,66316,0.835,-0.465,-0.127,2
1545136281376097603,5,66432,0.817,-0.477,-0.119,2
1545136281494973301,5,66549,0.795,-0.489,-0.113,2
1545136281613000004,5,66664,0.783,-0.513,-0.097,2
1545136281731095347,5,66780,0.763,-0.533,-0.086,2
1545136281850005326,5,66898,0.74,-0.556,-0.098,2
1545136281967527372,5,67013,0.716,-0.582,-0.107,2
1545136282085339608,5,67129,0.681,-0.598,-0.12,2
1545136282204319963,5,67245,0.653,-0.621,-0.134,2
1545136282321898934,5,67362,0.63,-0.645,-0.135,2
1545136282440034046,5,67477,0.608,-0.666,-0.135,2
1545136282558092008,5,67593,0.587,-0.686,-0.14,2
1545136282677077896,5,67709,0.568,-0.705,-0.137,2
1545136282795567912,5,67826,0.547,-0.719,-0.137,2
1545136282912933769,5,67943,0.527,-0.731,-0.141,2
1545136283150445721,5,68176,0.498,-0.737,-0.164,2
1545136283268518427,5,68292,0.471,-0.745,-0.179,2
1545136283386246270,5,68407,0.442,-0.748,-0.204,2
1545136283504445241,5,68523,0.412,-0.745,-0.232,2
1545136283622432769,5,68640,0.393,-0.742,-0.245,2
1545136283741019488,5,68756,0.374,-0.731,-0.277,2
1545136284332270168,5,69336,0.304,-0.68,-0.42,2
1545136284450100604,5,69453,0.294,-0.664,-0.443,2
1545136284567839451,5,69569,0.286,-0.646,-0.462,2
1545136284686765410,5,69684,0.284,-0.627,-0.477,2
1545136284804173169,5,69800,0.282,-0.605,-0.491,2
1545136284923342575,5,69917,0.284,-0.584,-0.501,2
1545136285041172266,5,70033,0.287,-0.562,-0.508,2
1545136285160351756,5,70149,0.293,-0.541,-0.512,2
1545136285277609400,5,70266,0.302,-0.521,-0.514,2
1545136285395986557,5,70382,0.311,-0.501,-0.516,2
1545136285514384808,5,70497,0.323,-0.48,-0.518,2
1545136285632115939,5,70613,0.337,-0.459,-0.521,2
1545136286105306251,5,71078,0.372,-0.421,-0.525,2
1545136286223062177,5,71195,0.414,-0.384,-0.528,2
1545136286341852920,5,71310,0.459,-0.349,-0.526,2
1545136286460384085,5,71426,0.508,-0.316,-0.52,2
1545136286577998849,5,71543,0.54,-0.299,-0.508,2
1545136286932261100,5,71890,0.604,-0.266,-0.471,2
1545136287051330711,5,72007,0.634,-0.25,-0.446,2
1545136287168926453,5,72123,0.664,-0.239,-0.422,2
1545136287287112317,5,72239,0.693,-0.233,-0.396,2
1545136287405041014,5,72355,0.717,-0.232,-0.374,2
1545136287523962995,5,72472,0.745,-0.239,-0.354,2
1545136287642455468,5,72587,0.771,-0.246,-0.331,2
1545136287760000611,5,72703,0.795,-0.257,-0.306,2
1545136287996049669,5,72936,0.819,-0.27,-0.279,2
1545136288114598676,5,73051,0.836,-0.283,-0.251,2
1545136288351281254,5,73286,0.849,-0.296,-0.225,2
1545136288469252378,5,73402,0.855,-0.296,-0.218,2
1545136288706747153,5,73633,0.857,-0.315,-0.193,2
1545136288824056597,5,73750,0.856,-0.328,-0.183,2
1545136288942824112,5,73866,0.854,-0.339,-0.18,2
1545136289060116688,5,73981,0.851,-0.363,-0.161,2
1545136289177361214,5,74097,0.848,-0.377,-0.161,2
1545136289414396787,5,74330,0.843,-0.403,-0.147,2
1545136289532984111,5,74446,0.836,-0.433,-0.13,2
1545136289651398858,5,74563,0.825,-0.46,-0.121,2
