rosbagTimestamp,timestamp_ms,x_m,y_m,z_m,flags
1545136280624532160,65387,0.87,-0.368,-0.312,2
1545136280624819829,65503,0.875,-0.372,-0.274,2
1545136280632279698,65619,0.878,-0.38,-0.241,2
1545136280666357914,65736,0.879,-0.394,-0.216,2
1545136280784951298,65852,0.875,-0.407,-0.189,2
1545136280904190525,65968,0.87,-0.422,-0.165,2
1545136281021767069,66085,0.862,-0.438,-0.145,2
1545136281140075919,66200,0.85,-0.452,-0.132,2
1545136281258506109,66316,0.835,-0.465,-0.127,2
1545136281376111827,66432,0.817,-0.477,-0.119,2
1545136281495051102,66549,0.795,-0.489,-0.113,2
1545136281613016542,66664,0.783,-0.513,-0.097,2
1545136281731146382,66780,0.763,-0.533,-0.086,2
1545136281850029524,66898,0.74,-0.556,-0.098,2
1545136281967534366,67013,0.716,-0.582,-0.107,2
1545136282085349850,67129,0.681,-0.598,-0.12,2
1545136282204406248,67245,0.653,-0.621,-0.134,2
1545136282321918991,67362,0.63,-0.645,-0.135,2
1545136282440055816,67477,0.608,-0.666,-0.135,2
1545136282558115815,67593,0.587,-0.686,-0.14,2
1545136282677159608,67709,0.568,-0.705,-0.137,2
1545136282795649067,67826,0.547,-0.719,-0.137,2
1545136282912998943,67943,0.527,-0.731,-0.141,2
1545136283150462281,68176,0.498,-0.737,-0.164,2
1545136283268549927,68292,0.471,-0.745,-0.179,2
1545136283386241685,68407,0.442,-0.748,-0.204,2
1545136283504666186,68523,0.412,-0.745,-0.232,2
1545136283622444839,68640,0.393,-0.742,-0.245,2
1545136283741024230,68756,0.374,-0.731,-0.277,2
1545136284332398848,69336,0.304,-0.68,-0.42,2
1545136284450153028,69453,0.294,-0.664,-0.443,2
1545136284567897756,69569,0.286,-0.646,-0.462,2
1545136284686841426,69684,0.284,-0.627,-0.477,2
1545136284804193708,69800,0.282,-0.605,-0.491,2
1545136284923402380,69917,0.284,-0.584,-0.501,2
1545136285041237270,70033,0.287,-0.562,-0.508,2
1545136285160403561,70149,0.293,-0.541,-0.512,2
1545136285277685701,70266,0.302,-0.521,-0.514,2
1545136285396074533,70382,0.311,-0.501,-0.516,2
1545136285514401773,70497,0.323,-0.48,-0.518,2
1545136285632142983,70613,0.337,-0.459,-0.521,2
1545136286105326835,71078,0.372,-0.421,-0.525,2
1545136286223096805,71195,0.414,-0.384,-0.528,2
1545136286341868381,71310,0.459,-0.349,-0.526,2
1545136286460437474,71426,0.508,-0.316,-0.52,2
1545136286578014460,71543,0.54,-0.299,-0.508,2
1545136286932275907,71890,0.604,-0.266,-0.471,2
1545136287051346575,72007,0.634,-0.25,-0.446,2
1545136287168949775,72123,0.664,-0.239,-0.422,2
1545136287287181939,72239,0.693,-0.233,-0.396,2
1545136287405079487,72355,0.717,-0.232,-0.374,2
1545136287523958902,72472,0.745,-0.239,-0.354,2
1545136287642479173,72587,0.771,-0.246,-0.331,2
1545136287760023293,72703,0.795,-0.257,-0.306,2
1545136287996062775,72936,0.819,-0.27,-0.279,2
1545136288114630868,73051,0.836,-0.283,-0.251,2
1545136288351296331,73286,0.849,-0.296,-0.225,2
1545136288469069144,73402,0.855,-0.296,-0.218,2
1545136288706785863,73633,0.857,-0.315,-0.193,2
1545136288824134298,73750,0.856,-0.328,-0.183,2
1545136288942935546,73866,0.854,-0.339,-0.18,2
1545136289060131685,73981,0.851,-0.363,-0.161,2
1545136289177376731,74097,0.848,-0.377,-0.161,2
1545136289414401854,74330,0.843,-0.403,-0.147,2
1545136289533008009,74446,0.836,-0.433,-0.13,2
1545136289651452151,74563,0.825,-0.46,-0.121,2
1545136289769839335,74679,0.809,-0.482,-0.121,2
1545136290006771081,74910,0.772,-0.514,-0.134,2
1545136290242917794,75142,0.746,-0.537,-0.137,2
1545136290360119319,75259,0.72,-0.559,-0.138,2
1545136290479533833,75376,0.694,-0.581,-0.139,2
1545136290597340446,75492,0.665,-0.601,-0.134,2
1545136290716084648,75607,0.645,-0.617,-0.134,2
1545136290833016466,75723,0.624,-0.632,-0.138,2
1545136290952373476,75840,0.601,-0.644,-0.144,2
1545136291070480695,75956,0.582,-0.657,-0.157,2
1545136291188166107,76071,0.557,-0.663,-0.172,2
1545136291307220574,76187,0.533,-0.668,-0.188,2
1545136291424228110,76305,0.508,-0.676,-0.179,2
1545136291543412457,76420,0.485,-0.686,-0.167,2
1545136291661114439,76536,0.463,-0.699,-0.151,2
1545136291779355888,76653,0.442,-0.711,-0.135,2
1545136291897113603,76769,0.421,-0.719,-0.143,2
1545136292015141486,76884,0.4,-0.725,-0.16,2
1545136292135149714,77000,0.377,-0.727,-0.182,2
1545136292252972803,77117,0.357,-0.728,-0.205,2
1545136292370334665,77233,0.337,-0.724,-0.233,2
1545136292488414390,77349,0.319,-0.716,-0.261,2
1545136292607779613,77466,0.302,-0.705,-0.288,2
1545136292725701770,77582,0.284,-0.693,-0.315,2
1545136292843104740,77697,0.268,-0.681,-0.34,2
1545136292961312808,77813,0.254,-0.667,-0.36,2
1545136293079461698,77930,0.242,-0.65,-0.379,2
1545136293198258307,78046,0.232,-0.631,-0.397,2
1545136293316899599,78161,0.224,-0.607,-0.416,2
1545136293434575526,78277,0.22,-0.582,-0.435,2
1545136293670368925,78511,0.226,-0.55,-0.452,2
1545136293789385527,78627,0.236,-0.519,-0.465,2
1545136293907684184,78743,0.251,-0.49,-0.471,2
1545136294143416171,78975,0.285,-0.442,-0.474,2
1545136294263092508,79091,0.304,-0.424,-0.473,2
1545136294380534094,79207,0.327,-0.369,-0.495,2
1545136294498943657,79324,0.353,-0.314,-0.515,2
1545136294616302584,79440,0.383,-0.299,-0.512,2
1545136294734925712,79556,0.416,-0.282,-0.511,2
1545136294853335665,79673,0.449,-0.303,-0.485,2
1545136294970861009,79788,0.483,-0.324,-0.458,2
1545136295089311882,79904,0.515,-0.307,-0.451,2
1545136295207207814,80020,0.547,-0.295,-0.441,2
1545136295326748207,80137,0.578,-0.284,-0.429,2
1545136295444188295,80252,0.608,-0.274,-0.415,2
1545136295563004983,80368,0.639,-0.27,-0.4,2
1545136295680366936,80486,0.675,-0.274,-0.388,2
1545136295798267694,80601,0.711,-0.281,-0.376,2
1545136295917245719,80717,0.747,-0.29,-0.364,2
1545136296270997195,81065,0.791,-0.3,-0.336,2
1545136296389971592,81181,0.823,-0.298,-0.306,2
1545136296508149514,81297,0.852,-0.3,-0.272,2
1545136296627473214,81414,0.884,-0.315,-0.23,2
1545136296744826804,81530,0.889,-0.317,-0.193,2
